params,score
"OrderedDict([('bootstrap', False), ('max_features', 0.04274813813171353), ('min_samples_split', 0.3441346350782168), ('n_estimators', 1450)])",0.7279043018173452
"OrderedDict([('bootstrap', False), ('max_features', 0.2855220483293149), ('min_samples_split', 0.7071467020099157), ('n_estimators', 663)])",0.7270071313549574
"OrderedDict([('bootstrap', True), ('max_features', 0.3590767043808268), ('min_samples_split', 0.2786926600773084), ('n_estimators', 1286)])",0.7582671957671957
"OrderedDict([('bootstrap', False), ('max_features', 0.8513293986699195), ('min_samples_split', 0.22323146957803447), ('n_estimators', 1768)])",0.7406659765355418
"OrderedDict([('bootstrap', False), ('max_features', 0.804921594918288), ('min_samples_split', 0.5941047155741465), ('n_estimators', 380)])",0.7221733379342076
"OrderedDict([('bootstrap', True), ('max_features', 0.4661700639259404), ('min_samples_split', 0.37973063771364324), ('n_estimators', 41)])",0.7469476075454337
"OrderedDict([('bootstrap', True), ('max_features', 0.36439899283816435), ('min_samples_split', 0.29832910438990273), ('n_estimators', 1635)])",0.7577869795261098
"OrderedDict([('bootstrap', True), ('max_features', 0.09789901595664596), ('min_samples_split', 0.3588938587148051), ('n_estimators', 1574)])",0.7530797101449276
"OrderedDict([('bootstrap', True), ('max_features', 0.6391290102621336), ('min_samples_split', 0.27629918473547765), ('n_estimators', 1212)])",0.7579825166781687
"OrderedDict([('bootstrap', True), ('max_features', 0.42847590964306287), ('min_samples_split', 0.04743778160314743), ('n_estimators', 273)])",0.7508310328962502
"OrderedDict([('bootstrap', True), ('max_features', 0.10598575866654947), ('min_samples_split', 1.0), ('n_estimators', 1941)])",0.5
"OrderedDict([('bootstrap', False), ('max_features', 1.0), ('min_samples_split', 0.01), ('n_estimators', 1)])",0.650418391994479
"OrderedDict([('bootstrap', False), ('max_features', 1.0), ('min_samples_split', 1.0), ('n_estimators', 1)])",0.6902518978605935
"OrderedDict([('bootstrap', True), ('max_features', 0.01), ('min_samples_split', 0.15347170512991173), ('n_estimators', 2000)])",0.7591672417759374
"OrderedDict([('bootstrap', True), ('max_features', 0.01), ('min_samples_split', 0.21751000956706637), ('n_estimators', 2000)])",0.7562916954221302
"OrderedDict([('bootstrap', True), ('max_features', 0.11204895326351881), ('min_samples_split', 0.6274621968894877), ('n_estimators', 1987)])",0.7535512997469519
"OrderedDict([('bootstrap', True), ('max_features', 0.01), ('min_samples_split', 0.5504675755162322), ('n_estimators', 2000)])",0.7550810904071774
"OrderedDict([('bootstrap', True), ('max_features', 0.01), ('min_samples_split', 0.1280069451867986), ('n_estimators', 1)])",0.6707139981596504
"OrderedDict([('bootstrap', True), ('max_features', 1.0), ('min_samples_split', 0.01), ('n_estimators', 2000)])",0.7229022889348976
"OrderedDict([('bootstrap', True), ('max_features', 0.3326033453691844), ('min_samples_split', 0.01), ('n_estimators', 990)])",0.720928226363009
"OrderedDict([('bootstrap', True), ('max_features', 0.21505519910653847), ('min_samples_split', 0.1654369456824907), ('n_estimators', 2000)])",0.7573556475730389
"OrderedDict([('bootstrap', True), ('max_features', 0.9537908445371327), ('min_samples_split', 0.6223168591126266), ('n_estimators', 1)])",0.6939556015642971
"OrderedDict([('bootstrap', False), ('max_features', 0.9534300178329443), ('min_samples_split', 0.6011604617723783), ('n_estimators', 2000)])",0.7221733379342076
"OrderedDict([('bootstrap', False), ('max_features', 0.26752616606221025), ('min_samples_split', 0.8445380053764975), ('n_estimators', 2000)])",0.7200598113641592
"OrderedDict([('bootstrap', True), ('max_features', 0.823453460163615), ('min_samples_split', 0.45757493869565197), ('n_estimators', 2000)])",0.7646523464458247
"OrderedDict([('bootstrap', False), ('max_features', 0.0442792620161454), ('min_samples_split', 0.25462794009815454), ('n_estimators', 1)])",0.6737951460777548
"OrderedDict([('bootstrap', True), ('max_features', 1.0), ('min_samples_split', 0.01), ('n_estimators', 1)])",0.6092233149298367
"OrderedDict([('bootstrap', False), ('max_features', 0.3277956289600632), ('min_samples_split', 0.6405426586838815), ('n_estimators', 2000)])",0.7287640901771336
"OrderedDict([('bootstrap', False), ('max_features', 0.5336783707855964), ('min_samples_split', 0.1152966128568062), ('n_estimators', 2000)])",0.7518561651713827
"OrderedDict([('bootstrap', True), ('max_features', 0.31741705960566174), ('min_samples_split', 0.4359836115799174), ('n_estimators', 1606)])",0.7517109500805154
"OrderedDict([('bootstrap', True), ('max_features', 0.7183074772368601), ('min_samples_split', 0.373753928919504), ('n_estimators', 2000)])",0.7628033701403265
"OrderedDict([('bootstrap', True), ('max_features', 0.6799995226261482), ('min_samples_split', 0.7503908732103528), ('n_estimators', 2000)])",0.5
"OrderedDict([('bootstrap', True), ('max_features', 0.8811655496319248), ('min_samples_split', 0.40471089088252626), ('n_estimators', 2000)])",0.7642842765125374
"OrderedDict([('bootstrap', False), ('max_features', 0.01), ('min_samples_split', 0.6846819722668295), ('n_estimators', 2000)])",0.7271336553945249
"OrderedDict([('bootstrap', False), ('max_features', 0.5668999691055884), ('min_samples_split', 0.3534968965907833), ('n_estimators', 2000)])",0.731889809063722
"OrderedDict([('bootstrap', True), ('max_features', 0.5073147449874158), ('min_samples_split', 0.15263613542696775), ('n_estimators', 886)])",0.7617581090407176
"OrderedDict([('bootstrap', False), ('max_features', 0.01), ('min_samples_split', 0.01), ('n_estimators', 2000)])",0.6958031400966184
"OrderedDict([('bootstrap', False), ('max_features', 0.8233611566603783), ('min_samples_split', 0.42391539123992467), ('n_estimators', 1558)])",0.7249884978145847
"OrderedDict([('bootstrap', True), ('max_features', 0.8064960871235992), ('min_samples_split', 0.42756416174045725), ('n_estimators', 1177)])",0.7643820450885668
"OrderedDict([('bootstrap', True), ('max_features', 0.5870454588264036), ('min_samples_split', 0.16704672275169888), ('n_estimators', 2000)])",0.7612865194386934
"OrderedDict([('bootstrap', True), ('max_features', 0.01), ('min_samples_split', 0.5986986593863749), ('n_estimators', 1)])",0.5976564297216471
"OrderedDict([('bootstrap', True), ('max_features', 0.14796119786303197), ('min_samples_split', 0.48626801045627266), ('n_estimators', 2000)])",0.7530394524959743
"OrderedDict([('bootstrap', False), ('max_features', 0.01), ('min_samples_split', 1.0), ('n_estimators', 1)])",0.5710835058661147
"OrderedDict([('bootstrap', True), ('max_features', 0.4962251148071064), ('min_samples_split', 0.18803930250444909), ('n_estimators', 1)])",0.6582844490453187
"OrderedDict([('bootstrap', True), ('max_features', 1.0), ('min_samples_split', 0.4327519936173542), ('n_estimators', 7)])",0.7027907177363699
"OrderedDict([('bootstrap', True), ('max_features', 0.5257804290335507), ('min_samples_split', 0.15158471344625113), ('n_estimators', 1350)])",0.7636732229123533
"OrderedDict([('bootstrap', True), ('max_features', 0.525638697768177), ('min_samples_split', 0.37701403365802044), ('n_estimators', 889)])",0.7620873590982287
"OrderedDict([('bootstrap', True), ('max_features', 0.5954108395663996), ('min_samples_split', 0.1837419419677438), ('n_estimators', 2000)])",0.761844375431332
"OrderedDict([('bootstrap', True), ('max_features', 0.6363605437541681), ('min_samples_split', 0.17855127195400028), ('n_estimators', 2000)])",0.7609730848861285
"OrderedDict([('bootstrap', True), ('max_features', 0.525444842085144), ('min_samples_split', 0.18370433392811913), ('n_estimators', 2000)])",0.761441798941799
