,ccp_alpha,max_depth,min_samples_leaf,min_samples_split,df1,df2,df3,df4,max_depth_tunability
0,0.0096112439578502,26,21,31,1.0,0.8331852358168149,0.6812499999999999,0.7166049709148598,0.8077600516829186
1,0.0096112439578502,10,21,31,1.0,0.8017600820232399,0.6950000000000001,0.7086197778952936,0.8013449649796334
2,0.0096112439578502,1,21,31,0.6462531017369727,0.7128503075871497,0.6912500000000001,0.7342147012162876,0.6961420276351025
3,0.0096112439578502,25,21,31,1.0,0.8683185235816813,0.6875,0.7475674246430459,0.8258464870561819
4,0.0096112439578502,25,21,31,1.0,0.8681476418318523,0.71625,0.73783712321523,0.8305586912617706
5,0.0096112439578502,27,21,31,1.0,0.8838516746411482,0.6975,0.7494182971972501,0.8326924929595996
6,0.0096112439578502,15,21,31,1.0,0.869565960355434,0.6912499999999999,0.7248016922263352,0.8214044131454423
7,0.0096112439578502,18,21,31,1.0,0.8813568010936432,0.7212500000000001,0.7750661025912217,0.8444182259212162
8,0.0096112439578502,6,21,31,1.0,0.8447710184552288,0.7012500000000002,0.7376784769962982,0.8209248738628818
9,0.0096112439578502,8,21,31,1.0,0.8590396445659604,0.7012499999999999,0.7376784769962983,0.8244920303905646
10,0.0096112439578502,23,21,31,1.0,0.8353896103896103,0.6975,0.7395822316234797,0.8181179605032725
11,0.0096112439578502,20,21,31,1.0,0.8563909774436091,0.6975,0.7181385510312004,0.8180073821187024
12,0.0096112439578502,15,21,31,1.0,0.8500170881749828,0.67875,0.7377578001057641,0.8166312220701867
13,0.0096112439578502,1,21,31,0.6461993382961124,0.7035885167464115,0.71,0.7263617133791644,0.6965373921054221
14,0.0096112439578502,2,21,31,0.7609429280397022,0.7009227614490773,0.70875,0.7312533051295611,0.7254672486545852
15,0.0096112439578502,25,21,31,1.0,0.8392344497607656,0.705,0.7494711792702272,0.8234264072577482
16,0.0096112439578502,11,21,31,1.0,0.8484620642515379,0.7124999999999999,0.7640666314119514,0.8312571739158723
17,0.0096112439578502,1,21,31,0.658490488006617,0.7008202323991799,0.6875,0.7232152300370175,0.6925064876107037
18,0.0096112439578502,26,21,31,1.0,0.8368762816131238,0.69375,0.7751189846641988,0.8264363165693307
19,0.0096112439578502,17,21,31,1.0,0.8369275461380724,0.6762499999999999,0.7281597038603914,0.810334312499616
20,0.0096112439578502,23,21,31,1.0,0.8602870813397129,0.6849999999999999,0.753648863035431,0.8247339860937859
21,0.0096112439578502,28,21,31,1.0,0.8445488721804513,0.70125,0.7474616604970915,0.8233151331693858
22,0.0096112439578502,25,21,31,1.0,0.8589029391660971,0.71,0.7541512427287149,0.830763545473703
23,0.0096112439578502,27,21,31,1.0,0.8525632262474367,0.6699999999999999,0.7425700687466947,0.8162833237485329
24,0.0096112439578502,5,21,31,0.9703763440860215,0.8526657552973342,0.7125000000000001,0.7379428873611846,0.8183712466861353
25,0.0096112439578502,25,21,31,1.0,0.8838004101161996,0.6799999999999999,0.7734531993654151,0.8343134023704036
26,0.0096112439578502,13,21,31,1.0,0.8458988380041012,0.6937499999999999,0.7359598096245372,0.8189021619071597
27,0.0096112439578502,3,21,31,0.849247311827957,0.7167464114832536,0.71625,0.7164198836594393,0.7496659017426626
28,0.0096112439578502,1,21,31,0.6585401157981804,0.6906527682843472,0.6849999999999999,0.7525912215758859,0.6966960264146034
29,0.0096112439578502,7,21,31,1.0,0.8590054682159944,0.7,0.7508461131676363,0.8274628953459077
30,0.0096112439578502,17,21,31,1.0,0.8631749829118249,0.6675,0.7654680063458487,0.8240357473144184
31,0.0096112439578502,2,21,31,0.7550992555831266,0.7103896103896103,0.7175,0.7165520888418826,0.7248852387036548
32,0.0096112439578502,7,21,31,1.0,0.8369275461380725,0.69625,0.7378635642517185,0.8177602775974478
33,0.0096112439578502,5,21,31,0.9735732009925557,0.8734107997265891,0.695,0.7379164463246959,0.8199751117609602
34,0.0096112439578502,2,21,31,0.7570802315963605,0.6776828434723171,0.71,0.7458751983077737,0.7226595683441128
35,0.0096112439578502,30,21,31,1.0,0.8576725905673275,0.6975,0.7462189317821258,0.8253478805873633
36,0.0096112439578502,15,21,31,1.0,0.8523752563226248,0.6925,0.7524061343204653,0.8243203476607726
37,0.0096112439578502,9,21,31,1.0,0.8642344497607656,0.6900000000000001,0.7313855103120043,0.8214049900181924
38,0.0096112439578502,13,21,31,1.0,0.8733595352016404,0.6562500000000001,0.7231887890005289,0.8131995810505424
39,0.0096112439578502,11,21,31,1.0,0.8668831168831168,0.6925,0.7360655737704919,0.8238621726634022
40,0.0096112439578502,29,21,31,1.0,0.8276657552973343,0.69625,0.778609201480698,0.8256312391945082
41,0.0096112439578502,28,21,31,1.0,0.8460355434039645,0.7225,0.7491010047593867,0.8294091370408379
42,0.0096112439578502,14,21,31,1.0,0.7963602187286399,0.7275,0.7638815441565309,0.8219354407212928
43,0.0096112439578502,2,21,31,0.747460711331679,0.6932672590567327,0.70625,0.7444473823373877,0.7228563381814499
44,0.0096112439578502,2,21,31,0.7616294458229941,0.6969924812030074,0.7249999999999999,0.7656795346377578,0.7373253654159397
45,0.0096112439578502,22,21,31,1.0,0.8837833219412167,0.6950000000000001,0.7540983606557377,0.8332204206492385
46,0.0096112439578502,22,21,31,1.0,0.82634996582365,0.7275,0.7540454785827604,0.8269738611016026
47,0.0096112439578502,1,21,31,0.6662282878411911,0.7037081339712918,0.70125,0.7149920676890534,0.6965446223753842
48,0.0096112439578502,7,21,31,1.0,0.8276999316472999,0.6975,0.7508461131676362,0.819011511203734
49,0.0096112439578502,19,21,31,1.0,0.802904989747095,0.6962499999999999,0.7427022739291379,0.8104643159190582
50,0.0096112439578502,1,21,31,0.6566004962779156,0.7048530416951471,0.6987500000000001,0.703569539925965,0.6909432694747569
51,0.0096112439578502,29,21,31,1.0,0.826161995898838,0.7112499999999999,0.742622950819672,0.8200087366796274
52,0.0096112439578502,12,21,31,1.0,0.851161995898838,0.6875000000000001,0.7506610259122157,0.8223307554527635
53,0.0096112439578502,5,21,31,0.9716542597187757,0.8472488038277511,0.685,0.7559227921734533,0.8149564639299951
54,0.0096112439578502,27,21,31,1.0,0.8679254955570747,0.6950000000000001,0.7621893178212586,0.8312787033445832
55,0.0096112439578502,15,21,31,1.0,0.8446514012303485,0.73125,0.7736382866208356,0.837384921962796
56,0.0096112439578502,9,21,31,1.0,0.8667464114832535,0.6862499999999999,0.7150185087255421,0.8170037300521988
57,0.0096112439578502,19,21,31,1.0,0.8433356117566643,0.6725,0.7198307773664728,0.8089165972807842
58,0.0096112439578502,19,21,31,1.0,0.8303827751196173,0.70625,0.760655737704918,0.8243221282061338
59,0.0096112439578502,9,21,31,1.0,0.8641490088858509,0.7112499999999999,0.7474616604970915,0.8307151673457357
60,0.0096112439578502,28,21,31,1.0,0.8655502392344496,0.6975,0.7639873083024854,0.8317593868842338
61,0.0096112439578502,5,21,31,0.9697146401985112,0.8394395078605605,0.7012499999999999,0.7523532522474882,0.8156893500766399
62,0.0096112439578502,14,21,31,1.0,0.8811517429938484,0.7249999999999999,0.7377842411422527,0.8359839960340253
63,0.0096112439578502,19,21,31,1.0,0.8669172932330828,0.70125,0.7346113167636171,0.825694652499175
64,0.0096112439578502,27,21,31,1.0,0.8604237867395762,0.6825,0.7523268112109995,0.8238126494876439
65,0.0096112439578502,17,21,31,1.0,0.8694805194805195,0.6975,0.7557641459545215,0.8306861663587602
66,0.0096112439578502,15,21,31,1.0,0.8630211893369788,0.7212500000000001,0.7247752511898465,0.8272616101317063
67,0.0096112439578502,29,21,31,1.0,0.8472658920027343,0.7162499999999999,0.7461660497091487,0.8274204854279708
68,0.0096112439578502,24,21,31,1.0,0.8524265208475736,0.74375,0.7396615547329455,0.8339595188951299
69,0.0096112439578502,14,21,31,1.0,0.8707108680792892,0.6825,0.7296404019037546,0.820712817495761
70,0.0096112439578502,9,21,31,1.0,0.8474025974025974,0.68125,0.7457429931253305,0.818598897631982
71,0.0096112439578502,16,21,31,1.0,0.857775119617225,0.7324999999999999,0.7379164463246959,0.8320478914854801
72,0.0096112439578502,13,21,31,1.0,0.8746753246753247,0.72,0.7751189846641988,0.8424485773348809
73,0.0096112439578502,2,21,31,0.7583912324234905,0.6919856459330143,0.70875,0.7246430460074035,0.720942481090977
74,0.0096112439578502,6,21,31,1.0,0.8627648667122351,0.6962499999999999,0.7148334214701215,0.8184620720455892
75,0.0096112439578502,16,21,31,1.0,0.8564422419685578,0.6799999999999999,0.7312268640930724,0.8169172765154076
