,n_estimators,min_samples_leaf,min_samples_split,df1,df2,df3,df4,mean_score
29,729.0,0.045422561458058675,0.07825753779012778,0.4954900943885489,0.48694083694083695,0.369375,0.37297747567639605,0.4311958517514455
30,729.0,0.045422561458058675,0.6271613808945415,0.4916243128306192,0.37078346490111197,0.36062500000000003,0.3908636545381847,0.40347410806747896
31,729.0,0.045422561458058675,0.3870334153233209,0.4958126750337102,0.4399668958492488,0.378125,0.3860055977608956,0.4249775421609637
32,729.0,0.045422561458058675,0.017815361512693695,0.49452131521626386,0.49152024446142095,0.38062500000000005,0.3827469012395042,0.43735336522929724
33,729.0,0.045422561458058675,0.9220792653575701,0.32473706047090556,0.3322553263729734,0.34625,0.3338664534186325,0.33427721006562783
34,729.0,0.045422561458058675,0.03608550451334214,0.49581371227051135,0.4889101094983448,0.37625000000000003,0.378661868585899,0.43490892258868874
35,729.0,0.045422561458058675,0.8504929051749934,0.33506586453687376,0.32180205415499535,0.348125,0.346921231507397,0.33797853754981655
36,729.0,0.045422561458058675,0.7489080259752073,0.4693828441033088,0.33221712927595276,0.34124999999999994,0.3688457950153272,0.3779239420986472
37,729.0,0.045422561458058675,0.5571999442126258,0.49162016388341456,0.39296749002631354,0.37187500000000007,0.3819538851126216,0.40960413475558743
38,729.0,0.045422561458058675,0.8973173789238404,0.32989938803028734,0.325740599270011,0.351875,0.3289350926296148,0.33411251998247826
39,729.0,0.045422561458058675,0.45652925032128155,0.49451924074266157,0.4158305746541041,0.3725,0.3746368119418899,0.4143716568346639
40,729.0,0.045422561458058675,0.33718103336036676,0.4916191266466134,0.45235124352771405,0.375625,0.38025456484073034,0.4249624837537644
41,729.0,0.045422561458058675,0.7790671902470463,0.4558603879265636,0.32704354469060354,0.34625000000000006,0.3648673863787818,0.3735053297489872
42,729.0,0.045422561458058675,0.2807850774074856,0.4951675137433876,0.4784610814022579,0.37750000000000006,0.37373717179794747,0.43121644173589824
43,729.0,0.045422561458058675,0.143303775409664,0.49388237734674834,0.48564213564213565,0.38,0.3770491803278689,0.4341434233291882
44,729.0,0.045422561458058675,0.009026040979490668,0.4954859454413443,0.4849885408708938,0.37124999999999997,0.39007063841130213,0.43544878118088504
45,729.0,0.045422561458058675,0.5414557420412477,0.4925910175293019,0.3988158899923605,0.37312500000000004,0.3737771558043449,0.4095772658315019
46,729.0,0.045422561458058675,0.26812349746255904,0.4948449330982263,0.4712842712842713,0.37875000000000003,0.3860255897640944,0.43272619853664807
47,729.0,0.045422561458058675,0.07608924456633437,0.49452546416346854,0.48694083694083695,0.388125,0.38431294149007067,0.438476060648594
48,729.0,0.045422561458058675,0.46026757650486316,0.49387719116274253,0.4256175197351668,0.37,0.3705184592829535,0.41500329254521573
49,729.0,0.045422561458058675,0.15843754225749884,0.4964557618504305,0.48694508106272816,0.3775,0.3851725976276156,0.4365183601351935
