,n_estimators,min_samples_leaf,min_samples_split,df1,df2,df3,df4,mean_score
0,729.0,0.045422561458058675,0.6597238249882914,0.4832424022404315,0.36228248875307695,0.35375,0.37465680394508866,0.39348292373464927
1,729.0,0.045422561458058675,0.648909919322397,0.4900124468416139,0.36881419234360413,0.35375,0.3819338931094229,0.3986276330736602
2,729.0,0.045422561458058675,0.32061550250694537,0.49517062545379115,0.4575460487225193,0.36812500000000004,0.3770091963214714,0.4244627176244455
3,729.0,0.045422561458058675,0.5362215485414289,0.49291048646405977,0.3988116458704694,0.36062500000000003,0.38523923763827805,0.4093965924932018
4,729.0,0.045422561458058675,0.4645536761190916,0.4925889430556996,0.4203675409557762,0.368125,0.3827469012395042,0.415957096312745
5,729.0,0.045422561458058675,0.6520635021876808,0.4861456280468831,0.37402597402597404,0.356875,0.38026789284286283,0.39932862372893
6,729.0,0.045422561458058675,0.03300143922401011,0.49516958821699,0.4902088107970461,0.378125,0.3729908036785286,0.4341235506731412
7,729.0,0.045422561458058675,0.029632368216931493,0.4935639456487916,0.4823741617859265,0.38062500000000005,0.38110089297614286,0.43441600010271525
8,729.0,0.045422561458058675,0.19580983547432185,0.49452442692666737,0.4836728630846278,0.38187499999999996,0.3737904838064774,0.43346569345444314
9,729.0,0.045422561458058675,0.5073382884986464,0.4938751166891401,0.4047109752992106,0.36937500000000006,0.3770225243236039,0.4112459040779886
10,729.0,0.045422561458058675,0.7854292197382309,0.4487770978114304,0.33223410576351753,0.35000000000000003,0.35910968945755034,0.37253022325812457
11,729.0,0.045422561458058675,0.20959513053042056,0.4945233896898662,0.47714115949410074,0.37687499999999996,0.383546581367453,0.433021532637855
12,729.0,0.045422561458058675,0.9411736124751915,0.33020018670262424,0.328299804770393,0.35625,0.32086498733839797,0.3339037447028538
13,729.0,0.045422561458058675,0.9803819886291703,0.330859869308163,0.32833800186741363,0.34937499999999994,0.3363454618152739,0.3362295832477126
14,729.0,0.045422561458058675,0.5632695528264674,0.4925899802925008,0.39298446651387825,0.36000000000000004,0.378635212581634,0.4060524148470033
15,729.0,0.045422561458058675,0.7198269458404059,0.4745503578466964,0.3427085985909516,0.35374999999999995,0.37297081167532986,0.38599494202824447
16,729.0,0.045422561458058675,0.5914971591323818,0.49194170729177467,0.38123673711909,0.366875,0.3794482207117153,0.404875416280645
17,729.0,0.045422561458058675,0.6786293776911753,0.4848594544134426,0.36358119005177825,0.36312500000000003,0.3786685325869652,0.39755854426304654
18,729.0,0.045422561458058675,0.6748968947409636,0.48195726584379217,0.3675027586792292,0.35624999999999996,0.383546581367453,0.39731415147261856
19,729.0,0.045422561458058675,0.38389797302632755,0.4941987345711025,0.4405950258891435,0.38125,0.3787018525922964,0.42368640326313556
20,729.0,0.045422561458058675,0.7700715594297051,0.4561923037029354,0.3263857057974705,0.353125,0.3761628681860589,0.3779664694216162
21,729.0,0.045422561458058675,0.6726324774691353,0.48452857587387205,0.34924030218147867,0.353125,0.37541650006664,0.3905775945304977
22,729.0,0.045422561458058675,0.30117614615219734,0.4945233896898662,0.46671335200746966,0.384375,0.3908903105424496,0.4341255130599464
23,729.0,0.045422561458058675,0.4592711259698048,0.4919510424229852,0.41841100076394194,0.37875000000000003,0.38600559776089566,0.4187794102369557
24,729.0,0.045422561458058675,0.5310077038316281,0.4916222383570169,0.3916263475087004,0.36875,0.3884512861522058,0.41011246800448076
25,729.0,0.045422561458058675,0.21882469404210925,0.4942018462815061,0.4836855954503013,0.38875000000000004,0.3794815407170465,0.43652974561221347
26,729.0,0.045422561458058675,0.4477938981723879,0.4935566849911835,0.4190263984381632,0.37687499999999996,0.3851326136212182,0.41864767426264127
27,729.0,0.045422561458058675,0.45024544345086115,0.49484804480862987,0.42687377981495633,0.375,0.3705184592829535,0.4168100709766349
28,729.0,0.045422561458058675,0.8222981654074057,0.3930359921170003,0.3309481368304898,0.35125,0.35833666533386643,0.3583926985703391
