,ccp_alpha,max_depth,min_samples_leaf,min_samples_split,df1,df2,df3,df4,min_samples_split_tunability
187,0.0096112439578502,26,21,5,1.0,0.8159774436090224,0.715,0.7233209941829719,0.8135746094479985
188,0.0096112439578502,26,21,46,1.0,0.8367908407382092,0.6849999999999998,0.7587255420412481,0.8201290956948643
189,0.0096112439578502,26,21,7,1.0,0.8668318523581681,0.7325,0.75579058699101,0.8387806098372945
190,0.0096112439578502,26,21,5,1.0,0.8382433356117567,0.6824999999999999,0.7247752511898466,0.8113796467004009
191,0.0096112439578502,26,21,23,1.0,0.832911825017088,0.7024999999999999,0.7314119513484929,0.8167059440913953
192,0.0096112439578502,26,21,13,1.0,0.8538277511961724,0.67625,0.7379428873611845,0.8170051596393392
193,0.0096112439578502,26,21,11,1.0,0.8630553656869446,0.71875,0.7556319407720784,0.8343593266147558
194,0.0096112439578502,26,21,44,1.0,0.8419343814080655,0.725,0.7343204653622422,0.8253137116925768
195,0.0096112439578502,26,21,24,1.0,0.877323991797676,0.7125,0.72625594923321,0.8290199852577215
196,0.0096112439578502,26,21,8,1.0,0.8694121667805879,0.7137499999999999,0.7249603384452671,0.8270306263064637
197,0.0096112439578502,26,21,7,1.0,0.8614832535885167,0.6825,0.7459016393442622,0.8224712232331948
198,0.0096112439578502,26,21,44,1.0,0.8459671907040327,0.6775,0.7410364886303543,0.8161259198335967
199,0.0096112439578502,26,21,56,1.0,0.8146958304853043,0.67125,0.7475145425700688,0.8083650932638432
200,0.0096112439578502,26,21,52,1.0,0.8120642515379359,0.6624999999999999,0.7425436277102062,0.8042769698120356
201,0.0096112439578502,26,21,11,1.0,0.8643028024606971,0.7075,0.7441036488630355,0.828976612830933
202,0.0096112439578502,26,21,53,1.0,0.8317669172932332,0.69625,0.7753040719196194,0.8258302473032132
203,0.0096112439578502,26,21,8,1.0,0.8631408065618592,0.67375,0.765520888418826,0.8256029237451713
204,0.0096112439578502,26,21,53,1.0,0.8106288448393713,0.6925000000000001,0.7556848228450556,0.8147034169211067
205,0.0096112439578502,26,21,56,1.0,0.7976589200273411,0.6962499999999999,0.7426758328926494,0.8091461882299976
206,0.0096112439578502,26,21,14,1.0,0.8461722488038278,0.7025,0.7410629296668428,0.8224337946176677
207,0.0096112439578502,26,21,60,1.0,0.7950102529049897,0.7100000000000001,0.7295346377577999,0.8086362226656975
208,0.0096112439578502,26,21,20,1.0,0.8523752563226248,0.70875,0.7459545214172396,0.8267699444349661
209,0.0096112439578502,26,21,12,1.0,0.8498462064251535,0.70875,0.7721575885774723,0.8326884487506565
210,0.0096112439578502,26,21,53,1.0,0.821120984278879,0.7137500000000001,0.7314119513484929,0.816570733906843
211,0.0096112439578502,26,21,4,1.0,0.8695659603554342,0.69875,0.7344262295081966,0.8256855474659077
212,0.0096112439578502,26,21,55,1.0,0.8067156527682844,0.6950000000000001,0.7344526705446854,0.8090420808282426
213,0.0096112439578502,26,21,45,1.0,0.8628844839371155,0.7050000000000001,0.7477525118984664,0.8289092489588955
214,0.0096112439578502,26,21,4,1.0,0.8615686944634312,0.7300000000000001,0.7653622421998942,0.8392327341658314
215,0.0096112439578502,26,21,28,1.0,0.8551264524948736,0.71875,0.736409307244844,0.8275714399349294
216,0.0096112439578502,26,21,20,1.0,0.8642173615857827,0.68125,0.7687731359069276,0.8285601243731775
217,0.0096112439578502,26,21,22,1.0,0.8811346548188654,0.73,0.7297461660497092,0.8352202052171437
218,0.0096112439578502,26,21,24,1.0,0.8588858509911143,0.68625,0.7185087255420413,0.8159111441332889
219,0.0096112439578502,26,21,16,1.0,0.8694805194805195,0.70375,0.7445267054468536,0.8294393062318433
220,0.0096112439578502,26,21,25,1.0,0.8499145591250855,0.69125,0.7314648334214702,0.8181573481366389
221,0.0096112439578502,26,21,30,1.0,0.8706596035543404,0.705,0.7491803278688524,0.8312099828557982
222,0.0096112439578502,26,21,11,1.0,0.8422419685577582,0.6825,0.7407720782654679,0.8163785117058064
223,0.0096112439578502,26,21,48,1.0,0.7898154477101846,0.6837500000000001,0.7379164463246959,0.8028704735087202
224,0.0096112439578502,26,21,26,1.0,0.8498974709501024,0.7037499999999999,0.7344262295081967,0.8220184251145748
225,0.0096112439578502,26,21,55,1.0,0.7963773069036226,0.6975,0.7507403490216815,0.811154413981326
226,0.0096112439578502,26,21,33,1.0,0.8786568694463431,0.7099999999999999,0.7361977789529349,0.8312136620998195
227,0.0096112439578502,26,21,14,1.0,0.8459159261790841,0.68875,0.7378635642517186,0.8181323726077007
228,0.0096112439578502,26,21,58,1.0,0.7611244019138756,0.7100000000000001,0.7639873083024855,0.8087779275540903
229,0.0096112439578502,26,21,28,1.0,0.8680451127819548,0.68875,0.7819143310417769,0.8346773609559328
230,0.0096112439578502,26,21,60,1.0,0.7899179767600821,0.7175,0.7640930724484399,0.8178777623021305
231,0.0096112439578502,26,21,25,1.0,0.8499829118250173,0.67875,0.7458487572712851,0.8186454172740756
232,0.0096112439578502,26,21,37,1.0,0.8629870129870131,0.71375,0.7476203067160233,0.8310893299257591
233,0.0096112439578502,26,21,53,1.0,0.8278024606971975,0.685,0.7622950819672132,0.8187743856661027
234,0.0096112439578502,26,21,36,1.0,0.8446855775803146,0.7250000000000001,0.7214965626652565,0.8227955350613929
235,0.0096112439578502,26,21,34,1.0,0.8473000683526999,0.68875,0.7621099947117927,0.8245400157661231
236,0.0096112439578502,26,21,20,1.0,0.8407382091592618,0.7,0.7640401903754627,0.826194599883681
237,0.0096112439578502,26,21,28,1.0,0.8668318523581682,0.6962499999999999,0.7410364886303544,0.8260295852471307
238,0.0096112439578502,26,21,15,1.0,0.8851845522898154,0.6962499999999999,0.7557377049180326,0.834293064301962
239,0.0096112439578502,26,21,8,1.0,0.8551435406698562,0.7137499999999999,0.7457958751983077,0.828672353967041
240,0.0096112439578502,26,21,40,1.0,0.8486842105263157,0.71625,0.7474352194606029,0.8280923574967296
241,0.0096112439578502,26,21,17,1.0,0.8837662337662338,0.7275,0.7737704918032787,0.8462591813923781
242,0.0096112439578502,26,21,49,1.0,0.8446855775803144,0.7024999999999999,0.7461396086726599,0.8233312965632436
243,0.0096112439578502,26,21,24,1.0,0.8641660970608338,0.72,0.7410364886303544,0.831300646422797
244,0.0096112439578502,26,21,31,1.0,0.8733082706766918,0.72,0.7443151771549444,0.8344058619579091
245,0.0096112439578502,26,21,3,1.0,0.8406356801093642,0.7074999999999999,0.7524061343204654,0.8251354536074574
246,0.0096112439578502,26,21,59,1.0,0.8237012987012987,0.6925,0.7116340560549974,0.806958838689074
247,0.0096112439578502,26,21,8,1.0,0.8447881066302119,0.72125,0.7118191433104176,0.8194643124851574
248,0.0096112439578502,26,21,5,1.0,0.8668147641831853,0.6975,0.7443151771549446,0.8271574853345325
249,0.0096112439578502,26,21,50,1.0,0.8564422419685578,0.72,0.7149391856160762,0.8228453568961585
250,0.0096112439578502,26,21,41,1.0,0.8263157894736842,0.7024999999999999,0.7231623479640401,0.8129945343594311
251,0.0096112439578502,26,21,44,1.0,0.8589883800410115,0.6937499999999999,0.7577472236911688,0.8276214009330451
252,0.0096112439578502,26,21,2,1.0,0.847282980177717,0.6925,0.7312533051295611,0.8177590713268195
