,hyperparameters,mean_brier,mean_roc_auc,mean_accuracy,spam_brier,spam_roc_auc,spam_accuracy,mt_brier,mt_roc_auc,mt_accuracy,kc1_brier,kc1_roc_auc,kc1_accuracy,phoneme_brier,phoneme_roc_auc,phoneme_accuracy
0,"{'n_jobs': -1, 'n_neighbors': 1}",0.14857122696449213,0.7945024962299578,0.8514287730355079,0.10910494264268518,0.8851811297099481,0.8908950573573149,0.18280757097791794,0.7859393270645845,0.817192429022082,0.20152424266303431,0.635211497029078,0.7984757573369656,0.10084815157433105,0.8716780311162207,0.8991518484256691
1,"{'n_jobs': -1, 'n_neighbors': 2}",0.11961419704572024,0.8329346907178441,0.8236835383910375,0.0890003776613322,0.9202875069530441,0.8748125855638957,0.14309936908517348,0.8379081280850118,0.8028916929547844,0.15563964156657023,0.6715993953171745,0.7448953631052222,0.09071739986980505,0.9019437325161462,0.8721345119402475
2,"{'n_jobs': -1, 'n_neighbors': 3}",0.11004009645682712,0.8531868532432385,0.8633805512858435,0.0837006352053796,0.9321510246705585,0.8963272435443516,0.12975814931650892,0.8613407286795789,0.8362250262881178,0.14071739220167134,0.7003620547771242,0.8297767671195866,0.08598420910374864,0.9188936048456924,0.8911931681913179
3,"{'n_jobs': -1, 'n_neighbors': 4}",0.10599176347569486,0.8635147724046994,0.8558330400620702,0.08102772565264597,0.9387978004736404,0.8930673181324646,0.12452352786540484,0.872500978351276,0.8327549947423766,0.1321963897738402,0.7154911523814367,0.8198230347513817,0.08621941061088842,0.9272691584124451,0.8776868126220577
4,"{'n_jobs': -1, 'n_neighbors': 5}",0.10478288742350998,0.8671847308931244,0.8631774249910065,0.07958192890525422,0.9434568876440348,0.8948069206439125,0.12176025236593062,0.8794503332163455,0.8410094637223974,0.12866386734360752,0.7185917684430573,0.840688498384573,0.08912550107924762,0.9272399342690598,0.8762048172131429
5,"{'n_jobs': -1, 'n_neighbors': 6}",0.10353116297069456,0.8729446319172577,0.8592214190397391,0.07865309315121664,0.9456188481223367,0.8958943492423168,0.12007243836896835,0.8843445523993798,0.8413249211356467,0.12470099277154245,0.7344582961651699,0.8288266483547411,0.09069812759105081,0.9273568309821446,0.8708397574262514
6,"{'n_jobs': -1, 'n_neighbors': 7}",0.10284428864752304,0.877844543860963,0.864030879306203,0.07840631734920282,0.9474512152717148,0.8985044611244867,0.11871606686838772,0.8882978399966905,0.842534174553102,0.12212846728676947,0.7476314195828406,0.8425808557823282,0.09212630308573219,0.927997700592606,0.8725040257648953
7,"{'n_jobs': -1, 'n_neighbors': 8}",0.10259522930767753,0.8799107197935576,0.8602294093547568,0.07737293023887079,0.949610733074489,0.9000245479865929,0.11798928759200841,0.8912532279931223,0.8431650893796003,0.1212353021467731,0.751942258006369,0.832624871947856,0.09378339725305787,0.9268366601002498,0.8651031281049782
8,"{'n_jobs': -1, 'n_neighbors': 9}",0.1026804251988,0.8807255513697922,0.8621680781707741,0.07765485717349635,0.9504030626340555,0.8989380635415192,0.11710804740948451,0.8941812024042353,0.8419032597266035,0.12079269401975816,0.7521276767955551,0.8449493982956401,0.09516610219246097,0.9261902636453232,0.8628815911193339
9,"{'n_jobs': -1, 'n_neighbors': 10}",0.10273648141613392,0.8819803257169794,0.8607674996754718,0.07792293584478119,0.950326631013862,0.8980684983241278,0.11689484752891692,0.8962137249821215,0.8444794952681388,0.12035943533226012,0.7558667494655598,0.8411556776350599,0.09576870695857745,0.9255141974063745,0.8593663274745605
