Iteration,Score
1,0.5294546883150885
2,-0.0017937281802118399
3,-0.0017116993727683827
4,0.39676448621087423
5,-0.0017454805541330387
6,-0.0016197866489950918
7,-0.001670059527960177
8,0.5251834681848577
9,-0.001771564703607842
10,0.3066161454490003
11,-0.0016110609092221395
12,-0.0018498625512144429
13,-0.0016359219780661682
14,-0.0017084798437028148
15,0.409789738142172
16,-0.0016835458394852676
17,-0.0016530726655832328
18,-0.0015352124277083767
19,-0.0018051308889008855
20,-0.0015524765161147869
21,0.40560738121825723
22,0.43520063689758526
23,-0.0011556934488436976
24,-0.0016995863498441288
25,-0.0018010643136321391
26,-0.0016986458184111708
27,-0.0017200491338766888
28,-0.0017842055816181812
29,0.5648475838649752
30,-0.0016086525597429624
31,-0.0015475592117502046
32,-0.0017081556266720366
33,-0.0017859470299552704
34,-0.001934893428142903
35,-0.0017883962016262966
36,-0.0016692659549244482
37,0.004957665532483668
38,0.5254969918521954
39,-0.0016506450197490974
40,-0.001755041628079157
41,-0.0016536830293374383
42,0.5493516813549414
43,0.47051719141276016
44,0.45671088198724563
45,-0.002364682636483595
46,-0.0017236715745765352
47,-0.001590001634838023
48,-0.001651429304971641
49,-0.0016724295229044728
50,-0.001740583696900222
