params,a_scores
"{'vc__gbc__learning_rate': 0.05823763200103602, 'vc__gbc__max_depth': 9, 'vc__gbc__max_leaf_nodes': 6, 'vc__gbc__min_samples_leaf': 49, 'vc__gbc__n_estimators': 369, 'vc__rfc__bootstrap': True, 'vc__rfc__max_features': 0.9615989810669627, 'vc__rfc__min_samples_split': 0.707672985872427, 'vc__rfc__n_estimators': 754, 'vc__xgb__learning_rate': 3.0227189396461682, 'vc__xgb__max_depth': 13, 'vc__xgb__min_child_weight': 5.770467185118339, 'vc__xgb__n_estimators': 234}",0.5169999999999999
"{'vc__gbc__learning_rate': 0.07887524506647453, 'vc__gbc__max_depth': 11, 'vc__gbc__max_leaf_nodes': 48, 'vc__gbc__min_samples_leaf': 37, 'vc__gbc__n_estimators': 487, 'vc__rfc__bootstrap': True, 'vc__rfc__max_features': 0.5059295498261558, 'vc__rfc__min_samples_split': 0.8736996445582236, 'vc__rfc__n_estimators': 1209, 'vc__xgb__learning_rate': 2.8204171337548734, 'vc__xgb__max_depth': 7, 'vc__xgb__min_child_weight': 5.31511786949887, 'vc__xgb__n_estimators': 4147}",0.5805
"{'vc__gbc__learning_rate': 0.41463114614929525, 'vc__gbc__max_depth': 3, 'vc__gbc__max_leaf_nodes': 7, 'vc__gbc__min_samples_leaf': 17, 'vc__gbc__n_estimators': 292, 'vc__rfc__bootstrap': True, 'vc__rfc__max_features': 0.7707560696646062, 'vc__rfc__min_samples_split': 0.5266685377580662, 'vc__rfc__n_estimators': 241, 'vc__xgb__learning_rate': 0.8517213388303135, 'vc__xgb__max_depth': 7, 'vc__xgb__min_child_weight': 1.987601315214437, 'vc__xgb__n_estimators': 3210}",0.8310000000000001
"{'vc__gbc__learning_rate': 0.4655389304550463, 'vc__gbc__max_depth': 1, 'vc__gbc__max_leaf_nodes': 7, 'vc__gbc__min_samples_leaf': 6, 'vc__gbc__n_estimators': 236, 'vc__rfc__bootstrap': False, 'vc__rfc__max_features': 0.5509106293818685, 'vc__rfc__min_samples_split': 0.767512188325023, 'vc__rfc__n_estimators': 1311, 'vc__xgb__learning_rate': 2.6752180458207233, 'vc__xgb__max_depth': 7, 'vc__xgb__min_child_weight': 5.9401941937900515, 'vc__xgb__n_estimators': 2811}",0.5660000000000001
"{'vc__gbc__learning_rate': 0.39294826979294273, 'vc__gbc__max_depth': 1, 'vc__gbc__max_leaf_nodes': 27, 'vc__gbc__min_samples_leaf': 16, 'vc__gbc__n_estimators': 182, 'vc__rfc__bootstrap': True, 'vc__rfc__max_features': 0.22558840937936464, 'vc__rfc__min_samples_split': 0.9028638907396653, 'vc__rfc__n_estimators': 9, 'vc__xgb__learning_rate': 8.58889471168239, 'vc__xgb__max_depth': 8, 'vc__xgb__min_child_weight': 5.824988068741471, 'vc__xgb__n_estimators': 1306}",0.5369999999999999
"{'vc__gbc__learning_rate': 0.7018721810629632, 'vc__gbc__max_depth': 1, 'vc__gbc__max_leaf_nodes': 27, 'vc__gbc__min_samples_leaf': 29, 'vc__gbc__n_estimators': 207, 'vc__rfc__bootstrap': False, 'vc__rfc__max_features': 0.6073899151359845, 'vc__rfc__min_samples_split': 0.7429148456550874, 'vc__rfc__n_estimators': 1320, 'vc__xgb__learning_rate': 2.312123149403357, 'vc__xgb__max_depth': 1, 'vc__xgb__min_child_weight': 3.519253866403374, 'vc__xgb__n_estimators': 3123}",0.6210000000000001
"{'vc__gbc__learning_rate': 0.33446417450839816, 'vc__gbc__max_depth': 12, 'vc__gbc__max_leaf_nodes': 18, 'vc__gbc__min_samples_leaf': 36, 'vc__gbc__n_estimators': 2, 'vc__rfc__bootstrap': False, 'vc__rfc__max_features': 0.2541124967227735, 'vc__rfc__min_samples_split': 0.8293562457545637, 'vc__rfc__n_estimators': 1569, 'vc__xgb__learning_rate': 3.9204139068058677, 'vc__xgb__max_depth': 7, 'vc__xgb__min_child_weight': 3.224525278257754, 'vc__xgb__n_estimators': 2559}",0.5345000000000001
"{'vc__gbc__learning_rate': 0.9559654395751306, 'vc__gbc__max_depth': 2, 'vc__gbc__max_leaf_nodes': 17, 'vc__gbc__min_samples_leaf': 34, 'vc__gbc__n_estimators': 50, 'vc__rfc__bootstrap': False, 'vc__rfc__max_features': 0.3751122468419854, 'vc__rfc__min_samples_split': 0.39103513941087675, 'vc__rfc__n_estimators': 758, 'vc__xgb__learning_rate': 7.201035442513456, 'vc__xgb__max_depth': 5, 'vc__xgb__min_child_weight': 5.629248397115913, 'vc__xgb__n_estimators': 3154}",0.6264999999999998
"{'vc__gbc__learning_rate': 0.4322074518562544, 'vc__gbc__max_depth': 12, 'vc__gbc__max_leaf_nodes': 5, 'vc__gbc__min_samples_leaf': 31, 'vc__gbc__n_estimators': 39, 'vc__rfc__bootstrap': True, 'vc__rfc__max_features': 0.39227876105705217, 'vc__rfc__min_samples_split': 0.580645022015523, 'vc__rfc__n_estimators': 770, 'vc__xgb__learning_rate': 7.9153757191507, 'vc__xgb__max_depth': 12, 'vc__xgb__min_child_weight': 3.662418893076801, 'vc__xgb__n_estimators': 1818}",0.5914999999999999
"{'vc__gbc__learning_rate': 0.5587792802908284, 'vc__gbc__max_depth': 11, 'vc__gbc__max_leaf_nodes': 11, 'vc__gbc__min_samples_leaf': 5, 'vc__gbc__n_estimators': 29, 'vc__rfc__bootstrap': True, 'vc__rfc__max_features': 0.31386699471535473, 'vc__rfc__min_samples_split': 0.6853923909128707, 'vc__rfc__n_estimators': 671, 'vc__xgb__learning_rate': 6.842505788055764, 'vc__xgb__max_depth': 2, 'vc__xgb__min_child_weight': 2.841535383803553, 'vc__xgb__n_estimators': 3835}",0.5375
"{'vc__gbc__learning_rate': 0.5139888660130665, 'vc__gbc__max_depth': 6, 'vc__gbc__max_leaf_nodes': 2, 'vc__gbc__min_samples_leaf': 4, 'vc__gbc__n_estimators': 264, 'vc__rfc__bootstrap': True, 'vc__rfc__max_features': 0.05722913000562579, 'vc__rfc__min_samples_split': 0.0845612011704414, 'vc__rfc__n_estimators': 1901, 'vc__xgb__learning_rate': 8.04705029072985, 'vc__xgb__max_depth': 8, 'vc__xgb__min_child_weight': 1.0554218372013902, 'vc__xgb__n_estimators': 1375}",0.5549999999999999
"{'vc__gbc__learning_rate': 0.23438771247373874, 'vc__gbc__max_depth': 13, 'vc__gbc__max_leaf_nodes': 37, 'vc__gbc__min_samples_leaf': 35, 'vc__gbc__n_estimators': 211, 'vc__rfc__bootstrap': True, 'vc__rfc__max_features': 0.8535191578068069, 'vc__rfc__min_samples_split': 0.7019147835529168, 'vc__rfc__n_estimators': 1427, 'vc__xgb__learning_rate': 6.138673120496692, 'vc__xgb__max_depth': 7, 'vc__xgb__min_child_weight': 5.127972411157933, 'vc__xgb__n_estimators': 2203}",0.5715
"{'vc__gbc__learning_rate': 0.46292401981502734, 'vc__gbc__max_depth': 13, 'vc__gbc__max_leaf_nodes': 3, 'vc__gbc__min_samples_leaf': 6, 'vc__gbc__n_estimators': 311, 'vc__rfc__bootstrap': True, 'vc__rfc__max_features': 0.446119137508724, 'vc__rfc__min_samples_split': 0.3733094554071753, 'vc__rfc__n_estimators': 1284, 'vc__xgb__learning_rate': 4.186889586748592, 'vc__xgb__max_depth': 12, 'vc__xgb__min_child_weight': 5.010731149354461, 'vc__xgb__n_estimators': 2403}",0.6299999999999999
"{'vc__gbc__learning_rate': 0.4312057776980153, 'vc__gbc__max_depth': 1, 'vc__gbc__max_leaf_nodes': 7, 'vc__gbc__min_samples_leaf': 37, 'vc__gbc__n_estimators': 300, 'vc__rfc__bootstrap': False, 'vc__rfc__max_features': 0.396957573370721, 'vc__rfc__min_samples_split': 0.7958661880801038, 'vc__rfc__n_estimators': 782, 'vc__xgb__learning_rate': 8.975984079750091, 'vc__xgb__max_depth': 8, 'vc__xgb__min_child_weight': 3.5224913681300647, 'vc__xgb__n_estimators': 2169}",0.55
"{'vc__gbc__learning_rate': 0.14791054782732535, 'vc__gbc__max_depth': 13, 'vc__gbc__max_leaf_nodes': 21, 'vc__gbc__min_samples_leaf': 19, 'vc__gbc__n_estimators': 366, 'vc__rfc__bootstrap': False, 'vc__rfc__max_features': 0.5218326790353088, 'vc__rfc__min_samples_split': 0.2693561614943568, 'vc__rfc__n_estimators': 1916, 'vc__xgb__learning_rate': 6.879115267702494, 'vc__xgb__max_depth': 2, 'vc__xgb__min_child_weight': 1.7744597171155654, 'vc__xgb__n_estimators': 3688}",0.7125
"{'vc__gbc__learning_rate': 0.30175940304032906, 'vc__gbc__max_depth': 7, 'vc__gbc__max_leaf_nodes': 2, 'vc__gbc__min_samples_leaf': 18, 'vc__gbc__n_estimators': 258, 'vc__rfc__bootstrap': False, 'vc__rfc__max_features': 0.09828575481211264, 'vc__rfc__min_samples_split': 0.26229287508524324, 'vc__rfc__n_estimators': 362, 'vc__xgb__learning_rate': 7.313106958768456, 'vc__xgb__max_depth': 14, 'vc__xgb__min_child_weight': 5.4444394930548725, 'vc__xgb__n_estimators': 1005}",0.5435000000000001
