Iteration,Score
1,0.6694887600302196
2,0.7181145190216621
3,0.5953897016553654
4,0.6387023702363855
5,0.7134127372248689
6,0.6309052734765986
7,0.6199763295616378
8,0.6333481319803667
9,0.6918943888535205
10,0.6968993007899584
11,0.6365821290718714
12,0.6604592522309221
13,0.5953032091627001
14,0.6510847243775125
15,0.5919820704455366
16,0.633320810920542
17,0.6615678640661354
18,0.6879601454143793
19,0.6822617682851494
20,0.6053729886106305
21,0.5905174730879283
22,0.6788119876327359
23,0.7064728121374795
24,0.6860252962893376
25,0.617122102413538
26,0.5957443744843242
27,0.6434714508298021
28,0.6367537866609526
29,0.6305089246845924
30,0.6073498874661943
31,0.6264699623856634
32,0.6199763295616378
33,0.6000441838885433
34,0.73433702069722
35,0.6482741730754792
36,0.6423368169189667
37,0.725479130482226
38,0.7258303369291508
39,0.625391470774247
40,0.701247859236937
41,0.5963498337969193
42,0.7531784349563134
43,0.6305089246845924
44,0.716649716288168
45,0.6148281000494916
46,0.6305416365723253
47,0.6150113263631305
48,0.6423368169189667
49,0.576517966497625
50,0.7022389110663676
