8.720430293044401093e-01,8.360189573459715362e-01,9.296685826097590422e-01,5.429275924225419603e-01
9.065311720913381555e-01,8.445497630331754157e-01,9.278912396559455544e-01,5.610822024963438848e-01
8.209392603583474113e-01,8.094786729857819108e-01,9.287676817088581505e-01,5.272047070026868454e-01
8.998766401256027558e-01,8.502369668246444467e-01,9.314948432595491212e-01,5.585892595993605658e-01
9.231364463729608838e-01,8.483412322274880291e-01,9.278953161306102704e-01,5.660170730877801537e-01
9.198169442982722099e-01,8.559241706161136998e-01,9.287921405568464461e-01,5.701357004387307414e-01
8.890744558794352326e-01,8.445497630331753047e-01,9.314785373608902574e-01,5.511546440839369954e-01
9.065294467784095200e-01,8.464454976303317224e-01,9.305939423586482295e-01,5.627078869503112646e-01
9.098515368224913136e-01,8.511848341232228776e-01,9.314948432595491212e-01,5.717987960412203030e-01
9.248048239749484534e-01,8.549763033175356020e-01,9.323998206351147289e-01,5.676665646362615281e-01
9.206528584121944636e-01,8.492890995260662379e-01,9.314948432595491212e-01,5.668469203822739111e-01
8.965623139896997662e-01,8.540284360189573931e-01,9.296930414577472268e-01,5.858245757235656104e-01
9.252249376730704578e-01,8.568720379146919086e-01,9.296930414577472268e-01,5.684896099037513029e-01
9.056995712597372128e-01,8.511848341232226556e-01,9.287921405568464461e-01,5.660204741012820895e-01
9.181563306044633332e-01,8.530805687203791843e-01,9.287921405568464461e-01,5.544570281944019019e-01
9.248074119443414620e-01,8.521327014218009754e-01,9.287921405568463351e-01,5.693228582117471070e-01
9.223134721060033403e-01,8.454976303317535136e-01,9.296930414577472268e-01,5.718055980682243966e-01
9.040380949094641849e-01,8.511848341232226556e-01,9.305980188333128345e-01,5.668503213957759579e-01
8.209392603583474113e-01,7.734597156398103079e-01,9.296930414577472268e-01,5.643641805257966215e-01
8.483700106106745187e-01,8.218009478672986257e-01,9.287676817088582615e-01,5.709757507737305282e-01
9.090268372426049126e-01,8.511848341232226556e-01,9.296930414577472268e-01,5.726116382682039374e-01
9.231442102811397987e-01,8.492890995260662379e-01,9.296930414577472268e-01,5.420773390470359221e-01
9.252206243907489247e-01,8.492890995260662379e-01,9.305980188333128345e-01,5.718055980682242856e-01
9.036257451195209844e-01,8.454976303317536246e-01,9.296971179324120538e-01,5.635241301907968348e-01
9.048688330846006433e-01,8.568720379146919086e-01,9.296971179324119428e-01,5.734312825221915544e-01
9.065285841219452578e-01,8.492890995260664599e-01,9.296971179324120538e-01,5.709587457062204052e-01
9.252232123601418223e-01,8.521327014218009754e-01,9.314948432595491212e-01,5.602353501343400044e-01
9.202405086222513741e-01,8.606635071090046329e-01,9.314703844115609366e-01,5.701663095602489406e-01
8.932359106632965506e-01,8.559241706161138108e-01,9.296971179324120538e-01,5.495289596299698376e-01
9.052846335004011147e-01,8.521327014218009754e-01,9.278912396559455544e-01,5.651940278202903789e-01
9.862906634690867813e-01,8.502369668246444467e-01,9.233826586767761579e-01,5.396354113525830831e-01
9.879538651322883336e-01,8.549763033175356020e-01,9.161550690962455556e-01,5.396286093255791005e-01
9.850432622216855894e-01,8.511848341232226556e-01,9.233826586767763800e-01,5.429377954630479897e-01
9.892004037232252633e-01,8.606635071090046329e-01,9.098487627899393138e-01,5.321939938101554191e-01
9.879530024758240714e-01,8.568720379146919086e-01,9.161550690962455556e-01,5.321939938101554191e-01
9.887854659638891652e-01,8.654028436018957882e-01,9.170804288451348540e-01,5.520321055674590749e-01
9.875372020600237111e-01,8.521327014218009754e-01,9.242835595776771607e-01,5.379927218311056913e-01
9.892004037232252633e-01,8.568720379146919086e-01,9.170804288451346320e-01,5.429548005305581126e-01
9.883688028916244317e-01,8.502369668246444467e-01,9.197831315478375291e-01,5.561405298779036332e-01
9.892004037232252633e-01,8.597156398104266462e-01,9.206840324487384208e-01,5.445940890385334576e-01
9.892004037232252633e-01,8.625592417061611616e-01,9.233826586767761579e-01,5.528415467809406625e-01
9.862898008126224081e-01,8.587677725118483263e-01,9.197749785985079862e-01,5.297384620616943929e-01
