mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_criterion,param_max_depth,param_max_features,param_min_samples_leaf,param_min_samples_split,param_splitter,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score,dataset_id,total_mean_auc
0.0015072822570800781,0.00024908394286420987,0.0016316572825113933,9.652946407177864e-05,gini,7,log2,2,19,best,"OrderedDict([('criterion', 'gini'), ('max_depth', 7), ('max_features', 'log2'), ('min_samples_leaf', 2), ('min_samples_split', 19), ('splitter', 'best')])",0.73904052936311,0.7777777777777777,0.749863163656267,0.7555604902657183,0.01631948225396031,82,37,0.7555604902657183
0.0013283093770345051,0.00013656443796661893,0.0015941460927327473,6.889659840404981e-05,gini,10,log2,16,11,best,"OrderedDict([('criterion', 'gini'), ('max_depth', 10), ('max_features', 'log2'), ('min_samples_leaf', 16), ('min_samples_split', 11), ('splitter', 'best')])",0.8280259167355941,0.8024083196496989,0.7996031746031746,0.8100124703294892,0.012788807561098611,48,37,0.8100124703294892
0.0015455881754557292,0.00036231552097870114,0.001664876937866211,0.0001453224640501863,gini,10,log2,7,11,best,"OrderedDict([('criterion', 'gini'), ('max_depth', 10), ('max_features', 'log2'), ('min_samples_leaf', 7), ('min_samples_split', 11), ('splitter', 'best')])",0.773779983457403,0.7768883415435139,0.816776135741653,0.7891481535808565,0.019577104334840296,64,37,0.7891481535808565
0.0013120174407958984,0.00021051978017428707,0.0016151269276936848,8.76378469808715e-05,gini,3,log2,16,7,best,"OrderedDict([('criterion', 'gini'), ('max_depth', 3), ('max_features', 'log2'), ('min_samples_leaf', 16), ('min_samples_split', 7), ('splitter', 'best')])",0.765784394816653,0.7614942528735632,0.7369321291735085,0.7547369256212416,0.01271113453845015,84,37,0.7547369256212416
0.0014958381652832031,0.0004865141663220272,0.0017230510711669922,0.0002238417391770862,entropy,2,log2,18,8,best,"OrderedDict([('criterion', 'entropy'), ('max_depth', 2), ('max_features', 'log2'), ('min_samples_leaf', 18), ('min_samples_split', 8), ('splitter', 'best')])",0.7365591397849462,0.7673097974822113,0.7357006020799124,0.7465231797823565,0.01470253670397672,89,37,0.7465231797823565
0.0013816356658935547,0.00021599407450702005,0.0016210873921712239,8.246602680825727e-05,gini,14,log2,16,13,best,"OrderedDict([('criterion', 'gini'), ('max_depth', 14), ('max_features', 'log2'), ('min_samples_leaf', 16), ('min_samples_split', 13), ('splitter', 'best')])",0.7990763716570168,0.819512862616311,0.7573891625615763,0.7919927989449681,0.02585177336145204,61,37,0.7919927989449681
0.0013955434163411458,0.00026311283113378183,0.001618782679239909,9.581981756136733e-05,gini,13,log2,16,10,best,"OrderedDict([('criterion', 'gini'), ('max_depth', 13), ('max_features', 'log2'), ('min_samples_leaf', 16), ('min_samples_split', 10), ('splitter', 'best')])",0.8438792390405294,0.7814723590585659,0.7954980842911877,0.8069498941300943,0.026733407672930608,51,37,0.8069498941300943
0.0013856887817382812,0.0002095373346773808,0.001623709996541341,9.435399997562537e-05,gini,13,log2,16,16,best,"OrderedDict([('criterion', 'gini'), ('max_depth', 13), ('max_features', 'log2'), ('min_samples_leaf', 16), ('min_samples_split', 16), ('splitter', 'best')])",0.7338020402536531,0.8127394636015325,0.8141078270388615,0.7868831102980156,0.03753814151335545,66,37,0.7868831102980156
0.0015676021575927734,0.0004518571576507441,0.0016938050587972004,0.00019028703781226886,gini,9,log2,16,17,best,"OrderedDict([('criterion', 'gini'), ('max_depth', 9), ('max_features', 'log2'), ('min_samples_leaf', 16), ('min_samples_split', 17), ('splitter', 'best')])",0.7753653156878964,0.8005610290093049,0.7706622879036673,0.7821962108669562,0.013127059245085154,70,37,0.7821962108669562
0.0013066927591959636,0.00023624745566615618,0.0016078948974609375,9.713930937837011e-05,entropy,9,,1,17,random,"OrderedDict([('criterion', 'entropy'), ('max_depth', 9), ('max_features', None), ('min_samples_leaf', 1), ('min_samples_split', 17), ('splitter', 'random')])",0.7423490488006617,0.7665571975916803,0.7571154898741106,0.7553405787554842,0.009962307265598396,83,37,0.7553405787554842
0.0011587937672932942,0.00021317699507793558,0.0016168753306070964,9.557251601474635e-05,gini,9,sqrt,6,13,random,"OrderedDict([('criterion', 'gini'), ('max_depth', 9), ('max_features', 'sqrt'), ('min_samples_leaf', 6), ('min_samples_split', 13), ('splitter', 'random')])",0.61552247036118,0.5234674329501916,0.5834701696770661,0.5741533576628125,0.03815437692468431,100,37,0.5741533576628125
0.0018547375996907551,0.0002998670970067738,0.0016495386759440105,0.0001026777660078965,entropy,13,,16,11,best,"OrderedDict([('criterion', 'entropy'), ('max_depth', 13), ('max_features', None), ('min_samples_leaf', 16), ('min_samples_split', 11), ('splitter', 'best')])",0.8064516129032258,0.8659688013136289,0.7931034482758621,0.8218412874975721,0.03167513726799513,37,37,0.8218412874975721
0.0017749468485514324,0.00028412702176825984,0.0016218026479085286,9.217776038453634e-05,entropy,13,,18,8,best,"OrderedDict([('criterion', 'entropy'), ('max_depth', 13), ('max_features', None), ('min_samples_leaf', 18), ('min_samples_split', 8), ('splitter', 'best')])",0.8009374138406397,0.8713738368910783,0.8069239189928845,0.8264117232415341,0.03188681345907066,25,37,0.8264117232415341
0.0020110607147216797,0.00028846211238539474,0.0016412734985351562,0.00010657834958250253,entropy,13,,8,10,best,"OrderedDict([('criterion', 'entropy'), ('max_depth', 13), ('max_features', None), ('min_samples_leaf', 8), ('min_samples_split', 10), ('splitter', 'best')])",0.7706093189964158,0.7883825944170773,0.7608100711548988,0.7732673281894641,0.011412267359106418,75,37,0.7732673281894641
0.0018286705017089844,0.00027517064237185713,0.0016422271728515625,0.00011314429093161274,entropy,6,,16,8,best,"OrderedDict([('criterion', 'entropy'), ('max_depth', 6), ('max_features', None), ('min_samples_leaf', 16), ('min_samples_split', 8), ('splitter', 'best')])",0.8236834849738075,0.8659688013136289,0.7931034482758621,0.8275852448544327,0.029874824584747373,23,37,0.8275852448544327
0.001542806625366211,0.0006221324694911009,0.0017432371775309246,0.00024130546337410396,gini,13,,16,8,random,"OrderedDict([('criterion', 'gini'), ('max_depth', 13), ('max_features', None), ('min_samples_leaf', 16), ('min_samples_split', 8), ('splitter', 'random')])",0.7279432037496554,0.685207991242474,0.7357006020799124,0.7162839323573472,0.02220104943983311,95,37,0.7162839323573472
0.0018390814463297527,0.0003301504424660812,0.0016388098398844402,0.00012397771207694287,entropy,12,,16,12,best,"OrderedDict([('criterion', 'entropy'), ('max_depth', 12), ('max_features', None), ('min_samples_leaf', 16), ('min_samples_split', 12), ('splitter', 'best')])",0.8059001929969672,0.8659688013136289,0.7931034482758621,0.8216574808621527,0.03176537957146992,38,37,0.8216574808621527
0.0018293062845865886,0.0003081069398301066,0.001613299051920573,0.00012050030256954172,entropy,13,,16,8,best,"OrderedDict([('criterion', 'entropy'), ('max_depth', 13), ('max_features', None), ('min_samples_leaf', 16), ('min_samples_split', 8), ('splitter', 'best')])",0.8059001929969672,0.8659688013136289,0.7931034482758621,0.8216574808621527,0.03176537957146992,38,37,0.8216574808621527
0.0018003781636555989,0.00030695725148763704,0.0016462008158365886,0.00012962639792245582,entropy,6,,18,14,best,"OrderedDict([('criterion', 'entropy'), ('max_depth', 6), ('max_features', None), ('min_samples_leaf', 18), ('min_samples_split', 14), ('splitter', 'best')])",0.8058312655086848,0.8713738368910783,0.812807881773399,0.8300043280577207,0.02939099056356338,11,37,0.8300043280577207
0.0018124580383300781,0.0002932742998864735,0.0016467571258544922,0.00010342109534392706,entropy,6,,17,11,best,"OrderedDict([('criterion', 'entropy'), ('max_depth', 6), ('max_features', None), ('min_samples_leaf', 17), ('min_samples_split', 11), ('splitter', 'best')])",0.8008684863523574,0.8695265462506842,0.7939244663382594,0.8214398329804338,0.03412041274018152,40,37,0.8214398329804338
0.0018427371978759766,0.0003166646332106326,0.0016620953877766926,0.00012453430080796205,entropy,6,,18,15,best,"OrderedDict([('criterion', 'entropy'), ('max_depth', 6), ('max_features', None), ('min_samples_leaf', 18), ('min_samples_split', 15), ('splitter', 'best')])",0.8058312655086848,0.8713738368910783,0.7946770662287903,0.8239607228761846,0.03383397282649389,33,37,0.8239607228761846
0.0017855167388916016,0.00029689773389408815,0.0016374588012695312,0.00011735636397128205,entropy,6,,18,6,best,"OrderedDict([('criterion', 'entropy'), ('max_depth', 6), ('max_features', None), ('min_samples_leaf', 18), ('min_samples_split', 6), ('splitter', 'best')])",0.8052798456024263,0.8713738368910783,0.8110290093048714,0.829227563932792,0.02989419636010931,17,37,0.829227563932792
0.0018033981323242188,0.0003028032345674927,0.0016550223032633464,0.00012987494512395987,entropy,6,,18,12,best,"OrderedDict([('criterion', 'entropy'), ('max_depth', 6), ('max_features', None), ('min_samples_leaf', 18), ('min_samples_split', 12), ('splitter', 'best')])",0.8052798456024263,0.8713738368910783,0.812807881773399,0.8298205214223012,0.02954292190450645,15,37,0.8298205214223012
0.001802364985148112,0.00031582764421538267,0.0016380945841471355,0.00011386932794961342,entropy,10,,18,3,best,"OrderedDict([('criterion', 'entropy'), ('max_depth', 10), ('max_features', None), ('min_samples_leaf', 18), ('min_samples_split', 3), ('splitter', 'best')])",0.800385993934381,0.8713738368910783,0.7946770662287903,0.8221456323514165,0.034887534120714186,35,37,0.8221456323514165
0.0018418629964192708,0.0002836953571646413,0.0016529560089111328,0.00011789181982120547,entropy,6,,15,18,best,"OrderedDict([('criterion', 'entropy'), ('max_depth', 6), ('max_features', None), ('min_samples_leaf', 15), ('min_samples_split', 18), ('splitter', 'best')])",0.8176178660049628,0.8687739463601533,0.7881089217296113,0.8248335780315758,0.03332427968413561,30,37,0.8248335780315758
0.0018688042958577473,0.0003111943884447471,0.0016301472981770833,0.00010918952011863012,entropy,11,,15,8,best,"OrderedDict([('criterion', 'entropy'), ('max_depth', 11), ('max_features', None), ('min_samples_leaf', 15), ('min_samples_split', 8), ('splitter', 'best')])",0.800385993934381,0.8687739463601533,0.7920087575259989,0.8203895659401778,0.034383433258176,41,37,0.8203895659401778
0.0018819173177083333,0.00026832909226961934,0.001661062240600586,0.00011261149983952773,entropy,6,,13,11,best,"OrderedDict([('criterion', 'entropy'), ('max_depth', 6), ('max_features', None), ('min_samples_leaf', 13), ('min_samples_split', 11), ('splitter', 'best')])",0.8170664460987043,0.8191023535851122,0.7768883415435139,0.8043523804091102,0.019437786275388745,53,37,0.8043523804091102
0.001967748006184896,0.0005434802397533221,0.0017275015513102214,0.00022327067920389993,entropy,8,,18,18,best,"OrderedDict([('criterion', 'entropy'), ('max_depth', 8), ('max_features', None), ('min_samples_leaf', 18), ('min_samples_split', 18), ('splitter', 'best')])",0.800385993934381,0.8713738368910783,0.8049397920087574,0.8255665409447389,0.03244395722536723,27,37,0.8255665409447389
0.0017995039621988933,0.000315159562850894,0.0016470750172932942,0.00011569277758005293,entropy,14,,18,9,best,"OrderedDict([('criterion', 'entropy'), ('max_depth', 14), ('max_features', None), ('min_samples_leaf', 18), ('min_samples_split', 9), ('splitter', 'best')])",0.8009374138406397,0.8713738368910783,0.8110290093048714,0.827780086678863,0.03109953234297029,21,37,0.827780086678863
0.0017955303192138672,0.0003022039899456024,0.0016475518544514973,0.00011702545226356602,entropy,6,,18,4,best,"OrderedDict([('criterion', 'entropy'), ('max_depth', 6), ('max_features', None), ('min_samples_leaf', 18), ('min_samples_split', 4), ('splitter', 'best')])",0.8052798456024263,0.8713738368910783,0.8100711548987412,0.8289082791307486,0.030091326082612387,18,37,0.8289082791307486
0.001745462417602539,0.0002488398669089352,0.0016234715779622395,9.674357571909088e-05,entropy,4,,18,11,best,"OrderedDict([('criterion', 'entropy'), ('max_depth', 4), ('max_features', None), ('min_samples_leaf', 18), ('min_samples_split', 11), ('splitter', 'best')])",0.817066446098704,0.8675424192665572,0.8057608100711549,0.830123225145472,0.02685890811879049,10,37,0.830123225145472
0.0017936229705810547,0.00030564933285110276,0.0016353130340576172,0.00011078864401818955,entropy,9,,18,2,best,"OrderedDict([('criterion', 'entropy'), ('max_depth', 9), ('max_features', None), ('min_samples_leaf', 18), ('min_samples_split', 2), ('splitter', 'best')])",0.8009374138406397,0.8713738368910783,0.8025451559934319,0.82495213557505,0.03283166127904969,28,37,0.82495213557505
0.0020246505737304688,0.0002625032947729678,0.0016442934672037761,0.00011642402343548333,entropy,6,,6,11,best,"OrderedDict([('criterion', 'entropy'), ('max_depth', 6), ('max_features', None), ('min_samples_leaf', 6), ('min_samples_split', 11), ('splitter', 'best')])",0.7955610697546183,0.7804460864805692,0.7514367816091954,0.7758146459481278,0.018308939203555447,73,37,0.7758146459481278
0.0014014244079589844,0.00024341225316314884,0.0016372998555501301,0.00012480513634997007,gini,10,log2,15,10,best,"OrderedDict([('criterion', 'gini'), ('max_depth', 10), ('max_features', 'log2'), ('min_samples_leaf', 15), ('min_samples_split', 10), ('splitter', 'best')])",0.815136476426799,0.8357963875205254,0.7757252326217844,0.808886032189703,0.02491902823931838,49,37,0.808886032189703
0.0013341903686523438,0.0001916852756241677,0.001619100570678711,8.582031222600945e-05,gini,4,log2,17,11,best,"OrderedDict([('criterion', 'gini'), ('max_depth', 4), ('max_features', 'log2'), ('min_samples_leaf', 17), ('min_samples_split', 11), ('splitter', 'best')])",0.7818444995864351,0.8286808976464148,0.7909824849480022,0.8005026273936173,0.020271274913808812,57,37,0.8005026273936173
0.0018011728922526042,0.0003067305649052369,0.0016380151112874348,0.00012025317795222761,entropy,6,,18,17,best,"OrderedDict([('criterion', 'entropy'), ('max_depth', 6), ('max_features', None), ('min_samples_leaf', 18), ('min_samples_split', 17), ('splitter', 'best')])",0.8058312655086848,0.8713738368910783,0.8110290093048714,0.8294113705682116,0.02974772338702012,16,37,0.8544921175370801
0.0017367998758951824,0.00030193252882008737,0.0016385714213053386,0.0001235266473971941,gini,12,,18,11,best,"OrderedDict([('criterion', 'gini'), ('max_depth', 12), ('max_features', None), ('min_samples_leaf', 18), ('min_samples_split', 11), ('splitter', 'best')])",0.7944582299421009,0.8407224958949098,0.8121237000547344,0.815768141963915,0.019062302128548574,45,37,0.815768141963915
0.002064943313598633,0.00025892660174159994,0.0016334056854248047,0.0001177012101885768,entropy,6,,3,9,best,"OrderedDict([('criterion', 'entropy'), ('max_depth', 6), ('max_features', None), ('min_samples_leaf', 3), ('min_samples_split', 9), ('splitter', 'best')])",0.783291976840364,0.7574575807334427,0.7432950191570881,0.7613481922436316,0.01655882039723547,78,37,0.7613481922436316
0.0021371046702067056,0.000257698342425353,0.0016543865203857422,0.00011436208022742942,entropy,6,,1,8,best,"OrderedDict([('criterion', 'entropy'), ('max_depth', 6), ('max_features', None), ('min_samples_leaf', 1), ('min_samples_split', 8), ('splitter', 'best')])",0.777570995312931,0.7179802955665026,0.6993705528188287,0.7316406145660874,0.033354465347697836,93,37,0.7316406145660874
0.0012625058492024739,0.000275586668634085,0.0016210873921712239,9.358535802286977e-05,entropy,6,,17,11,random,"OrderedDict([('criterion', 'entropy'), ('max_depth', 6), ('max_features', None), ('min_samples_leaf', 17), ('min_samples_split', 11), ('splitter', 'random')])",0.7421422663358148,0.694991789819376,0.767583470169677,0.7349058421082892,0.030073935456034637,92,37,0.7349058421082892
0.0014100074768066406,0.0002706773034192826,0.00162506103515625,0.00010545829884712564,gini,14,log2,13,11,best,"OrderedDict([('criterion', 'gini'), ('max_depth', 14), ('max_features', 'log2'), ('min_samples_leaf', 13), ('min_samples_split', 11), ('splitter', 'best')])",0.8154811138682105,0.7530788177339902,0.7744937055281883,0.7810178790434631,0.025889962929660486,72,37,0.7810178790434631
0.0016589959462483723,0.00025491256406884544,0.0016405582427978516,0.00012694634502941426,entropy,3,,18,10,best,"OrderedDict([('criterion', 'entropy'), ('max_depth', 3), ('max_features', None), ('min_samples_leaf', 18), ('min_samples_split', 10), ('splitter', 'best')])",0.7999724290046871,0.8580322933771212,0.7883825944170771,0.8154624389329618,0.030471029377533078,47,37,0.8154624389329618
0.0014865398406982422,0.0002760039442611932,0.001658042271931966,0.0001235324760962417,gini,13,log2,10,11,best,"OrderedDict([('criterion', 'gini'), ('max_depth', 13), ('max_features', 'log2'), ('min_samples_leaf', 10), ('min_samples_split', 11), ('splitter', 'best')])",0.8016956162117452,0.7724411603721948,0.7753147235905856,0.7831505000581752,0.013165747003862584,68,37,0.7831505000581752
0.0015151500701904297,0.0002709213584843248,0.001638333002726237,0.00011355306237628028,gini,13,log2,5,11,best,"OrderedDict([('criterion', 'gini'), ('max_depth', 13), ('max_features', 'log2'), ('min_samples_leaf', 5), ('min_samples_split', 11), ('splitter', 'best')])",0.7763992280121312,0.7456896551724137,0.7725779967159278,0.7648889599668243,0.013665294986358144,76,37,0.7648889599668243
0.00218963623046875,0.00063117184066791,0.0017743110656738281,0.0002544266973770147,entropy,6,,11,11,best,"OrderedDict([('criterion', 'entropy'), ('max_depth', 6), ('max_features', None), ('min_samples_leaf', 11), ('min_samples_split', 11), ('splitter', 'best')])",0.8051419906258616,0.7911877394636015,0.7725095785440614,0.7896131028778415,0.013368574839326595,63,37,0.7896131028778415
0.0019051233927408855,0.00029802998429154107,0.0016565322875976562,0.00011221201938432387,entropy,6,,12,11,best,"OrderedDict([('criterion', 'entropy'), ('max_depth', 6), ('max_features', None), ('min_samples_leaf', 12), ('min_samples_split', 11), ('splitter', 'best')])",0.8130686517783292,0.8058292282430213,0.7610837438423645,0.7933272079545718,0.022990331978859933,59,37,0.7933272079545718
0.0017761389414469402,0.0002979898646016037,0.001631339391072591,0.00010920878040126824,entropy,10,,18,5,best,"OrderedDict([('criterion', 'entropy'), ('max_depth', 10), ('max_features', None), ('min_samples_leaf', 18), ('min_samples_split', 5), ('splitter', 'best')])",0.8009374138406397,0.8713738368910783,0.8118500273672686,0.828053759366329,0.030954193265297855,20,37,0.828053759366329
0.001821279525756836,0.00030988808882891143,0.001650094985961914,0.00010507111559835683,entropy,15,,18,19,best,"OrderedDict([('criterion', 'entropy'), ('max_depth', 15), ('max_features', None), ('min_samples_leaf', 18), ('min_samples_split', 19), ('splitter', 'best')])",0.800385993934381,0.8713738368910783,0.812807881773399,0.8281892375329528,0.030954353928137966,19,37,0.8281892375329528
0.0018122196197509766,0.00030650974828133685,0.001655260721842448,0.00010950333446113874,entropy,15,,18,11,best,"OrderedDict([('criterion', 'entropy'), ('max_depth', 15), ('max_features', None), ('min_samples_leaf', 18), ('min_samples_split', 11), ('splitter', 'best')])",0.800385993934381,0.8713738368910783,0.8015873015873016,0.824449044137587,0.033184463395167556,32,37,0.824449044137587
0.0012141068776448567,0.0002579858200079288,0.0016206105550130208,0.00010827482271209904,entropy,14,log2,16,12,random,"OrderedDict([('criterion', 'entropy'), ('max_depth', 14), ('max_features', 'log2'), ('min_samples_leaf', 16), ('min_samples_split', 12), ('splitter', 'random')])",0.597187758478081,0.618431855500821,0.6782293377120963,0.6312829838969994,0.03431032902763723,99,37,0.6312829838969994
0.0013171831766764324,0.0002623833984573896,0.001588900883992513,0.0001213860976918023,entropy,1,,18,13,best,"OrderedDict([('criterion', 'entropy'), ('max_depth', 1), ('max_features', None), ('min_samples_leaf', 18), ('min_samples_split', 13), ('splitter', 'best')])",0.6764543700027571,0.7190065681444991,0.6731663929939792,0.6895424437137452,0.020877478608232036,97,37,0.6895424437137452
0.0017383893330891926,0.00026159189246236365,0.0016508102416992188,0.00011265422931120571,gini,5,,15,8,best,"OrderedDict([('criterion', 'gini'), ('max_depth', 5), ('max_features', None), ('min_samples_leaf', 15), ('min_samples_split', 8), ('splitter', 'best')])",0.8181692859112214,0.8386699507389163,0.7963191023535852,0.8177194463345744,0.017292587168550266,43,37,0.8177194463345744
0.0017944971720377605,0.00031583772306922235,0.0016148885091145833,0.00010804270242212613,gini,7,,15,2,best,"OrderedDict([('criterion', 'gini'), ('max_depth', 7), ('max_features', None), ('min_samples_leaf', 15), ('min_samples_split', 2), ('splitter', 'best')])",0.8097601323407775,0.8312123700054735,0.7815407772304324,0.807504426525561,0.02034097570170421,50,37,0.807504426525561
0.0018727779388427734,0.0003174903047422987,0.0016446113586425781,0.0001274700572296758,entropy,8,,15,19,best,"OrderedDict([('criterion', 'entropy'), ('max_depth', 8), ('max_features', None), ('min_samples_leaf', 15), ('min_samples_split', 19), ('splitter', 'best')])",0.800385993934381,0.8687739463601533,0.7779146141215106,0.8156915181386816,0.0386397797361677,46,37,0.8156915181386816
0.0018913745880126953,0.00030949805018428935,0.0016300678253173828,0.00011025632755695817,entropy,10,,14,10,best,"OrderedDict([('criterion', 'entropy'), ('max_depth', 10), ('max_features', None), ('min_samples_leaf', 14), ('min_samples_split', 10), ('splitter', 'best')])",0.800385993934381,0.8247810618500274,0.7748357963875205,0.8000009507239764,0.020391886936319874,58,37,0.8000009507239764
0.001840035120646159,0.000325349871344127,0.0016276836395263672,0.00011330996084575071,entropy,10,,16,10,best,"OrderedDict([('criterion', 'entropy'), ('max_depth', 10), ('max_features', None), ('min_samples_leaf', 16), ('min_samples_split', 10), ('splitter', 'best')])",0.8070030328094844,0.8659688013136289,0.7931034482758621,0.8220250941329917,0.031586776380156396,36,37,0.8220250941329917
0.0013266404469807942,0.00026530330849367553,0.0016278425852457683,0.00012042023938089061,entropy,12,,1,16,random,"OrderedDict([('criterion', 'entropy'), ('max_depth', 12), ('max_features', None), ('min_samples_leaf', 1), ('min_samples_split', 16), ('splitter', 'random')])",0.7841191066997519,0.7919403393541323,0.7047755883962781,0.7602783448167209,0.039376049385032114,79,37,0.7602783448167209
0.001772483189900716,0.0002489295744316843,0.0016260941823323567,0.00010445207170331165,entropy,4,,15,8,best,"OrderedDict([('criterion', 'entropy'), ('max_depth', 4), ('max_features', None), ('min_samples_leaf', 15), ('min_samples_split', 8), ('splitter', 'best')])",0.8225806451612903,0.866447728516694,0.7889299397920089,0.8259861044899978,0.03173798730355411,26,37,0.8259861044899978
0.0017778873443603516,0.00031138093201120757,0.001634677251180013,0.00011115426569313768,gini,14,,15,5,best,"OrderedDict([('criterion', 'gini'), ('max_depth', 14), ('max_features', None), ('min_samples_leaf', 15), ('min_samples_split', 5), ('splitter', 'best')])",0.8017645437000276,0.8312123700054735,0.7811986863711001,0.8047252000255338,0.020525045709703347,52,37,0.8047252000255338
0.0018036365509033203,0.00030852696843476174,0.0016437371571858723,0.00011239581063487946,entropy,11,,18,8,best,"OrderedDict([('criterion', 'entropy'), ('max_depth', 11), ('max_features', None), ('min_samples_leaf', 18), ('min_samples_split', 8), ('splitter', 'best')])",0.8009374138406397,0.8713738368910783,0.8025451559934319,0.82495213557505,0.03283166127904969,28,37,0.82495213557505
0.0016953150431315105,0.0002781028698692245,0.0016201337178548176,0.00011829411698537309,gini,6,,19,19,best,"OrderedDict([('criterion', 'gini'), ('max_depth', 6), ('max_features', None), ('min_samples_leaf', 19), ('min_samples_split', 19), ('splitter', 'best')])",0.8017645437000276,0.8426382047071702,0.8084291187739464,0.8176106223937148,0.017905102579461662,44,37,0.8176106223937148
0.001750946044921875,0.0002714274496156654,0.0016312599182128906,0.00011514523127069951,entropy,4,,16,19,best,"OrderedDict([('criterion', 'entropy'), ('max_depth', 4), ('max_features', None), ('min_samples_leaf', 16), ('min_samples_split', 19), ('splitter', 'best')])",0.8232699200441136,0.8663793103448276,0.8029556650246306,0.8308682984711906,0.026444170277099395,6,37,0.8308682984711906
0.0017594496409098308,0.00031692758111462956,0.001626412073771159,0.00011401250795470958,gini,10,,18,19,best,"OrderedDict([('criterion', 'gini'), ('max_depth', 10), ('max_features', None), ('min_samples_leaf', 18), ('min_samples_split', 19), ('splitter', 'best')])",0.8047284256961678,0.8407224958949098,0.8121237000547344,0.819191540548604,0.015521147923678811,42,37,0.819191540548604
