mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_splitter,param_min_samples_split,param_min_samples_leaf,param_max_features,param_max_depth,param_criterion,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score,dataset_id,total_mean_auc
0.002517143885294596,2.0843414653499715e-05,0.002154270807902018,1.3952863278296626e-05,best,5,8,,4,entropy,"{'splitter': 'best', 'min_samples_split': 5, 'min_samples_leaf': 8, 'max_features': None, 'max_depth': 4, 'criterion': 'entropy'}",0.8070030328094844,0.8172550629447182,0.7588943623426383,0.7943841526989469,0.025441697337566262,15,37,0.8236055397078748
0.001998345057169596,3.304848077994544e-05,0.0025026798248291016,0.0004898362170279112,best,3,3,sqrt,11,gini,"{'splitter': 'best', 'min_samples_split': 3, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'max_depth': 11, 'criterion': 'gini'}",0.684863523573201,0.7950191570881227,0.7532156540777231,0.7443661115796822,0.0454041238992444,47,37,0.7805815408963284
0.001584768295288086,1.8797305435587907e-05,0.0020809173583984375,1.9050624179274868e-05,random,17,19,sqrt,8,entropy,"{'splitter': 'random', 'min_samples_split': 17, 'min_samples_leaf': 19, 'max_features': 'sqrt', 'max_depth': 8, 'criterion': 'entropy'}",0.6963054866280672,0.5,0.5,0.5654351622093557,0.09253929385255431,91,37,0.6221586302819476
0.0019401709238688152,1.6801697828899036e-05,0.002168734868367513,7.400796716577413e-06,best,12,17,log2,15,entropy,"{'splitter': 'best', 'min_samples_split': 12, 'min_samples_leaf': 17, 'max_features': 'log2', 'max_depth': 15, 'criterion': 'entropy'}",0.7827405569341053,0.7616995073891626,0.7972085385878489,0.7805495343037056,0.01457905482287317,27,37,0.8157763570335845
0.0016487439473470051,1.2936756046129832e-05,0.0021871725718180337,6.437311447198871e-05,random,17,10,log2,7,entropy,"{'splitter': 'random', 'min_samples_split': 17, 'min_samples_leaf': 10, 'max_features': 'log2', 'max_depth': 7, 'criterion': 'entropy'}",0.8053487730907085,0.7025862068965516,0.738232074438971,0.7487223514754104,0.042603369873974804,43,37,0.7120789118082704
0.0017061233520507812,1.3759595939527604e-05,0.002185821533203125,2.5395775837621652e-05,random,19,2,log2,15,entropy,"{'splitter': 'random', 'min_samples_split': 19, 'min_samples_leaf': 2, 'max_features': 'log2', 'max_depth': 15, 'criterion': 'entropy'}",0.7918389853873724,0.7482211275314722,0.7374794745484401,0.7591798624890949,0.023506162434073417,37,37,0.799807940986466
0.0016609032948811848,8.427871014336544e-06,0.0021464029947916665,2.2778923574925865e-05,random,3,9,sqrt,8,gini,"{'splitter': 'random', 'min_samples_split': 3, 'min_samples_leaf': 9, 'max_features': 'sqrt', 'max_depth': 8, 'criterion': 'gini'}",0.749586435070306,0.7031335522714832,0.6127531472359059,0.6884910448592317,0.05681337537576473,64,37,0.693328121241876
0.0028511683146158853,2.6085748048451743e-05,0.002168575922648112,1.041488718408796e-05,best,9,2,,6,entropy,"{'splitter': 'best', 'min_samples_split': 9, 'min_samples_leaf': 2, 'max_features': None, 'max_depth': 6, 'criterion': 'entropy'}",0.7491039426523297,0.7383689107827038,0.7230432402846195,0.736838697906551,0.010694117247638277,50,37,0.7995392008847401
0.0015985965728759766,7.348554137908192e-06,0.0020852088928222656,1.2812641947311786e-05,random,16,9,sqrt,1,gini,"{'splitter': 'random', 'min_samples_split': 16, 'min_samples_leaf': 9, 'max_features': 'sqrt', 'max_depth': 1, 'criterion': 'gini'}",0.6472291149710504,0.521551724137931,0.5174466338259442,0.5620758243116418,0.060235787392610554,94,37,0.5279936365731508
0.0015976428985595703,9.637538400367611e-06,0.0020980040232340493,1.7100151417190854e-05,random,8,3,log2,1,gini,"{'splitter': 'random', 'min_samples_split': 8, 'min_samples_leaf': 3, 'max_features': 'log2', 'max_depth': 1, 'criterion': 'gini'}",0.5603115522470361,0.5441981390257252,0.4963738368910782,0.5336278427212798,0.027151503754644382,96,37,0.5623445417861659
0.0017879009246826172,1.5049985925376575e-05,0.0021391709645589194,6.126115271441703e-06,random,7,7,,15,entropy,"{'splitter': 'random', 'min_samples_split': 7, 'min_samples_leaf': 7, 'max_features': None, 'max_depth': 15, 'criterion': 'entropy'}",0.8213399503722084,0.7725095785440613,0.7546524356869184,0.7828339882010628,0.028186890922310914,24,37,0.8143314138206275
0.001759926478068034,2.9785045278213054e-05,0.002178748448689779,8.373739614564163e-06,random,8,1,log2,13,entropy,"{'splitter': 'random', 'min_samples_split': 8, 'min_samples_leaf': 1, 'max_features': 'log2', 'max_depth': 13, 'criterion': 'entropy'}",0.7843948166528811,0.7142172961138478,0.6941707717569787,0.7309276281745692,0.03868264871600818,51,37,0.7751610738347781
0.0016222794850667317,4.1992965741548235e-06,0.0021538734436035156,7.327897585063306e-06,random,12,11,,2,gini,"{'splitter': 'random', 'min_samples_split': 12, 'min_samples_leaf': 11, 'max_features': None, 'max_depth': 2, 'criterion': 'gini'}",0.6220705817480012,0.6173371647509578,0.6345101258894363,0.6246392907961318,0.0072422992756161104,83,37,0.6484502073687897
0.0016292730967203777,1.0183075560604063e-05,0.0021475950876871743,1.2529016687347647e-05,random,11,15,log2,3,gini,"{'splitter': 'random', 'min_samples_split': 11, 'min_samples_leaf': 15, 'max_features': 'log2', 'max_depth': 3, 'criterion': 'gini'}",0.695409429280397,0.641488779419814,0.6778872468527641,0.6715951518509917,0.022458138316734898,71,37,0.6314064806002979
0.0016304651896158855,1.844352597346649e-05,0.0021469593048095703,9.785816929320442e-06,random,11,6,log2,4,entropy,"{'splitter': 'random', 'min_samples_split': 11, 'min_samples_leaf': 6, 'max_features': 'log2', 'max_depth': 4, 'criterion': 'entropy'}",0.729321753515302,0.7402846195949644,0.7445265462506842,0.7380443064536503,0.0064062824768524925,49,37,0.6770620689327778
0.0026551087697347007,1.7427222126256043e-05,0.0021607081095377603,1.2765726220568401e-05,best,12,6,,5,entropy,"{'splitter': 'best', 'min_samples_split': 12, 'min_samples_leaf': 6, 'max_features': None, 'max_depth': 5, 'criterion': 'entropy'}",0.8092087124345189,0.7905719759168035,0.7501368363437328,0.7833058415650184,0.024657239201161425,22,37,0.8216023508565856
0.001924435297648112,1.571916110524043e-05,0.002155860265096029,7.5302369339464005e-06,best,2,14,log2,9,gini,"{'splitter': 'best', 'min_samples_split': 2, 'min_samples_leaf': 14, 'max_features': 'log2', 'max_depth': 9, 'criterion': 'gini'}",0.8110008271298593,0.8042556102900931,0.7720306513409961,0.7957623629203162,0.0170052950266849,14,37,0.8190243750853928
0.002660512924194336,0.0013074025777629085,0.0023800532023111978,0.00032923251044895204,random,17,10,,12,entropy,"{'splitter': 'random', 'min_samples_split': 17, 'min_samples_leaf': 10, 'max_features': None, 'max_depth': 12, 'criterion': 'entropy'}",0.6867934932451062,0.733032293377121,0.7395320197044335,0.7197859354422201,0.02347960167436013,54,37,0.8019583757080002
0.0016862551371256511,6.55214086991002e-05,0.0021381378173828125,1.848115678544794e-05,random,4,18,log2,10,gini,"{'splitter': 'random', 'min_samples_split': 4, 'min_samples_leaf': 18, 'max_features': 'log2', 'max_depth': 10, 'criterion': 'gini'}",0.5,0.5613026819923371,0.7620415982484948,0.607781426746944,0.1119126298759567,85,37,0.6414943071256033
0.0016427040100097656,1.97192008108975e-05,0.002131779988606771,6.608205320354272e-06,random,2,19,sqrt,14,gini,"{'splitter': 'random', 'min_samples_split': 2, 'min_samples_leaf': 19, 'max_features': 'sqrt', 'max_depth': 14, 'criterion': 'gini'}",0.7480011028398125,0.5589764641488779,0.6279419813902571,0.6449731827929825,0.0781030297063852,77,37,0.6982455929520037
0.002365668614705404,1.5018898691666582e-05,0.002180814743041992,1.8388652778185246e-05,best,14,7,,4,gini,"{'splitter': 'best', 'min_samples_split': 14, 'min_samples_leaf': 7, 'max_features': None, 'max_depth': 4, 'criterion': 'gini'}",0.8076923076923077,0.7907088122605364,0.8227285166940339,0.807043212215626,0.013080044895578461,9,37,0.8326367133080588
0.0020624001820882163,3.1221203988571516e-05,0.0021866957346598306,3.167429682173774e-05,best,8,4,log2,14,gini,"{'splitter': 'best', 'min_samples_split': 8, 'min_samples_leaf': 4, 'max_features': 'log2', 'max_depth': 14, 'criterion': 'gini'}",0.6727322856355114,0.7859195402298851,0.6866447728516694,0.715098866239022,0.050398844057676764,56,37,0.7765866127347482
0.0026717185974121094,8.936425354339111e-05,0.0022002061208089194,1.0494631104070787e-05,best,19,11,,6,entropy,"{'splitter': 'best', 'min_samples_split': 19, 'min_samples_leaf': 11, 'max_features': None, 'max_depth': 6, 'criterion': 'entropy'}",0.8122415219189413,0.7955665024630542,0.7727148330596606,0.7935076191472187,0.01620224333080176,16,37,0.8270743328977791
0.0020252068837483725,1.822650739152787e-05,0.002179304758707682,1.2786489139499623e-05,best,15,10,log2,13,gini,"{'splitter': 'best', 'min_samples_split': 15, 'min_samples_leaf': 10, 'max_features': 'log2', 'max_depth': 13, 'criterion': 'gini'}",0.8009374138406397,0.7686781609195402,0.786672140120416,0.7854292382935318,0.013199077075571592,19,37,0.8092998642704291
0.0024652481079101562,5.0077361772321635e-05,0.0021718343098958335,1.1404839947337564e-05,best,5,14,,10,gini,"{'splitter': 'best', 'min_samples_split': 5, 'min_samples_leaf': 14, 'max_features': None, 'max_depth': 10, 'criterion': 'gini'}",0.8013509787703337,0.8276546250684182,0.7896825396825397,0.8062293811737639,0.015881203242522457,10,37,0.8467678857464291
0.0016485055287679036,1.8564356509657157e-05,0.0021408398946126304,2.1408460251481565e-05,random,8,7,sqrt,13,entropy,"{'splitter': 'random', 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 'sqrt', 'max_depth': 13, 'criterion': 'entropy'}",0.7411083540115799,0.5343459222769568,0.6847974822112753,0.6534172528332708,0.08727815645420037,75,37,0.6739681048161686
0.0016235510508219402,2.3740180750564696e-05,0.0021152496337890625,3.3203300453405e-05,random,19,18,sqrt,9,gini,"{'splitter': 'random', 'min_samples_split': 19, 'min_samples_leaf': 18, 'max_features': 'sqrt', 'max_depth': 9, 'criterion': 'gini'}",0.6860352908740006,0.7419266557197591,0.5,0.6426539821979199,0.10342011456118763,78,37,0.6619057563206358
0.0016058286031087239,2.2258927886618004e-05,0.002101739247639974,1.5091893964636404e-05,random,7,1,log2,2,gini,"{'splitter': 'random', 'min_samples_split': 7, 'min_samples_leaf': 1, 'max_features': 'log2', 'max_depth': 2, 'criterion': 'gini'}",0.6446787979046044,0.5259989053092501,0.547071702244116,0.5725831351526568,0.05170012336153199,90,37,0.5869761601547121
0.001668850580851237,2.503079692208548e-06,0.0021479924519856772,1.5931087510841147e-05,random,19,5,log2,14,entropy,"{'splitter': 'random', 'min_samples_split': 19, 'min_samples_leaf': 5, 'max_features': 'log2', 'max_depth': 14, 'criterion': 'entropy'}",0.7571684587813621,0.6993705528188287,0.6948549534756431,0.7171313216919447,0.028370488411900263,55,37,0.7158802469648864
0.0019158522288004558,3.4698072617117674e-05,0.0022532145182291665,0.00012784636678405236,best,3,10,sqrt,14,entropy,"{'splitter': 'best', 'min_samples_split': 3, 'min_samples_leaf': 10, 'max_features': 'sqrt', 'max_depth': 14, 'criterion': 'entropy'}",0.7812241521918941,0.7786672140120416,0.7452107279693486,0.7683673647244281,0.016407454658760475,34,37,0.8102632395522031
0.0016033649444580078,1.61245712460622e-05,0.002120494842529297,1.239318029247954e-05,random,6,6,,1,gini,"{'splitter': 'random', 'min_samples_split': 6, 'min_samples_leaf': 6, 'max_features': None, 'max_depth': 1, 'criterion': 'gini'}",0.5606561896884479,0.701559934318555,0.554871373836891,0.6056958326146313,0.06782728320390588,87,37,0.5914258837423956
0.0024181207021077475,8.399675991659989e-05,0.0021796226501464844,1.6767455074803582e-05,best,3,19,,10,gini,"{'splitter': 'best', 'min_samples_split': 3, 'min_samples_leaf': 19, 'max_features': None, 'max_depth': 10, 'criterion': 'gini'}",0.7997656465398401,0.8426382047071702,0.8084291187739464,0.8169443233403189,0.0185093776693177,4,37,0.8432189418625236
0.001612265904744466,1.910756298975725e-05,0.002145528793334961,3.76011623426536e-05,random,14,6,log2,3,entropy,"{'splitter': 'random', 'min_samples_split': 14, 'min_samples_leaf': 6, 'max_features': 'log2', 'max_depth': 3, 'criterion': 'entropy'}",0.6277226357871519,0.5,0.7723043240284619,0.633342319938538,0.11123877279264457,81,37,0.6236940874218855
0.002652724583943685,3.3632703899454226e-05,0.0021799405415852866,6.25769923052137e-06,best,15,13,,12,entropy,"{'splitter': 'best', 'min_samples_split': 15, 'min_samples_leaf': 13, 'max_features': None, 'max_depth': 12, 'criterion': 'entropy'}",0.8053487730907085,0.8184181718664477,0.7771620142309796,0.800309653062712,0.01721553917643524,11,37,0.834709850155445
0.0015961329142252605,4.6652667113746555e-06,0.0021408398946126304,3.06917557923882e-05,random,15,15,sqrt,1,gini,"{'splitter': 'random', 'min_samples_split': 15, 'min_samples_leaf': 15, 'max_features': 'sqrt', 'max_depth': 1, 'criterion': 'gini'}",0.5444582299421009,0.5182676518883416,0.5361932129173508,0.5329730315825977,0.010932025447251578,97,37,0.5730952410704429
0.0020260016123453775,2.688767808760389e-05,0.0021976629892985025,2.961086658631481e-05,best,5,4,sqrt,13,entropy,"{'splitter': 'best', 'min_samples_split': 5, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_depth': 13, 'criterion': 'entropy'}",0.7078163771712159,0.7307744937055282,0.7242747673782157,0.7209552127516533,0.009662068822283501,53,37,0.7776300722505771
0.0016100406646728516,1.0815902921880488e-05,0.0021019776662190757,1.2419652774796766e-05,random,5,17,log2,1,gini,"{'splitter': 'random', 'min_samples_split': 5, 'min_samples_leaf': 17, 'max_features': 'log2', 'max_depth': 1, 'criterion': 'gini'}",0.5035153019023987,0.5,0.636015325670498,0.5465102091909656,0.06330594360656959,95,37,0.5504988664802413
0.0016153653462727864,2.321886337327392e-05,0.0020901362101236978,1.4082626618281482e-06,random,9,3,log2,1,entropy,"{'splitter': 'random', 'min_samples_split': 9, 'min_samples_leaf': 3, 'max_features': 'log2', 'max_depth': 1, 'criterion': 'entropy'}",0.49572649572649574,0.5301724137931034,0.5274356869184456,0.5177781988126816,0.015632884682565615,99,37,0.5359916562396888
0.002046823501586914,2.9520289747032647e-05,0.0021501382191975913,2.08152148782552e-06,best,16,2,sqrt,10,entropy,"{'splitter': 'best', 'min_samples_split': 16, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_depth': 10, 'criterion': 'entropy'}",0.7558588365039978,0.7874931581828133,0.7481527093596058,0.7638349013488056,0.017022160775672937,35,37,0.7904139342953302
0.001955270767211914,1.4274617641454e-05,0.002191464106241862,7.158735926875143e-06,best,11,13,log2,6,gini,"{'splitter': 'best', 'min_samples_split': 11, 'min_samples_leaf': 13, 'max_features': 'log2', 'max_depth': 6, 'criterion': 'gini'}",0.7851530190239868,0.7974137931034483,0.7811302681992337,0.7878990267755562,0.006925494675727926,17,37,0.8274881076715344
0.0016928513844807942,4.483001955722317e-06,0.0021653970082600913,1.557384192624411e-05,best,16,4,sqrt,2,gini,"{'splitter': 'best', 'min_samples_split': 16, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_depth': 2, 'criterion': 'gini'}",0.6771436448855803,0.7048440065681445,0.7320744389709907,0.7046873634749051,0.022425676318414314,61,37,0.734405079755644
0.001719077428181966,2.279721611752055e-05,0.0021790663401285806,1.5010064910670008e-05,best,3,14,sqrt,2,gini,"{'splitter': 'best', 'min_samples_split': 3, 'min_samples_leaf': 14, 'max_features': 'sqrt', 'max_depth': 2, 'criterion': 'gini'}",0.7230493520816101,0.7493158182813355,0.6442939244663384,0.7055530316097615,0.04462428686759682,60,37,0.7526447285688731
0.0025173823038736978,4.806538002371761e-05,0.0022127628326416016,7.899994012135963e-05,best,15,16,,6,entropy,"{'splitter': 'best', 'min_samples_split': 15, 'min_samples_leaf': 16, 'max_features': None, 'max_depth': 6, 'criterion': 'entropy'}",0.8239591949269369,0.8659688013136289,0.7931034482758621,0.8276771481721426,0.029863102100303733,2,37,0.8422920474449761
0.0018471082051595051,6.9246358587875255e-06,0.002142826716105143,1.6396466310455615e-05,best,18,18,sqrt,15,gini,"{'splitter': 'best', 'min_samples_split': 18, 'min_samples_leaf': 18, 'max_features': 'sqrt', 'max_depth': 15, 'criterion': 'gini'}",0.7603391232423491,0.6946496989600438,0.7922140120415982,0.7490676114146638,0.04062006097919379,42,37,0.7987052497503283
0.002338250478108724,3.211745952175629e-05,0.0021751721700032554,1.1135846452451074e-05,best,4,2,log2,15,entropy,"{'splitter': 'best', 'min_samples_split': 4, 'min_samples_leaf': 2, 'max_features': 'log2', 'max_depth': 15, 'criterion': 'entropy'}",0.6658395368072786,0.6940339354132458,0.6581143951833607,0.6726626224679616,0.015437383544097266,69,37,0.746265844914626
0.0026711622873942056,3.597953247881809e-05,0.002220710118611654,0.00010078938444343162,best,17,4,,8,gini,"{'splitter': 'best', 'min_samples_split': 17, 'min_samples_leaf': 4, 'max_features': None, 'max_depth': 8, 'criterion': 'gini'}",0.7584091535704438,0.7518472906403939,0.8003557744937055,0.7702040729015144,0.021488110556873014,32,37,0.8176874955349837
0.00162506103515625,3.0432398454490207e-05,0.0021648406982421875,3.7779127257915074e-05,random,18,16,log2,11,gini,"{'splitter': 'random', 'min_samples_split': 18, 'min_samples_leaf': 16, 'max_features': 'log2', 'max_depth': 11, 'criterion': 'gini'}",0.5,0.6730979748221128,0.7685413245758074,0.6472130997993067,0.11114894156773603,76,37,0.6484185132844179
0.0017105738321940105,8.064831247312142e-06,0.0021469593048095703,1.98799734288784e-05,random,5,11,,6,gini,"{'splitter': 'random', 'min_samples_split': 5, 'min_samples_leaf': 11, 'max_features': None, 'max_depth': 6, 'criterion': 'gini'}",0.7795698924731183,0.7811986863711002,0.7468527640941435,0.7692071143127873,0.015820892782728004,33,37,0.8065031666026025
0.002366781234741211,3.0291359613777045e-05,0.002147118250528971,1.5091893964636404e-05,best,6,17,,5,gini,"{'splitter': 'best', 'min_samples_split': 6, 'min_samples_leaf': 17, 'max_features': None, 'max_depth': 5, 'criterion': 'gini'}",0.8205128205128206,0.8407224958949098,0.8015873015873015,0.8209408726650106,0.015979743007055514,3,37,0.8446180336986604
0.0017579396565755208,2.821566339504994e-05,0.002183993657430013,2.1963284916507247e-05,random,9,7,,7,entropy,"{'splitter': 'random', 'min_samples_split': 9, 'min_samples_leaf': 7, 'max_features': None, 'max_depth': 7, 'criterion': 'entropy'}",0.7965260545905708,0.7756568144499179,0.7694307608100712,0.7805378766168533,0.011587559771036381,28,37,0.7878634361408434
0.001600503921508789,9.309525549481311e-06,0.0021473566691080728,8.719588906252703e-06,random,2,18,sqrt,6,entropy,"{'splitter': 'random', 'min_samples_split': 2, 'min_samples_leaf': 18, 'max_features': 'sqrt', 'max_depth': 6, 'criterion': 'entropy'}",0.7421422663358147,0.7288587848932676,0.5966748768472907,0.689225309358791,0.06566734164640214,63,37,0.6449760669063261
0.0016777515411376953,5.5437660301829295e-06,0.002138058344523112,7.046693149458851e-06,random,6,7,,5,gini,"{'splitter': 'random', 'min_samples_split': 6, 'min_samples_leaf': 7, 'max_features': None, 'max_depth': 5, 'criterion': 'gini'}",0.808381582575131,0.7173645320197044,0.7142172961138478,0.7466544702362278,0.04366656670525304,46,37,0.7863645325527181
0.0015648206075032551,3.6540234669280528e-06,0.0021026134490966797,1.3968697474813711e-05,random,10,17,sqrt,6,entropy,"{'splitter': 'random', 'min_samples_split': 10, 'min_samples_leaf': 17, 'max_features': 'sqrt', 'max_depth': 6, 'criterion': 'entropy'}",0.5,0.5155309250136837,0.5,0.5051769750045613,0.0073213482635170095,100,37,0.6065404748458354
0.002014319101969401,2.2915761722164124e-05,0.0021448135375976562,8.424872838854144e-06,best,2,3,log2,6,gini,"{'splitter': 'best', 'min_samples_split': 2, 'min_samples_leaf': 3, 'max_features': 'log2', 'max_depth': 6, 'criterion': 'gini'}",0.7434518886131789,0.7776409414340448,0.7547208538587848,0.7586045613020028,0.014225217533787672,38,37,0.7883690977606923
0.001659711201985677,4.2491307315031106e-05,0.002125819524129232,9.991480140121223e-06,random,16,18,log2,12,gini,"{'splitter': 'random', 'min_samples_split': 16, 'min_samples_leaf': 18, 'max_features': 'log2', 'max_depth': 12, 'criterion': 'gini'}",0.6424041907912876,0.8197181171319103,0.7177750410509031,0.7266324496580338,0.07265855023788642,52,37,0.6657277593204465
0.0019941329956054688,1.549904152216435e-05,0.0021845499674479165,3.762399957414513e-05,best,12,16,,2,gini,"{'splitter': 'best', 'min_samples_split': 12, 'min_samples_leaf': 16, 'max_features': None, 'max_depth': 2, 'criterion': 'gini'}",0.7682657843948166,0.8171866447728517,0.7668992884510126,0.784117239206227,0.023390254611533438,21,37,0.794311667016296
0.0016824404398600261,2.503760881290082e-05,0.0021839141845703125,4.5352620251447997e-05,random,18,3,log2,13,entropy,"{'splitter': 'random', 'min_samples_split': 18, 'min_samples_leaf': 3, 'max_features': 'log2', 'max_depth': 13, 'criterion': 'entropy'}",0.7685414943479459,0.7139436234263821,0.7700465243568692,0.7508438807103991,0.02609965541984448,41,37,0.7850383730185987
0.001615762710571289,2.345001565158234e-05,0.0021371841430664062,2.8855543652357613e-05,random,15,16,log2,14,entropy,"{'splitter': 'random', 'min_samples_split': 15, 'min_samples_leaf': 16, 'max_features': 'log2', 'max_depth': 14, 'criterion': 'entropy'}",0.5177832919768404,0.6401888341543515,0.7422003284072249,0.6333908181794722,0.09174388744741226,80,37,0.6095103950079224
0.0015943050384521484,1.2871659495689295e-05,0.002162774403889974,1.873301909209812e-05,random,11,19,sqrt,12,entropy,"{'splitter': 'random', 'min_samples_split': 11, 'min_samples_leaf': 19, 'max_features': 'sqrt', 'max_depth': 12, 'criterion': 'entropy'}",0.5,0.6768609742747673,0.696360153256705,0.6244070425104907,0.08832851055349268,84,37,0.6521711151152011
0.0019881725311279297,2.347262897954818e-05,0.002149502436319987,2.7621821080816217e-06,best,15,17,log2,12,entropy,"{'splitter': 'best', 'min_samples_split': 15, 'min_samples_leaf': 17, 'max_features': 'log2', 'max_depth': 12, 'criterion': 'entropy'}",0.768334711883099,0.7961822660098523,0.7575259989053093,0.7740143255994202,0.01628435354544176,29,37,0.8207629014460427
0.0017328262329101562,3.468205067044438e-05,0.002148707707722982,1.343396959009646e-05,random,7,7,log2,12,gini,"{'splitter': 'random', 'min_samples_split': 7, 'min_samples_leaf': 7, 'max_features': 'log2', 'max_depth': 12, 'criterion': 'gini'}",0.7200854700854701,0.7042282430213465,0.8360016420361248,0.7534384517143137,0.05873881856505393,40,37,0.7221881918930748
0.001965761184692383,3.7062140641969654e-05,0.002174536387125651,2.2113742707287303e-05,best,19,19,log2,14,entropy,"{'splitter': 'best', 'min_samples_split': 19, 'min_samples_leaf': 19, 'max_features': 'log2', 'max_depth': 14, 'criterion': 'entropy'}",0.803763440860215,0.7610837438423645,0.783935413245758,0.7829275326494458,0.01743848238534908,23,37,0.8260461778045913
0.0015936692555745442,1.4521150788828063e-05,0.0021206537882486978,1.1851319423154014e-05,random,15,19,log2,9,entropy,"{'splitter': 'random', 'min_samples_split': 15, 'min_samples_leaf': 19, 'max_features': 'log2', 'max_depth': 9, 'criterion': 'entropy'}",0.5,0.7385741652983032,0.7393951833607006,0.659323116219668,0.11265895448690579,74,37,0.666547567019411
0.002672592798868815,5.807318466616088e-05,0.0021545886993408203,3.022059335999734e-06,best,18,11,,15,entropy,"{'splitter': 'best', 'min_samples_split': 18, 'min_samples_leaf': 11, 'max_features': None, 'max_depth': 15, 'criterion': 'entropy'}",0.782258064516129,0.7971401204159825,0.7624521072796935,0.7806167640706017,0.01420879925023471,26,37,0.825923207490276
