mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_bootstrap,param_criterion,param_max_depth,param_max_features,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score,dataset_id,total_mean_auc
0.6687695185343424,0.013654817159234384,0.04504227638244629,0.003826022963413093,False,gini,14,0.32,13,9,703,"OrderedDict([('bootstrap', False), ('criterion', 'gini'), ('max_depth', 14), ('max_features', 0.32), ('min_samples_leaf', 13), ('min_samples_split', 9), ('n_estimators', 703)])",0.8614557485525227,0.8509852216748768,0.8386699507389163,0.8503703069887719,0.00931241950494173,55,37,0.8719224506810597
0.27161550521850586,0.013970529086660783,0.01317580540974935,0.00040977416416472203,True,gini,5,0.9500000000000001,17,3,277,"OrderedDict([('bootstrap', True), ('criterion', 'gini'), ('max_depth', 5), ('max_features', 0.9500000000000001), ('min_samples_leaf', 17), ('min_samples_split', 3), ('n_estimators', 277)])",0.8527708850289495,0.8646688560481663,0.8366174055829227,0.8513523822200129,0.011495798680829,47,37,0.8734621257522945
0.17807300885518393,0.0006690756670280826,0.013322591781616211,8.839189964254678e-05,False,gini,2,0.44,4,10,312,"OrderedDict([('bootstrap', False), ('criterion', 'gini'), ('max_depth', 2), ('max_features', 0.44), ('min_samples_leaf', 4), ('min_samples_split', 10), ('n_estimators', 312)])",0.8463606286186931,0.8507799671592775,0.8173234811165845,0.838154692298185,0.014839972096860636,84,37,0.838738099901156
1.54559326171875,0.006075160118149416,0.06482092539469402,0.0002615691476066943,True,entropy,9,0.8,10,4,1512,"OrderedDict([('bootstrap', True), ('criterion', 'entropy'), ('max_depth', 9), ('max_features', 0.8), ('min_samples_leaf', 10), ('min_samples_split', 4), ('n_estimators', 1512)])",0.8556658395368073,0.8669950738916257,0.8422276956759716,0.8549628697014682,0.010123450691714494,12,37,0.8809249131850113
0.7690155506134033,0.0049260033680907835,0.03658374150594076,0.0006889689267270602,True,entropy,8,0.72,17,14,849,"OrderedDict([('bootstrap', True), ('criterion', 'entropy'), ('max_depth', 8), ('max_features', 0.72), ('min_samples_leaf', 17), ('min_samples_split', 14), ('n_estimators', 849)])",0.8610421836228288,0.8680897646414888,0.8356595511767926,0.8549304998137034,0.01392705270516068,14,37,0.8776267565925733
0.6668934027353922,0.023801995822371014,0.038202524185180664,0.00016217102527711126,True,gini,3,0.2,15,8,919,"OrderedDict([('bootstrap', True), ('criterion', 'gini'), ('max_depth', 3), ('max_features', 0.2), ('min_samples_leaf', 15), ('min_samples_split', 8), ('n_estimators', 919)])",0.8416046319272126,0.8366174055829227,0.8188286808976464,0.8323502394692607,0.009775565330847094,91,37,0.848338387050943
1.2836332321166992,0.005984916364624149,0.05501564343770345,0.00012982270503132394,True,gini,6,0.88,12,12,1298,"OrderedDict([('bootstrap', True), ('criterion', 'gini'), ('max_depth', 6), ('max_features', 0.88), ('min_samples_leaf', 12), ('min_samples_split', 12), ('n_estimators', 1298)])",0.8533223049352082,0.8617952928297756,0.8405856595511768,0.8519010857720536,0.008716919711513164,42,37,0.8763744612031125
1.14494522412618,0.007687727708035913,0.04998000462849935,0.0006464089280842745,True,gini,8,0.8400000000000001,7,3,1142,"OrderedDict([('bootstrap', True), ('criterion', 'gini'), ('max_depth', 8), ('max_features', 0.8400000000000001), ('min_samples_leaf', 7), ('min_samples_split', 3), ('n_estimators', 1142)])",0.8552522746071133,0.8583743842364532,0.8438697318007663,0.8524987968814443,0.00623337603867738,38,37,0.8788779466592144
0.001917441685994466,5.5605678244206526e-05,0.0016465187072753906,1.56353636578766e-05,True,gini,13,0.42000000000000004,8,6,1,"OrderedDict([('bootstrap', True), ('criterion', 'gini'), ('max_depth', 13), ('max_features', 0.42000000000000004), ('min_samples_leaf', 8), ('min_samples_split', 6), ('n_estimators', 1)])",0.7440033085194375,0.7638204707170224,0.7634783798576901,0.7571007196980499,0.009262321207459897,100,37,0.7867026440394262
0.4063328107198079,0.004515049948900006,0.028180758158365887,0.00011395316246789222,False,gini,11,0.26,11,7,626,"OrderedDict([('bootstrap', False), ('criterion', 'gini'), ('max_depth', 11), ('max_features', 0.26), ('min_samples_leaf', 11), ('min_samples_split', 7), ('n_estimators', 626)])",0.8636614281775572,0.8482484948002189,0.8437328954570333,0.8518809394782698,0.00853161160440288,43,37,0.8717486166074901
0.33994348843892414,0.0029419297317694504,0.01855921745300293,0.00012386252485596425,True,entropy,8,0.39,17,14,416,"OrderedDict([('bootstrap', True), ('criterion', 'entropy'), ('max_depth', 8), ('max_features', 0.39), ('min_samples_leaf', 17), ('min_samples_split', 14), ('n_estimators', 416)])",0.8602150537634408,0.8620689655172413,0.8416803503010399,0.854654789860574,0.009205480563617956,18,37,0.854654789860574
0.04966513315836588,0.0008387416590444539,0.0044097900390625,0.00010359847397873066,False,entropy,9,0.4,10,4,61,"OrderedDict([('bootstrap', False), ('criterion', 'entropy'), ('max_depth', 9), ('max_features', 0.4), ('min_samples_leaf', 10), ('min_samples_split', 4), ('n_estimators', 61)])",0.8566308243727598,0.8563218390804598,0.8475643130815544,0.8535056588449246,0.0042030592102778805,29,37,0.8535056588449246
0.5173784097035726,0.005205620119311364,0.03818329175313314,0.00017463531182616325,False,entropy,10,0.08,3,16,829,"OrderedDict([('bootstrap', False), ('criterion', 'entropy'), ('max_depth', 10), ('max_features', 0.08), ('min_samples_leaf', 3), ('min_samples_split', 16), ('n_estimators', 829)])",0.8567686793493245,0.8305966064586754,0.8522167487684729,0.8465273448588242,0.0114169855181861,61,37,0.9126246783787475
0.029805660247802734,0.0005862509084146153,0.0029675165812174478,9.648862703225411e-05,True,gini,9,0.98,10,4,28,"OrderedDict([('bootstrap', True), ('criterion', 'gini'), ('max_depth', 9), ('max_features', 0.98), ('min_samples_leaf', 10), ('min_samples_split', 4), ('n_estimators', 28)])",0.8570443893024539,0.8585112205801859,0.8405856595511768,0.8520470898112721,0.00812654851724092,41,37,0.8520470898112721
1.2620375156402588,0.002406755723647967,0.06504964828491211,0.001452706386790693,False,entropy,4,0.51,5,14,1562,"OrderedDict([('bootstrap', False), ('criterion', 'entropy'), ('max_depth', 4), ('max_features', 0.51), ('min_samples_leaf', 5), ('min_samples_split', 14), ('n_estimators', 1562)])",0.847808105872622,0.8643951833607005,0.8364805692391899,0.849561286157504,0.011463322706838678,57,37,0.9035762746531869
0.5052076975504557,0.001895352991232428,0.030350685119628906,0.00018940311661253827,True,gini,10,0.09999999999999999,17,10,709,"OrderedDict([('bootstrap', True), ('criterion', 'gini'), ('max_depth', 10), ('max_features', 0.09999999999999999), ('min_samples_leaf', 17), ('min_samples_split', 10), ('n_estimators', 709)])",0.8533223049352082,0.8389436234263821,0.8300492610837438,0.8407717298151113,0.00958871288736333,74,37,0.8667363274785042
0.20374496777852377,0.005542543017507726,0.010402282079060873,0.00012783421318118008,False,gini,14,0.75,12,11,213,"OrderedDict([('bootstrap', False), ('criterion', 'gini'), ('max_depth', 14), ('max_features', 0.75), ('min_samples_leaf', 12), ('min_samples_split', 11), ('n_estimators', 213)])",0.8351943755169562,0.8631636562671045,0.8230706075533661,0.8404762131124756,0.016788617077842356,77,37,0.9201320391489208
0.10466639200846355,0.0010055275300325439,0.009731213251749674,0.0001331348549608082,False,gini,7,0.08,16,7,190,"OrderedDict([('bootstrap', False), ('criterion', 'gini'), ('max_depth', 7), ('max_features', 0.08), ('min_samples_leaf', 16), ('min_samples_split', 7), ('n_estimators', 190)])",0.8462917011304109,0.8325123152709359,0.8355227148330596,0.8381089104114688,0.00591518804115934,85,37,0.8763555049041399
1.043263594309489,0.0014779815895500908,0.04884878794352213,0.000518504751197638,True,entropy,3,0.7000000000000001,17,10,1214,"OrderedDict([('bootstrap', True), ('criterion', 'entropy'), ('max_depth', 3), ('max_features', 0.7000000000000001), ('min_samples_leaf', 17), ('min_samples_split', 10), ('n_estimators', 1214)])",0.8595257788806175,0.8680897646414887,0.8348385331143952,0.8541513588788338,0.014096675548600683,23,37,0.8987957197772406
