mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_alpha,param_l1_ratio,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score,dataset_id,total_mean_auc
0.00279847780863444,0.0005236685334790893,0.003258943557739258,0.00036495558786306745,0.41000000000000003,0.15821957424626784,"OrderedDict([('alpha', 0.41000000000000003), ('l1_ratio', 0.15821957424626784)])",0.8487079744373436,0.8604183427192276,0.8138371769936092,0.8409878313833934,0.01978470295741082,9,37,0.8373438594891638
0.002411444981892904,9.378518060702181e-05,0.0031119187672932944,0.00017749846452617312,0.837,0.46976137460694406,"OrderedDict([('alpha', 0.837), ('l1_ratio', 0.46976137460694406)])",0.8437065851625452,0.8617591847680344,0.804112253403723,0.8365260077781009,0.024075751184001154,97,37,0.7544526396187395
0.002690394719441732,0.0005624627401334708,0.0029076735178629556,5.993634224261295e-05,0.444,0.6029039138452976,"OrderedDict([('alpha', 0.444), ('l1_ratio', 0.6029039138452976)])",0.847179772158933,0.8625636899973184,0.8093914976382328,0.839711653264828,0.02234054773918587,32,37,0.7607921968297251
0.0023511250813802085,4.3367866951374554e-05,0.002833286921183268,2.280220244591259e-05,0.812,0.00323952947583758,"OrderedDict([('alpha', 0.812), ('l1_ratio', 0.00323952947583758)])",0.8406501806057237,0.8609546795387504,0.8155043067518755,0.8390363889654499,0.01859009304638967,65,37,0.8402480815305623
0.002255121866861979,1.321210896814405e-05,0.002820094426472982,3.377493688476047e-05,0.799,0.020905118043531637,"OrderedDict([('alpha', 0.799), ('l1_ratio', 0.020905118043531637)])",0.842595165323701,0.860284258514347,0.8153653792720201,0.8394149343700228,0.018475422048147023,43,37,0.8399511987490891
0.002551873524983724,0.0003746497107268495,0.0029218196868896484,0.00011835859670233313,0.733,0.697371833175105,"OrderedDict([('alpha', 0.733), ('l1_ratio', 0.697371833175105)])",0.8392609058071686,0.8572003218020917,0.7959155320922477,0.830792253233836,0.02572605578981238,99,37,0.7348786177279912
0.0022835731506347656,7.345872070808937e-05,0.0028204917907714844,5.0077361772321635e-05,0.616,0.2206757490726382,"OrderedDict([('alpha', 0.616), ('l1_ratio', 0.2206757490726382)])",0.851208669074743,0.8618932689729151,0.8124479021950541,0.8418499467475709,0.02124304335772275,2,37,0.8169483646773068
0.002246697743733724,4.6001538383063285e-05,0.0028204123179117837,4.221437922269128e-05,0.543,0.6070974421974402,"OrderedDict([('alpha', 0.543), ('l1_ratio', 0.6070974421974402)])",0.8459294248402333,0.8637704478412443,0.8074465129202556,0.8390487952005777,0.023503243881423736,63,37,0.7585954109946369
0.0022493998209635415,2.9613426050405417e-05,0.0028020540873209634,3.9942682949832874e-05,0.9550000000000001,0.1312145854528697,"OrderedDict([('alpha', 0.9550000000000001), ('l1_ratio', 0.1312145854528697)])",0.8510697415948875,0.8616251005631537,0.8128646846346208,0.8418531755975539,0.02094601564288991,1,37,0.8256243476932927
0.0025502840677897134,0.00010154324131667106,0.0032454331715901694,0.00021631808763505656,0.004,0.297301778750644,"OrderedDict([('alpha', 0.004), ('l1_ratio', 0.297301778750644)])",0.8420394554042789,0.8597479216948244,0.8174492914698528,0.839745556189652,0.017344355660797735,29,37,0.8403686472903005
