,Dataset,Model,Hyperparameters,ID,Metric,Value,BayesHyperparameters,Search
218,bank-marketing,xgb,,72,Brier,0.10010758572170904,"OrderedDict([('gamma', 0.9452046557909324), ('learning_rate', 0.08955512523871688), ('max_depth', 4), ('max_leaves', 9), ('min_child_weight', 1), ('n_estimators', 544), ('nthread', 4), ('reg_alpha', 1.6859099944631353), ('reg_lambda', 3.3577933469597325), ('subsample', 0.9523132616987684)])",Bayes
219,bank-marketing,xgb,,73,AUC,0.6388525907212204,"OrderedDict([('gamma', 0.9811783836920978), ('learning_rate', 0.1684940594596361), ('max_depth', 2), ('max_leaves', 8), ('min_child_weight', 10), ('n_estimators', 75), ('nthread', 4), ('reg_alpha', 1.0976023295108028), ('reg_lambda', 8.900790780442566), ('subsample', 0.9472530382147226)])",Bayes
220,bank-marketing,xgb,,73,Accuracy,0.883,"OrderedDict([('gamma', 0.9811783836920978), ('learning_rate', 0.1684940594596361), ('max_depth', 2), ('max_leaves', 8), ('min_child_weight', 10), ('n_estimators', 75), ('nthread', 4), ('reg_alpha', 1.0976023295108028), ('reg_lambda', 8.900790780442566), ('subsample', 0.9472530382147226)])",Bayes
221,bank-marketing,xgb,,73,Brier,0.10035203581653508,"OrderedDict([('gamma', 0.9811783836920978), ('learning_rate', 0.1684940594596361), ('max_depth', 2), ('max_leaves', 8), ('min_child_weight', 10), ('n_estimators', 75), ('nthread', 4), ('reg_alpha', 1.0976023295108028), ('reg_lambda', 8.900790780442566), ('subsample', 0.9472530382147226)])",Bayes
222,bank-marketing,xgb,,74,AUC,0.6417322453562544,"OrderedDict([('gamma', 0.7510629178773168), ('learning_rate', 0.2933643890200492), ('max_depth', 10), ('max_leaves', 3), ('min_child_weight', 1), ('n_estimators', 610), ('nthread', 4), ('reg_alpha', 5.743202975320128), ('reg_lambda', 8.63237284405595), ('subsample', 0.7798646111065837)])",Bayes
223,bank-marketing,xgb,,74,Accuracy,0.883,"OrderedDict([('gamma', 0.7510629178773168), ('learning_rate', 0.2933643890200492), ('max_depth', 10), ('max_leaves', 3), ('min_child_weight', 1), ('n_estimators', 610), ('nthread', 4), ('reg_alpha', 5.743202975320128), ('reg_lambda', 8.63237284405595), ('subsample', 0.7798646111065837)])",Bayes
224,bank-marketing,xgb,,74,Brier,0.10070432865294582,"OrderedDict([('gamma', 0.7510629178773168), ('learning_rate', 0.2933643890200492), ('max_depth', 10), ('max_leaves', 3), ('min_child_weight', 1), ('n_estimators', 610), ('nthread', 4), ('reg_alpha', 5.743202975320128), ('reg_lambda', 8.63237284405595), ('subsample', 0.7798646111065837)])",Bayes
225,bank-marketing,xgb,,75,AUC,0.6479610109281683,"OrderedDict([('gamma', 0.9995063104691118), ('learning_rate', 0.8525851636653957), ('max_depth', 2), ('max_leaves', 2), ('min_child_weight', 4), ('n_estimators', 24), ('nthread', 4), ('reg_alpha', 0.15245087440768032), ('reg_lambda', 2.0097859985932702), ('subsample', 0.9948989977526415)])",Bayes
226,bank-marketing,xgb,,75,Accuracy,0.883,"OrderedDict([('gamma', 0.9995063104691118), ('learning_rate', 0.8525851636653957), ('max_depth', 2), ('max_leaves', 2), ('min_child_weight', 4), ('n_estimators', 24), ('nthread', 4), ('reg_alpha', 0.15245087440768032), ('reg_lambda', 2.0097859985932702), ('subsample', 0.9948989977526415)])",Bayes
227,bank-marketing,xgb,,75,Brier,0.10025674555131242,"OrderedDict([('gamma', 0.9995063104691118), ('learning_rate', 0.8525851636653957), ('max_depth', 2), ('max_leaves', 2), ('min_child_weight', 4), ('n_estimators', 24), ('nthread', 4), ('reg_alpha', 0.15245087440768032), ('reg_lambda', 2.0097859985932702), ('subsample', 0.9948989977526415)])",Bayes
228,bank-marketing,xgb,,76,AUC,0.6433874418019379,"OrderedDict([('gamma', 0.6190621634018977), ('learning_rate', 0.4636070557093062), ('max_depth', 10), ('max_leaves', 2), ('min_child_weight', 3), ('n_estimators', 419), ('nthread', 4), ('reg_alpha', 2.623337518169781), ('reg_lambda', 9.719570408077228), ('subsample', 0.9769795711235983)])",Bayes
229,bank-marketing,xgb,,76,Accuracy,0.883,"OrderedDict([('gamma', 0.6190621634018977), ('learning_rate', 0.4636070557093062), ('max_depth', 10), ('max_leaves', 2), ('min_child_weight', 3), ('n_estimators', 419), ('nthread', 4), ('reg_alpha', 2.623337518169781), ('reg_lambda', 9.719570408077228), ('subsample', 0.9769795711235983)])",Bayes
230,bank-marketing,xgb,,76,Brier,0.10064125108299876,"OrderedDict([('gamma', 0.6190621634018977), ('learning_rate', 0.4636070557093062), ('max_depth', 10), ('max_leaves', 2), ('min_child_weight', 3), ('n_estimators', 419), ('nthread', 4), ('reg_alpha', 2.623337518169781), ('reg_lambda', 9.719570408077228), ('subsample', 0.9769795711235983)])",Bayes
231,bank-marketing,xgb,,77,AUC,0.6548528230294935,"OrderedDict([('gamma', 0.9797996892735273), ('learning_rate', 0.9645441915971341), ('max_depth', 2), ('max_leaves', 0), ('min_child_weight', 9), ('n_estimators', 477), ('nthread', 4), ('reg_alpha', 0.14646097369955594), ('reg_lambda', 8.30315538908478), ('subsample', 0.99288919219197)])",Bayes
232,bank-marketing,xgb,,77,Accuracy,0.883,"OrderedDict([('gamma', 0.9797996892735273), ('learning_rate', 0.9645441915971341), ('max_depth', 2), ('max_leaves', 0), ('min_child_weight', 9), ('n_estimators', 477), ('nthread', 4), ('reg_alpha', 0.14646097369955594), ('reg_lambda', 8.30315538908478), ('subsample', 0.99288919219197)])",Bayes
233,bank-marketing,xgb,,77,Brier,0.09982774821057466,"OrderedDict([('gamma', 0.9797996892735273), ('learning_rate', 0.9645441915971341), ('max_depth', 2), ('max_leaves', 0), ('min_child_weight', 9), ('n_estimators', 477), ('nthread', 4), ('reg_alpha', 0.14646097369955594), ('reg_lambda', 8.30315538908478), ('subsample', 0.99288919219197)])",Bayes
234,bank-marketing,xgb,,78,AUC,0.6591166477916195,"OrderedDict([('gamma', 0.09383072757161103), ('learning_rate', 0.854616633047349), ('max_depth', 8), ('max_leaves', 5), ('min_child_weight', 6), ('n_estimators', 484), ('nthread', 4), ('reg_alpha', 5.642622995315802), ('reg_lambda', 5.242363685522274), ('subsample', 0.9481195124083287)])",Bayes
235,bank-marketing,xgb,,78,Accuracy,0.883,"OrderedDict([('gamma', 0.09383072757161103), ('learning_rate', 0.854616633047349), ('max_depth', 8), ('max_leaves', 5), ('min_child_weight', 6), ('n_estimators', 484), ('nthread', 4), ('reg_alpha', 5.642622995315802), ('reg_lambda', 5.242363685522274), ('subsample', 0.9481195124083287)])",Bayes
236,bank-marketing,xgb,,78,Brier,0.09993287344541246,"OrderedDict([('gamma', 0.09383072757161103), ('learning_rate', 0.854616633047349), ('max_depth', 8), ('max_leaves', 5), ('min_child_weight', 6), ('n_estimators', 484), ('nthread', 4), ('reg_alpha', 5.642622995315802), ('reg_lambda', 5.242363685522274), ('subsample', 0.9481195124083287)])",Bayes
237,bank-marketing,xgb,,79,AUC,0.660374984270794,"OrderedDict([('gamma', 0.01885118699498341), ('learning_rate', 0.09888730073411633), ('max_depth', 2), ('max_leaves', 2), ('min_child_weight', 2), ('n_estimators', 973), ('nthread', 4), ('reg_alpha', 1.4469430573295856), ('reg_lambda', 9.824001891475042), ('subsample', 0.6228754839544749)])",Bayes
238,bank-marketing,xgb,,79,Accuracy,0.883,"OrderedDict([('gamma', 0.01885118699498341), ('learning_rate', 0.09888730073411633), ('max_depth', 2), ('max_leaves', 2), ('min_child_weight', 2), ('n_estimators', 973), ('nthread', 4), ('reg_alpha', 1.4469430573295856), ('reg_lambda', 9.824001891475042), ('subsample', 0.6228754839544749)])",Bayes
239,bank-marketing,xgb,,79,Brier,0.09967875478607556,"OrderedDict([('gamma', 0.01885118699498341), ('learning_rate', 0.09888730073411633), ('max_depth', 2), ('max_leaves', 2), ('min_child_weight', 2), ('n_estimators', 973), ('nthread', 4), ('reg_alpha', 1.4469430573295856), ('reg_lambda', 9.824001891475042), ('subsample', 0.6228754839544749)])",Bayes
240,bank-marketing,xgb,,80,AUC,0.6570065143111576,"OrderedDict([('gamma', 0.7565781650091428), ('learning_rate', 0.8913985037868603), ('max_depth', 8), ('max_leaves', 2), ('min_child_weight', 2), ('n_estimators', 14), ('nthread', 4), ('reg_alpha', 0.10389919175382999), ('reg_lambda', 9.319517753085814), ('subsample', 0.9867230160236804)])",Bayes
241,bank-marketing,xgb,,80,Accuracy,0.883,"OrderedDict([('gamma', 0.7565781650091428), ('learning_rate', 0.8913985037868603), ('max_depth', 8), ('max_leaves', 2), ('min_child_weight', 2), ('n_estimators', 14), ('nthread', 4), ('reg_alpha', 0.10389919175382999), ('reg_lambda', 9.319517753085814), ('subsample', 0.9867230160236804)])",Bayes
242,bank-marketing,xgb,,80,Brier,0.09985744724577975,"OrderedDict([('gamma', 0.7565781650091428), ('learning_rate', 0.8913985037868603), ('max_depth', 8), ('max_leaves', 2), ('min_child_weight', 2), ('n_estimators', 14), ('nthread', 4), ('reg_alpha', 0.10389919175382999), ('reg_lambda', 9.319517753085814), ('subsample', 0.9867230160236804)])",Bayes
243,bank-marketing,xgb,,81,AUC,0.6558933705026571,"OrderedDict([('gamma', 0.1132714051828519), ('learning_rate', 0.08932796987832613), ('max_depth', 2), ('max_leaves', 10), ('min_child_weight', 1), ('n_estimators', 36), ('nthread', 4), ('reg_alpha', 2.454046586124169), ('reg_lambda', 8.828395513837997), ('subsample', 0.9247248875829871)])",Bayes
244,bank-marketing,xgb,,81,Accuracy,0.883,"OrderedDict([('gamma', 0.1132714051828519), ('learning_rate', 0.08932796987832613), ('max_depth', 2), ('max_leaves', 10), ('min_child_weight', 1), ('n_estimators', 36), ('nthread', 4), ('reg_alpha', 2.454046586124169), ('reg_lambda', 8.828395513837997), ('subsample', 0.9247248875829871)])",Bayes
245,bank-marketing,xgb,,81,Brier,0.10060744397811763,"OrderedDict([('gamma', 0.1132714051828519), ('learning_rate', 0.08932796987832613), ('max_depth', 2), ('max_leaves', 10), ('min_child_weight', 1), ('n_estimators', 36), ('nthread', 4), ('reg_alpha', 2.454046586124169), ('reg_lambda', 8.828395513837997), ('subsample', 0.9247248875829871)])",Bayes
246,bank-marketing,xgb,,82,AUC,0.6454201391913736,"OrderedDict([('gamma', 0.8749597952275253), ('learning_rate', 0.3394743767973763), ('max_depth', 4), ('max_leaves', 0), ('min_child_weight', 1), ('n_estimators', 958), ('nthread', 4), ('reg_alpha', 1.6184636875941232), ('reg_lambda', 1.3526610245623265), ('subsample', 0.991869322180662)])",Bayes
247,bank-marketing,xgb,,82,Accuracy,0.883,"OrderedDict([('gamma', 0.8749597952275253), ('learning_rate', 0.3394743767973763), ('max_depth', 4), ('max_leaves', 0), ('min_child_weight', 1), ('n_estimators', 958), ('nthread', 4), ('reg_alpha', 1.6184636875941232), ('reg_lambda', 1.3526610245623265), ('subsample', 0.991869322180662)])",Bayes
248,bank-marketing,xgb,,82,Brier,0.10020671950214328,"OrderedDict([('gamma', 0.8749597952275253), ('learning_rate', 0.3394743767973763), ('max_depth', 4), ('max_leaves', 0), ('min_child_weight', 1), ('n_estimators', 958), ('nthread', 4), ('reg_alpha', 1.6184636875941232), ('reg_lambda', 1.3526610245623265), ('subsample', 0.991869322180662)])",Bayes
249,bank-marketing,xgb,,83,AUC,0.662669028467443,"OrderedDict([('gamma', 0.998883174069087), ('learning_rate', 0.06800649402210088), ('max_depth', 8), ('max_leaves', 10), ('min_child_weight', 2), ('n_estimators', 77), ('nthread', 4), ('reg_alpha', 2.0952069850476325), ('reg_lambda', 0.6662025922398879), ('subsample', 0.5548876386677875)])",Bayes
250,bank-marketing,xgb,,83,Accuracy,0.883,"OrderedDict([('gamma', 0.998883174069087), ('learning_rate', 0.06800649402210088), ('max_depth', 8), ('max_leaves', 10), ('min_child_weight', 2), ('n_estimators', 77), ('nthread', 4), ('reg_alpha', 2.0952069850476325), ('reg_lambda', 0.6662025922398879), ('subsample', 0.5548876386677875)])",Bayes
251,bank-marketing,xgb,,83,Brier,0.10018272883906672,"OrderedDict([('gamma', 0.998883174069087), ('learning_rate', 0.06800649402210088), ('max_depth', 8), ('max_leaves', 10), ('min_child_weight', 2), ('n_estimators', 77), ('nthread', 4), ('reg_alpha', 2.0952069850476325), ('reg_lambda', 0.6662025922398879), ('subsample', 0.5548876386677875)])",Bayes
252,bank-marketing,xgb,,84,AUC,0.6572968996525056,"OrderedDict([('gamma', 0.573685094791846), ('learning_rate', 0.6020462909919895), ('max_depth', 4), ('max_leaves', 4), ('min_child_weight', 1), ('n_estimators', 781), ('nthread', 4), ('reg_alpha', 2.239514530645942), ('reg_lambda', 8.924759535237357), ('subsample', 0.9368982525324824)])",Bayes
253,bank-marketing,xgb,,84,Accuracy,0.883,"OrderedDict([('gamma', 0.573685094791846), ('learning_rate', 0.6020462909919895), ('max_depth', 4), ('max_leaves', 4), ('min_child_weight', 1), ('n_estimators', 781), ('nthread', 4), ('reg_alpha', 2.239514530645942), ('reg_lambda', 8.924759535237357), ('subsample', 0.9368982525324824)])",Bayes
254,bank-marketing,xgb,,84,Brier,0.09999094807987267,"OrderedDict([('gamma', 0.573685094791846), ('learning_rate', 0.6020462909919895), ('max_depth', 4), ('max_leaves', 4), ('min_child_weight', 1), ('n_estimators', 781), ('nthread', 4), ('reg_alpha', 2.239514530645942), ('reg_lambda', 8.924759535237357), ('subsample', 0.9368982525324824)])",Bayes
255,bank-marketing,xgb,,85,AUC,0.6604040228049288,"OrderedDict([('gamma', 0.945302151752524), ('learning_rate', 0.9696979186389119), ('max_depth', 2), ('max_leaves', 0), ('min_child_weight', 1), ('n_estimators', 310), ('nthread', 4), ('reg_alpha', 0.152626025977795), ('reg_lambda', 8.645774068270649), ('subsample', 0.9741863170789771)])",Bayes
256,bank-marketing,xgb,,85,Accuracy,0.883,"OrderedDict([('gamma', 0.945302151752524), ('learning_rate', 0.9696979186389119), ('max_depth', 2), ('max_leaves', 0), ('min_child_weight', 1), ('n_estimators', 310), ('nthread', 4), ('reg_alpha', 0.152626025977795), ('reg_lambda', 8.645774068270649), ('subsample', 0.9741863170789771)])",Bayes
257,bank-marketing,xgb,,85,Brier,0.09955204622665684,"OrderedDict([('gamma', 0.945302151752524), ('learning_rate', 0.9696979186389119), ('max_depth', 2), ('max_leaves', 0), ('min_child_weight', 1), ('n_estimators', 310), ('nthread', 4), ('reg_alpha', 0.152626025977795), ('reg_lambda', 8.645774068270649), ('subsample', 0.9741863170789771)])",Bayes
258,bank-marketing,xgb,,86,AUC,0.6433874418019379,"OrderedDict([('gamma', 0.8706249098902689), ('learning_rate', 0.9745647581313628), ('max_depth', 7), ('max_leaves', 3), ('min_child_weight', 3), ('n_estimators', 863), ('nthread', 4), ('reg_alpha', 3.8538683818085198), ('reg_lambda', 5.244815273522061), ('subsample', 0.8125672076237835)])",Bayes
259,bank-marketing,xgb,,86,Accuracy,0.883,"OrderedDict([('gamma', 0.8706249098902689), ('learning_rate', 0.9745647581313628), ('max_depth', 7), ('max_leaves', 3), ('min_child_weight', 3), ('n_estimators', 863), ('nthread', 4), ('reg_alpha', 3.8538683818085198), ('reg_lambda', 5.244815273522061), ('subsample', 0.8125672076237835)])",Bayes
260,bank-marketing,xgb,,86,Brier,0.10009415744080438,"OrderedDict([('gamma', 0.8706249098902689), ('learning_rate', 0.9745647581313628), ('max_depth', 7), ('max_leaves', 3), ('min_child_weight', 3), ('n_estimators', 863), ('nthread', 4), ('reg_alpha', 3.8538683818085198), ('reg_lambda', 5.244815273522061), ('subsample', 0.8125672076237835)])",Bayes
261,bank-marketing,xgb,,87,AUC,0.6433874418019379,"OrderedDict([('gamma', 0.7182232625453001), ('learning_rate', 0.1896415096416372), ('max_depth', 8), ('max_leaves', 9), ('min_child_weight', 4), ('n_estimators', 238), ('nthread', 4), ('reg_alpha', 2.2443824189141472), ('reg_lambda', 9.705465584362862), ('subsample', 0.982684416805987)])",Bayes
262,bank-marketing,xgb,,87,Accuracy,0.883,"OrderedDict([('gamma', 0.7182232625453001), ('learning_rate', 0.1896415096416372), ('max_depth', 8), ('max_leaves', 9), ('min_child_weight', 4), ('n_estimators', 238), ('nthread', 4), ('reg_alpha', 2.2443824189141472), ('reg_lambda', 9.705465584362862), ('subsample', 0.982684416805987)])",Bayes
263,bank-marketing,xgb,,87,Brier,0.10037541914287461,"OrderedDict([('gamma', 0.7182232625453001), ('learning_rate', 0.1896415096416372), ('max_depth', 8), ('max_leaves', 9), ('min_child_weight', 4), ('n_estimators', 238), ('nthread', 4), ('reg_alpha', 2.2443824189141472), ('reg_lambda', 9.705465584362862), ('subsample', 0.982684416805987)])",Bayes
264,bank-marketing,xgb,,88,AUC,0.6570065143111576,"OrderedDict([('gamma', 0.9629795164045586), ('learning_rate', 0.02277332828355338), ('max_depth', 9), ('max_leaves', 10), ('min_child_weight', 2), ('n_estimators', 975), ('nthread', 4), ('reg_alpha', 2.369268935077707), ('reg_lambda', 0.3291288502351086), ('subsample', 0.8741128010817765)])",Bayes
265,bank-marketing,xgb,,88,Accuracy,0.883,"OrderedDict([('gamma', 0.9629795164045586), ('learning_rate', 0.02277332828355338), ('max_depth', 9), ('max_leaves', 10), ('min_child_weight', 2), ('n_estimators', 975), ('nthread', 4), ('reg_alpha', 2.369268935077707), ('reg_lambda', 0.3291288502351086), ('subsample', 0.8741128010817765)])",Bayes
266,bank-marketing,xgb,,88,Brier,0.10010252263485277,"OrderedDict([('gamma', 0.9629795164045586), ('learning_rate', 0.02277332828355338), ('max_depth', 9), ('max_leaves', 10), ('min_child_weight', 2), ('n_estimators', 975), ('nthread', 4), ('reg_alpha', 2.369268935077707), ('reg_lambda', 0.3291288502351086), ('subsample', 0.8741128010817765)])",Bayes
267,bank-marketing,xgb,,89,AUC,0.651043935302146,"OrderedDict([('gamma', 0.8579390690358658), ('learning_rate', 0.7788152251124597), ('max_depth', 2), ('max_leaves', 10), ('min_child_weight', 1), ('n_estimators', 143), ('nthread', 4), ('reg_alpha', 5.893813556255651), ('reg_lambda', 1.0124032616594645), ('subsample', 0.6780539554751089)])",Bayes
268,bank-marketing,xgb,,89,Accuracy,0.883,"OrderedDict([('gamma', 0.8579390690358658), ('learning_rate', 0.7788152251124597), ('max_depth', 2), ('max_leaves', 10), ('min_child_weight', 1), ('n_estimators', 143), ('nthread', 4), ('reg_alpha', 5.893813556255651), ('reg_lambda', 1.0124032616594645), ('subsample', 0.6780539554751089)])",Bayes
269,bank-marketing,xgb,,89,Brier,0.10005060629108257,"OrderedDict([('gamma', 0.8579390690358658), ('learning_rate', 0.7788152251124597), ('max_depth', 2), ('max_leaves', 10), ('min_child_weight', 1), ('n_estimators', 143), ('nthread', 4), ('reg_alpha', 5.893813556255651), ('reg_lambda', 1.0124032616594645), ('subsample', 0.6780539554751089)])",Bayes
270,bank-marketing,xgb,,90,AUC,0.6521715983777139,"OrderedDict([('gamma', 0.9381833896029339), ('learning_rate', 0.041267887554134), ('max_depth', 3), ('max_leaves', 0), ('min_child_weight', 1), ('n_estimators', 83), ('nthread', 4), ('reg_alpha', 0.7184553515943572), ('reg_lambda', 9.253900833657354), ('subsample', 0.8626440766634937)])",Bayes
271,bank-marketing,xgb,,90,Accuracy,0.883,"OrderedDict([('gamma', 0.9381833896029339), ('learning_rate', 0.041267887554134), ('max_depth', 3), ('max_leaves', 0), ('min_child_weight', 1), ('n_estimators', 83), ('nthread', 4), ('reg_alpha', 0.7184553515943572), ('reg_lambda', 9.253900833657354), ('subsample', 0.8626440766634937)])",Bayes
272,bank-marketing,xgb,,90,Brier,0.10015973378557949,"OrderedDict([('gamma', 0.9381833896029339), ('learning_rate', 0.041267887554134), ('max_depth', 3), ('max_leaves', 0), ('min_child_weight', 1), ('n_estimators', 83), ('nthread', 4), ('reg_alpha', 0.7184553515943572), ('reg_lambda', 9.253900833657354), ('subsample', 0.8626440766634937)])",Bayes
273,bank-marketing,xgb,,91,AUC,0.6429034662330246,"OrderedDict([('gamma', 0.9872244255907272), ('learning_rate', 0.2032142014969565), ('max_depth', 2), ('max_leaves', 10), ('min_child_weight', 2), ('n_estimators', 765), ('nthread', 4), ('reg_alpha', 0.7923753570161485), ('reg_lambda', 0.05134854090015743), ('subsample', 0.5210558826692975)])",Bayes
274,bank-marketing,xgb,,91,Accuracy,0.883,"OrderedDict([('gamma', 0.9872244255907272), ('learning_rate', 0.2032142014969565), ('max_depth', 2), ('max_leaves', 10), ('min_child_weight', 2), ('n_estimators', 765), ('nthread', 4), ('reg_alpha', 0.7923753570161485), ('reg_lambda', 0.05134854090015743), ('subsample', 0.5210558826692975)])",Bayes
275,bank-marketing,xgb,,91,Brier,0.10182701884654222,"OrderedDict([('gamma', 0.9872244255907272), ('learning_rate', 0.2032142014969565), ('max_depth', 2), ('max_leaves', 10), ('min_child_weight', 2), ('n_estimators', 765), ('nthread', 4), ('reg_alpha', 0.7923753570161485), ('reg_lambda', 0.05134854090015743), ('subsample', 0.5210558826692975)])",Bayes
276,bank-marketing,xgb,,92,AUC,0.6388525907212204,"OrderedDict([('gamma', 0.9488461394911853), ('learning_rate', 0.061075776249196925), ('max_depth', 2), ('max_leaves', 10), ('min_child_weight', 8), ('n_estimators', 65), ('nthread', 4), ('reg_alpha', 3.195764742678509), ('reg_lambda', 8.986139070293014), ('subsample', 0.9949864383907647)])",Bayes
277,bank-marketing,xgb,,92,Accuracy,0.883,"OrderedDict([('gamma', 0.9488461394911853), ('learning_rate', 0.061075776249196925), ('max_depth', 2), ('max_leaves', 10), ('min_child_weight', 8), ('n_estimators', 65), ('nthread', 4), ('reg_alpha', 3.195764742678509), ('reg_lambda', 8.986139070293014), ('subsample', 0.9949864383907647)])",Bayes
278,bank-marketing,xgb,,92,Brier,0.1008672968773903,"OrderedDict([('gamma', 0.9488461394911853), ('learning_rate', 0.061075776249196925), ('max_depth', 2), ('max_leaves', 10), ('min_child_weight', 8), ('n_estimators', 65), ('nthread', 4), ('reg_alpha', 3.195764742678509), ('reg_lambda', 8.986139070293014), ('subsample', 0.9949864383907647)])",Bayes
279,bank-marketing,xgb,,93,AUC,0.6603604650037266,"OrderedDict([('gamma', 0.9886344320556484), ('learning_rate', 0.7777205836198139), ('max_depth', 10), ('max_leaves', 10), ('min_child_weight', 3), ('n_estimators', 35), ('nthread', 4), ('reg_alpha', 0.5429421305705033), ('reg_lambda', 9.541752169274886), ('subsample', 0.5067791480741106)])",Bayes
280,bank-marketing,xgb,,93,Accuracy,0.883,"OrderedDict([('gamma', 0.9886344320556484), ('learning_rate', 0.7777205836198139), ('max_depth', 10), ('max_leaves', 10), ('min_child_weight', 3), ('n_estimators', 35), ('nthread', 4), ('reg_alpha', 0.5429421305705033), ('reg_lambda', 9.541752169274886), ('subsample', 0.5067791480741106)])",Bayes
281,bank-marketing,xgb,,93,Brier,0.1003472432989204,"OrderedDict([('gamma', 0.9886344320556484), ('learning_rate', 0.7777205836198139), ('max_depth', 10), ('max_leaves', 10), ('min_child_weight', 3), ('n_estimators', 35), ('nthread', 4), ('reg_alpha', 0.5429421305705033), ('reg_lambda', 9.541752169274886), ('subsample', 0.5067791480741106)])",Bayes
282,bank-marketing,xgb,,94,AUC,0.6591989236383349,"OrderedDict([('gamma', 0.6829994927099345), ('learning_rate', 0.14222554179453922), ('max_depth', 2), ('max_leaves', 0), ('min_child_weight', 2), ('n_estimators', 972), ('nthread', 4), ('reg_alpha', 2.2441820961689913), ('reg_lambda', 0.17166433260792804), ('subsample', 0.9586039752556861)])",Bayes
283,bank-marketing,xgb,,94,Accuracy,0.883,"OrderedDict([('gamma', 0.6829994927099345), ('learning_rate', 0.14222554179453922), ('max_depth', 2), ('max_leaves', 0), ('min_child_weight', 2), ('n_estimators', 972), ('nthread', 4), ('reg_alpha', 2.2441820961689913), ('reg_lambda', 0.17166433260792804), ('subsample', 0.9586039752556861)])",Bayes
284,bank-marketing,xgb,,94,Brier,0.1000161247440095,"OrderedDict([('gamma', 0.6829994927099345), ('learning_rate', 0.14222554179453922), ('max_depth', 2), ('max_leaves', 0), ('min_child_weight', 2), ('n_estimators', 972), ('nthread', 4), ('reg_alpha', 2.2441820961689913), ('reg_lambda', 0.17166433260792804), ('subsample', 0.9586039752556861)])",Bayes
285,bank-marketing,xgb,,95,AUC,0.6608637995953964,"OrderedDict([('gamma', 0.7318548775041228), ('learning_rate', 0.5956768708349308), ('max_depth', 2), ('max_leaves', 0), ('min_child_weight', 1), ('n_estimators', 904), ('nthread', 4), ('reg_alpha', 0.5762995369496562), ('reg_lambda', 9.622222094587638), ('subsample', 0.9644904678143775)])",Bayes
286,bank-marketing,xgb,,95,Accuracy,0.883,"OrderedDict([('gamma', 0.7318548775041228), ('learning_rate', 0.5956768708349308), ('max_depth', 2), ('max_leaves', 0), ('min_child_weight', 1), ('n_estimators', 904), ('nthread', 4), ('reg_alpha', 0.5762995369496562), ('reg_lambda', 9.622222094587638), ('subsample', 0.9644904678143775)])",Bayes
287,bank-marketing,xgb,,95,Brier,0.09965331766943379,"OrderedDict([('gamma', 0.7318548775041228), ('learning_rate', 0.5956768708349308), ('max_depth', 2), ('max_leaves', 0), ('min_child_weight', 1), ('n_estimators', 904), ('nthread', 4), ('reg_alpha', 0.5762995369496562), ('reg_lambda', 9.622222094587638), ('subsample', 0.9644904678143775)])",Bayes
288,bank-marketing,xgb,,96,AUC,0.6607186069247224,"OrderedDict([('gamma', 0.7319126881280591), ('learning_rate', 0.20976597139829353), ('max_depth', 10), ('max_leaves', 0), ('min_child_weight', 3), ('n_estimators', 982), ('nthread', 4), ('reg_alpha', 0.1306748398377555), ('reg_lambda', 9.548028400663537), ('subsample', 0.9624026031783871)])",Bayes
289,bank-marketing,xgb,,96,Accuracy,0.883,"OrderedDict([('gamma', 0.7319126881280591), ('learning_rate', 0.20976597139829353), ('max_depth', 10), ('max_leaves', 0), ('min_child_weight', 3), ('n_estimators', 982), ('nthread', 4), ('reg_alpha', 0.1306748398377555), ('reg_lambda', 9.548028400663537), ('subsample', 0.9624026031783871)])",Bayes
290,bank-marketing,xgb,,96,Brier,0.09965998294473459,"OrderedDict([('gamma', 0.7319126881280591), ('learning_rate', 0.20976597139829353), ('max_depth', 10), ('max_leaves', 0), ('min_child_weight', 3), ('n_estimators', 982), ('nthread', 4), ('reg_alpha', 0.1306748398377555), ('reg_lambda', 9.548028400663537), ('subsample', 0.9624026031783871)])",Bayes
291,bank-marketing,xgb,,97,AUC,0.6468720658981135,"OrderedDict([('gamma', 0.9102813719079909), ('learning_rate', 0.9658047004011796), ('max_depth', 10), ('max_leaves', 9), ('min_child_weight', 1), ('n_estimators', 947), ('nthread', 4), ('reg_alpha', 1.7422761604167143), ('reg_lambda', 8.399594209421672), ('subsample', 0.9234482400845847)])",Bayes
292,bank-marketing,xgb,,97,Accuracy,0.883,"OrderedDict([('gamma', 0.9102813719079909), ('learning_rate', 0.9658047004011796), ('max_depth', 10), ('max_leaves', 9), ('min_child_weight', 1), ('n_estimators', 947), ('nthread', 4), ('reg_alpha', 1.7422761604167143), ('reg_lambda', 8.399594209421672), ('subsample', 0.9234482400845847)])",Bayes
293,bank-marketing,xgb,,97,Brier,0.100103076210256,"OrderedDict([('gamma', 0.9102813719079909), ('learning_rate', 0.9658047004011796), ('max_depth', 10), ('max_leaves', 9), ('min_child_weight', 1), ('n_estimators', 947), ('nthread', 4), ('reg_alpha', 1.7422761604167143), ('reg_lambda', 8.399594209421672), ('subsample', 0.9234482400845847)])",Bayes
