,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__C,param_model__l1_ratio,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
0,0.7030984878540039,0.016197593671054007,0.016248559951782225,0.0011006627838852788,2.46485906298678,0.7401540689645264,"OrderedDict([('model__C', 2.46485906298678), ('model__l1_ratio', 0.7401540689645264)])",0.9455822545805568,0.9395745490821893,0.9351320760488843,0.9506926281119831,0.9521864818978572,0.9496134504623469,0.9453307297110353,0.9060044764628805,0.9565439803130805,0.9441025484012533,0.9424763175072066,0.013504167241609626,32
1,0.7046987295150757,0.02677317777411679,0.015099358558654786,0.0025676308377601733,2.9314695356639495,0.7391682701495093,"OrderedDict([('model__C', 2.9314695356639495), ('model__l1_ratio', 0.7391682701495093)])",0.9453936109284157,0.9397801876579467,0.9352595379760066,0.9505413732917978,0.9521168027110302,0.9496406423401329,0.9454038078825855,0.9071567322840668,0.9565881671144829,0.9448509775505274,0.9426731839736991,0.01318185229697575,29
2,0.7107823133468628,0.03243044954652936,0.014798450469970702,0.0008425404457196398,55.44269082982098,0.7605566049792953,"OrderedDict([('model__C', 55.44269082982098), ('model__l1_ratio', 0.7605566049792953)])",0.9437111134904005,0.939727503394736,0.9350555988926108,0.9484391012404594,0.9509747438440137,0.9488639743308673,0.9449653388532846,0.9132851017401102,0.9565796696526747,0.9482614331057428,0.94298635785449,0.011405353841691728,19
3,0.6992573499679565,0.02105883965647137,0.014798998832702637,0.001521607403972994,51.619735427902896,0.7311856980753673,"OrderedDict([('model__C', 51.619735427902896), ('model__l1_ratio', 0.7311856980753673)])",0.9437196109522085,0.9397427988259908,0.9350844902627584,0.9484577956564374,0.9510070341988848,0.9488622748385058,0.9449891317463476,0.9132324174768996,0.956583068637398,0.9482461243276895,0.9429924746923118,0.011419875272190088,18
4,0.6672750234603881,0.031552968469915794,0.013649225234985352,0.0013056040504612146,6.11067173923649,0.4086152015746932,"OrderedDict([('model__C', 6.11067173923649), ('model__l1_ratio', 0.4086152015746932)])",0.9454309997603716,0.9397903846121164,0.9351830608197331,0.950558368215414,0.9521439945888163,0.9496440413248562,0.9454462951916263,0.9069884825402652,0.9565779701603131,0.9447251053754222,0.9426488702588933,0.013232984819626528,30
5,0.1436012029647827,0.010191214298773624,0.014749574661254882,0.0004035838665092676,0.016896087038277042,0.940155599481318,"OrderedDict([('model__C', 0.016896087038277042), ('model__l1_ratio', 0.940155599481318)])",0.8894616178147586,0.8119460717083807,0.8409207169818376,0.8876023731711338,0.9049083038896282,0.8890418432014358,0.8608370679677981,0.7241027105203676,0.8596542212841025,0.8038214111971804,0.8472296337736624,0.052112729967261504,46
6,0.1889508008956909,0.012080320823897026,0.01789987087249756,0.0016253580806704336,0.01040916977407052,0.26341637443578275,"OrderedDict([('model__C', 0.01040916977407052), ('model__l1_ratio', 0.26341637443578275)])",0.8697797967747035,0.7746150224927814,0.8196736634767195,0.8679749358866508,0.8895958777113276,0.873190677944498,0.8313304815851505,0.6819926887838603,0.833196524198222,0.7776246899972444,0.8218974358851158,0.05968297078325114,47
7,0.7312779903411866,0.02059552933759538,0.015149331092834473,0.0017774524832475879,26.24127111657834,0.542789581198682,"OrderedDict([('model__C', 26.24127111657834), ('model__l1_ratio', 0.542789581198682)])",0.9440595094245349,0.9398005815662862,0.9351133816329062,0.9488367824530813,0.9513027458698087,0.9490577164600934,0.9451318891047245,0.9123265880481499,0.9566510483318633,0.9478242824435531,0.9430104525335002,0.011697367293195402,2
8,0.7545355558395386,0.014664411313094946,0.016394996643066408,0.0024569763800225694,3.0763881335065895,0.9431219182702346,"OrderedDict([('model__C', 3.0763881335065895), ('model__l1_ratio', 0.9431219182702346)])",0.9442107642447201,0.9397597937496069,0.935317320716302,0.9491392920934517,0.9514540006899939,0.9491766809254076,0.9450605104255358,0.9118796215570409,0.9567241265034134,0.947436460066202,0.9430158570971674,0.0118281690860382,1
9,0.18534858226776124,0.012144327932283398,0.015200304985046386,0.002629147912682942,0.003691453071525535,0.05286695608278237,"OrderedDict([('model__C', 0.003691453071525535), ('model__l1_ratio', 0.05286695608278237)])",0.8579853197849803,0.7580126816120024,0.8102720717321736,0.8560461990003586,0.880631055503721,0.8677998881734026,0.8186828594298883,0.6651966057738553,0.8217215517724855,0.7657893035866765,0.8102137536369544,0.06212093874234513,48
10,0.5404194355010986,0.021746662155758188,0.015649080276489258,0.0018456259062474049,100.0,0.0,"OrderedDict([('model__C', 100.0), ('model__l1_ratio', 0.0)])",0.9438708657723939,0.9397920841044781,0.9350878892474818,0.9485852575835596,0.9511497915572619,0.9488809692544836,0.9450724068720673,0.9128976174816582,0.9566085610228224,0.9481015414238525,0.943004698432006,0.011521794013965818,7
11,0.6768486976623536,0.023620201471712562,0.014148545265197755,0.0015499681277193742,0.5772255330036062,0.9941983119076748,"OrderedDict([('model__C', 0.5772255330036062), ('model__l1_ratio', 0.9941983119076748)])",0.9444707865760498,0.9397241044100126,0.9361347765422467,0.9501046037548585,0.9518108940859366,0.9495845590921992,0.9444775845454962,0.9098368317383598,0.9568532879228974,0.9461743363644715,0.9429171765032528,0.012391085712284413,27
