,ccp_alpha,max_depth,min_samples_leaf,min_samples_split,df1,df2,df3,df4,ccp_alpha_tunability
29,0.9811067114440617,26,21,31,0.6546484698097601,0.6579801777170199,0.70875,0.6544949762030672,0.6689684059324619
30,0.8646909694102998,26,21,31,0.6578453267162946,0.6541353383458647,0.68875,0.6411158117398201,0.6604616192004948
31,0.36871546693795976,26,21,31,0.6539454094292804,0.6515037593984963,0.6975,0.6647540983606558,0.6669258167971082
32,0.9245667882047134,26,21,31,0.6456244830438378,0.6447026657552974,0.6974999999999999,0.6419090428344791,0.6574340479084035
33,0.5535832284217119,26,21,31,0.6436807278742763,0.6605092276144908,0.7025,0.6497620306716023,0.6641129965400925
34,0.6660534494306475,26,21,31,0.6534036393713812,0.6592447026657553,0.69625,0.6579058699101006,0.6667010529868094
35,0.22335269125453572,26,21,31,0.6488213399503723,0.6525974025974026,0.6950000000000001,0.6305922792173454,0.6567527554412801
36,0.7928333283924714,26,21,31,0.6469189412737799,0.6632775119617225,0.6937499999999999,0.6496562665256478,0.6634006799402876
37,0.8036237218993465,26,21,31,0.6527502067824649,0.639712918660287,0.6912499999999999,0.659730301427816,0.6608608567176419
38,0.9632121747663305,26,21,31,0.6546443341604631,0.656766917293233,0.68375,0.6498677948175569,0.6612572615678132
39,0.8369468549164326,26,21,31,0.6527502067824649,0.6502050580997949,0.7100000000000001,0.653146483342147,0.6665254370561018
40,0.8259102774509506,26,21,31,0.6572456575682383,0.6579460013670541,0.70625,0.6529878371232152,0.6686073740146269
41,0.9189102992425742,26,21,31,0.6469272125723738,0.6579630895420369,0.6987500000000001,0.6416446324695928,0.6613212336460008
42,0.7755699249325734,26,21,31,0.6508105872622002,0.6500854408749146,0.6950000000000001,0.654785827604442,0.6626704639353892
43,0.4041810954745789,26,21,31,0.6469768403639371,0.6643882433356118,0.7049999999999998,0.6449497620306716,0.6653287114325551
44,0.18856086783743065,26,21,31,0.6501282051282051,0.6617908407382092,0.7,0.648202009518773,0.6650302638462968
45,0.9788739922621527,26,21,31,0.6481844499586435,0.6460868079289132,0.6975,0.6530142781597038,0.6611963840118151
46,0.03409406780606128,26,21,31,1.0,0.7075017088174984,0.69125,0.7313326282390269,0.7825210842641313
47,0.22612227202932278,26,21,31,0.6514102564102565,0.660663021189337,0.69125,0.6514806980433633,0.6637009939107392
48,0.10320784684372519,26,21,31,0.6552564102564103,0.6526144907723854,0.7037500000000001,0.6385774722369115,0.6625495933164269
49,0.976582939983002,26,21,31,0.6475268817204303,0.6499487354750512,0.6900000000000001,0.6661290322580645,0.6634011623633864
50,0.7638546686816292,26,21,31,0.6507692307692308,0.6487696514012303,0.68625,0.6450819672131147,0.6577177123458939
51,0.5841503730161179,26,21,31,0.65787841191067,0.6487696514012302,0.69375,0.651427815970386,0.6629564698205715
52,0.873409848891157,26,21,31,0.6462572373862695,0.6565789473684209,0.71,0.6482284505552618,0.665266158827488
53,0.7978007375937272,26,21,31,0.6668527708850289,0.6542036910457963,0.695,0.6483870967741936,0.6661108896762546
54,0.8312929837793452,26,21,31,0.6494789081885857,0.6605775803144225,0.6925000000000001,0.6466948704389213,0.6623128397354823
55,0.7004039842438984,26,21,31,0.659789081885856,0.6474025974025974,0.71,0.6484928609201481,0.6664211350521504
56,0.25240720935102223,26,21,31,0.6533416046319271,0.6449077238550922,0.6987500000000001,0.6499735589635114,0.6617432218626327
57,0.7485827618035237,26,21,31,0.6566046319272125,0.6553144224196856,0.69375,0.6483606557377048,0.6635074275211508
58,0.9108644864156938,26,21,31,0.6488502894954509,0.6528024606971975,0.7000000000000001,0.6613960867265998,0.6657622092298121
59,0.035242997615678284,26,21,31,1.0,0.7062030075187969,0.70875,0.736039132734003,0.7877480350632
60,0.3279106958277125,26,21,31,0.6617535153019025,0.648838004101162,0.7037500000000001,0.6562136435748283,0.6676387907444732
61,0.39556898256143513,26,21,31,0.6450165425971878,0.6512645249487354,0.7,0.6677683765203596,0.6660123610165707
62,0.4395025722745788,26,21,31,0.6552646815550041,0.6568523581681476,0.7,0.6530671602326811,0.6662960499889582
63,0.3471353507825,26,21,31,0.6513647642679901,0.6500341763499659,0.70625,0.65,0.6644122351544889
64,0.4331693809867282,26,21,31,0.6430479735318444,0.6645591250854408,0.69375,0.6497355896351137,0.6627731720630997
65,0.1251211840376869,26,21,31,0.6475351530190239,0.652904989747095,0.6962499999999999,0.6466948704389212,0.66084625330126
66,0.5104869759422577,26,21,31,0.6584574028122415,0.6395933014354067,0.69875,0.6595452141723956,0.664086479605011
67,0.621542457466017,26,21,31,0.6513771712158809,0.6554340396445659,0.70125,0.6501586462189317,0.6645549642698447
68,0.34458694800806833,26,21,31,0.6553019023986766,0.656578947368421,0.7000000000000001,0.6480433632998414,0.6649810532667347
69,0.207170047286377,26,21,31,0.6578329197684036,0.6553998632946001,0.70625,0.6499206768905341,0.6673508649883845
70,0.255053344490204,26,21,31,0.6520678246484698,0.648838004101162,0.6950000000000001,0.6367001586462189,0.6581514968489627
71,0.8471444283784781,26,21,31,0.6565880893300249,0.6593643198906356,0.7024999999999999,0.6546800634584875,0.668283118169787
72,0.738147516330063,26,21,31,0.6527088502894955,0.6514354066985646,0.70625,0.6465097831835008,0.6642260100428902
73,0.7500660232871502,26,21,31,0.6500909842845327,0.6488721804511277,0.7024999999999999,0.6400052882072976,0.6603671132357394
74,0.30618784874724236,26,21,31,0.6630272952853598,0.6711380724538619,0.695,0.6613960867265997,0.6726403636164553
75,0.361964926050907,26,21,31,0.6508188585607941,0.6621155160628844,0.7124999999999999,0.6448968799576943,0.6675828136453432
76,0.4437799749065271,26,21,31,0.6520388751033912,0.6461722488038278,0.7025,0.6480962453728185,0.6622018423200093
77,0.3087254423501661,26,21,31,0.6507775020678246,0.6592276144907725,0.7000000000000001,0.6416975145425701,0.6629256577752918
78,0.39510028393597907,26,21,31,0.6533498759305212,0.6630553656869447,0.7050000000000001,0.6563987308302486,0.6694509931119287
79,0.36595134437323973,26,21,31,0.6507650951199337,0.6590909090909093,0.70125,0.6513220518244316,0.6656070140088186
80,0.9754876599871916,26,21,31,0.6494747725392888,0.6630553656869446,0.69125,0.6661819143310418,0.6674905131393188
81,0.27654094607401347,26,21,31,0.656579818031431,0.6396958304853041,0.7062500000000002,0.6628503437334744,0.6663439980625524
82,0.2943385843981122,26,21,31,0.6584822167080232,0.6381920710868079,0.70625,0.6629032258064517,0.6664568784003206
83,0.09175160958357953,26,21,31,0.6559429280397022,0.6474538619275462,0.6950000000000001,0.6644368059227921,0.6657083989725101
84,0.6658216525028801,26,21,31,0.6475227460711332,0.6644736842105262,0.6875000000000001,0.6628503437334743,0.6655866935037834
85,0.05236461812176929,26,21,31,0.974239040529363,0.644941900205058,0.6900000000000001,0.7315177154944473,0.7601746640572171
86,0.25511383852141767,26,21,31,0.6611083540115799,0.6696172248803827,0.6987500000000001,0.654653622421999,0.6710323003284904
87,0.8090476014635172,26,21,31,0.6572249793217535,0.6722658920027342,0.6987500000000001,0.6336329984135378,0.6654684674345064
88,0.1890638247175146,26,21,31,0.650066170388751,0.6357142857142858,0.7112499999999999,0.6497884717080911,0.661704731952782
89,0.779316174997837,26,21,31,0.6513978494623656,0.6658236500341764,0.70125,0.6445795875198307,0.6657627717540932
90,0.3310407891994587,26,21,31,0.6566129032258065,0.6591763499658236,0.7074999999999999,0.6484399788471709,0.6679323080097002
91,0.15256617661713645,26,21,31,0.6468941273779985,0.6569036226930964,0.70625,0.6382866208355367,0.662083592726658
92,0.9739766034847628,26,21,31,0.6475516956162117,0.656784005468216,0.6937499999999999,0.6644632469592808,0.6656372370109271
93,0.20976059704543915,26,21,31,0.6533995037220844,0.6513841421736158,0.69375,0.6387361184558433,0.6593174410878859
94,0.7163156443519815,26,21,31,0.650818858560794,0.652717019822283,0.7,0.6679799048122688,0.6678789457988363
95,0.13148710619287896,26,21,31,0.654590570719603,0.6512816131237184,0.6950000000000001,0.6514806980433632,0.663088220471671
96,0.0836999320727041,26,21,31,0.9355624483043836,0.6618762816131237,0.69625,0.6941036488630354,0.7469480946951357
97,0.9752474668130714,26,21,31,0.653362282878412,0.6463089542036912,0.7025,0.6531993654151242,0.6638426506243069
98,0.5888855735682235,26,21,31,0.6655955334987593,0.6553827751196172,0.6925,0.6530407191961924,0.6666297569536421
99,0.6475193774798484,26,21,31,0.6507568238213399,0.6656185919343813,0.70125,0.6466155473294553,0.6660602407712941
100,0.8477897410637945,26,21,31,0.6443093465674112,0.6489063568010935,0.7099999999999999,0.6482548915917504,0.6628676487400638
101,0.9832324864064912,26,21,31,0.6411248966087676,0.648838004101162,0.7100000000000001,0.6464304600740348,0.6615983401959912
102,0.024317179334236716,26,21,31,1.0,0.6878844839371154,0.6962499999999999,0.7195663670015865,0.7759252127346754
103,0.9285357096553537,26,21,31,0.64883788254756,0.6475563909774436,0.6925000000000001,0.6549709148598625,0.6609662970962166
104,0.588529792578176,26,21,31,0.6507940446650123,0.6475905673274094,0.70625,0.6381808566895821,0.6607038671705009
105,0.3416552546261524,26,21,31,0.6662200165425972,0.6477101845522898,0.6950000000000001,0.6338180856689583,0.6606870716909613
106,0.4467214244794434,26,21,31,0.6546443341604633,0.667053998632946,0.70625,0.6562929666842939,0.6710603248694258
107,0.021133589409415454,26,21,31,1.0,0.7312542720437458,0.69375,0.7607086197778953,0.7964282229554103
108,0.4355922251233534,26,21,31,0.6546484698097601,0.6632946001367055,0.6950000000000001,0.6495505023796934,0.6656233930815397
109,0.28640601781627395,26,21,31,0.6514143920595533,0.6462918660287081,0.7000000000000001,0.6384717080909571,0.6590444915448046
110,0.3206438200989965,26,21,31,0.6565922249793217,0.6553485987696513,0.6862499999999999,0.6516129032258065,0.6624509317436948
111,0.44641419404045624,26,21,31,0.6643134822167079,0.6475393028024607,0.715,0.6501586462189317,0.6692528578095251
112,0.9669367541418225,26,21,31,0.6617535153019023,0.6592959671907039,0.6937500000000001,0.6496827075621365,0.6661205475136858
113,0.672888615775708,26,21,31,0.6500827129859388,0.6644053315105947,0.6937500000000001,0.6465362242199895,0.6636935671791308
114,0.798966177796193,26,21,31,0.6559470636889992,0.6710184552289815,0.70375,0.6466684294024325,0.6693459870801033
115,0.9802496398300556,26,21,31,0.6565839536807279,0.6723513328776487,0.69125,0.6515071390798519,0.6679231064095572
116,0.6979155034313647,26,21,31,0.6598056244830438,0.6396445659603553,0.69375,0.6497355896351136,0.6607339450196281
117,0.3012625502552406,26,21,31,0.6533622828784118,0.6592447026657553,0.705,0.6417503966155473,0.6648393455399286
118,0.26941961097934497,26,21,31,0.6513813068651779,0.6463260423786739,0.6925,0.6580645161290322,0.662067966343221
119,0.7692058927988182,26,21,31,0.646294458229942,0.6462235133287765,0.7037500000000001,0.6433368588048651,0.6599012075908959
120,0.8295005883287222,26,21,31,0.6482382133995037,0.6396616541353384,0.68625,0.6501057641459544,0.6560639079201991
121,0.48802543654189234,26,21,31,0.6456534325889165,0.6619788106630213,0.695,0.6500528820729773,0.6631712813312288
122,0.632427765250309,26,21,31,0.659793217535153,0.6552631578947369,0.7137500000000001,0.6400317292437864,0.6672095261684191
123,0.19604547774457914,26,21,31,0.6520388751033913,0.6383287764866712,0.7,0.6565309360126916,0.6617246469006886
124,0.6925399667635834,26,21,31,0.6591149710504548,0.64242993848257,0.69875,0.6397408778424116,0.660008946843859
125,0.3047302327249366,26,21,31,0.651373035566584,0.6539473684210526,0.6975,0.6580909571655208,0.6652278402882894
126,0.29223915414053114,26,21,31,0.6481513647642679,0.6460868079289133,0.70125,0.6594923320994184,0.6637451261981498
127,0.5496661244673248,26,21,31,0.664995864350703,0.6656869446343131,0.7125000000000001,0.6595452141723955,0.675682005789353
128,0.010485012119109571,26,21,31,1.0,0.8393369788106628,0.7162499999999999,0.7639079851930196,0.8298737410009206
129,0.474637966436382,26,21,31,0.6494747725392888,0.6501537935748463,0.7012499999999999,0.6578529878371231,0.6646828884878144
130,0.3721813693556856,26,21,31,0.6649131513647643,0.6501537935748463,0.6975,0.6433632998413538,0.6639825611952411
131,0.42165707231149985,26,21,31,0.6514226633581472,0.6633116883116882,0.7037500000000001,0.653146483342147,0.6679077087529957
132,0.9969370570055376,26,21,31,0.6469106699751861,0.6541353383458647,0.6875,0.6545742993125331,0.660780076908396
133,0.42580662694598626,26,21,31,0.6404549214226634,0.656596035543404,0.7075,0.649788471708091,0.6635848571685395
134,0.8840107767793137,26,21,31,0.6572208436724566,0.6540498974709501,0.6912499999999999,0.6449497620306717,0.6618676257935197
135,0.7218582270937711,26,21,31,0.6533581472291149,0.6487696514012302,0.70875,0.6579851930195664,0.6672157479124778
136,0.16703071129251057,26,21,31,0.6552646815550041,0.6646103896103895,0.7012499999999999,0.6530671602326811,0.6685480578495187
137,0.599047479509912,26,21,31,0.6411166253101738,0.6513670539986329,0.71375,0.6513749338974086,0.6644021533015538
138,0.5451533180484527,26,21,31,0.6468941273779983,0.6436431989063568,0.6875,0.6415124272871496,0.6548874383928762
139,0.4749074933340388,26,21,31,0.6565343258891645,0.6631408065618591,0.70125,0.6707826546800635,0.6729269467827718
140,0.3734522333593878,26,21,31,0.6520719602977667,0.6538277511961722,0.6887500000000001,0.6548387096774193,0.6623721052928396
141,0.5918171556866981,26,21,31,0.6436600496277916,0.6476076555023924,0.695,0.649920676890534,0.6590470955051795
142,0.9114779924165417,26,21,31,0.6520926385442514,0.6514524948735475,0.6987500000000001,0.6548915917503966,0.6642966812920488
143,0.14519537155921047,26,21,31,0.6488089330024813,0.6618591934381408,0.68375,0.6546800634584876,0.6622745474747774
144,0.8670760189089733,26,21,31,0.6539826302729528,0.6502221462747778,0.6975,0.6561607615018509,0.6644663845123953
145,0.4796566618635163,26,21,31,0.6565508684863524,0.6619104579630896,0.70625,0.6581173982020097,0.6707071811628629
146,0.0074645997717280865,26,21,31,1.0,0.8694463431305536,0.705,0.7540719196192491,0.8321295656874508
147,0.8169798145618806,26,21,31,0.6532919768403639,0.6501025290498975,0.69875,0.6498149127445797,0.6629898546587103
148,0.09634334066262484,26,21,31,0.650760959470637,0.6618421052631578,0.6975,0.6579851930195664,0.6670220644383402
149,0.7583729161208079,26,21,31,0.6391687344913152,0.651384142173616,0.70125,0.6432575356953992,0.6587651030900826
150,0.13004426628451216,26,21,31,0.6552357320099256,0.6617224880382775,0.7050000000000001,0.6561872025383395,0.6695363556466357
151,0.023452265929291838,26,21,31,1.0,0.7062200956937799,0.7,0.757377049180328,0.7908992862185269
152,0.27293746454861767,26,21,31,0.6520926385442516,0.6541182501708818,0.69375,0.6530142781597038,0.6632437917187093
153,0.19076710427142696,26,21,31,0.6456327543424318,0.6528024606971975,0.7024999999999999,0.6647012162876785,0.6664091078318268
154,0.30686787372381796,26,21,31,0.6501116625310173,0.6553656869446343,0.695,0.6511634056054998,0.6629101887702878
155,0.7689876342957663,26,21,31,0.6559139784946236,0.6672761449077239,0.6962499999999998,0.6578265468006346,0.6693166675507455
156,0.7859311923982517,26,21,31,0.6507692307692307,0.6488550922761449,0.7125000000000001,0.6466948704389213,0.6647047983710741
157,0.10760848388650113,26,21,31,0.6507154673283706,0.6695317840054682,0.6825,0.6581967213114754,0.6652359931613285
158,0.10844430992571485,26,21,31,0.6501447477253929,0.6464456596035544,0.7062499999999999,0.6466948704389213,0.6623838194419671
159,0.08152428714308724,26,21,31,0.9316832092638544,0.6448906356801094,0.6937500000000001,0.6724484399788472,0.7356930712307028
160,0.9595807520328755,26,21,31,0.6591232423490488,0.660645933014354,0.68875,0.6593072448439978,0.6669566050518501
161,0.6352242286572345,26,21,31,0.6610628618693136,0.6644053315105947,0.69375,0.6466155473294553,0.6664584351773409
162,0.7173804162783404,26,21,31,0.6585070306038048,0.6409090909090909,0.7124999999999999,0.6482020095187732,0.6650295327579172
163,0.8911699839461127,26,21,31,0.6462489660876758,0.6618079289131921,0.7125,0.6496033844526706,0.6675400698633845
164,0.31129833048263567,26,21,31,0.6597725392886683,0.6539644565960355,0.6975000000000001,0.6578001057641459,0.6672592754122124
165,0.7935015635977091,26,21,31,0.6488420181968568,0.6423103212576897,0.7024999999999999,0.6400846113167636,0.6584342376928275
166,0.8635042853963493,26,21,31,0.646927212572374,0.6410970608339028,0.6962500000000001,0.6481226864093073,0.6580992399538961
167,0.20809549590013254,26,21,31,0.6423573200992556,0.6670198222829803,0.70875,0.6414595452141724,0.664896671899102
168,0.9223931340313802,26,21,31,0.657196029776675,0.6604237867395762,0.7075000000000001,0.6611845584346907,0.6715760937377355
169,0.00780102978131425,26,21,31,1.0,0.8577580314422419,0.6924999999999999,0.7395029085140138,0.8224402349890639
170,0.8187303930238529,26,21,31,0.6585028949545079,0.6540328092959672,0.70625,0.6450026441036488,0.665947087088531
171,0.28450659494238484,26,21,31,0.6450454921422664,0.6578263841421736,0.70625,0.6434690639873083,0.6631477350679371
172,0.4390711567729011,26,21,31,0.6533664185277088,0.661825017088175,0.6912500000000001,0.6561872025383395,0.6656571595385559
173,0.030224230292161036,26,21,31,1.0,0.6970437457279564,0.7062499999999999,0.7378106821787412,0.7852761069766744
174,0.980342379732439,26,21,31,0.6642969396195203,0.6541524265208476,0.6900000000000001,0.6515600211528292,0.6650023468232993
175,0.1662236067520252,26,21,31,0.6462200165425972,0.6607826384142174,0.7012499999999999,0.654732945531465,0.6657464001220699
176,0.6592510704307976,26,21,31,0.6571712158808933,0.6580485304169514,0.70125,0.6530407191961924,0.6673776163735092
177,0.7325404778488198,26,21,31,0.6469437551695616,0.6398325358851674,0.685,0.6401903754627182,0.6529916666293618
178,0.25578344508342077,26,21,31,0.655272952853598,0.651555023923445,0.6925,0.6545478582760444,0.6634689587632718
179,0.5317436678982231,26,21,31,0.6578577336641852,0.6539986329460014,0.7137499999999999,0.649576943416182,0.6687958275065922
180,0.22560894818685662,26,21,31,0.6411000827129859,0.6462064251537936,0.7,0.6579323109465891,0.661309704703342
181,0.8096472256070494,26,21,31,0.6526923076923078,0.6449248120300751,0.7024999999999999,0.6579851930195664,0.6645255781854873
182,0.4525181000497429,26,21,31,0.6533581472291149,0.6513499658236501,0.7,0.654785827604442,0.6648734851643019
183,0.21017526963613842,26,21,31,0.6507899090157155,0.6645078605604922,0.6875,0.6403754627181386,0.6607933080735866
184,0.7476952832739705,26,21,31,0.6540157154673285,0.6555194805194804,0.6925,0.6695134849286092,0.6678871702288545
185,0.907984267588814,26,21,31,0.6527212572373862,0.6539473684210526,0.7,0.6566102591221576,0.6658197211951491
186,0.17670156817631721,26,21,31,0.6577998345740281,0.6553144224196855,0.7075000000000001,0.658011634056055,0.6696564727624421
187,0.21403594269422388,26,21,31,0.6526757650951199,0.6684723171565277,0.69625,0.6466155473294554,0.6660034073952757
188,0.3284917762983214,26,21,31,0.654656741108354,0.6502734107997266,0.69875,0.6530142781597039,0.6641736075169461
189,0.9137593308217353,26,21,31,0.6534036393713814,0.6606117566643883,0.70375,0.6451877313590693,0.6657382818487098
190,0.964383974471132,26,21,31,0.6591191066997519,0.6539131920710867,0.6875,0.6594658910629297,0.664999547458442
191,0.07104448776059535,26,21,31,0.9310504549214226,0.653075871496924,0.7037500000000001,0.7360126916975145,0.7559722545289652
192,0.3577474849188159,26,21,31,0.650136476426799,0.6565447710184553,0.7012499999999998,0.6467213114754098,0.663663139730166
193,0.5264396665046858,26,21,31,0.6443052109181141,0.659483937115516,0.6962499999999999,0.6418032786885246,0.6604606066805386
194,0.7271393805344308,26,21,31,0.6391687344913152,0.6528366370471633,0.7025,0.6563987308302485,0.6627260255921817
195,0.9369085453216709,26,21,31,0.6565756823821339,0.6423615857826385,0.6975,0.6448704389212057,0.6603269267714945
196,0.563641279022727,26,21,31,0.6494995864350701,0.6501367053998632,0.7099999999999999,0.6577736647276575,0.6668524891406477
197,0.35056892792646555,26,21,31,0.6520760959470637,0.6398667122351333,0.7012499999999999,0.6564251718667371,0.6624044950122334
198,0.11445202476215832,26,21,31,0.6494706368899917,0.6396445659603553,0.71125,0.6627710206240085,0.6657840558685889
199,0.7336459768597681,26,21,31,0.6520967741935484,0.6476076555023924,0.7075,0.6645161290322579,0.6679301396820496
200,0.09982757793336805,26,21,31,0.6475558312655086,0.6500170881749829,0.7124999999999999,0.6579058699101005,0.6669946973376479
201,0.8861681717834681,26,21,31,0.6559387923904053,0.6526999316473001,0.7025,0.6531464833421471,0.6660713018449632
202,0.22020494042828231,26,21,31,0.6514433416046319,0.6476760082023241,0.6987500000000001,0.6483077736647277,0.6615442808679209
203,0.342151206906274,26,21,31,0.6494623655913978,0.6658407382091592,0.6975,0.6530407191961926,0.6664609557491875
204,0.6948152008192598,26,21,31,0.6553267162944583,0.6499658236500342,0.7062499999999999,0.6450290851401375,0.6641429062711575
205,0.9126562947093609,26,21,31,0.6527088502894955,0.664507860560492,0.705,0.654785827604442,0.6692506346136073
206,0.36037474068693076,26,21,31,0.6611248966087675,0.6542378673957621,0.7075,0.6562136435748281,0.6697691018948395
207,0.10888583510209038,26,21,31,0.6552853598014888,0.651555023923445,0.7124999999999998,0.6483342147012162,0.6669186496065375
208,0.443650092453748,26,21,31,0.6487965260545906,0.6541695146958305,0.6925000000000001,0.6400317292437864,0.6588744424985519
209,0.26431009110541137,26,21,31,0.6533788254755997,0.6617908407382092,0.7,0.6549444738233738,0.6675285350092957
210,0.4668614305903538,26,21,31,0.6668899917287014,0.6437286397812713,0.6887500000000001,0.6498413537810682,0.6623024963227603
211,0.2885188837312871,26,21,31,0.6540570719602977,0.6540498974709501,0.7024999999999999,0.6612638815441565,0.667967712743851
212,0.9987270231006523,26,21,31,0.6565880893300248,0.6501025290498975,0.7062499999999999,0.6418032786885245,0.6636859742671117
213,0.5903231225713577,26,21,31,0.6540074441687344,0.642224880382775,0.6925,0.6677948175568483,0.6641317855270894
214,0.3884811612004452,26,21,31,0.6431058726220016,0.6474025974025974,0.70375,0.6660497091485986,0.6650770447932994
215,0.5229948161989403,26,21,31,0.6610669975186104,0.654272043745728,0.69,0.6482548915917503,0.6633984832140222
216,0.6076809420158217,26,21,31,0.6540239867659223,0.6489405331510595,0.7175,0.6547065044949762,0.6687927561029896
217,0.6472828585188188,26,21,31,0.6488337468982631,0.6580656185919344,0.6912499999999999,0.6531729243786356,0.6628305724672082
218,0.6678145925310778,26,21,31,0.6572415219189411,0.6526828434723171,0.6974999999999999,0.6466155473294553,0.6635099781801783
219,0.8819148733230076,26,21,31,0.6571794871794872,0.6448393711551605,0.70875,0.6531993654151244,0.6659920559374429
220,0.660371286047029,26,21,31,0.6623490488006617,0.6539473684210526,0.70125,0.6643574828133263,0.6704759750087601
221,0.8930435029443449,26,21,31,0.6636724565756824,0.6632262474367738,0.6912499999999999,0.6497620306716024,0.6669776836710147
222,0.40840078117669,26,21,31,0.6475558312655088,0.6347060833902939,0.705,0.6500000000000001,0.6593154786639508
223,0.42308726767924465,26,21,31,0.6469065343258891,0.6685064935064935,0.6962499999999999,0.6580380750925435,0.6674252757312316
224,0.8706588128881201,26,21,31,0.648833746898263,0.6488038277511962,0.705,0.6547065044949761,0.6643360197861088
225,0.7821711292555353,26,21,31,0.6520347394540943,0.6555194805194804,0.68875,0.6500528820729773,0.6615892755116379
226,0.9718706879791439,26,21,31,0.66555417700579,0.6632604237867394,0.6974999999999999,0.6565309360126916,0.6707113842013053
227,0.563362670885844,26,21,31,0.6604342431761787,0.6448051948051949,0.68875,0.6564516129032258,0.6626102627211499
228,0.4075417661907844,26,21,31,0.6559139784946236,0.6515721120984279,0.7162500000000002,0.6336858804865151,0.6643554927698917
229,0.24114622953990072,26,21,31,0.6423862696443343,0.652717019822283,0.705,0.6679799048122687,0.6670207985697215
230,0.7184447039498123,26,21,31,0.6617990074441689,0.6487867395762132,0.7074999999999999,0.6515335801163405,0.6674048317841806
231,0.19749148593861743,26,21,31,0.6488006617038875,0.6409945317840055,0.695,0.6497620306716023,0.6586393060398739
232,0.5111039217322246,26,21,31,0.6527047146401985,0.6593472317156527,0.7050000000000001,0.6418826017979905,0.6647336370384604
233,0.8380124760924408,26,21,31,0.6649586435070306,0.6604237867395761,0.695,0.6658646218931783,0.6715617630349462
234,0.22114124040012706,26,21,31,0.6617204301075269,0.6553827751196172,0.7062499999999999,0.6662083553675304,0.6723903901486685
