mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__n_estimators,param_model__min_samples_split,param_model__min_samples_leaf,param_model__max_features,param_model__max_depth,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.8729864597320557,0.06976008304389042,0.07101931571960449,0.012585327960147295,88,9,4,sqrt,3,"{'model__n_estimators': 88, 'model__min_samples_split': 9, 'model__min_samples_leaf': 4, 'model__max_features': 'sqrt', 'model__max_depth': 3}",0.8936255801142196,0.896647299460485,0.9072034149522736,0.9015987826327543,0.9068029503906094,0.9011756055100684,0.005397944332982888,359
3.7756465911865233,0.24250979537821657,0.17346134185791015,0.03723236343152424,165,13,2,sqrt,13,"{'model__n_estimators': 165, 'model__min_samples_split': 13, 'model__min_samples_leaf': 2, 'model__max_features': 'sqrt', 'model__max_depth': 13}",0.8999488746477701,0.9128772158652991,0.9145076184265133,0.9011363411790283,0.9192806440099932,0.9095501388257208,0.00765904747883186,196
1.6087279319763184,0.15461882458216888,0.1261383056640625,0.009563245766463249,162,12,7,sqrt,3,"{'model__n_estimators': 162, 'model__min_samples_split': 12, 'model__min_samples_leaf': 7, 'model__max_features': 'sqrt', 'model__max_depth': 3}",0.8953466021456794,0.8976067666646904,0.9067449259896049,0.9010859469180451,0.906829718047349,0.9015227919530737,0.004671307239872913,351
3.348273229598999,0.14378511734258648,0.1740478515625,0.021442814274718305,208,11,2,log2,7,"{'model__n_estimators': 208, 'model__min_samples_split': 11, 'model__min_samples_leaf': 2, 'model__max_features': 'log2', 'model__max_depth': 7}",0.9059085450675924,0.9130007312108456,0.9176300863619297,0.9043763957234047,0.9172641472022842,0.9116359811132113,0.005567282959872692,21
0.42240357398986816,0.020790231328624426,0.05651545524597168,0.010814660567873917,28,3,4,log2,5,"{'model__n_estimators': 28, 'model__min_samples_split': 3, 'model__min_samples_leaf': 4, 'model__max_features': 'log2', 'model__max_depth': 5}",0.9026121488104438,0.905274599316219,0.9139720558882236,0.9021363214165727,0.918385414601261,0.9084761080065439,0.006530365528213164,262
0.43871417045593264,0.04738953448228285,0.09022002220153809,0.025279995488494272,17,3,3,log2,12,"{'model__n_estimators': 17, 'model__min_samples_split': 3, 'model__min_samples_leaf': 3, 'model__max_features': 'log2', 'model__max_depth': 12}",0.8951008833985281,0.9014574810774492,0.9066609355546332,0.8947560324894764,0.9065551017170956,0.9009060868474364,0.005231773005900131,362
0.5558329582214355,0.07019024116368347,0.07121944427490234,0.01332372837394348,58,12,10,log2,2,"{'model__n_estimators': 58, 'model__min_samples_split': 12, 'model__min_samples_leaf': 10, 'model__max_features': 'log2', 'model__max_depth': 2}",0.8902092968876946,0.892612794213553,0.9011037331278039,0.893286693938855,0.8984732521711543,0.8951371540678121,0.004020198701172537,395
0.7034748077392579,0.016374348826847095,0.08513259887695312,0.02641019841295567,30,11,4,sqrt,15,"{'model__n_estimators': 30, 'model__min_samples_split': 11, 'model__min_samples_leaf': 4, 'model__max_features': 'sqrt', 'model__max_depth': 15}",0.8969190039671687,0.9084978557736013,0.9085393569297049,0.8980247425940199,0.917171947495737,0.9058305813520464,0.007528953900486109,318
0.8396610260009766,0.07743128960200386,0.10052342414855957,0.012840846557943125,116,12,10,log2,1,"{'model__n_estimators': 116, 'model__min_samples_split': 12, 'model__min_samples_leaf': 10, 'model__max_features': 'log2', 'model__max_depth': 1}",0.8689040943877044,0.8773156656983063,0.8819637951819134,0.8776615086658366,0.8802801681405401,0.8772250464148602,0.004499476912381183,424
0.7026912212371826,0.022862889925754887,0.07221403121948242,0.022088813297423838,67,9,10,sqrt,3,"{'model__n_estimators': 67, 'model__min_samples_split': 9, 'model__min_samples_leaf': 10, 'model__max_features': 'sqrt', 'model__max_depth': 3}",0.8941031463889253,0.8999298432837296,0.9083308630264224,0.9020898796466473,0.9033043185152874,0.9015516101722024,0.0046352935267537565,349
0.7864853858947753,0.052089647901777926,0.06541199684143066,0.014350969496977594,40,5,8,sqrt,10,"{'model__n_estimators': 40, 'model__min_samples_split': 5, 'model__min_samples_leaf': 8, 'model__max_features': 'sqrt', 'model__max_depth': 10}",0.9036732971096342,0.9092172091460643,0.9171439299618586,0.9023616134068497,0.9171273347345044,0.9099046768717823,0.006336782842328325,169
1.3738361835479735,0.054760447655632295,0.15104179382324218,0.024072534910315715,168,6,2,log2,2,"{'model__n_estimators': 168, 'model__min_samples_split': 6, 'model__min_samples_leaf': 2, 'model__max_features': 'log2', 'model__max_depth': 2}",0.8861262043191014,0.8952412007667833,0.9029416414695363,0.8958469200213435,0.8988747670222469,0.8958061467198023,0.005556146635158122,388
1.109383487701416,0.06670686203897554,0.10162444114685058,0.033558660044162025,93,13,3,sqrt,4,"{'model__n_estimators': 93, 'model__min_samples_split': 13, 'model__min_samples_leaf': 3, 'model__max_features': 'sqrt', 'model__max_depth': 4}",0.9008247430851971,0.9031689097053419,0.9138208731052746,0.9020513428588367,0.9086925486774794,0.9057116834864261,0.004866014633323421,320
1.8421123027801514,0.16187247743885558,0.11812796592712402,0.018725053704583897,165,2,10,sqrt,4,"{'model__n_estimators': 165, 'model__min_samples_split': 2, 'model__min_samples_leaf': 10, 'model__max_features': 'sqrt', 'model__max_depth': 4}",0.9030094601717653,0.9032183158435603,0.9139582221695223,0.9038072370111263,0.912855414997819,0.9073697300387586,0.004948505183027064,287
1.4272188186645507,0.06533528347124166,0.10602922439575195,0.018341434167662915,97,5,1,sqrt,6,"{'model__n_estimators': 97, 'model__min_samples_split': 5, 'model__min_samples_leaf': 1, 'model__max_features': 'sqrt', 'model__max_depth': 6}",0.9039071262399879,0.9085037845101875,0.9163959210292286,0.9037854983103101,0.9164571519213229,0.9098098964022074,0.005663986627036866,176
1.1598724365234374,0.10303070409095184,0.11852841377258301,0.027879061409316782,180,5,5,log2,1,"{'model__n_estimators': 180, 'model__min_samples_split': 5, 'model__min_samples_leaf': 5, 'model__max_features': 'log2', 'model__max_depth': 1}",0.8689566068618941,0.8758779470761447,0.8822977806762712,0.8770063832730579,0.8819030812547092,0.8772083598284155,0.00485478801757403,425
0.5584385871887207,0.051431754954814016,0.06691384315490723,0.015675382699022744,35,15,8,log2,6,"{'model__n_estimators': 35, 'model__min_samples_split': 15, 'model__min_samples_leaf': 8, 'model__max_features': 'log2', 'model__max_depth': 6}",0.9084142818076973,0.9090502163988854,0.9136143554475208,0.9038250232208851,0.9150969584010786,0.9100001670552136,0.004014709937237462,160
1.2334959030151367,0.0860832185158009,0.11042661666870117,0.013692062941039838,150,1,4,sqrt,2,"{'model__n_estimators': 150, 'model__min_samples_split': 1, 'model__min_samples_leaf': 4, 'model__max_features': 'sqrt', 'model__max_depth': 2}",0.8850541572045133,0.8929823521274283,0.8965712140076283,0.8942678998438767,0.8993783955268271,0.8936508037420546,0.004817967841811788,414
0.5211240291595459,0.06227942155138945,0.06301817893981934,0.03641776319262645,29,8,6,log2,6,"{'model__n_estimators': 29, 'model__min_samples_split': 8, 'model__min_samples_leaf': 6, 'model__max_features': 'log2', 'model__max_depth': 6}",0.9030114417745649,0.9059188553585897,0.9168524337463687,0.9073200134384697,0.9171937581790063,0.9100593004993998,0.005854339208905442,149
