,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_alpha,param_l1_ratio,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0,0.0011687278747558594,0.0002387197499657038,0.0010042190551757812,0.0007100901037115426,0.6964691855978616,0.28613933495037946,"{'alpha': 0.6964691855978616, 'l1_ratio': 0.28613933495037946}",0.3855754549061573,0.3943178802712808,0.4060945430796984,0.3953292927523788,0.008407356353161958,169
1,0.0018890698750813801,0.0006718752971826816,0.0007798671722412109,0.0005662408962492305,0.2268514535642031,0.5513147690828912,"{'alpha': 0.2268514535642031, 'l1_ratio': 0.5513147690828912}",0.5142073759448256,0.4907763260604767,0.5400182119184149,0.5150006379745724,0.02011073973771945,53
2,0.00222929318745931,0.00015599953528832244,0.00033211708068847656,0.0004696844798054031,0.7194689697855631,0.42310646012446096,"{'alpha': 0.7194689697855631, 'l1_ratio': 0.42310646012446096}",0.40452430721347254,0.4065548089481219,0.42160114966962436,0.4108934219437396,0.00761674948659704,157
3,0.0013285477956136067,0.0004718213658509858,0.00033410390218098957,0.0004724942697061294,0.9807641983846155,0.6848297385848633,"{'alpha': 0.9807641983846155, 'l1_ratio': 0.6848297385848633}",0.4071820012898917,0.4125803988930907,0.4281100415254122,0.41595748056946485,0.008871273020695057,151
4,0.0016788641611735027,0.0006322519183024761,0.0,0.0,0.48093190148436094,0.3921175181941505,"{'alpha': 0.48093190148436094, 'l1_ratio': 0.3921175181941505}",0.45943649965436306,0.4415862091237135,0.46313955619111935,0.4547207549897319,0.009409760119454363,133
5,0.00217588742574056,0.00024578680158637205,0.0006655057271321615,0.0004705904172222151,0.3431780161508694,0.7290497073840416,"{'alpha': 0.3431780161508694, 'l1_ratio': 0.7290497073840416}",0.512784487363809,0.4811793823728492,0.537865382573971,0.5106097507702098,0.023192998428247694,62
6,0.0020004908243815103,2.869839681826876e-06,0.0011251767476399739,0.00017578218086019754,0.4385722446796244,0.05967789660956835,"{'alpha': 0.4385722446796244, 'l1_ratio': 0.05967789660956835}",0.43137041618177696,0.42041519239067326,0.4351926642837912,0.42899275761874717,0.006262766378618665,145
7,0.00217286745707194,0.0004319376318113094,0.0003994305928548177,0.000564880161642009,0.3980442553304314,0.7379954057320357,"{'alpha': 0.3980442553304314, 'l1_ratio': 0.7379954057320357}",0.5092526667450996,0.4772644674178156,0.5292858468096553,0.5052676603241902,0.02142375917197926,71
8,0.002408742904663086,0.00042234535131279696,0.0006082057952880859,0.0004377148244717361,0.18249173045349998,0.17545175614749253,"{'alpha': 0.18249173045349998, 'l1_ratio': 0.17545175614749253}",0.5086961920559828,0.4878770506469613,0.5207203583359152,0.5057645336796198,0.01356752693295281,70
9,0.002238670984903971,0.00033605087212686173,0.0009371439615885416,8.811501128677579e-05,0.5315513738418384,0.5318275870968661,"{'alpha': 0.5315513738418384, 'l1_ratio': 0.5318275870968661}",0.46719358242742026,0.44892837008807907,0.47258209948947916,0.46290135066832616,0.010122324132134767,125
