param_model__C,param_model__kernel,param_model__gamma,mean_test_score,std_test_score,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score
2.676116425488144,linear,4.034049955714494,0.8367122096288664,0.013207486970038882,0.8580281849016679,0.8178405837689817,0.8323764625342295,0.8331251333579035,0.8421906835815492
5.33170844190754,sigmoid,1.9916602316983043,0.6818212363697581,0.0051785433001938904,0.6828158062608913,0.6760739513318397,0.6755546738859846,0.6871258704634066,0.6875358799066683
8.020100117977709,rbf,6.335379672692158,0.8324187450651509,0.021629416864396903,0.8621026652352501,0.7969897467015185,0.8364178802588996,0.8429169980408511,0.8236664350892352
0.061055582808330656,rbf,1.0473543576458468,0.8429549359612916,0.015789648703676946,0.8623224343415484,0.8158412683594723,0.8394965926064227,0.8430081663530735,0.8541062181459405
1.8917407951503993,sigmoid,5.669400775497779,0.6709198528797915,0.047106341473908284,0.6330954770351009,0.7305183439133682,0.61940463965646,0.6469555602971698,0.7246252434968582
9.852119604414328,linear,0.40686444503627717,0.8343737707838536,0.015023299112098936,0.8615872775080906,0.8153356049290515,0.8330882810555141,0.8311330087482786,0.830724681678333
7.235610682182014,sigmoid,4.674399349643849,0.6713003410444811,0.03226976290755304,0.6481720266990292,0.7284392892706,0.636112926313169,0.6627218590576689,0.6810556038819383
4.581275829030201,rbf,2.6572940785428507,0.8379910592226686,0.016242899191707422,0.8568476552775703,0.8087872635051032,0.8350642581528505,0.8472794987682579,0.8419766204095613
3.9996341086085883,sigmoid,5.851772438611835,0.6674678644883703,0.045445573458460814,0.6306605131316904,0.7262552122230519,0.6175686924321634,0.645122495296103,0.717732409358842
6.651572422757745,rbf,1.3912977536581455,0.8415506660388419,0.017917140815740678,0.8608132234876774,0.8086608476474981,0.8396191187453323,0.8530424999515063,0.8456176403621948
9.343470203829929,sigmoid,3.2800421580309047,0.7131483664334669,0.025642056506898776,0.738341540639781,0.7343497168284789,0.7274026792382374,0.6738502124027699,0.6917976830580677
1.3807624391838909,linear,2.072931882047094,0.8370337065641292,0.013291757255598021,0.8590939678242471,0.8195656740104555,0.8313359627831716,0.83217853471185,0.8429943934909228
0.7255315994564444,linear,4.263010073987767,0.8366421025577804,0.014586260059763647,0.860459259086383,0.8184668284789645,0.8315829599203386,0.8279712140903535,0.8447302512128625
8.687134636137635,rbf,3.0306153450887647,0.8358791366085793,0.01800643856452245,0.8584443848020911,0.8044930140652228,0.8338195481702764,0.8469516807945222,0.8356870552107841
6.069558610962703,linear,4.893948650575243,0.8341751482506075,0.013512298195560934,0.8565442572193179,0.8148163274831964,0.8312659478466518,0.830296975927686,0.8379522327761852
3.41643845802173,sigmoid,0.40798498103674496,0.7789900125513005,0.014696922158039765,0.7673627318272342,0.760712285287528,0.7746997137167041,0.7941303124939383,0.798045019431098
3.741478913100436,rbf,5.165179137501866,0.8339292080986407,0.01869824214832745,0.8598135657829226,0.802299212720936,0.83443606858352,0.8421915310457199,0.8309056623601049
5.768775614332408,sigmoid,0.7085688615180552,0.71341944032198,0.007224230121740866,0.7178193848020911,0.7019425255165546,0.7092318583520041,0.7228522103466335,0.7152512225926164
8.382769726226106,linear,4.372772504121997,0.8348999978252344,0.015355498482361889,0.8617487008339558,0.8147365882499378,0.8331855240229027,0.828157430217446,0.8366717458019292
1.0447029790468514,sigmoid,3.1617978191683065,0.7304539277686597,0.04520253521207641,0.7707992982947474,0.7725195263878516,0.7580886700273836,0.6749985451865071,0.6758635989468091
1.725465559689328,rbf,3.5296360608544197,0.8368028209295689,0.015324945409433362,0.8567951440751805,0.8125311177495644,0.8283506036843415,0.847229065233837,0.8391081739049209
9.062350468076765,linear,2.293172391315922,0.8352222855052309,0.015032600547069076,0.8616456232885239,0.8160357542942495,0.8329482511824745,0.8279401780691715,0.8375416206917354
6.366565307667479,sigmoid,6.033560618727468,0.6490030062504262,0.0387450789469094,0.6288868014065223,0.7241761575802839,0.6148031024396315,0.6441914146606406,0.6329575551650524
4.3381638784706595,linear,1.5516658898284656,0.8352581410548497,0.01357716125340698,0.8582129465397063,0.8164227813044561,0.8320088841175006,0.8310108044148741,0.8386352888977108
4.924759746231139,sigmoid,4.564432387840003,0.6684773200936964,0.03197825951987608,0.6519683921458801,0.7300418533731641,0.6381764220811551,0.6645141892809342,0.6576857435873485
6.95571014973335,linear,2.525907072793692,0.8329600791543426,0.015064785143542378,0.8605565020537714,0.8153550535225291,0.8254002520537714,0.830492890811398,0.832995697330243
9.565893286019564,rbf,5.398759091862478,0.8330415752460165,0.02164909133908762,0.8619392970500372,0.7967583084391336,0.8322150392083644,0.8460206001590596,0.8282746313734877
2.231489768316969,rbf,0.10686936784628778,0.8410767715865157,0.0156342440903791,0.8622563091237242,0.8200032673637042,0.8330766118994275,0.8341997555913332,0.8558479139543891
0.38487623913213614,linear,6.153002689285204,0.8352898526751927,0.014055056322269872,0.8589305996390341,0.8184551593228777,0.8282241878267363,0.8285104649583923,0.8423288516289235
7.7205369201023135,sigmoid,0.8863974181842058,0.7053565288548862,0.008965386683156558,0.7030112257281553,0.692634428678118,0.7029733009708737,0.720270401334549,0.7078932875627351
8.676488407378017,rbf,1.2641141253491648,0.8416451560333587,0.018354542614407325,0.8604009133059497,0.8075056011949215,0.8400936644261887,0.8533800166818613,0.846845584557872
9.051804336301688,rbf,1.2844275384117307,0.8415882240196361,0.01819628262322563,0.8601675301842169,0.8078362272840428,0.8390881721433905,0.8525129478400869,0.8483362426464436
8.796860202163653,rbf,2.9388150770047488,0.8355836559556696,0.017694586113331755,0.857166612210605,0.8043957710978343,0.8338428864824495,0.8467150311330088,0.8357979788544507
8.992123554712004,rbf,3.5453032070637467,0.8349941699603265,0.019861400654985744,0.8612469271222304,0.8008677962409759,0.8348561582026388,0.8455744573545672,0.8324255108812202
9.02023749943467,rbf,3.207762419298424,0.8346653933500903,0.018346777343186904,0.8588703089992531,0.8035886544685088,0.832816000746826,0.8457315772118014,0.8323204253240625
9.080125000389074,rbf,3.4985566670159525,0.835580472081371,0.019320550067605496,0.8619626353622106,0.8029643546178742,0.834121001369181,0.845545361084709,0.8333090079728802
8.998342035575227,rbf,3.5682612965657805,0.8347139767295865,0.019267076001752124,0.8594537668035848,0.8008814102564104,0.8357294000497885,0.8444862568618704,0.833019049676278
8.59807876444945,rbf,3.0712253777099545,0.8357226045302205,0.017219152877312762,0.8588022389220811,0.806622635051033,0.8333138847398557,0.8454910480476403,0.834383215890493
9.594695875780973,rbf,3.943207377089463,0.8347545728347251,0.018589856074533388,0.8607684917226787,0.8044132748319641,0.8341968508837441,0.8448897251372375,0.8295045215980011
9.281785759183995,rbf,3.7177170505644717,0.8351581190614039,0.018896033175579748,0.8616222849763506,0.8042324029126213,0.8368010175504108,0.8443737512850852,0.8287611385825515
9.324424230575383,rbf,3.83558753937375,0.8347794593881854,0.019030679737321525,0.861472530806572,0.8036820077172018,0.83450608352004,0.8448722673753225,0.8293644075217906
9.75379401345094,rbf,3.6699777729419214,0.8349245188795906,0.01842899372483041,0.8598913601568335,0.8039406740104557,0.8364237148369431,0.8443368960099316,0.8300299493837898
9.487973481246295,rbf,3.834306541945351,0.8343061655006393,0.018928602825998696,0.8606304067089868,0.803007141523525,0.8347355769230768,0.8439392469885362,0.8292184553590715
9.53573390629172,rbf,3.7983831181463197,0.834476479848363,0.018681961061523405,0.8613636186830967,0.804465786034354,0.833584220189196,0.843989680522957,0.828979093812212
3.1611292257325965,rbf,2.3647563003561043,0.838770690103589,0.016097961252332312,0.8569215599327857,0.8104695668409261,0.8328257250435648,0.8472891975248774,0.8463474011757907
4.39162911948858,linear,6.424441573546911,0.8345306983288927,0.013517760361241579,0.8582654577420961,0.8164811270848892,0.831946648618372,0.8304269392663861,0.8355333189327199
2.0966787933873983,rbf,1.0493505567345904,0.8382528054883371,0.018886111895117293,0.8580165157455814,0.8030402041324372,0.8366746016928055,0.8451166760421314,0.8484160298287299
9.075543052089508,rbf,3.7006124871807966,0.8348729704921704,0.018888815123758344,0.8615717186333085,0.8039095562608912,0.8358285878765247,0.8438073438985122,0.8292476457916154
9.075473271916453,rbf,3.706399237425713,0.8352567876111092,0.019150020792652815,0.8620559886109036,0.803586709609161,0.8369410474234502,0.8440789090838554,0.8296212833281763
9.078986482772224,rbf,3.7098833576363783,0.8352509824392881,0.019023184573738423,0.8620462643141649,0.8041993403037092,0.8362836849639034,0.8446394972164568,0.8290861253982061
