mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__kernel,param_model__gamma,param_model__C,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
3.3227676868438722,0.2573824138756987,1.5085305213928222,0.05254537344737606,rbf,3.051551020408163,1.233265306122449,"{'model__kernel': 'rbf', 'model__gamma': 3.051551020408163, 'model__C': 1.233265306122449}",0.8636376323737112,0.8599294937281239,0.853943950671449,0.8564484126984127,0.8596900849541694,0.8587299148851733,0.003303250296068834,65
3.0240204334259033,0.3310761637162552,0.5165903091430664,0.03328606756170315,linear,5.704204081632653,8.368979591836734,"{'model__kernel': 'linear', 'model__gamma': 5.704204081632653, 'model__C': 8.368979591836734}",0.8281974845505854,0.8283482105474702,0.8275959876538898,0.8301293874357254,0.8328345070422536,0.8294211154459848,0.0019043308718728375,108
2.6734941005706787,0.10096733018187733,0.5945921421051026,0.033277575783034405,sigmoid,2.521020408163265,2.4565306122448978,"{'model__kernel': 'sigmoid', 'model__gamma': 2.521020408163265, 'model__C': 2.4565306122448978}",0.525996047629415,0.5214770589450297,0.5352156167955164,0.5664375139727252,0.6033660295103958,0.5504984533706164,0.03074153078513239,245
2.6775263786315917,0.27930091609174496,0.6040226459503174,0.058560160182436545,sigmoid,2.255755102040816,9.184489795918367,"{'model__kernel': 'sigmoid', 'model__gamma': 2.255755102040816, 'model__C': 9.184489795918367}",0.5315603490144194,0.5302135843200304,0.5455161515234928,0.5744145428124301,0.608274647887324,0.5579958551115393,0.029745466422292914,241
3.616762638092041,0.17901029200308186,0.6834239482879638,0.022414028086624436,sigmoid,0.1336326530612245,8.572857142857142,"{'model__kernel': 'sigmoid', 'model__gamma': 0.1336326530612245, 'model__C': 8.572857142857142}",0.8213589902474697,0.8225745675001255,0.8212454816394228,0.8257517326179299,0.8263343952604517,0.8234530334530799,0.002173304769373411,187
2.8690311431884767,0.16509477966853,0.49115262031555174,0.023698155243358998,linear,1.7252244897959181,4.0875510204081635,"{'model__kernel': 'linear', 'model__gamma': 1.7252244897959181, 'model__C': 4.0875510204081635}",0.8277062294496268,0.8279630218887641,0.8273123456910875,0.8301196065280572,0.8325816007154035,0.829136560854588,0.0019791655329357847,143
3.1602382183074953,0.15812535063970942,0.5949794769287109,0.10507428163528228,linear,6.367367346938775,9.592244897959183,"{'model__kernel': 'linear', 'model__gamma': 6.367367346938775, 'model__C': 9.592244897959183}",0.8282198143279016,0.8284556726008049,0.8276588639510627,0.8300818801699084,0.8327925888665326,0.8294417639832421,0.0018591420510741053,94
2.997331714630127,0.05944681421046939,0.5029588222503663,0.05329027109940117,linear,4.245244897959184,1.8448979591836736,"{'model__kernel': 'linear', 'model__gamma': 4.245244897959184, 'model__C': 1.8448979591836736}",0.8271298420726498,0.8272582382922187,0.8265522411208188,0.8297898502123855,0.8320115135255981,0.8285483370447342,0.0020589234078810586,165
3.060681962966919,0.0612110997918264,0.5083582878112793,0.04983811869771154,linear,4.377877551020409,6.941836734693878,"{'model__kernel': 'linear', 'model__gamma': 4.377877551020409, 'model__C': 6.941836734693878}",0.8281444513294591,0.8283272763812363,0.8275596591266344,0.8299896601833221,0.8328708361278784,0.829378376629706,0.0019238533033574747,121
2.890516996383667,0.11147835955666521,0.4670281887054443,0.02969575380948376,linear,3.7147142857142854,8.368979591836734,"{'model__kernel': 'linear', 'model__gamma': 3.7147142857142854, 'model__C': 8.368979591836734}",0.8281974845505854,0.8283482105474702,0.8275959876538898,0.8301293874357254,0.8328345070422536,0.8294211154459848,0.0019043308718728375,108
