params,a_scores,btsc_scores,d_scores,ba_scores,mean
"{'learning_rate': 9.444966028573068, 'max_depth': 13, 'min_child_weight': 3.6685990270194795, 'n_estimators': 4534}",0.6547011886872158,0.439602809706258,0.6288958171648781,0.5160425064677516,0.5598105805065259
"{'learning_rate': 5.8189487687999195, 'max_depth': 4, 'min_child_weight': 6.00725107483244, 'n_estimators': 4950}",0.6729385945522532,0.4325836526181353,0.4820771001150747,0.3500560003495865,0.48441383690876244
"{'learning_rate': 1.0343755501999807, 'max_depth': 6, 'min_child_weight': 4.408289640947085, 'n_estimators': 4159}",0.8876387022167999,0.6422107279693486,0.7554406294323869,0.9406802928767535,0.8064925881238222
"{'learning_rate': 7.534245871442832, 'max_depth': 4, 'min_child_weight': 4.016537900207967, 'n_estimators': 985}",0.6280526646749605,0.4923026819923372,0.6196503599432654,0.328144701743453,0.517037602088504
"{'learning_rate': 4.434888437784014, 'max_depth': 11, 'min_child_weight': 4.247945653494193, 'n_estimators': 1044}",0.6547427134528931,0.5985721583652619,0.5235956860331308,0.5965798088353408,0.5933725916716567
"{'learning_rate': 4.065569981630976, 'max_depth': 2, 'min_child_weight': 4.013638618367093, 'n_estimators': 3971}",0.7140536594289985,0.5743512132822477,0.6280006422779458,0.5949297596972276,0.6278338186716049
"{'learning_rate': 6.728803659175487, 'max_depth': 4, 'min_child_weight': 0.35860880221333813, 'n_estimators': 2500}",0.6944358984243806,0.5457969348659004,0.6043226643830117,0.5910694954313753,0.608906248276167
"{'learning_rate': 8.592342221515514, 'max_depth': 8, 'min_child_weight': 5.086039242326288, 'n_estimators': 3983}",0.6602321286993118,0.5642196679438058,0.5699654775604144,0.5659941908230723,0.5901028662566511
"{'learning_rate': 9.702427208603492, 'max_depth': 11, 'min_child_weight': 4.232518355167948, 'n_estimators': 4370}",0.700896445842776,0.4685759897828863,0.6382128616158642,0.5987502929887493,0.601608897557569
"{'learning_rate': 1.7893744751587604, 'max_depth': 5, 'min_child_weight': 5.345029795478735, 'n_estimators': 1565}",0.5420132823045486,0.658860791826309,0.7319827655417882,0.7220443334975937,0.6637252932925599
"{'learning_rate': 5.815044296211464, 'max_depth': 9, 'min_child_weight': 4.169075902931896, 'n_estimators': 4574}",0.5390478996822793,0.4526794380587484,0.6868192522814247,0.692610048774127,0.5927891596991448
"{'learning_rate': 3.4566978097164167, 'max_depth': 4, 'min_child_weight': 0.13395907533985685, 'n_estimators': 2011}",0.5601332364542773,0.5351238825031929,0.590876307972275,0.6077178936328845,0.5734628301406575
"{'learning_rate': 9.293824389941442, 'max_depth': 13, 'min_child_weight': 1.204627009158089, 'n_estimators': 784}",0.6147483882525558,0.4813448275862068,0.6139494741349318,0.6012606065927069,0.5778258241416003
"{'learning_rate': 3.368509184276991, 'max_depth': 11, 'min_child_weight': 6.557541184000879, 'n_estimators': 697}",0.5885257658189954,0.6946641123882504,0.5528768699654776,0.5596362799668493,0.5989257570348931
"{'learning_rate': 5.829888340240296, 'max_depth': 2, 'min_child_weight': 3.888841337914054, 'n_estimators': 4264}",0.1925460533396681,0.6088991060025543,0.4828331147804213,0.5002751194354137,0.4461383483895144
"{'learning_rate': 0.38721346767512266, 'max_depth': 5, 'min_child_weight': 0.6010107840065457, 'n_estimators': 427}",0.9188382702477206,0.6662260536398467,0.7850054861241201,0.9491969708363198,0.8298166952120019
"{'learning_rate': 9.028584605815093, 'max_depth': 1, 'min_child_weight': 6.1931239503574265, 'n_estimators': 317}",0.5,0.6770498084291188,0.6981909171193834,0.7430739459604752,0.6545786678772443
"{'learning_rate': 5.8067433728417015, 'max_depth': 8, 'min_child_weight': 2.114550159208433, 'n_estimators': 4322}",0.6395663613005335,0.5864444444444444,0.6097372012738511,0.6510258031091605,0.6216934525319974
"{'learning_rate': 3.3628930505560173, 'max_depth': 10, 'min_child_weight': 3.1022060163716847, 'n_estimators': 2277}",0.4952419052564917,0.5631928480204342,0.5871236652661439,0.5253500665574442,0.5427271212751286
"{'learning_rate': 6.296323179612743, 'max_depth': 2, 'min_child_weight': 0.14987546467943313, 'n_estimators': 2610}",0.2123813559949483,0.4710804597701149,0.6310534696389863,0.5228349406382795,0.4593375565105823
"{'learning_rate': 6.907521832153503, 'max_depth': 13, 'min_child_weight': 3.603716868405326, 'n_estimators': 4154}",0.6256336543145843,0.5319642401021711,0.6531926566221533,0.6026118047066993,0.6033505889364019
"{'learning_rate': 0.3963437307387663, 'max_depth': 7, 'min_child_weight': 6.57986487364921, 'n_estimators': 4148}",0.89782563560574,0.6654291187739464,0.7591364037787354,0.9440812222810646,0.8166180951098716
"{'learning_rate': 1.723216685674216, 'max_depth': 14, 'min_child_weight': 6.478806309248779, 'n_estimators': 1989}",0.7972461644691873,0.6233473818646232,0.7280207134637513,0.9249892279136482,0.7684008719278024
"{'learning_rate': 2.5937328791800516, 'max_depth': 14, 'min_child_weight': 6.789294356357699, 'n_estimators': 4536}",0.5866330586231197,0.667272030651341,0.611744319854417,0.549027554841894,0.6036692409926929
"{'learning_rate': 5.40241499895893, 'max_depth': 10, 'min_child_weight': 3.2970173500374003, 'n_estimators': 1224}",0.5178464540215562,0.5979157088122605,0.6661385714668022,0.557114606799099,0.5847538352749295
"{'learning_rate': 1.374493749586545, 'max_depth': 6, 'min_child_weight': 2.7775108427588755, 'n_estimators': 3063}",0.8853349958142237,0.6305759897828864,0.7720528808842027,0.9394494626406346,0.8068533322804868
"{'learning_rate': 7.926498433163336, 'max_depth': 1, 'min_child_weight': 1.0263475011258052, 'n_estimators': 400}",0.2396464856930062,0.5,0.6981909171193834,0.5,0.4844593507030974
"{'learning_rate': 1.462818994610321, 'max_depth': 1, 'min_child_weight': 0.852737873145852, 'n_estimators': 537}",0.9277149484292234,0.68557343550447,0.760339336848021,0.882545855239159,0.8140433940052184
"{'learning_rate': 4.882652707572658, 'max_depth': 13, 'min_child_weight': 2.599160901885671, 'n_estimators': 1709}",0.5873586726445102,0.5698186462324394,0.6754897369336581,0.616001415545643,0.6121671178390626
"{'learning_rate': 9.224173616683824, 'max_depth': 14, 'min_child_weight': 2.8492998552538773, 'n_estimators': 1324}",0.6285726324660071,0.5612962962962963,0.5359321058688147,0.6337649434261724,0.5898914945143227
"{'learning_rate': 8.643723462240843, 'max_depth': 13, 'min_child_weight': 4.274426753490076, 'n_estimators': 2300}",0.6207975768027221,0.5249029374201788,0.5475526534107635,0.5234264254252637,0.5541698982647321
"{'learning_rate': 0.5825425465537282, 'max_depth': 9, 'min_child_weight': 5.367362307962328, 'n_estimators': 3867}",0.8925193388301782,0.6568148148148149,0.7545053121738433,0.944211787267369,0.8120128132715514
"{'learning_rate': 6.301138228918743, 'max_depth': 11, 'min_child_weight': 5.865920914115681, 'n_estimators': 1395}",0.5363502687038249,0.5298518518518518,0.559549201166805,0.6506053417548767,0.5690891658693396
"{'learning_rate': 4.726983464361824, 'max_depth': 14, 'min_child_weight': 1.1055683551496838, 'n_estimators': 572}",0.5552927956247189,0.5079131545338442,0.6341243610672518,0.5479961069494931,0.561331604543827
"{'learning_rate': 4.007966667719965, 'max_depth': 10, 'min_child_weight': 3.6202659364243237, 'n_estimators': 255}",0.6197416519443326,0.6223218390804598,0.5543460807664516,0.5350810828864172,0.5828726636694153
"{'learning_rate': 8.027650972157149, 'max_depth': 5, 'min_child_weight': 0.17371174431702896, 'n_estimators': 2194}",0.6450297806850156,0.6348761174968072,0.6777979233013087,0.6305280702221034,0.6470579729263087
"{'learning_rate': 2.9771605255322298, 'max_depth': 3, 'min_child_weight': 4.112389418986563, 'n_estimators': 498}",0.5744725751028386,0.5536283524904215,0.6554285867209034,0.5283022056953014,0.5779579300023662
"{'learning_rate': 5.767598205183184, 'max_depth': 13, 'min_child_weight': 4.823070978811437, 'n_estimators': 231}",0.6007023365254682,0.3368620689655173,0.6021001150747985,0.5651463458803182,0.5262027166115255
"{'learning_rate': 4.388370028234501, 'max_depth': 11, 'min_child_weight': 5.726635422394696, 'n_estimators': 3744}",0.6666553482404295,0.5876270753512133,0.5848502689538898,0.4586115268173702,0.5744360548407257
"{'learning_rate': 2.3566275697401196, 'max_depth': 11, 'min_child_weight': 3.6478482725919457, 'n_estimators': 1377}",0.5206457217593661,0.5272388250319284,0.680264672036824,0.6693904354072803,0.5993849135588497
"{'learning_rate': 3.2798627890405587, 'max_depth': 4, 'min_child_weight': 1.6622201766237787, 'n_estimators': 4754}",0.6593489014969249,0.6193295019157088,0.5591484464902187,0.5319977887849106,0.5924561596719407
"{'learning_rate': 8.363942261443647, 'max_depth': 8, 'min_child_weight': 1.828679786354698, 'n_estimators': 1879}",0.5987123857316775,0.4984240102171137,0.5718066743383199,0.6602900548618933,0.5823082812872511
"{'learning_rate': 4.942407733646083, 'max_depth': 13, 'min_child_weight': 6.003971548950937, 'n_estimators': 2764}",0.5674067831759295,0.5904802043422733,0.5860351379559503,0.5765800193272578,0.5801255362003527
"{'learning_rate': 3.6325603465425846, 'max_depth': 14, 'min_child_weight': 0.7481372605343245, 'n_estimators': 1259}",0.5485715405425021,0.4760191570881226,0.568122942703455,0.6014439370528172,0.5485393943467243
"{'learning_rate': 4.507073362339577, 'max_depth': 12, 'min_child_weight': 6.863872712521299, 'n_estimators': 2695}",0.7012546805739243,0.5286143039591316,0.6612779993041988,0.5174145687805589,0.6021403881544534
"{'learning_rate': 3.2863031798333364, 'max_depth': 5, 'min_child_weight': 5.638733896169152, 'n_estimators': 1469}",0.5046300920201074,0.7109514687100894,0.6896385848475928,0.6087701432265001,0.6284975722010724
"{'learning_rate': 5.928972864514188, 'max_depth': 2, 'min_child_weight': 1.559239590649804, 'n_estimators': 558}",0.2249878500709997,0.5505759897828864,0.5274781224074718,0.49048495037790546,0.4483817281598158
"{'learning_rate': 2.4828028906114463, 'max_depth': 11, 'min_child_weight': 0.0023243894775694107, 'n_estimators': 1005}",0.7464517611181052,0.6236934865900383,0.7928934621457436,0.8911733539432086,0.7635530159492739
"{'learning_rate': 9.818560168604032, 'max_depth': 6, 'min_child_weight': 5.057320221506414, 'n_estimators': 2642}",0.5848615250107058,0.5323231162196679,0.6524794604865256,0.3798725603936809,0.537384165527645
"{'learning_rate': 6.200903434093135, 'max_depth': 11, 'min_child_weight': 4.557305767945944, 'n_estimators': 1994}",0.719818520806602,0.4291979565772669,0.6166925361950384,0.5786165286253008,0.586081385551052
