param_model__n_estimators,param_model__min_samples_split,param_model__min_samples_leaf,param_model__max_features,param_model__max_depth,mean_test_score,std_test_score,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score
59,1,4,sqrt,10,0.9101807343114225,0.00790467792571075,0.9013825642732868,0.9150520740696825,0.9144048536590186,0.9001986126756388,0.9198655668794861
182,1,4,sqrt,9,0.9110532736608455,0.005942238754267389,0.9041409553703419,0.9129888737376732,0.9158969190332207,0.9039939922135926,0.9182456279493993
176,1,3,sqrt,9,0.9118934307492136,0.006297828170490383,0.903855604567198,0.9140204739036777,0.9183158435604039,0.9050117586608961,0.9182634730538922
188,1,3,sqrt,9,0.911920402415762,0.006300996679194122,0.903917034253986,0.9140659275508389,0.9182743424043003,0.904988043714551,0.9183566641551335
164,15,2,log2,11,0.9104749763232537,0.007894096301938616,0.902464519401873,0.9136528922353313,0.9169008517618229,0.8998102804292406,0.9195463377880001
229,1,3,log2,12,0.9094275235862679,0.007387709627021288,0.8996674870502256,0.9123218908717219,0.9144582122882946,0.901911029426296,0.9187789982948011
229,1,3,sqrt,12,0.9094275235862679,0.007387709627021288,0.8996674870502256,0.9123218908717219,0.9144582122882946,0.901911029426296,0.9187789982948011
230,1,3,log2,12,0.9094029687537833,0.007401816910886563,0.8996318181998327,0.9123159621351357,0.9144858797256972,0.9018477895693761,0.9187333941388747
230,1,3,sqrt,12,0.9094029687537833,0.007401816910886563,0.8996318181998327,0.9123159621351357,0.9144858797256972,0.9018477895693761,0.9187333941388747
99,2,10,log2,6,0.9099952400436904,0.004586773469490845,0.9072461269573282,0.906787415268473,0.9175016304025612,0.9053605659967194,0.9130804615933695
228,1,5,sqrt,11,0.9095755940345122,0.006729227722864769,0.9007226905410172,0.9134532914369281,0.9150570146835043,0.9021521313808027,0.9164928421303089
228,11,4,log2,12,0.9094391527410151,0.006866077574401485,0.9016996207212241,0.9125580522124068,0.9151242070314817,0.9007460326871011,0.9170678510528611
56,5,7,sqrt,1,0.876808728590234,0.004356473117609143,0.8691181074900622,0.8759579850200588,0.8805122428410506,0.877036026955989,0.88141928064401
228,1,4,sqrt,12,0.9097727033142664,0.0077059360262704876,0.9009872345147649,0.9139137566451256,0.9150609671745618,0.9001126459951383,0.9187889122417418
227,4,3,log2,12,0.909424355517149,0.007389336335526971,0.8996417262138308,0.9123317720993656,0.9144246161143061,0.9019327681271121,0.9187908950311299
210,7,9,sqrt,5,0.9095361475633116,0.005494522647382395,0.9057886580982162,0.9060542281773087,0.9168573743601905,0.9035246339005157,0.9154558432803267
163,2,5,log2,3,0.9005889037646595,0.004990994575572914,0.8930211912603391,0.8976275172427424,0.9066342562399952,0.900390308491927,0.9052712455882935
228,12,3,log2,12,0.9095610255261676,0.0072438740868945705,0.900803936255801,0.911984941009071,0.9157921780201974,0.9012163791229423,0.9180076932228258
210,1,1,sqrt,4,0.9058221108230535,0.005458579434684224,0.899559489697647,0.9016827730677258,0.9134206833857039,0.9032894606825953,0.9111581472815957
228,15,3,log2,12,0.9101891439226064,0.006933259622711139,0.9018680569591909,0.9137121796011937,0.914974012371297,0.9019554949506927,0.9184359757306579
77,8,7,log2,12,0.9087799418018377,0.00768858786693764,0.9015866693616466,0.9079731625857197,0.91430801762811,0.8997796486235449,0.9202522108101677
227,2,3,sqrt,12,0.909424355517149,0.007389336335526971,0.8996417262138308,0.9123317720993656,0.9144246161143061,0.9019327681271121,0.9187908950311299
227,3,3,sqrt,12,0.909424355517149,0.007389336335526971,0.8996417262138308,0.9123317720993656,0.9144246161143061,0.9019327681271121,0.9187908950311299
174,9,2,sqrt,15,0.9084986720290071,0.007970466494517018,0.8975293376294484,0.9126736625758385,0.9126973775221833,0.9008833817513489,0.9187096006662171
227,4,3,sqrt,12,0.909424355517149,0.007389336335526971,0.8996417262138308,0.9123317720993656,0.9144246161143061,0.9019327681271121,0.9187908950311299
227,3,3,log2,12,0.909424355517149,0.007389336335526971,0.8996417262138308,0.9123317720993656,0.9144246161143061,0.9019327681271121,0.9187908950311299
227,1,3,log2,12,0.909424355517149,0.007389336335526971,0.8996417262138308,0.9123317720993656,0.9144246161143061,0.9019327681271121,0.9187908950311299
94,6,10,log2,13,0.9104080679881715,0.007593387520266927,0.902677541702831,0.9106746902235133,0.9159048240153357,0.901484160392087,0.9212991236070905
228,1,4,log2,12,0.9097727033142664,0.0077059360262704876,0.9009872345147649,0.9139137566451256,0.9150609671745618,0.9001126459951383,0.9187889122417418
227,5,3,log2,12,0.909424355517149,0.007389336335526971,0.8996417262138308,0.9123317720993656,0.9144246161143061,0.9019327681271121,0.9187908950311299
32,15,7,log2,10,0.9079414562548193,0.006363909078445675,0.9020612632321527,0.9105798304381336,0.9102409043299539,0.8996027746487223,0.9172225086251338
125,7,6,sqrt,14,0.9088823043581243,0.007240431777874389,0.9006612608542294,0.9117556965277366,0.9153435702851721,0.8998428884804648,0.9168081056430186
196,8,1,sqrt,6,0.9106578074587437,0.00541525524166694,0.9055548289678623,0.9081846208572952,0.9178395683879765,0.9052508843698741,0.9164591347107109
58,2,1,sqrt,6,0.9096922000396848,0.005468787152785084,0.9028182355016031,0.9078990533783918,0.9155797316258572,0.9055799292504101,0.9165840504421621
227,6,3,log2,12,0.909424355517149,0.007389336335526971,0.8996417262138308,0.9123317720993656,0.9144246161143061,0.9019327681271121,0.9187908950311299
199,1,1,sqrt,2,0.8948719473879102,0.005066111810592643,0.887256708716278,0.8920930416394933,0.9020473903677794,0.8947570206122408,0.8982055756037594
43,7,8,log2,3,0.9007126069448164,0.005504629875830191,0.8923652807336687,0.8975632892630581,0.9052251931780004,0.9005197525740598,0.9078895189752945
227,12,7,log2,1,0.8773707336588389,0.00391527278945419,0.8703576000412174,0.8763344597932847,0.8806150076085453,0.8783037884626786,0.8812428123884681
227,12,6,sqrt,1,0.8773707336588389,0.00391527278945419,0.8703576000412174,0.8763344597932847,0.8806150076085453,0.8783037884626786,0.8812428123884681
227,12,3,log2,1,0.8773707336588389,0.00391527278945419,0.8703576000412174,0.8763344597932847,0.8806150076085453,0.8783037884626786,0.8812428123884681
227,11,3,sqrt,1,0.8773707336588389,0.00391527278945419,0.8703576000412174,0.8763344597932847,0.8806150076085453,0.8783037884626786,0.8812428123884681
227,10,7,log2,1,0.8773707336588389,0.00391527278945419,0.8703576000412174,0.8763344597932847,0.8806150076085453,0.8783037884626786,0.8812428123884681
227,8,7,sqrt,1,0.8773707336588389,0.00391527278945419,0.8703576000412174,0.8763344597932847,0.8806150076085453,0.8783037884626786,0.8812428123884681
227,9,1,log2,1,0.8773707336588389,0.00391527278945419,0.8703576000412174,0.8763344597932847,0.8806150076085453,0.8783037884626786,0.8812428123884681
227,9,1,sqrt,1,0.8773707336588389,0.00391527278945419,0.8703576000412174,0.8763344597932847,0.8806150076085453,0.8783037884626786,0.8812428123884681
227,12,3,sqrt,11,0.9103587757436516,0.006920475748131783,0.9029559568961759,0.9126035058595681,0.9161894033714748,0.9014960178652595,0.9185489947257802
