param_model__n_estimators,param_model__min_samples_split,param_model__min_samples_leaf,param_model__max_features,param_model__max_depth,mean_test_score,std_test_score,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score
228,3,3,log2,12,0.8521790257776495,0.006332929117557338,0.8549509461385807,0.8414756881798933,0.8602750761536331,0.8546191479184675,0.8495742704976728
55,1,6,sqrt,4,0.8461072835963668,0.0062882847669923185,0.851202728009615,0.8359442351210208,0.8530977535727173,0.8481246206304318,0.8421670806480488
139,5,5,sqrt,7,0.8514017361204094,0.005647374209253608,0.8549953880984991,0.842153168802325,0.8586065493523095,0.8526146780009006,0.8486388963480129
168,2,6,sqrt,13,0.8514433954992715,0.0059892239538697385,0.8540056460854739,0.8414740098629094,0.8590996948260285,0.8540345341691352,0.8486030925528105
117,3,2,log2,6,0.8501179961233936,0.00618891868126554,0.8538616988568075,0.8397996089521428,0.8580334041023661,0.8513811150178601,0.847514153687791
229,3,3,log2,11,0.8524923331618016,0.006089455271801014,0.8548044833272772,0.8424810000531467,0.8607897600286432,0.8545178894604489,0.8498685329394916
148,3,3,log2,15,0.8498334010295453,0.006092809830202142,0.8535466920088325,0.8392060441788974,0.856745016097857,0.8521917421210011,0.8474775107411386
11,3,3,log2,10,0.8473549515139263,0.0053652166526134875,0.8496570422338373,0.8390161146402388,0.8527581741030096,0.8521268471976302,0.8432165793949158
228,3,5,log2,12,0.8525232718040124,0.005970155014452695,0.855169522318808,0.842648272312525,0.8600725592375966,0.8552485167873656,0.8494774883637664
123,3,9,sqrt,6,0.850212593083836,0.006194070873119458,0.8542619560052549,0.8400205873550004,0.8581461310597732,0.8511897868817151,0.8474445041174364
222,15,9,sqrt,4,0.8461653752010341,0.006208872259765545,0.8514185090980239,0.835752347545881,0.8529111806680261,0.8476040626459787,0.843140776047261
228,3,10,log2,12,0.8527983733427156,0.006134347414709461,0.8553662967828493,0.8425414194645608,0.8606851449366575,0.8553576073913078,0.8500413981382027
100,2,4,log2,14,0.8509609290859517,0.0061615280864219454,0.8533091092042373,0.840644361833953,0.8587282273336299,0.8540216670722599,0.8481012799856784
12,11,1,sqrt,4,0.8406314971481936,0.006038876738627162,0.8457081365122844,0.833329137540874,0.8471263017446107,0.8435934444938615,0.8334004654493374
228,3,9,log2,12,0.8526257339574086,0.005621124100984831,0.855344495066663,0.843234564378841,0.8596686442835124,0.8549632029001317,0.8499177631578946
228,3,6,log2,12,0.8524856828859612,0.005737442268867144,0.8551270369231629,0.842586174584127,0.8592059882349979,0.8554292155826136,0.8500799991049051
158,2,1,sqrt,12,0.8508023194098477,0.00617527136145137,0.852999413030718,0.840765760095776,0.8591024920210014,0.8534102002511881,0.8477337316505549
228,2,3,log2,15,0.8499639533913361,0.00631849257233996,0.8529368029739778,0.8388312200525312,0.8572692104357751,0.8529514602756355,0.8478310732187612
221,6,2,sqrt,11,0.8523515751154743,0.006209786015466514,0.8555658663387092,0.8416440793172606,0.8600395523369165,0.854339987860174,0.8501683897243109
228,4,3,log2,14,0.850475067286172,0.006107348236569757,0.8528697207703273,0.8400541536946751,0.8574929860336056,0.8543265613243041,0.8476319146079485
228,1,3,log2,14,0.850475067286172,0.006107348236569757,0.8528697207703273,0.8400541536946751,0.8574929860336056,0.8543265613243041,0.8476319146079485
228,4,3,log2,13,0.8509943040425452,0.0060063835368620025,0.853833468429438,0.8407338720730851,0.8583131235996542,0.8536412485559481,0.8484498075546008
204,7,6,log2,3,0.8428690150074836,0.00720101648069781,0.8487181708919138,0.8308950184754729,0.850414963874227,0.8456032290818767,0.8387136927139277
228,3,3,log2,14,0.850475067286172,0.006107348236569757,0.8528697207703273,0.8400541536946751,0.8574929860336056,0.8543265613243041,0.8476319146079485
162,14,4,log2,7,0.8514021599410787,0.0057364718522375825,0.8551496771668948,0.8420110712977027,0.8588761989476952,0.8520300642515686,0.8489437880415323
228,1,3,sqrt,12,0.8521790257776495,0.006332929117557338,0.8549509461385807,0.8414756881798933,0.8602750761536331,0.8546191479184675,0.8495742704976728
58,4,1,sqrt,1,0.8265598336520092,0.01117293093997111,0.8338343069569836,0.8072892103798313,0.8381478653206563,0.8324880210125286,0.8210397645900466
146,2,1,sqrt,4,0.8462062935636828,0.006407412155535726,0.8516328926405232,0.8353554255792293,0.8531243269249595,0.847593713024579,0.8433251096491228
151,3,5,log2,15,0.8507763416595837,0.006129148312115276,0.8523761075551333,0.8402130343691345,0.8584065499117486,0.854143065334083,0.8487429511278195
73,12,1,log2,8,0.8518495176213046,0.0056008364943514015,0.8553182212035666,0.8424726084682279,0.8586445912039409,0.8536778918100929,0.8491342754206946
124,10,3,log2,4,0.8461832227967921,0.006352525579160206,0.8514064902032031,0.8355005999983217,0.8533125781466345,0.8473668605122783,0.8433295851235231
101,11,3,log2,7,0.8514536667697303,0.0057502022861993345,0.8552704251334656,0.8420815606110192,0.8587388566745269,0.8526320206097325,0.8485454708199069
39,7,2,sqrt,2,0.8330636789005992,0.008384040150264008,0.8365352041814573,0.8202735097244482,0.843788968422466,0.8378284256547532,0.8268922865198711
230,15,2,log2,15,0.8506527474825312,0.006036324635093635,0.8528417698521397,0.8400424054757889,0.8577699083359207,0.8538846045185888,0.8487250492302184
229,8,4,log2,13,0.851286325699656,0.005612168786575653,0.8538714816781732,0.8420681340751494,0.8584227736425913,0.8537520174768742,0.8483172216254924
59,1,4,sqrt,10,0.8519898468430519,0.00659541057250085,0.8551684042820806,0.8405156908652005,0.8597743782534875,0.8549847413014229,0.8495060195130684
182,1,4,sqrt,9,0.8526022408497556,0.006171059150348337,0.8560751320680885,0.842526874050702,0.8602387126189857,0.8550840417229603,0.8490864437880414
176,1,3,sqrt,9,0.852860371809563,0.005687549517562504,0.856024261396987,0.8434443540018071,0.8601598317207504,0.8544860014377581,0.8501874104905119
188,1,3,sqrt,9,0.8528907875855024,0.005677356639715416,0.8561410962350112,0.8434723259515358,0.8601419296729238,0.8544378896842246,0.8502606963838165
164,15,2,log2,11,0.8526048641366047,0.005924035867714534,0.8549895184056796,0.8424966643449948,0.8597766160094659,0.8557111728358802,0.8500503490870033
229,1,3,log2,12,0.8521694092551207,0.006319506606792839,0.8549123738714816,0.8414941496667142,0.8602532580328446,0.8546269800643914,0.8495602846401719
229,1,3,sqrt,12,0.8521694092551207,0.006319506606792839,0.8549123738714816,0.8414941496667142,0.8602532580328446,0.8546269800643914,0.8495602846401719
230,1,3,log2,12,0.852178692163889,0.0063253246156362375,0.8549369706794868,0.8414734504239149,0.8602571741058066,0.854619707357462,0.8496061582527747
230,1,3,sqrt,12,0.852178692163889,0.0063253246156362375,0.8549369706794868,0.8414734504239149,0.8602571741058066,0.854619707357462,0.8496061582527747
99,2,10,log2,6,0.849905991754833,0.006083612516359031,0.8537171926097772,0.8401573701891745,0.8579369008758018,0.8509573399794685,0.8467611551199428
228,1,5,sqrt,11,0.8525439828180902,0.005972932119931564,0.8550873466193364,0.8425184824657833,0.8600994123093363,0.8551825029860056,0.8498321697099892
228,11,4,log2,12,0.852508982209182,0.005706257037615324,0.8549464739916707,0.8428888310801929,0.8600345173859653,0.8542901977896566,0.8503848907984246
56,5,7,sqrt,1,0.826171972415235,0.011354385782586194,0.8342300919585208,0.8068092117224848,0.8379324813077444,0.8317036875421326,0.8201843895452918
228,1,4,sqrt,12,0.852263808239188,0.006041024721394312,0.855131509070073,0.8416569464141359,0.8594952181951938,0.8546762106959143,0.850359156820623
227,4,3,log2,12,0.8521895375901632,0.0063209119658282345,0.8549878413505885,0.8414868769597849,0.8602554957888229,0.8545906165297441,0.8496268573218761
210,7,9,sqrt,5,0.8485024874618702,0.005888053804198675,0.8528792240825112,0.8388645066727085,0.8556767673377138,0.8495458753961527,0.845546063820265
163,2,5,log2,3,0.8426981443749749,0.007278672308677033,0.8484674511557705,0.8306236905631033,0.850586991365059,0.8452477056008234,0.838564883190118
228,12,3,log2,12,0.8522933822368943,0.00588258684387184,0.8541565810436873,0.8424423987625209,0.8600115803871877,0.8549682378510829,0.8498881131399929
210,1,1,sqrt,4,0.846199753181119,0.00616745075462177,0.8512276043268022,0.8357576622163294,0.8529153764604855,0.8477766495758055,0.8433214733261727
228,15,3,log2,12,0.8523652410184495,0.005902180057593649,0.854718953517623,0.8422029588728424,0.8596395534557946,0.8551131325506782,0.8501516066953098
77,8,7,log2,12,0.8516896697217593,0.006099488721625389,0.8539290605696397,0.8410119132533895,0.8592899040841844,0.8542152329643833,0.8500022377372001
227,2,3,sqrt,12,0.8521895375901632,0.0063209119658282345,0.8549878413505885,0.8414868769597849,0.8602554957888229,0.8545906165297441,0.8496268573218761
227,3,3,sqrt,12,0.8521895375901632,0.0063209119658282345,0.8549878413505885,0.8414868769597849,0.8602554957888229,0.8545906165297441,0.8496268573218761
174,9,2,sqrt,15,0.8501147694332725,0.006381434459744504,0.8530027671409006,0.8393347151476499,0.8578678101599716,0.8532619489176254,0.8471066058002148
227,4,3,sqrt,12,0.8521895375901632,0.0063209119658282345,0.8549878413505885,0.8414868769597849,0.8602554957888229,0.8545906165297441,0.8496268573218761
227,3,3,log2,12,0.8521895375901632,0.0063209119658282345,0.8549878413505885,0.8414868769597849,0.8602554957888229,0.8545906165297441,0.8496268573218761
227,1,3,log2,12,0.8521895375901632,0.0063209119658282345,0.8549878413505885,0.8414868769597849,0.8602554957888229,0.8545906165297441,0.8496268573218761
94,6,10,log2,13,0.8522660770713338,0.006180449787415498,0.8541940352740588,0.8422393224074898,0.8606264038422269,0.855034251652443,0.8492363721804511
228,1,4,log2,12,0.852263808239188,0.006041024721394312,0.855131509070073,0.8416569464141359,0.8594952181951938,0.8546762106959143,0.850359156820623
227,5,3,log2,12,0.8521895375901632,0.0063209119658282345,0.8549878413505885,0.8414868769597849,0.8602554957888229,0.8545906165297441,0.8496268573218761
32,15,7,log2,10,0.8508717891947016,0.006794774009162724,0.8523501132012186,0.8401800274684547,0.8596115815060658,0.8554588658493263,0.8467583579484426
125,7,6,sqrt,14,0.851221878580235,0.006126484415196647,0.8538591832741705,0.8405162503041951,0.8586901854819987,0.8537743950366572,0.8492693788041532
196,8,1,sqrt,6,0.8501969081267149,0.006069378222868363,0.8543941638482825,0.839795972598678,0.8573631961868639,0.8515282474734337,0.8479029605263159
58,2,1,sqrt,6,0.8497336861698473,0.006230923464453886,0.8537054532241384,0.8393349948671472,0.8574314477442021,0.8513511850316502,0.8468453499820982
227,6,3,log2,12,0.8521895375901632,0.0063209119658282345,0.8549878413505885,0.8414868769597849,0.8602554957888229,0.8545906165297441,0.8496268573218761
199,1,1,sqrt,2,0.8376085052721163,0.007958776011307957,0.8427780417586718,0.8238010523047489,0.8458144173023292,0.8418189040030657,0.8338301109917652
43,7,8,log2,3,0.8409164184709145,0.007574439540309548,0.8449031500684797,0.8275736291646737,0.8503537053043209,0.8422670146377214,0.8394845931793771
227,12,7,log2,1,0.8302102145572743,0.010252846978769572,0.8376065628755905,0.8125314334785078,0.8396189101568946,0.8365400376502444,0.8247541286251343
227,12,6,sqrt,1,0.8302102145572743,0.010252846978769572,0.8376065628755905,0.8125314334785078,0.8396189101568946,0.8365400376502444,0.8247541286251343
227,12,3,log2,1,0.8302102145572743,0.010252846978769572,0.8376065628755905,0.8125314334785078,0.8396189101568946,0.8365400376502444,0.8247541286251343
227,11,3,sqrt,1,0.8302102145572743,0.010252846978769572,0.8376065628755905,0.8125314334785078,0.8396189101568946,0.8365400376502444,0.8247541286251343
227,10,7,log2,1,0.8302102145572743,0.010252846978769572,0.8376065628755905,0.8125314334785078,0.8396189101568946,0.8365400376502444,0.8247541286251343
227,8,7,sqrt,1,0.8302102145572743,0.010252846978769572,0.8376065628755905,0.8125314334785078,0.8396189101568946,0.8365400376502444,0.8247541286251343
227,9,1,log2,1,0.8302102145572743,0.010252846978769572,0.8376065628755905,0.8125314334785078,0.8396189101568946,0.8365400376502444,0.8247541286251343
227,9,1,sqrt,1,0.8302102145572743,0.010252846978769572,0.8376065628755905,0.8125314334785078,0.8396189101568946,0.8365400376502444,0.8247541286251343
227,12,3,sqrt,11,0.8528403762134025,0.006065699991985613,0.8550666629398775,0.8427237965767929,0.8607008092285057,0.8555825018671277,0.8501281104547082
