,params_1,mean_def,mean_test_score_1,mean_test_score_2,mean_test_score_3,mean_test_score_4
0,"{'n_estimators': 71, 'min_samples_split': 3, 'min_samples_leaf': 5, 'max_depth': 20}",0.749279956158431,0.8425314067641718,0.8579022150797471,0.8267996366992915,0.46988656609051366
1,"{'n_estimators': 98, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_depth': 19}",0.7426672069065264,0.8291011174258024,0.8575937911994208,0.8221921545021095,0.461781764498773
2,"{'n_estimators': 94, 'min_samples_split': 6, 'min_samples_leaf': 7, 'max_depth': 19}",0.7504320864840118,0.8393913186722676,0.8613793186830816,0.827489539125232,0.47346816945546605
3,"{'n_estimators': 68, 'min_samples_split': 10, 'min_samples_leaf': 5, 'max_depth': 9}",0.7535840386840189,0.8425008138499613,0.860820652869553,0.8264175789669094,0.4845971090496521
4,"{'n_estimators': 154, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_depth': 16}",0.7507827600325309,0.8372843297602378,0.8613829640769944,0.8287838702893353,0.47567987600355605
5,"{'n_estimators': 120, 'min_samples_split': 3, 'min_samples_leaf': 3, 'max_depth': 11}",0.7488230622235914,0.8274239981801138,0.8606682972941968,0.8266907837593989,0.4805091696606561
6,"{'n_estimators': 97, 'min_samples_split': 5, 'min_samples_leaf': 5, 'max_depth': 8}",0.7534999349312324,0.8344866469773807,0.8606906815204723,0.8236740559045105,0.49514835532256596
7,"{'n_estimators': 158, 'min_samples_split': 2, 'min_samples_leaf': 3, 'max_depth': 18}",0.7460614352802486,0.8333719666929452,0.8607598243820545,0.8255840228335932,0.4645299272124015
8,"{'n_estimators': 110, 'min_samples_split': 2, 'min_samples_leaf': 5, 'max_depth': 16}",0.7483997126590771,0.8399129670812399,0.85923076688719,0.8278304686778615,0.4666246479900171
9,"{'n_estimators': 65, 'min_samples_split': 6, 'min_samples_leaf': 6, 'max_depth': 11}",0.7505533571109184,0.8392485517392855,0.8614141029197686,0.8277101406004629,0.47384063318415653
10,"{'n_estimators': 113, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_depth': 6}",0.7551063275541909,0.8387880891587342,0.85432566110496,0.8186795827382616,0.5086319772148079
11,"{'n_estimators': 82, 'min_samples_split': 5, 'min_samples_leaf': 5, 'max_depth': 10}",0.7537821463654786,0.8350345739152263,0.8603749934312855,0.8260623859256043,0.49365663218979833
12,"{'n_estimators': 116, 'min_samples_split': 9, 'min_samples_leaf': 3, 'max_depth': 6}",0.7563145542442921,0.8352487243146992,0.8552842160897075,0.8193720054046825,0.5153532711680787
13,"{'n_estimators': 158, 'min_samples_split': 3, 'min_samples_leaf': 4, 'max_depth': 8}",0.7555434518658067,0.8400718149050247,0.8611566663776701,0.8259394303634497,0.4950058958170824
14,"{'n_estimators': 105, 'min_samples_split': 4, 'min_samples_leaf': 8, 'max_depth': 6}",0.7534852400245068,0.8346250995250254,0.8553857808997076,0.8153113081474442,0.5086187715258498
15,"{'n_estimators': 164, 'min_samples_split': 5, 'min_samples_leaf': 7, 'max_depth': 10}",0.7543300083392517,0.8403020461953004,0.8617109793718255,0.8291329504069224,0.4861740573829583
16,"{'n_estimators': 111, 'min_samples_split': 10, 'min_samples_leaf': 2, 'max_depth': 6}",0.7532900612109211,0.8321902173273559,0.853143362161311,0.8156251048983072,0.5122015604567104
17,"{'n_estimators': 190, 'min_samples_split': 4, 'min_samples_leaf': 7, 'max_depth': 10}",0.7554541795313034,0.8418465961460773,0.8626911440306958,0.8291321996969919,0.48814677825144903
18,"{'n_estimators': 93, 'min_samples_split': 7, 'min_samples_leaf': 3, 'max_depth': 13}",0.7491099694531443,0.839350528119987,0.8590255034953188,0.8284206339273487,0.46964321226992295
19,"{'n_estimators': 90, 'min_samples_split': 3, 'min_samples_leaf': 5, 'max_depth': 19}",0.7474616481307887,0.835908825271316,0.860908691807861,0.8258170646448119,0.46721201079916597
20,"{'n_estimators': 59, 'min_samples_split': 2, 'min_samples_leaf': 5, 'max_depth': 12}",0.7499057551893442,0.831448535266178,0.8596640766861907,0.8282253421011964,0.4802850667038115
21,"{'n_estimators': 141, 'min_samples_split': 9, 'min_samples_leaf': 6, 'max_depth': 9}",0.7574497350450938,0.8431099266162275,0.8623419023492315,0.8268452155164878,0.4975018956984285
22,"{'n_estimators': 131, 'min_samples_split': 7, 'min_samples_leaf': 5, 'max_depth': 14}",0.7476465414492764,0.834246218049035,0.8591894945265267,0.8296068628614895,0.46754359036005483
23,"{'n_estimators': 66, 'min_samples_split': 9, 'min_samples_leaf': 3, 'max_depth': 11}",0.7497142735803605,0.8306150744623687,0.8602465948045156,0.8270074761057072,0.4809879489488503
24,"{'n_estimators': 78, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_depth': 14}",0.7505349959657843,0.8382256501974812,0.8614222291858414,0.8276320667677123,0.47486003771210256
25,"{'n_estimators': 83, 'min_samples_split': 5, 'min_samples_leaf': 4, 'max_depth': 6}",0.7533866538019516,0.8445976051239209,0.8533666691522702,0.8107839374242521,0.5047984035073633
26,"{'n_estimators': 161, 'min_samples_split': 5, 'min_samples_leaf': 8, 'max_depth': 14}",0.7519846547221802,0.8408542875184831,0.861627292207846,0.8294040639360344,0.4760529752263576
27,"{'n_estimators': 184, 'min_samples_split': 10, 'min_samples_leaf': 4, 'max_depth': 5}",0.7534435935437132,0.8338732198257773,0.8499760034790618,0.8106813046523533,0.5192438462176604
28,"{'n_estimators': 66, 'min_samples_split': 5, 'min_samples_leaf': 4, 'max_depth': 19}",0.7481459832791104,0.8355401414333956,0.8583804071714801,0.8289481148976563,0.46971526961390975
29,"{'n_estimators': 68, 'min_samples_split': 8, 'min_samples_leaf': 8, 'max_depth': 12}",0.7507909331147464,0.8320984385847248,0.8605777629986191,0.8278770663156777,0.48261046455996404
30,"{'n_estimators': 97, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_depth': 5}",0.7486831965538782,0.8221973164523201,0.8484145183577043,0.8107842055349415,0.513336745870547
31,"{'n_estimators': 199, 'min_samples_split': 5, 'min_samples_leaf': 3, 'max_depth': 20}",0.7455683665955022,0.8328911088362535,0.8599001462483352,0.8258868806683292,0.46359533062909075
32,"{'n_estimators': 197, 'min_samples_split': 10, 'min_samples_leaf': 8, 'max_depth': 5}",0.7548406285534092,0.8367728789893357,0.8501430502900728,0.81105236984647,0.5213942150877581
33,"{'n_estimators': 171, 'min_samples_split': 4, 'min_samples_leaf': 3, 'max_depth': 11}",0.7511548986075881,0.8365222524229196,0.8619054053734986,0.8277705191277137,0.47842141750622075
34,"{'n_estimators': 56, 'min_samples_split': 6, 'min_samples_leaf': 6, 'max_depth': 19}",0.7464805766423634,0.8308249104765043,0.8602271858896163,0.8282219102843721,0.46664829991896073
35,"{'n_estimators': 143, 'min_samples_split': 5, 'min_samples_leaf': 4, 'max_depth': 18}",0.7476132553488744,0.8405832656759268,0.8611064057285566,0.8279293479001089,0.4608340020909052
36,"{'n_estimators': 190, 'min_samples_split': 7, 'min_samples_leaf': 3, 'max_depth': 13}",0.7473645986769955,0.8313669541616168,0.8605771853676862,0.8265565139261518,0.4709577412525267
37,"{'n_estimators': 106, 'min_samples_split': 9, 'min_samples_leaf': 3, 'max_depth': 18}",0.744857575528,0.8310857346809905,0.8608952856982693,0.8265598384987003,0.46088944323403996
38,"{'n_estimators': 58, 'min_samples_split': 6, 'min_samples_leaf': 6, 'max_depth': 7}",0.7520236757810462,0.8307637246480835,0.8587371635241382,0.8235545857813179,0.4950392291706453
39,"{'n_estimators': 162, 'min_samples_split': 3, 'min_samples_leaf': 6, 'max_depth': 6}",0.7574649488406691,0.8394015163103377,0.8552317125660768,0.8198358368973286,0.5153907295889333
