,params_1,mean_def,mean_test_score_1,mean_test_score_2,mean_test_score_3,mean_test_score_4
20,"{'n_estimators': 162, 'min_samples_split': 7, 'min_samples_leaf': 2, 'max_depth': 20}",0.7435588755550934,0.8282268660697127,0.8577783637551327,0.8251781032498554,0.4630521691456724
21,"{'n_estimators': 170, 'min_samples_split': 8, 'min_samples_leaf': 5, 'max_depth': 9}",0.7543645053097162,0.8389469369825188,0.8628188480512179,0.826571849857585,0.48912038634754323
22,"{'n_estimators': 85, 'min_samples_split': 7, 'min_samples_leaf': 7, 'max_depth': 14}",0.7501208961599418,0.8424906162118914,0.8601775939296469,0.8289144938172065,0.4689008806810226
23,"{'n_estimators': 86, 'min_samples_split': 4, 'min_samples_leaf': 8, 'max_depth': 20}",0.7495526108351472,0.8348655284533714,0.8601897100363014,0.8291345590710587,0.47402064577985764
24,"{'n_estimators': 134, 'min_samples_split': 4, 'min_samples_leaf': 7, 'max_depth': 9}",0.7543391385290367,0.8323490651511408,0.8621481631508071,0.8267957759053642,0.4960635499088342
25,"{'n_estimators': 183, 'min_samples_split': 3, 'min_samples_leaf': 5, 'max_depth': 13}",0.749923924997857,0.8365528453371299,0.862258946437727,0.8279829700379872,0.4729009381785838
26,"{'n_estimators': 104, 'min_samples_split': 3, 'min_samples_leaf': 3, 'max_depth': 11}",0.7505856011815978,0.8306150744623687,0.8609217682407463,0.8282506517502748,0.4825549102730015
27,"{'n_estimators': 177, 'min_samples_split': 4, 'min_samples_leaf': 2, 'max_depth': 20}",0.7418666640120878,0.8223867571903155,0.8588943201384559,0.8236182888811173,0.4625672898384627
28,"{'n_estimators': 63, 'min_samples_split': 3, 'min_samples_leaf': 6, 'max_depth': 12}",0.7471292416601444,0.8270247214279832,0.8618139237799118,0.8298642491233048,0.4698140723093775
29,"{'n_estimators': 196, 'min_samples_split': 3, 'min_samples_leaf': 2, 'max_depth': 12}",0.7476855734356277,0.8295513823682837,0.8599870461578023,0.8254807465960399,0.47572311862038513
30,"{'n_estimators': 108, 'min_samples_split': 7, 'min_samples_leaf': 3, 'max_depth': 9}",0.7533734427441587,0.8349573071960025,0.8618520205986715,0.8263880867910766,0.4902963563908842
31,"{'n_estimators': 110, 'min_samples_split': 6, 'min_samples_leaf': 7, 'max_depth': 11}",0.7531742777094159,0.8384092076827437,0.8616998633727624,0.8290579866581687,0.483530053123989
32,"{'n_estimators': 156, 'min_samples_split': 10, 'min_samples_leaf': 7, 'max_depth': 16}",0.749905966572598,0.8375043634124436,0.8610840493701346,0.828971547771909,0.4720639057359047
33,"{'n_estimators': 196, 'min_samples_split': 5, 'min_samples_leaf': 6, 'max_depth': 18}",0.7498894074873926,0.840342836747581,0.8621005315549904,0.8291437820787738,0.4679704795682252
34,"{'n_estimators': 133, 'min_samples_split': 8, 'min_samples_leaf': 5, 'max_depth': 5}",0.7544926192827364,0.8437437490439713,0.8491119349043671,0.811499203121409,0.5136155900611977
35,"{'n_estimators': 132, 'min_samples_split': 4, 'min_samples_leaf': 3, 'max_depth': 6}",0.7529807460600169,0.834185032220614,0.8547563911070951,0.8175850476598923,0.5053965132524662
36,"{'n_estimators': 138, 'min_samples_split': 7, 'min_samples_leaf': 6, 'max_depth': 17}",0.7482622879096824,0.8357193845333208,0.8615038747508755,0.829682899053001,0.46614299330153236
37,"{'n_estimators': 182, 'min_samples_split': 3, 'min_samples_leaf': 6, 'max_depth': 13}",0.7519954482790112,0.8409460662611145,0.8616754236136149,0.8283154272928317,0.4770448759484836
38,"{'n_estimators': 115, 'min_samples_split': 4, 'min_samples_leaf': 2, 'max_depth': 6}",0.7542486972955632,0.8323694604272811,0.8551321618355169,0.8165720718532358,0.5129210950662193
39,"{'n_estimators': 89, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_depth': 6}",0.7561493195008498,0.8473544973544973,0.8550231163879394,0.8121865853068693,0.5100330789540933
