,params_1,mean_def,mean_test_score_1,mean_test_score_2,mean_test_score_3,mean_test_score_4
22,"{'max_depth': 5, 'min_samples_leaf': 8, 'min_samples_split': 5, 'n_estimators': 100}",0.7549889348343285,0.8431813100827185,0.8482349926702565,0.809865819179502,0.5186736174048372
23,"{'max_depth': 5, 'min_samples_leaf': 8, 'min_samples_split': 5, 'n_estimators': 200}",0.7562100861824953,0.8442144092625931,0.8495262347516258,0.8149503239152484,0.5161493768005139
24,"{'max_depth': 5, 'min_samples_leaf': 8, 'min_samples_split': 10, 'n_estimators': 50}",0.7511296984330744,0.8338061507446236,0.8481735395596571,0.8137387317098909,0.508800371718126
25,"{'max_depth': 5, 'min_samples_leaf': 8, 'min_samples_split': 10, 'n_estimators': 100}",0.7524809295635299,0.8361900447519425,0.8485375134773555,0.8150599811872091,0.5101361788376125
26,"{'max_depth': 5, 'min_samples_leaf': 8, 'min_samples_split': 10, 'n_estimators': 200}",0.7517525305257761,0.8375145610505136,0.8495861052816612,0.8125581867223651,0.5073512690485642
27,"{'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 50}",0.747010609066041,0.8216756680433478,0.8592931985426292,0.8234395662955692,0.4836340033826177
28,"{'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 100}",0.7502007385909898,0.8304315169771063,0.8608790242484109,0.8243497484639134,0.48514266467452866
29,"{'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 200}",0.7504286717923507,0.8291113150638725,0.8615863108572427,0.826018576638958,0.48499848460933026
30,"{'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 50}",0.7494616658142453,0.8357193845333208,0.8577689916566706,0.8246507831459615,0.4797075039210283
31,"{'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 100}",0.7468212809522833,0.8190717403838234,0.8606590651620286,0.8246587192223674,0.4828955990409139
32,"{'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 200}",0.7503716891753544,0.82981220657277,0.8623974225680003,0.8275794098283158,0.48169771773233155
33,"{'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 50}",0.7493445638090638,0.8263603060860288,0.8600775408113585,0.8256223626621763,0.48531804567669173
34,"{'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 100}",0.7515586330062526,0.8373863061409392,0.8603453915702999,0.826995679235374,0.4815071550783972
35,"{'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 200}",0.7508100471030369,0.8270655119802637,0.8623786982269216,0.8262921567864124,0.48750382141855003
36,"{'max_depth': 10, 'min_samples_leaf': 5, 'min_samples_split': 2, 'n_estimators': 50}",0.750831857394298,0.8367524837131954,0.8608269444554923,0.8289999138828467,0.4767480875256577
37,"{'max_depth': 10, 'min_samples_leaf': 5, 'min_samples_split': 2, 'n_estimators': 100}",0.7521770457133538,0.8303032620675319,0.861750438022915,0.8266953952632563,0.4899590874997117
38,"{'max_depth': 10, 'min_samples_leaf': 5, 'min_samples_split': 2, 'n_estimators': 200}",0.7560577071470891,0.8440147708865277,0.8620856102702054,0.8282168698034115,0.4899135776282122
39,"{'max_depth': 10, 'min_samples_leaf': 5, 'min_samples_split': 5, 'n_estimators': 50}",0.7517477580883462,0.8364610665944987,0.8612682496113241,0.8311845870242792,0.47807712912328243
40,"{'max_depth': 10, 'min_samples_leaf': 5, 'min_samples_split': 5, 'n_estimators': 100}",0.754024488454945,0.8408032993281326,0.8624978551767836,0.8271345605724786,0.48566223874238496
41,"{'max_depth': 10, 'min_samples_leaf': 5, 'min_samples_split': 5, 'n_estimators': 200}",0.7539130953765154,0.8394787830295614,0.8633100338779811,0.8279009281670332,0.48496263643148585
42,"{'max_depth': 10, 'min_samples_leaf': 5, 'min_samples_split': 10, 'n_estimators': 50}",0.7531130991395617,0.8438151325104624,0.8604031837854932,0.826006672524349,0.48222740773794204
43,"{'max_depth': 10, 'min_samples_leaf': 5, 'min_samples_split': 10, 'n_estimators': 100}",0.7521893752198212,0.8367320884370552,0.8624190297688514,0.8273947351854635,0.48221164748791495
44,"{'max_depth': 10, 'min_samples_leaf': 5, 'min_samples_split': 10, 'n_estimators': 200}",0.7522418950847769,0.8354789556049749,0.8625920154284463,0.8288096089155169,0.4820870003901694
45,"{'max_depth': 10, 'min_samples_leaf': 8, 'min_samples_split': 2, 'n_estimators': 50}",0.7517929819385399,0.830983758300289,0.8602851840482463,0.827966239930969,0.48793674547465554
46,"{'max_depth': 10, 'min_samples_leaf': 8, 'min_samples_split': 2, 'n_estimators': 100}",0.7568680083998861,0.8418669914222175,0.8617751026059706,0.8291614773842735,0.4946684621870829
47,"{'max_depth': 10, 'min_samples_leaf': 8, 'min_samples_split': 2, 'n_estimators': 200}",0.7555116725625344,0.8385884507826686,0.8625100341951173,0.8295085198606212,0.49143968541173005
48,"{'max_depth': 10, 'min_samples_leaf': 8, 'min_samples_split': 5, 'n_estimators': 50}",0.7550630565848302,0.8374023870317421,0.8614291450116985,0.8281235672835038,0.49329712701237627
49,"{'max_depth': 10, 'min_samples_leaf': 8, 'min_samples_split': 5, 'n_estimators': 100}",0.7529010408226318,0.8401737912857259,0.8602276622209017,0.8281768676885545,0.48302584209534527
50,"{'max_depth': 10, 'min_samples_leaf': 8, 'min_samples_split': 5, 'n_estimators': 200}",0.7545664168618877,0.8364406713183584,0.8630386553971382,0.8289660783138455,0.48982026241820886
51,"{'max_depth': 10, 'min_samples_leaf': 8, 'min_samples_split': 10, 'n_estimators': 50}",0.7518434668913891,0.8299914496726949,0.8594781188194828,0.8247569013568224,0.49314739771655663
52,"{'max_depth': 10, 'min_samples_leaf': 8, 'min_samples_split': 10, 'n_estimators': 100}",0.7548376401978791,0.8425984758453254,0.8623028075826387,0.8295705070520082,0.48487877031154386
53,"{'max_depth': 10, 'min_samples_leaf': 8, 'min_samples_split': 10, 'n_estimators': 200}",0.7527476826908475,0.8352079337624185,0.8624592600111339,0.8283853505606249,0.4849381864292124
54,"{'max_depth': 20, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 50}",0.7396824100541765,0.8223706762995125,0.8549432744652169,0.8216349132452794,0.459780776206697
55,"{'max_depth': 20, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 100}",0.7410830166493586,0.8186783468844254,0.8568395481283574,0.8239770746056602,0.46483709697899184
56,"{'max_depth': 20, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 200}",0.7436503978671067,0.8253723118437722,0.8580870621338156,0.8245945335233272,0.4665476839675118
57,"{'max_depth': 20, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 50}",0.7371055620251618,0.8145255548887868,0.8545885552526481,0.8193688953206856,0.4599392426385263
58,"{'max_depth': 20, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 100}",0.7438708902647221,0.832778934817482,0.8566322577333292,0.8226099245783182,0.46346244392975916
59,"{'max_depth': 20, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 200}",0.7434987108664552,0.8279558442271563,0.8585269021024163,0.8250517694930144,0.4624603276432339
60,"{'max_depth': 20, 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 50}",0.7483683148049167,0.846761465479034,0.8551524809145107,0.8247291787115394,0.466830134114583
61,"{'max_depth': 20, 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 100}",0.7456721432591815,0.8387982867968042,0.8593405250202851,0.8226867114797597,0.46186304973987724
62,"{'max_depth': 20, 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 200}",0.7447562013801335,0.8337143720019924,0.859486314581015,0.8247298221771939,0.4610942967603327
63,"{'max_depth': 20, 'min_samples_leaf': 5, 'min_samples_split': 2, 'n_estimators': 50}",0.7476888736062294,0.8398109907005384,0.8578611998348671,0.8271636773933464,0.4659196264961656
64,"{'max_depth': 20, 'min_samples_leaf': 5, 'min_samples_split': 2, 'n_estimators': 100}",0.7479539743899792,0.833924208016128,0.8618329321640871,0.8274940433848138,0.46856471399488847
65,"{'max_depth': 20, 'min_samples_leaf': 5, 'min_samples_split': 2, 'n_estimators': 200}",0.7483844439448771,0.8375451539647241,0.8612405745337276,0.8279713876562053,0.46678065962485177
66,"{'max_depth': 20, 'min_samples_leaf': 5, 'min_samples_split': 5, 'n_estimators': 50}",0.747378794291188,0.83318252595495,0.8591095219384064,0.8254967796152655,0.47172634965613014
67,"{'max_depth': 20, 'min_samples_leaf': 5, 'min_samples_split': 5, 'n_estimators': 100}",0.7497926462582606,0.841237483379811,0.8612401251645903,0.8272430917795438,0.4694498847090977
68,"{'max_depth': 20, 'min_samples_leaf': 5, 'min_samples_split': 5, 'n_estimators': 200}",0.7482600501018138,0.8403224414714406,0.8605854174619325,0.8283191808424831,0.4638131606313988
69,"{'max_depth': 20, 'min_samples_leaf': 5, 'min_samples_split': 10, 'n_estimators': 50}",0.7463683311240037,0.8340524629257023,0.8581141034267548,0.8273897483266408,0.4659170098169165
70,"{'max_depth': 20, 'min_samples_leaf': 5, 'min_samples_split': 10, 'n_estimators': 100}",0.7468298780329046,0.8388186820729445,0.8608349031660959,0.8278571725025249,0.4598087543900527
71,"{'max_depth': 20, 'min_samples_leaf': 5, 'min_samples_split': 10, 'n_estimators': 200}",0.7479097511794044,0.8352385266766289,0.8620589136329441,0.8269725144718106,0.4673690499362341
72,"{'max_depth': 20, 'min_samples_leaf': 8, 'min_samples_split': 2, 'n_estimators': 50}",0.7488720946408283,0.8408848804326935,0.8573620704854804,0.8280927345542236,0.4691486930909156
73,"{'max_depth': 20, 'min_samples_leaf': 8, 'min_samples_split': 2, 'n_estimators': 100}",0.7510872356605256,0.8405934633139971,0.8615199780506654,0.8269163184713143,0.47531918280612584
74,"{'max_depth': 20, 'min_samples_leaf': 8, 'min_samples_split': 2, 'n_estimators': 200}",0.7490039767998473,0.837233341569887,0.8626661328412126,0.8286873504411547,0.46742908234713504
75,"{'max_depth': 20, 'min_samples_leaf': 8, 'min_samples_split': 5, 'n_estimators': 50}",0.7487045047054766,0.8373615964794615,0.8600097781052195,0.8260376661200426,0.47140897811718285
76,"{'max_depth': 20, 'min_samples_leaf': 8, 'min_samples_split': 5, 'n_estimators': 100}",0.7477379392255107,0.8358884299951757,0.8595047704501604,0.8299216248108344,0.4656369316458722
77,"{'max_depth': 20, 'min_samples_leaf': 8, 'min_samples_split': 5, 'n_estimators': 200}",0.7504282020297536,0.8349675048340727,0.8621793387094785,0.8294493210204035,0.47511664355505995
78,"{'max_depth': 20, 'min_samples_leaf': 8, 'min_samples_split': 10, 'n_estimators': 50}",0.7479544010999348,0.8336429885355016,0.8602699415167804,0.8288019945719381,0.4691026797755194
79,"{'max_depth': 20, 'min_samples_leaf': 8, 'min_samples_split': 10, 'n_estimators': 100}",0.7502074867834766,0.8403530343856511,0.8611695825703977,0.8262494735646614,0.47305785661319605
80,"{'max_depth': 20, 'min_samples_leaf': 8, 'min_samples_split': 10, 'n_estimators': 200}",0.7507543888827123,0.8374839681363033,0.8628299277524016,0.8285688455164438,0.4741348141257004
