mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_penalty,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.004915618896484375,0.0031686427287992923,0.0,0.0,0.001,l1,"{'C': 0.001, 'penalty': 'l1'}",,,,,,,,7
0.7637370586395263,1.4777691803042141,0.011438226699829102,0.0011292601665733838,0.001,l2,"{'C': 0.001, 'penalty': 'l2'}",0.6000000000000001,0.6029411764705883,0.5970588235294118,0.6058823529411765,0.5852941176470587,0.5982352941176471,0.0071076741021145135,3
0.0028816699981689454,0.0005079625771126154,0.0,0.0,0.01,l1,"{'C': 0.01, 'penalty': 'l1'}",,,,,,,,7
0.027170085906982423,0.007067997918157983,0.010094118118286134,0.0005793077424259542,0.01,l2,"{'C': 0.01, 'penalty': 'l2'}",0.5941176470588235,0.6147058823529412,0.5941176470588235,0.6058823529411765,0.5882352941176471,0.5994117647058824,0.009557692240748206,2
0.0030040740966796875,0.0004231145409978102,0.0,0.0,0.1,l1,"{'C': 0.1, 'penalty': 'l1'}",,,,,,,,7
0.054806089401245116,0.016696360040912232,0.009842634201049805,0.0008256928671240881,0.1,l2,"{'C': 0.1, 'penalty': 'l2'}",0.5852941176470589,0.6088235294117648,0.6029411764705882,0.5970588235294118,0.611764705882353,0.6011764705882354,0.009411764705882363,1
0.0022799491882324217,0.00045019888818266247,0.0,0.0,1,l1,"{'C': 1, 'penalty': 'l1'}",,,,,,,,7
0.06779146194458008,0.027320665147834378,0.00853266716003418,0.0008966642700970319,1,l2,"{'C': 1, 'penalty': 'l2'}",0.5794117647058824,0.5941176470588235,0.611764705882353,0.5911764705882352,0.5852941176470587,0.5923529411764706,0.010941808963375474,4
0.003659343719482422,0.0010078277327737902,0.0,0.0,10,l1,"{'C': 10, 'penalty': 'l1'}",,,,,,,,7
0.10424513816833496,0.02923823241402566,0.009547090530395508,0.001967415995646566,10,l2,"{'C': 10, 'penalty': 'l2'}",0.5735294117647058,0.5941176470588235,0.611764705882353,0.5764705882352941,0.5911764705882353,0.5894117647058823,0.013745084053585824,5
0.004783010482788086,0.0009833399140079825,0.0,0.0,100,l1,"{'C': 100, 'penalty': 'l1'}",,,,,,,,7
0.09895796775817871,0.014965172429016856,0.009311628341674805,0.0011825135381003794,100,l2,"{'C': 100, 'penalty': 'l2'}",0.5764705882352941,0.5852941176470587,0.6,0.5764705882352941,0.5911764705882353,0.5858823529411764,0.008998269729869635,6
