Iteration,Score
1,-0.021410411709086086
2,0.5048379773686263
3,0.7441055081677896
4,-0.02370991916278986
5,-0.023523076666685627
6,-0.023697703074029075
7,-0.024708307613573233
8,0.5700338672619446
9,-0.02369128306479218
10,-0.024241481322801794
11,0.649258002540642
12,-0.023623329954757466
13,-0.02389586542125688
14,-0.023711176681843416
15,-0.02377169415231606
16,-0.023698867690185255
17,0.631776787611815
18,-0.02235335399422067
19,-0.023416839894604857
20,0.6164437029111313
21,-0.023624627448720847
22,-0.023942548916328743
23,-0.014083171995763033
24,0.6602273419352557
25,0.6181752482143898
26,-0.02377186866573977
27,0.6361284736967561
28,-0.023842060069291682
29,-0.023446889332387366
30,-0.024408761021156966
31,-0.022793025969789493
32,-0.023551363600436526
33,-0.023821914748001882
34,-0.0237586517940358
35,-0.023391579071239788
36,0.7113000921028424
37,-0.02202753252653289
38,-0.030721797175637944
39,-0.02332854252122951
40,-0.02389129997290773
41,0.8070435497635913
42,0.5245219497793231
43,-0.02380914064722539
44,-0.023424228054207852
45,-0.022826438365001867
46,-0.022845261521437843
47,-0.023487796182803278
48,0.6424668256778285
49,-0.023587918304268873
50,-0.02237623000380906
