params,a_scores
"{'gbc__learning_rate': 0.9450516368287338, 'gbc__max_depth': 13, 'gbc__max_leaf_nodes': 30, 'gbc__min_samples_leaf': 23, 'gbc__n_estimators': 123}",0.8350000000000002
"{'gbc__learning_rate': 0.6238833680718908, 'gbc__max_depth': 11, 'gbc__max_leaf_nodes': 23, 'gbc__min_samples_leaf': 25, 'gbc__n_estimators': 216}",0.8324999999999999
"{'gbc__learning_rate': 0.2891592793734936, 'gbc__max_depth': 9, 'gbc__max_leaf_nodes': 42, 'gbc__min_samples_leaf': 4, 'gbc__n_estimators': 435}",0.858
"{'gbc__learning_rate': 0.6311265903165661, 'gbc__max_depth': 13, 'gbc__max_leaf_nodes': 28, 'gbc__min_samples_leaf': 18, 'gbc__n_estimators': 345}",0.843
"{'gbc__learning_rate': 0.707977955004843, 'gbc__max_depth': 9, 'gbc__max_leaf_nodes': 12, 'gbc__min_samples_leaf': 36, 'gbc__n_estimators': 387}",0.8255000000000001
"{'gbc__learning_rate': 0.6761515622583731, 'gbc__max_depth': 4, 'gbc__max_leaf_nodes': 36, 'gbc__min_samples_leaf': 26, 'gbc__n_estimators': 452}",0.8205
"{'gbc__learning_rate': 0.8606418799300359, 'gbc__max_depth': 8, 'gbc__max_leaf_nodes': 16, 'gbc__min_samples_leaf': 15, 'gbc__n_estimators': 439}",0.836
"{'gbc__learning_rate': 0.606390139830481, 'gbc__max_depth': 4, 'gbc__max_leaf_nodes': 22, 'gbc__min_samples_leaf': 18, 'gbc__n_estimators': 36}",0.8025
"{'gbc__learning_rate': 0.6631031308584596, 'gbc__max_depth': 5, 'gbc__max_leaf_nodes': 6, 'gbc__min_samples_leaf': 29, 'gbc__n_estimators': 366}",0.8164999999999999
"{'gbc__learning_rate': 0.3720293061931484, 'gbc__max_depth': 5, 'gbc__max_leaf_nodes': 15, 'gbc__min_samples_leaf': 44, 'gbc__n_estimators': 478}",0.8230000000000001
"{'gbc__learning_rate': 0.3522130831619253, 'gbc__max_depth': 4, 'gbc__max_leaf_nodes': 8, 'gbc__min_samples_leaf': 27, 'gbc__n_estimators': 498}",0.8259999999999998
"{'gbc__learning_rate': 0.41084372546527753, 'gbc__max_depth': 13, 'gbc__max_leaf_nodes': 38, 'gbc__min_samples_leaf': 32, 'gbc__n_estimators': 272}",0.8335000000000001
"{'gbc__learning_rate': 0.3434824092434221, 'gbc__max_depth': 11, 'gbc__max_leaf_nodes': 49, 'gbc__min_samples_leaf': 15, 'gbc__n_estimators': 322}",0.8495000000000001
"{'gbc__learning_rate': 0.559993274933559, 'gbc__max_depth': 8, 'gbc__max_leaf_nodes': 27, 'gbc__min_samples_leaf': 43, 'gbc__n_estimators': 357}",0.8335000000000001
"{'gbc__learning_rate': 0.2919794685819001, 'gbc__max_depth': 8, 'gbc__max_leaf_nodes': 47, 'gbc__min_samples_leaf': 30, 'gbc__n_estimators': 363}",0.8355
"{'gbc__learning_rate': 0.9756022334028617, 'gbc__max_depth': 14, 'gbc__max_leaf_nodes': 35, 'gbc__min_samples_leaf': 24, 'gbc__n_estimators': 445}",0.825
"{'gbc__learning_rate': 0.7654512694384199, 'gbc__max_depth': 3, 'gbc__max_leaf_nodes': 38, 'gbc__min_samples_leaf': 42, 'gbc__n_estimators': 88}",0.8095000000000001
"{'gbc__learning_rate': 0.8644307328104724, 'gbc__max_depth': 2, 'gbc__max_leaf_nodes': 3, 'gbc__min_samples_leaf': 8, 'gbc__n_estimators': 493}",0.7835
"{'gbc__learning_rate': 0.5196685285316104, 'gbc__max_depth': 10, 'gbc__max_leaf_nodes': 45, 'gbc__min_samples_leaf': 34, 'gbc__n_estimators': 415}",0.8389999999999999
"{'gbc__learning_rate': 0.6538876476927167, 'gbc__max_depth': 7, 'gbc__max_leaf_nodes': 13, 'gbc__min_samples_leaf': 17, 'gbc__n_estimators': 12}",0.794
"{'gbc__learning_rate': 0.5883111586926844, 'gbc__max_depth': 8, 'gbc__max_leaf_nodes': 17, 'gbc__min_samples_leaf': 13, 'gbc__n_estimators': 440}",0.842
"{'gbc__learning_rate': 0.5448390848969341, 'gbc__max_depth': 10, 'gbc__max_leaf_nodes': 22, 'gbc__min_samples_leaf': 30, 'gbc__n_estimators': 482}",0.833
"{'gbc__learning_rate': 0.1770891931684472, 'gbc__max_depth': 6, 'gbc__max_leaf_nodes': 9, 'gbc__min_samples_leaf': 31, 'gbc__n_estimators': 34}",0.796
"{'gbc__learning_rate': 0.44004605965926785, 'gbc__max_depth': 10, 'gbc__max_leaf_nodes': 37, 'gbc__min_samples_leaf': 32, 'gbc__n_estimators': 321}",0.8345
"{'gbc__learning_rate': 0.15515486087350674, 'gbc__max_depth': 8, 'gbc__max_leaf_nodes': 23, 'gbc__min_samples_leaf': 16, 'gbc__n_estimators': 275}",0.8440000000000001
"{'gbc__learning_rate': 0.20125231896904952, 'gbc__max_depth': 9, 'gbc__max_leaf_nodes': 10, 'gbc__min_samples_leaf': 25, 'gbc__n_estimators': 484}",0.8314999999999999
"{'gbc__learning_rate': 0.30932160445500034, 'gbc__max_depth': 7, 'gbc__max_leaf_nodes': 46, 'gbc__min_samples_leaf': 32, 'gbc__n_estimators': 78}",0.8215
"{'gbc__learning_rate': 0.41297240810019126, 'gbc__max_depth': 12, 'gbc__max_leaf_nodes': 3, 'gbc__min_samples_leaf': 44, 'gbc__n_estimators': 390}",0.7870000000000001
"{'gbc__learning_rate': 0.4846136596243366, 'gbc__max_depth': 14, 'gbc__max_leaf_nodes': 41, 'gbc__min_samples_leaf': 24, 'gbc__n_estimators': 59}",0.842
"{'gbc__learning_rate': 0.26821594355539186, 'gbc__max_depth': 11, 'gbc__max_leaf_nodes': 47, 'gbc__min_samples_leaf': 35, 'gbc__n_estimators': 171}",0.8334999999999999
"{'gbc__learning_rate': 0.8396088149963606, 'gbc__max_depth': 8, 'gbc__max_leaf_nodes': 46, 'gbc__min_samples_leaf': 14, 'gbc__n_estimators': 371}",0.8414999999999999
"{'gbc__learning_rate': 0.47797136297182063, 'gbc__max_depth': 14, 'gbc__max_leaf_nodes': 12, 'gbc__min_samples_leaf': 28, 'gbc__n_estimators': 379}",0.836
"{'gbc__learning_rate': 0.10015960176876708, 'gbc__max_depth': 7, 'gbc__max_leaf_nodes': 11, 'gbc__min_samples_leaf': 29, 'gbc__n_estimators': 429}",0.8309999999999998
"{'gbc__learning_rate': 0.08766481432868119, 'gbc__max_depth': 14, 'gbc__max_leaf_nodes': 20, 'gbc__min_samples_leaf': 39, 'gbc__n_estimators': 146}",0.8295
"{'gbc__learning_rate': 0.3047388920276908, 'gbc__max_depth': 3, 'gbc__max_leaf_nodes': 8, 'gbc__min_samples_leaf': 15, 'gbc__n_estimators': 475}",0.8160000000000001
"{'gbc__learning_rate': 0.37837745134474166, 'gbc__max_depth': 8, 'gbc__max_leaf_nodes': 48, 'gbc__min_samples_leaf': 45, 'gbc__n_estimators': 491}",0.834
"{'gbc__learning_rate': 0.541602728490376, 'gbc__max_depth': 9, 'gbc__max_leaf_nodes': 12, 'gbc__min_samples_leaf': 45, 'gbc__n_estimators': 333}",0.8295
"{'gbc__learning_rate': 0.11716424847622302, 'gbc__max_depth': 13, 'gbc__max_leaf_nodes': 16, 'gbc__min_samples_leaf': 43, 'gbc__n_estimators': 166}",0.8355
