params,a_scores
"{'xgb__learning_rate': 9.444966028573068, 'xgb__max_depth': 13, 'xgb__min_child_weight': 3.6685990270194795, 'xgb__n_estimators': 4534}",0.49400000000000005
"{'xgb__learning_rate': 5.8189487687999195, 'xgb__max_depth': 4, 'xgb__min_child_weight': 6.00725107483244, 'xgb__n_estimators': 4950}",0.5295
"{'xgb__learning_rate': 1.0343755501999807, 'xgb__max_depth': 6, 'xgb__min_child_weight': 4.408289640947085, 'xgb__n_estimators': 4159}",0.8030000000000002
"{'xgb__learning_rate': 7.534245871442832, 'xgb__max_depth': 4, 'xgb__min_child_weight': 4.016537900207967, 'xgb__n_estimators': 985}",0.564
"{'xgb__learning_rate': 4.434888437784014, 'xgb__max_depth': 11, 'xgb__min_child_weight': 4.247945653494193, 'xgb__n_estimators': 1044}",0.502
"{'xgb__learning_rate': 4.065569981630976, 'xgb__max_depth': 2, 'xgb__min_child_weight': 4.013638618367093, 'xgb__n_estimators': 3971}",0.5535
"{'xgb__learning_rate': 6.728803659175487, 'xgb__max_depth': 4, 'xgb__min_child_weight': 0.35860880221333813, 'xgb__n_estimators': 2500}",0.5235000000000001
"{'xgb__learning_rate': 8.592342221515514, 'xgb__max_depth': 8, 'xgb__min_child_weight': 5.086039242326288, 'xgb__n_estimators': 3983}",0.5109999999999999
"{'xgb__learning_rate': 9.702427208603492, 'xgb__max_depth': 11, 'xgb__min_child_weight': 4.232518355167948, 'xgb__n_estimators': 4370}",0.508
"{'xgb__learning_rate': 1.7893744751587604, 'xgb__max_depth': 5, 'xgb__min_child_weight': 5.345029795478735, 'xgb__n_estimators': 1565}",0.7630000000000001
"{'xgb__learning_rate': 5.815044296211464, 'xgb__max_depth': 9, 'xgb__min_child_weight': 4.169075902931896, 'xgb__n_estimators': 4574}",0.554
"{'xgb__learning_rate': 3.4566978097164167, 'xgb__max_depth': 4, 'xgb__min_child_weight': 0.13395907533985685, 'xgb__n_estimators': 2011}",0.5195
"{'xgb__learning_rate': 9.293824389941442, 'xgb__max_depth': 13, 'xgb__min_child_weight': 1.204627009158089, 'xgb__n_estimators': 784}",0.5415
"{'xgb__learning_rate': 3.368509184276991, 'xgb__max_depth': 11, 'xgb__min_child_weight': 6.557541184000879, 'xgb__n_estimators': 697}",0.5445
"{'xgb__learning_rate': 5.829888340240296, 'xgb__max_depth': 2, 'xgb__min_child_weight': 3.888841337914054, 'xgb__n_estimators': 4264}",0.542
"{'xgb__learning_rate': 0.38721346767512266, 'xgb__max_depth': 5, 'xgb__min_child_weight': 0.6010107840065457, 'xgb__n_estimators': 427}",0.8364999999999998
"{'xgb__learning_rate': 9.028584605815093, 'xgb__max_depth': 1, 'xgb__min_child_weight': 6.1931239503574265, 'xgb__n_estimators': 317}",0.3805
"{'xgb__learning_rate': 5.8067433728417015, 'xgb__max_depth': 8, 'xgb__min_child_weight': 2.114550159208433, 'xgb__n_estimators': 4322}",0.53
"{'xgb__learning_rate': 3.3628930505560173, 'xgb__max_depth': 10, 'xgb__min_child_weight': 3.1022060163716847, 'xgb__n_estimators': 2277}",0.56
"{'xgb__learning_rate': 6.296323179612743, 'xgb__max_depth': 2, 'xgb__min_child_weight': 0.14987546467943313, 'xgb__n_estimators': 2610}",0.5545
"{'xgb__learning_rate': 6.907521832153503, 'xgb__max_depth': 13, 'xgb__min_child_weight': 3.603716868405326, 'xgb__n_estimators': 4154}",0.5175000000000001
"{'xgb__learning_rate': 0.3963437307387663, 'xgb__max_depth': 7, 'xgb__min_child_weight': 6.57986487364921, 'xgb__n_estimators': 4148}",0.8164999999999999
"{'xgb__learning_rate': 1.723216685674216, 'xgb__max_depth': 14, 'xgb__min_child_weight': 6.478806309248779, 'xgb__n_estimators': 1989}",0.767
"{'xgb__learning_rate': 2.5937328791800516, 'xgb__max_depth': 14, 'xgb__min_child_weight': 6.789294356357699, 'xgb__n_estimators': 4536}",0.5
"{'xgb__learning_rate': 5.40241499895893, 'xgb__max_depth': 10, 'xgb__min_child_weight': 3.2970173500374003, 'xgb__n_estimators': 1224}",0.544
"{'xgb__learning_rate': 1.374493749586545, 'xgb__max_depth': 6, 'xgb__min_child_weight': 2.7775108427588755, 'xgb__n_estimators': 3063}",0.7955000000000001
"{'xgb__learning_rate': 7.926498433163336, 'xgb__max_depth': 1, 'xgb__min_child_weight': 1.0263475011258052, 'xgb__n_estimators': 400}",0.3795
"{'xgb__learning_rate': 1.462818994610321, 'xgb__max_depth': 1, 'xgb__min_child_weight': 0.852737873145852, 'xgb__n_estimators': 537}",0.603
"{'xgb__learning_rate': 4.882652707572658, 'xgb__max_depth': 13, 'xgb__min_child_weight': 2.599160901885671, 'xgb__n_estimators': 1709}",0.5429999999999999
"{'xgb__learning_rate': 9.224173616683824, 'xgb__max_depth': 14, 'xgb__min_child_weight': 2.8492998552538773, 'xgb__n_estimators': 1324}",0.5485
"{'xgb__learning_rate': 8.643723462240843, 'xgb__max_depth': 13, 'xgb__min_child_weight': 4.274426753490076, 'xgb__n_estimators': 2300}",0.5349999999999999
"{'xgb__learning_rate': 0.5825425465537282, 'xgb__max_depth': 9, 'xgb__min_child_weight': 5.367362307962328, 'xgb__n_estimators': 3867}",0.8150000000000001
"{'xgb__learning_rate': 6.301138228918743, 'xgb__max_depth': 11, 'xgb__min_child_weight': 5.865920914115681, 'xgb__n_estimators': 1395}",0.5199999999999999
"{'xgb__learning_rate': 4.726983464361824, 'xgb__max_depth': 14, 'xgb__min_child_weight': 1.1055683551496838, 'xgb__n_estimators': 572}",0.495
"{'xgb__learning_rate': 4.007966667719965, 'xgb__max_depth': 10, 'xgb__min_child_weight': 3.6202659364243237, 'xgb__n_estimators': 255}",0.5135
"{'xgb__learning_rate': 8.027650972157149, 'xgb__max_depth': 5, 'xgb__min_child_weight': 0.17371174431702896, 'xgb__n_estimators': 2194}",0.5455
