params,a_scores
"{'bootstrap': False, 'max_features': 0.14922604519201943, 'min_samples_split': 0.5340855752884971, 'n_estimators': 438}",0.6154999999999999
"{'bootstrap': True, 'max_features': 0.319672263414295, 'min_samples_split': 0.8681787249760629, 'n_estimators': 854}",0.5
"{'bootstrap': False, 'max_features': 0.6346591414919179, 'min_samples_split': 0.6397556629924407, 'n_estimators': 63}",0.6199999999999999
"{'bootstrap': True, 'max_features': 0.3158437093548896, 'min_samples_split': 0.5837911286011382, 'n_estimators': 985}",0.6165
"{'bootstrap': True, 'max_features': 0.015283988740036994, 'min_samples_split': 0.616849379070599, 'n_estimators': 795}",0.602
"{'bootstrap': False, 'max_features': 0.41655699816309755, 'min_samples_split': 0.10546368996334775, 'n_estimators': 612}",0.795
"{'bootstrap': True, 'max_features': 0.6828803659175486, 'min_samples_split': 0.8364530528428392, 'n_estimators': 1370}",0.5
"{'bootstrap': False, 'max_features': 0.8692342221515514, 'min_samples_split': 0.21218458298388687, 'n_estimators': 975}",0.7080000000000001
"{'bootstrap': False, 'max_features': 0.37428926117899053, 'min_samples_split': 0.6124142826570514, 'n_estimators': 980}",0.6195
"{'bootstrap': True, 'max_features': 0.5498684157351958, 'min_samples_split': 0.6697001321802623, 'n_estimators': 1957}",0.5
"{'bootstrap': True, 'max_features': 0.6159229239736537, 'min_samples_split': 0.5915044296211464, 'n_estimators': 1689}",0.619
"{'bootstrap': True, 'max_features': 0.3744382211572994, 'min_samples_split': 0.5113861196087895, 'n_estimators': 150}",0.6195
"{'bootstrap': True, 'max_features': 0.30508290454102316, 'min_samples_split': 0.11529950116603348, 'n_estimators': 498}",0.7224999999999999
"{'bootstrap': True, 'max_features': 0.8433386853605798, 'min_samples_split': 0.18208957273686988, 'n_estimators': 784}",0.6859999999999999
"{'bootstrap': True, 'max_features': 0.9560791165783957, 'min_samples_split': 0.7752562255918353, 'n_estimators': 318}",0.5
"{'bootstrap': True, 'max_features': 0.5929888340240296, 'min_samples_split': 0.9376969392969919, 'n_estimators': 392}",0.5
"{'bootstrap': True, 'max_features': 0.6944625848436455, 'min_samples_split': 0.19823565304056756, 'n_estimators': 1459}",0.6845
"{'bootstrap': False, 'max_features': 0.5610216795121018, 'min_samples_split': 0.2948277460423233, 'n_estimators': 952}",0.6950000000000001
"{'bootstrap': False, 'max_features': 0.668643793915766, 'min_samples_split': 0.2681870256018325, 'n_estimators': 1477}",0.6859999999999999
"{'bootstrap': False, 'max_features': 0.5224866912614653, 'min_samples_split': 0.34628930505560174, 'n_estimators': 282}",0.6880000000000001
"{'bootstrap': True, 'max_features': 0.6250483468923509, 'min_samples_split': 0.43649894676828616, 'n_estimators': 88}",0.619
"{'bootstrap': False, 'max_features': 0.03141078066849045, 'min_samples_split': 0.9008048994150175, 'n_estimators': 1032}",0.6095
"{'bootstrap': True, 'max_features': 0.5248166954864751, 'min_samples_split': 0.24296261608328196, 'n_estimators': 1826}",0.6745000000000001
"{'bootstrap': True, 'max_features': 0.6603915633259765, 'min_samples_split': 0.42260057662055517, 'n_estimators': 1484}",0.6195
"{'bootstrap': False, 'max_features': 0.4221412480290514, 'min_samples_split': 0.43563379246110234, 'n_estimators': 424}",0.6605000000000001
"{'bootstrap': False, 'max_features': 0.46867161430343385, 'min_samples_split': 0.18622181826360684, 'n_estimators': 1098}",0.716
"{'bootstrap': True, 'max_features': 0.3544354643747395, 'min_samples_split': 0.5669429455795073, 'n_estimators': 1947}",0.6174999999999999
"{'bootstrap': False, 'max_features': 0.27477760317622635, 'min_samples_split': 0.3178291873443825, 'n_estimators': 1058}",0.6775
"{'bootstrap': False, 'max_features': 0.4067872632512679, 'min_samples_split': 0.4471535762596863, 'n_estimators': 288}",0.6605000000000001
"{'bootstrap': True, 'max_features': 0.15662107158940075, 'min_samples_split': 0.11790402606164206, 'n_estimators': 86}",0.7070000000000001
"{'bootstrap': False, 'max_features': 0.1562818994610321, 'min_samples_split': 0.12793649287387499, 'n_estimators': 1481}",0.7384999999999999
"{'bootstrap': True, 'max_features': 0.4982652707572658, 'min_samples_split': 0.36481296011290476, 'n_estimators': 306}",0.618
"{'bootstrap': True, 'max_features': 0.9324173616683825, 'min_samples_split': 0.9655465162325116, 'n_estimators': 255}",0.5
"{'bootstrap': False, 'max_features': 0.8743723462240842, 'min_samples_split': 0.4467965430813461, 'n_estimators': 1849}",0.642
"{'bootstrap': False, 'max_features': 0.06825425465537281, 'min_samples_split': 0.3743196058777425, 'n_estimators': 59}",0.625
"{'bootstrap': False, 'max_features': 0.5831120617139633, 'min_samples_split': 0.6401138228918744, 'n_estimators': 171}",0.6199999999999999
"{'bootstrap': True, 'max_features': 0.6843271252110923, 'min_samples_split': 0.7238076511989002, 'n_estimators': 1395}",0.5
"{'bootstrap': False, 'max_features': 0.09802131941500512, 'min_samples_split': 0.16793833644995482, 'n_estimators': 1915}",0.712
"{'bootstrap': False, 'max_features': 0.41079666677199655, 'min_samples_split': 0.9769596740393404, 'n_estimators': 1453}",0.6205
"{'bootstrap': True, 'max_features': 0.8127650972157149, 'min_samples_split': 0.31943391490590545, 'n_estimators': 1255}",0.638
"{'bootstrap': False, 'max_features': 0.307716052553223, 'min_samples_split': 0.9735353757113122, 'n_estimators': 1351}",0.619
"{'bootstrap': True, 'max_features': 0.8390630457706633, 'min_samples_split': 0.6422442261633263, 'n_estimators': 1715}",0.6185
"{'bootstrap': True, 'max_features': 0.40014246828116573, 'min_samples_split': 0.5469724530205818, 'n_estimators': 1849}",0.618
"{'bootstrap': False, 'max_features': 0.028869510427793614, 'min_samples_split': 0.07830521008556122, 'n_estimators': 1264}",0.6685000000000001
"{'bootstrap': True, 'max_features': 0.8755227887321249, 'min_samples_split': 0.5311211817988494, 'n_estimators': 1686}",0.6185
"{'bootstrap': True, 'max_features': 0.33798627890405586, 'min_samples_split': 0.9356062674333157, 'n_estimators': 196}",0.5
"{'bootstrap': False, 'max_features': 0.6957197853203834, 'min_samples_split': 0.34417651452989473, 'n_estimators': 1686}",0.6719999999999999
"{'bootstrap': True, 'max_features': 0.15363136110828346, 'min_samples_split': 0.27123996947924256, 'n_estimators': 1879}",0.625
"{'bootstrap': True, 'max_features': 0.6959606491156962, 'min_samples_split': 0.8677102212787053, 'n_estimators': 1273}",0.5
"{'bootstrap': False, 'max_features': 0.3732560346542585, 'min_samples_split': 0.06145870228764971, 'n_estimators': 627}",0.836
