params,a_scores
"{'bootstrap': False, 'max_features': 0.14922604519201943, 'min_samples_split': 0.5340855752884971, 'n_estimators': 438}",0.68533
"{'bootstrap': True, 'max_features': 0.319672263414295, 'min_samples_split': 0.8681787249760629, 'n_estimators': 854}",0.5
"{'bootstrap': False, 'max_features': 0.6346591414919179, 'min_samples_split': 0.6397556629924407, 'n_estimators': 63}",0.674965
"{'bootstrap': True, 'max_features': 0.3158437093548896, 'min_samples_split': 0.5837911286011382, 'n_estimators': 985}",0.665435
"{'bootstrap': True, 'max_features': 0.015283988740036994, 'min_samples_split': 0.616849379070599, 'n_estimators': 795}",0.65218
"{'bootstrap': False, 'max_features': 0.41655699816309755, 'min_samples_split': 0.10546368996334775, 'n_estimators': 612}",0.872755
"{'bootstrap': True, 'max_features': 0.6828803659175486, 'min_samples_split': 0.8364530528428392, 'n_estimators': 1370}",0.5
"{'bootstrap': False, 'max_features': 0.8692342221515514, 'min_samples_split': 0.21218458298388687, 'n_estimators': 975}",0.7940025
"{'bootstrap': False, 'max_features': 0.37428926117899053, 'min_samples_split': 0.6124142826570514, 'n_estimators': 980}",0.680435
"{'bootstrap': True, 'max_features': 0.5498684157351958, 'min_samples_split': 0.6697001321802623, 'n_estimators': 1957}",0.5
"{'bootstrap': True, 'max_features': 0.6159229239736537, 'min_samples_split': 0.5915044296211464, 'n_estimators': 1689}",0.66669
"{'bootstrap': True, 'max_features': 0.3744382211572994, 'min_samples_split': 0.5113861196087895, 'n_estimators': 150}",0.6706225
"{'bootstrap': True, 'max_features': 0.30508290454102316, 'min_samples_split': 0.11529950116603348, 'n_estimators': 498}",0.79532
"{'bootstrap': True, 'max_features': 0.8433386853605798, 'min_samples_split': 0.18208957273686988, 'n_estimators': 784}",0.7508699999999999
"{'bootstrap': True, 'max_features': 0.9560791165783957, 'min_samples_split': 0.7752562255918353, 'n_estimators': 318}",0.5
"{'bootstrap': True, 'max_features': 0.5929888340240296, 'min_samples_split': 0.9376969392969919, 'n_estimators': 392}",0.5
"{'bootstrap': True, 'max_features': 0.6944625848436455, 'min_samples_split': 0.19823565304056756, 'n_estimators': 1459}",0.7462400000000001
"{'bootstrap': False, 'max_features': 0.5610216795121018, 'min_samples_split': 0.2948277460423233, 'n_estimators': 952}",0.7587674999999999
"{'bootstrap': False, 'max_features': 0.668643793915766, 'min_samples_split': 0.2681870256018325, 'n_estimators': 1477}",0.76217
"{'bootstrap': False, 'max_features': 0.5224866912614653, 'min_samples_split': 0.34628930505560174, 'n_estimators': 282}",0.7464199999999999
"{'bootstrap': True, 'max_features': 0.6250483468923509, 'min_samples_split': 0.43649894676828616, 'n_estimators': 88}",0.6801075
"{'bootstrap': False, 'max_features': 0.03141078066849045, 'min_samples_split': 0.9008048994150175, 'n_estimators': 1032}",0.65449
"{'bootstrap': True, 'max_features': 0.5248166954864751, 'min_samples_split': 0.24296261608328196, 'n_estimators': 1826}",0.7320599999999999
