params,a_scores
"{'bootstrap': True, 'max_features': 0.6603915633259765, 'min_samples_split': 0.42260057662055517, 'n_estimators': 1484}",0.67906
"{'bootstrap': False, 'max_features': 0.4221412480290514, 'min_samples_split': 0.43563379246110234, 'n_estimators': 424}",0.7246125
"{'bootstrap': False, 'max_features': 0.46867161430343385, 'min_samples_split': 0.18622181826360684, 'n_estimators': 1098}",0.8180400000000001
"{'bootstrap': True, 'max_features': 0.3544354643747395, 'min_samples_split': 0.5669429455795073, 'n_estimators': 1947}",0.667285
"{'bootstrap': False, 'max_features': 0.27477760317622635, 'min_samples_split': 0.3178291873443825, 'n_estimators': 1058}",0.7396800000000001
"{'bootstrap': False, 'max_features': 0.4067872632512679, 'min_samples_split': 0.4471535762596863, 'n_estimators': 288}",0.713875
"{'bootstrap': True, 'max_features': 0.15662107158940075, 'min_samples_split': 0.11790402606164206, 'n_estimators': 86}",0.77712
"{'bootstrap': False, 'max_features': 0.1562818994610321, 'min_samples_split': 0.12793649287387499, 'n_estimators': 1481}",0.8313699999999999
"{'bootstrap': True, 'max_features': 0.4982652707572658, 'min_samples_split': 0.36481296011290476, 'n_estimators': 306}",0.6842174999999999
"{'bootstrap': True, 'max_features': 0.9324173616683825, 'min_samples_split': 0.9655465162325116, 'n_estimators': 255}",0.5
"{'bootstrap': False, 'max_features': 0.8743723462240842, 'min_samples_split': 0.4467965430813461, 'n_estimators': 1849}",0.7069750000000001
"{'bootstrap': False, 'max_features': 0.06825425465537281, 'min_samples_split': 0.3743196058777425, 'n_estimators': 59}",0.7027
"{'bootstrap': False, 'max_features': 0.5831120617139633, 'min_samples_split': 0.6401138228918744, 'n_estimators': 171}",0.679655
"{'bootstrap': True, 'max_features': 0.6843271252110923, 'min_samples_split': 0.7238076511989002, 'n_estimators': 1395}",0.5
"{'bootstrap': False, 'max_features': 0.09802131941500512, 'min_samples_split': 0.16793833644995482, 'n_estimators': 1915}",0.786505
"{'bootstrap': False, 'max_features': 0.41079666677199655, 'min_samples_split': 0.9769596740393404, 'n_estimators': 1453}",0.6652675
"{'bootstrap': True, 'max_features': 0.8127650972157149, 'min_samples_split': 0.31943391490590545, 'n_estimators': 1255}",0.700225
"{'bootstrap': False, 'max_features': 0.307716052553223, 'min_samples_split': 0.9735353757113122, 'n_estimators': 1351}",0.666005
"{'bootstrap': True, 'max_features': 0.8390630457706633, 'min_samples_split': 0.6422442261633263, 'n_estimators': 1715}",0.66035
"{'bootstrap': True, 'max_features': 0.40014246828116573, 'min_samples_split': 0.5469724530205818, 'n_estimators': 1849}",0.667745
"{'bootstrap': False, 'max_features': 0.028869510427793614, 'min_samples_split': 0.07830521008556122, 'n_estimators': 1264}",0.7536750000000001
"{'bootstrap': True, 'max_features': 0.8755227887321249, 'min_samples_split': 0.5311211817988494, 'n_estimators': 1686}",0.6686975000000001
"{'bootstrap': True, 'max_features': 0.33798627890405586, 'min_samples_split': 0.9356062674333157, 'n_estimators': 196}",0.5
"{'bootstrap': False, 'max_features': 0.6957197853203834, 'min_samples_split': 0.34417651452989473, 'n_estimators': 1686}",0.7436800000000001
"{'bootstrap': True, 'max_features': 0.15363136110828346, 'min_samples_split': 0.27123996947924256, 'n_estimators': 1879}",0.70819
"{'bootstrap': True, 'max_features': 0.6959606491156962, 'min_samples_split': 0.8677102212787053, 'n_estimators': 1273}",0.5
"{'bootstrap': False, 'max_features': 0.3732560346542585, 'min_samples_split': 0.06145870228764971, 'n_estimators': 627}",0.9011249999999998
