mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_penalty,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.005455446243286133,0.0012048728012746157,0.0,0.0,0.001,l1,"{'C': 0.001, 'penalty': 'l1'}",,,,,,,,7
0.028647899627685547,0.00992386704106762,0.011508941650390625,0.0014875544998536874,0.001,l2,"{'C': 0.001, 'penalty': 'l2'}",0.6000000000000001,0.6029411764705883,0.5970588235294118,0.6058823529411765,0.5852941176470587,0.5982352941176471,0.0071076741021145135,3
0.0032668113708496094,0.0004551210968567955,0.0,0.0,0.01,l1,"{'C': 0.01, 'penalty': 'l1'}",,,,,,,,7
0.02985410690307617,0.011723783430969461,0.010577726364135741,0.0014178002937243368,0.01,l2,"{'C': 0.01, 'penalty': 'l2'}",0.5941176470588235,0.6147058823529412,0.5941176470588235,0.6058823529411765,0.5882352941176471,0.5994117647058824,0.009557692240748206,2
0.0024217605590820313,0.0003317100683130429,0.0,0.0,0.1,l1,"{'C': 0.1, 'penalty': 'l1'}",,,,,,,,7
0.054018831253051756,0.025407942139378942,0.008186674118041993,0.0015987010405369042,0.1,l2,"{'C': 0.1, 'penalty': 'l2'}",0.5852941176470589,0.6088235294117648,0.6029411764705882,0.5970588235294118,0.611764705882353,0.6011764705882354,0.009411764705882363,1
0.002492523193359375,0.0005663037339005642,0.0,0.0,1,l1,"{'C': 1, 'penalty': 'l1'}",,,,,,,,7
0.05659141540527344,0.02098695369959799,0.008606672286987305,0.001137778014695968,1,l2,"{'C': 1, 'penalty': 'l2'}",0.5794117647058824,0.5941176470588235,0.611764705882353,0.5911764705882352,0.5852941176470587,0.5923529411764706,0.010941808963375474,4
0.0028052330017089844,0.0010249492205739283,0.0,0.0,10,l1,"{'C': 10, 'penalty': 'l1'}",,,,,,,,7
0.07650566101074219,0.01621575432642544,0.008169937133789062,0.001638005943677395,10,l2,"{'C': 10, 'penalty': 'l2'}",0.5735294117647058,0.5941176470588235,0.611764705882353,0.5764705882352941,0.5911764705882353,0.5894117647058823,0.013745084053585824,5
0.003183412551879883,0.0004944039665941058,0.0,0.0,100,l1,"{'C': 100, 'penalty': 'l1'}",,,,,,,,7
0.08411283493041992,0.0031408861094574516,0.007180547714233399,0.001158738956267459,100,l2,"{'C': 100, 'penalty': 'l2'}",0.5764705882352941,0.5852941176470587,0.6,0.5764705882352941,0.5911764705882353,0.5858823529411764,0.008998269729869635,6
