Iteration,Score
1,0.3446611188499392
2,0.26200862647983547
3,0.24598994814381392
4,0.3492684861332664
5,0.3624362438747839
6,0.2668323392098036
7,0.20866074655583913
8,0.3327751402872316
9,0.31685688177621885
10,0.31258055282398645
11,0.23219900167516264
12,0.319287802067998
13,0.319287802067998
14,0.33364484126355987
15,0.3253370204695152
16,0.32884565546122513
17,0.319287802067998
18,0.23219900167516264
19,0.3314982517854963
20,0.34896372809039244
21,0.319287802067998
22,0.33364484126355987
23,0.31961737263263634
24,0.2565602286525345
25,0.363907684559075
26,0.34896372809039244
27,0.35090510941645536
28,0.363907684559075
29,0.31258055282398645
30,0.23219900167516264
31,0.33364484126355987
32,0.23219900167516264
33,0.319287802067998
34,0.3169069034207741
35,0.3624362438747839
36,0.3231466234203923
37,0.363907684559075
38,0.3624362438747839
39,0.3624362438747839
40,0.23219900167516264
41,0.363907684559075
42,0.33028591575621064
43,0.31208511256838484
44,0.34896372809039244
45,0.3624362438747839
46,0.2708288025566515
47,0.34896372809039244
48,0.363907684559075
49,0.23219900167516264
50,0.28917376817331497
