params,score
"OrderedDict([('bootstrap', False), ('max_features', 0.04274813813171353), ('min_samples_split', 0.3441346350782168), ('n_estimators', 1450)])",0.8931516437656952
"OrderedDict([('bootstrap', False), ('max_features', 0.2855220483293149), ('min_samples_split', 0.7071467020099157), ('n_estimators', 663)])",0.8682581005374793
"OrderedDict([('bootstrap', True), ('max_features', 0.3590767043808268), ('min_samples_split', 0.2786926600773084), ('n_estimators', 1286)])",0.8876822380261238
"OrderedDict([('bootstrap', False), ('max_features', 0.8513293986699195), ('min_samples_split', 0.22323146957803447), ('n_estimators', 1768)])",0.8965299159881462
"OrderedDict([('bootstrap', False), ('max_features', 0.804921594918288), ('min_samples_split', 0.5941047155741465), ('n_estimators', 380)])",0.8501641317801336
"OrderedDict([('bootstrap', True), ('max_features', 0.4661700639259404), ('min_samples_split', 0.37973063771364324), ('n_estimators', 41)])",0.8589421938279301
"OrderedDict([('bootstrap', True), ('max_features', 0.36439899283816435), ('min_samples_split', 0.29832910438990273), ('n_estimators', 1635)])",0.8817371344668764
"OrderedDict([('bootstrap', True), ('max_features', 0.09789901595664596), ('min_samples_split', 0.3588938587148051), ('n_estimators', 1574)])",0.8829470651812358
"OrderedDict([('bootstrap', True), ('max_features', 0.6391290102621336), ('min_samples_split', 0.27629918473547765), ('n_estimators', 1212)])",0.8821858344598557
"OrderedDict([('bootstrap', True), ('max_features', 0.42847590964306287), ('min_samples_split', 0.04743778160314743), ('n_estimators', 273)])",0.9074836238392854
"OrderedDict([('bootstrap', False), ('max_features', 0.01), ('min_samples_split', 0.14190980539697962), ('n_estimators', 28)])",0.8922698548522152
"OrderedDict([('bootstrap', False), ('max_features', 0.01), ('min_samples_split', 0.01), ('n_estimators', 1631)])",0.9091778977115496
"OrderedDict([('bootstrap', False), ('max_features', 1.0), ('min_samples_split', 0.01), ('n_estimators', 934)])",0.9047377504430028
"OrderedDict([('bootstrap', False), ('max_features', 0.01), ('min_samples_split', 1.0), ('n_estimators', 2000)])",0.8909086042810257
"OrderedDict([('bootstrap', True), ('max_features', 0.01), ('min_samples_split', 0.01), ('n_estimators', 1000)])",0.9080933890099725
"OrderedDict([('bootstrap', True), ('max_features', 1.0), ('min_samples_split', 0.01), ('n_estimators', 2000)])",0.9144426730410575
"OrderedDict([('bootstrap', True), ('max_features', 0.47004119610334344), ('min_samples_split', 0.01), ('n_estimators', 2000)])",0.9157651943341056
"OrderedDict([('bootstrap', True), ('max_features', 1.0), ('min_samples_split', 1.0), ('n_estimators', 51)])",0.5
"OrderedDict([('bootstrap', True), ('max_features', 0.01), ('min_samples_split', 0.0950391566260246), ('n_estimators', 2000)])",0.9000054619465894
"OrderedDict([('bootstrap', True), ('max_features', 1.0), ('min_samples_split', 0.01), ('n_estimators', 2000)])",0.9144426730410575
"OrderedDict([('bootstrap', False), ('max_features', 0.01), ('min_samples_split', 1.0), ('n_estimators', 1)])",0.5008161791139008
"OrderedDict([('bootstrap', False), ('max_features', 0.01), ('min_samples_split', 0.6240074375371658), ('n_estimators', 1191)])",0.8940375018640466
"OrderedDict([('bootstrap', False), ('max_features', 0.01), ('min_samples_split', 0.7960416021819857), ('n_estimators', 2000)])",0.89332025051617
"OrderedDict([('bootstrap', False), ('max_features', 0.01), ('min_samples_split', 0.01), ('n_estimators', 2000)])",0.9091248857067468
"OrderedDict([('bootstrap', False), ('max_features', 0.01000000000000011), ('min_samples_split', 0.01), ('n_estimators', 1)])",0.8682205106517433
"OrderedDict([('bootstrap', False), ('max_features', 0.01), ('min_samples_split', 0.8475645276869925), ('n_estimators', 1469)])",0.8935619696935226
"OrderedDict([('bootstrap', True), ('max_features', 0.01), ('min_samples_split', 0.08292128203711714), ('n_estimators', 552)])",0.8998304327286115
"OrderedDict([('bootstrap', True), ('max_features', 0.01), ('min_samples_split', 0.1099748437844108), ('n_estimators', 1518)])",0.8992837736711403
"OrderedDict([('bootstrap', False), ('max_features', 0.01), ('min_samples_split', 0.2541147368015727), ('n_estimators', 346)])",0.8934186393188732
"OrderedDict([('bootstrap', False), ('max_features', 0.01), ('min_samples_split', 0.500060399947508), ('n_estimators', 2000)])",0.8942908133005488
"OrderedDict([('bootstrap', True), ('max_features', 1.0), ('min_samples_split', 0.01), ('n_estimators', 1340)])",0.914409865118062
"OrderedDict([('bootstrap', True), ('max_features', 1.0), ('min_samples_split', 0.01), ('n_estimators', 1758)])",0.9144292516418858
"OrderedDict([('bootstrap', False), ('max_features', 0.01), ('min_samples_split', 0.01), ('n_estimators', 447)])",0.9087100331659503
"OrderedDict([('bootstrap', False), ('max_features', 0.01), ('min_samples_split', 0.6548390052935057), ('n_estimators', 1667)])",0.8943309041493273
"OrderedDict([('bootstrap', True), ('max_features', 0.17055413078548612), ('min_samples_split', 1.0), ('n_estimators', 1654)])",0.5
"OrderedDict([('bootstrap', False), ('max_features', 0.01), ('min_samples_split', 0.07539368394224243), ('n_estimators', 785)])",0.9026166727384559
"OrderedDict([('bootstrap', True), ('max_features', 0.01), ('min_samples_split', 0.12976503274879125), ('n_estimators', 1)])",0.8279377444702319
"OrderedDict([('bootstrap', True), ('max_features', 0.01), ('min_samples_split', 0.01), ('n_estimators', 414)])",0.9069687009174372
"OrderedDict([('bootstrap', True), ('max_features', 0.01), ('min_samples_split', 0.01), ('n_estimators', 2000)])",0.9080136738984225
"OrderedDict([('bootstrap', True), ('max_features', 1.0), ('min_samples_split', 0.01), ('n_estimators', 1559)])",0.9144186673220103
"OrderedDict([('bootstrap', False), ('max_features', 1.0), ('min_samples_split', 0.9110517885908759), ('n_estimators', 2000)])",0.7602722362147978
"OrderedDict([('bootstrap', True), ('max_features', 1.0), ('min_samples_split', 0.01), ('n_estimators', 517)])",0.914466130424237
"OrderedDict([('bootstrap', False), ('max_features', 1.0), ('min_samples_split', 0.01), ('n_estimators', 2000)])",0.9047366227780784
"OrderedDict([('bootstrap', True), ('max_features', 0.5296104681730678), ('min_samples_split', 0.01), ('n_estimators', 700)])",0.9156798717419405
"OrderedDict([('bootstrap', True), ('max_features', 0.5388223378242515), ('min_samples_split', 0.01), ('n_estimators', 2000)])",0.9155797660673197
