params,score
"OrderedDict([('bootstrap', False), ('max_features', 0.04274813813171353), ('min_samples_split', 0.3441346350782168), ('n_estimators', 1450)])",0.9827067600452745
"OrderedDict([('bootstrap', False), ('max_features', 0.2855220483293149), ('min_samples_split', 0.7071467020099157), ('n_estimators', 663)])",0.9584205744199208
"OrderedDict([('bootstrap', True), ('max_features', 0.3590767043808268), ('min_samples_split', 0.2786926600773084), ('n_estimators', 1286)])",0.9825723174872666
"OrderedDict([('bootstrap', False), ('max_features', 0.8513293986699195), ('min_samples_split', 0.22323146957803447), ('n_estimators', 1768)])",0.9878499830220713
"OrderedDict([('bootstrap', False), ('max_features', 0.804921594918288), ('min_samples_split', 0.5941047155741465), ('n_estimators', 380)])",0.9588692062818337
"OrderedDict([('bootstrap', True), ('max_features', 0.4661700639259404), ('min_samples_split', 0.37973063771364324), ('n_estimators', 41)])",0.9735274108658745
"OrderedDict([('bootstrap', True), ('max_features', 0.36439899283816435), ('min_samples_split', 0.29832910438990273), ('n_estimators', 1635)])",0.9805406352574986
"OrderedDict([('bootstrap', True), ('max_features', 0.09789901595664596), ('min_samples_split', 0.3588938587148051), ('n_estimators', 1574)])",0.974534091680815
"OrderedDict([('bootstrap', True), ('max_features', 0.6391290102621336), ('min_samples_split', 0.27629918473547765), ('n_estimators', 1212)])",0.9803016652518393
"OrderedDict([('bootstrap', True), ('max_features', 0.42847590964306287), ('min_samples_split', 0.04743778160314743), ('n_estimators', 273)])",0.9987481847764574
"OrderedDict([('bootstrap', False), ('max_features', 0.01), ('min_samples_split', 0.01), ('n_estimators', 22)])",0.9997299575551782
"OrderedDict([('bootstrap', False), ('max_features', 1.0), ('min_samples_split', 0.01), ('n_estimators', 986)])",0.9824120826259197
"OrderedDict([('bootstrap', True), ('max_features', 0.01), ('min_samples_split', 0.01), ('n_estimators', 1)])",0.9845062018958688
"OrderedDict([('bootstrap', True), ('max_features', 0.9683196576709223), ('min_samples_split', 0.9994278593038017), ('n_estimators', 279)])",0.5
"OrderedDict([('bootstrap', False), ('max_features', 0.06343533047084157), ('min_samples_split', 0.05089485606919486), ('n_estimators', 100)])",0.9990354640633843
"OrderedDict([('bootstrap', False), ('max_features', 0.01), ('min_samples_split', 0.579923999578111), ('n_estimators', 2000)])",0.9706779513299377
"OrderedDict([('bootstrap', False), ('max_features', 0.01), ('min_samples_split', 1.0), ('n_estimators', 2000)])",0.9358345805036785
"OrderedDict([('bootstrap', True), ('max_features', 1.0), ('min_samples_split', 0.10869027620385759), ('n_estimators', 1)])",0.9610492869269949
"OrderedDict([('bootstrap', True), ('max_features', 0.28657841834033804), ('min_samples_split', 0.049524788455992695), ('n_estimators', 1)])",0.9821985929541597
"OrderedDict([('bootstrap', False), ('max_features', 0.01), ('min_samples_split', 0.13303061313532233), ('n_estimators', 2000)])",0.9949070755517827
"OrderedDict([('bootstrap', True), ('max_features', 0.01), ('min_samples_split', 0.01), ('n_estimators', 2000)])",0.9997296576117712
"OrderedDict([('bootstrap', False), ('max_features', 0.01), ('min_samples_split', 0.13917581058821515), ('n_estimators', 1)])",0.9707068180531975
"OrderedDict([('bootstrap', True), ('max_features', 0.01), ('min_samples_split', 0.01), ('n_estimators', 2000)])",0.9997296576117712
"OrderedDict([('bootstrap', False), ('max_features', 1.0), ('min_samples_split', 1.0), ('n_estimators', 1)])",0.8553086304470854
"OrderedDict([('bootstrap', True), ('max_features', 0.01), ('min_samples_split', 0.10903186288052372), ('n_estimators', 1666)])",0.9945862068477647
