params,score
"OrderedDict([('bootstrap', False), ('max_features', 0.01), ('min_samples_split', 0.01), ('n_estimators', 2000)])",0.99978045557442
"OrderedDict([('bootstrap', True), ('max_features', 0.01), ('min_samples_split', 0.01), ('n_estimators', 2000)])",0.9997296576117712
"OrderedDict([('bootstrap', True), ('max_features', 0.01), ('min_samples_split', 0.01), ('n_estimators', 2000)])",0.9997296576117712
"OrderedDict([('bootstrap', True), ('max_features', 0.01), ('min_samples_split', 0.011184893703636475), ('n_estimators', 1619)])",0.9997296576117712
"OrderedDict([('bootstrap', True), ('max_features', 0.01), ('min_samples_split', 0.032939520885805464), ('n_estimators', 708)])",0.9993913214487833
"OrderedDict([('bootstrap', True), ('max_features', 1.0), ('min_samples_split', 0.01), ('n_estimators', 2000)])",0.9980060094793435
"OrderedDict([('bootstrap', False), ('max_features', 0.01), ('min_samples_split', 0.3543107275136226), ('n_estimators', 2000)])",0.9823754315223543
"OrderedDict([('bootstrap', False), ('max_features', 1.0), ('min_samples_split', 0.7854730091957718), ('n_estimators', 2000)])",0.8553086304470854
"OrderedDict([('bootstrap', False), ('max_features', 0.01), ('min_samples_split', 0.5473977229579795), ('n_estimators', 1)])",0.8130245762591963
"OrderedDict([('bootstrap', False), ('max_features', 1.0), ('min_samples_split', 0.6362330860352541), ('n_estimators', 2000)])",0.8553086304470854
"OrderedDict([('bootstrap', False), ('max_features', 0.4664102598111941), ('min_samples_split', 0.31609445064004194), ('n_estimators', 1474)])",0.9882445387662704
"OrderedDict([('bootstrap', False), ('max_features', 0.4774203070621217), ('min_samples_split', 1.0), ('n_estimators', 2000)])",0.9358345805036785
"OrderedDict([('bootstrap', True), ('max_features', 0.6748589302615273), ('min_samples_split', 0.01), ('n_estimators', 832)])",0.9997806324278438
"OrderedDict([('bootstrap', False), ('max_features', 0.11727828936695116), ('min_samples_split', 0.01), ('n_estimators', 694)])",0.9997972976796831
"OrderedDict([('bootstrap', False), ('max_features', 0.3694182879600202), ('min_samples_split', 0.01), ('n_estimators', 253)])",0.99978045557442
"OrderedDict([('bootstrap', False), ('max_features', 1.0), ('min_samples_split', 0.27423395876948187), ('n_estimators', 686)])",0.9574726096491227
"OrderedDict([('bootstrap', False), ('max_features', 0.34342914536238583), ('min_samples_split', 0.01), ('n_estimators', 1818)])",0.99978045557442
"OrderedDict([('bootstrap', True), ('max_features', 0.01), ('min_samples_split', 0.24684002444991307), ('n_estimators', 319)])",0.985436284663271
"OrderedDict([('bootstrap', False), ('max_features', 0.23135119695556833), ('min_samples_split', 0.01), ('n_estimators', 1819)])",0.99978045557442
"OrderedDict([('bootstrap', False), ('max_features', 0.01), ('min_samples_split', 0.5034169174535936), ('n_estimators', 1786)])",0.9770166921335596
"OrderedDict([('bootstrap', False), ('max_features', 0.267070071566771), ('min_samples_split', 0.01), ('n_estimators', 1908)])",0.99978045557442
"OrderedDict([('bootstrap', False), ('max_features', 0.3756928671536933), ('min_samples_split', 0.133669250774674), ('n_estimators', 1227)])",0.9951270812110922
"OrderedDict([('bootstrap', False), ('max_features', 1.0), ('min_samples_split', 0.01), ('n_estimators', 2000)])",0.9824120826259197
"OrderedDict([('bootstrap', True), ('max_features', 0.6822879170791927), ('min_samples_split', 0.043365225647915506), ('n_estimators', 831)])",0.9989854810413131
"OrderedDict([('bootstrap', True), ('max_features', 0.49094709806506354), ('min_samples_split', 0.01), ('n_estimators', 2000)])",0.9997296576117712
