mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__subsample,param_model__n_estimators,param_model__min_samples_split,param_model__min_samples_leaf,param_model__max_depth,param_model__learning_rate,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.6958001613616943,0.010476524051934031,0.04200024604797363,0.006099058789758556,0.8367346938775511,47,6,3,2,0.38979591836734695,"{'model__subsample': 0.8367346938775511, 'model__n_estimators': 47, 'model__min_samples_split': 6, 'model__min_samples_leaf': 3, 'model__max_depth': 2, 'model__learning_rate': 0.38979591836734695}",0.8537996739830418,0.8479700794334986,0.8558082564070146,0.8475639330854312,0.8509876812567132,0.8512259248331399,0.0032152580042015557,58
2.0107991218566896,0.07388809409470372,0.029999399185180665,0.0029647706627478096,0.9336734693877551,130,8,1,2,0.3438775510204082,"{'model__subsample': 0.9336734693877551, 'model__n_estimators': 130, 'model__min_samples_split': 8, 'model__min_samples_leaf': 1, 'model__max_depth': 2, 'model__learning_rate': 0.3438775510204082}",0.8531235465636293,0.847098487132825,0.8532010318131189,0.8456834083622512,0.8512998455961331,0.8500812638935915,0.003121264729592905,96
0.2833987236022949,0.02048025741296663,0.029600143432617188,0.005885798999455532,0.9132653061224489,15,10,3,2,0.3438775510204082,"{'model__subsample': 0.9132653061224489, 'model__n_estimators': 15, 'model__min_samples_split': 10, 'model__min_samples_leaf': 3, 'model__max_depth': 2, 'model__learning_rate': 0.3438775510204082}",0.8500755227898823,0.8432235936343553,0.8512693192237569,0.8428834600536045,0.8507171947726458,0.8476338180948491,0.0037603718785559894,142
6.164799165725708,0.10382156578512512,0.04240050315856934,0.003979637528303893,0.9438775510204082,105,6,3,8,0.1510204081632653,"{'model__subsample': 0.9438775510204082, 'model__n_estimators': 105, 'model__min_samples_split': 6, 'model__min_samples_leaf': 3, 'model__max_depth': 8, 'model__learning_rate': 0.1510204081632653}",0.840428338878752,0.8297127941134512,0.842640107902903,0.8316126191796178,0.8385371911922663,0.836586210253398,0.005043776627693601,226
0.9565982818603516,0.03599859969738344,0.042601394653320315,0.012862474730109208,0.9642857142857143,31,4,5,4,0.1142857142857143,"{'model__subsample': 0.9642857142857143, 'model__n_estimators': 31, 'model__min_samples_split': 4, 'model__min_samples_leaf': 5, 'model__max_depth': 4, 'model__learning_rate': 0.1142857142857143}",0.8539587134628457,0.8475667302365886,0.8560644754530407,0.8469496786912465,0.8524106023988542,0.8513900400485153,0.0035727995709974683,52
2.3121975898742675,0.15570895298856097,0.06920056343078614,0.04011677992571828,0.8571428571428571,108,1,1,3,0.23367346938775513,"{'model__subsample': 0.8571428571428571, 'model__n_estimators': 108, 'model__min_samples_split': 1, 'model__min_samples_leaf': 1, 'model__max_depth': 3, 'model__learning_rate': 0.23367346938775513}",0.8525622965189081,0.8446031485852289,0.8542407328983577,0.8459849412570286,0.849639724310777,0.84940616871406,0.003692221593027411,119
1.0254000186920167,0.034627087940153845,0.03999872207641601,0.008648656922486703,0.9030612244897959,66,4,1,2,0.18775510204081636,"{'model__subsample': 0.9030612244897959, 'model__n_estimators': 66, 'model__min_samples_split': 4, 'model__min_samples_leaf': 1, 'model__max_depth': 2, 'model__learning_rate': 0.18775510204081636}",0.8546859906622303,0.847408131765959,0.8555377718900853,0.8492917333554121,0.8531180070712495,0.8520083269489872,0.0031432445339748915,37
8.013399934768676,0.15134181163011248,0.09919943809509277,0.10044642834809456,0.9183673469387755,139,1,3,8,0.20612244897959187,"{'model__subsample': 0.9183673469387755, 'model__n_estimators': 139, 'model__min_samples_split': 1, 'model__min_samples_leaf': 3, 'model__max_depth': 8, 'model__learning_rate': 0.20612244897959187}",0.8253623528675181,0.8242208675308372,0.8342508921513617,0.8240026897405531,0.8310077649480845,0.8277689134476709,0.00412482270219688,260
2.290599727630615,0.12232482592336605,0.10999932289123535,0.07732243354490803,0.9183673469387755,77,1,3,4,0.4448979591836735,"{'model__subsample': 0.9183673469387755, 'model__n_estimators': 77, 'model__min_samples_split': 1, 'model__min_samples_leaf': 3, 'model__max_depth': 4, 'model__learning_rate': 0.4448979591836735}",0.835641222585954,0.8318433841501108,0.8443914042426071,0.8275203870362113,0.8416454081632652,0.8362083612356297,0.006186747756974924,228
3.863999032974243,0.18014823732270646,0.1301999568939209,0.07964497184013651,0.7755102040816326,100,1,5,6,0.06836734693877551,"{'model__subsample': 0.7755102040816326, 'model__n_estimators': 100, 'model__min_samples_split': 1, 'model__min_samples_leaf': 5, 'model__max_depth': 6, 'model__learning_rate': 0.06836734693877551}",0.8560343324031341,0.8466492646569324,0.8568566286608414,0.8496643138895897,0.8517924274973148,0.8521993934215624,0.003841686501193453,34
3.207799959182739,0.1274143008285782,0.038399696350097656,0.006054725228586122,0.8367346938775511,57,5,2,8,0.1142857142857143,"{'model__subsample': 0.8367346938775511, 'model__n_estimators': 57, 'model__min_samples_split': 5, 'model__min_samples_leaf': 2, 'model__max_depth': 8, 'model__learning_rate': 0.1142857142857143}",0.8453314505742192,0.8397263155421467,0.8518273508796759,0.8411727224056843,0.8475597475832439,0.8451235173969941,0.0043739777323492995,169
0.8203995704650879,0.0461582045405995,0.030600500106811524,0.003928057948011806,0.8571428571428571,29,6,5,4,0.4908163265306123,"{'model__subsample': 0.8571428571428571, 'model__n_estimators': 29, 'model__min_samples_split': 6, 'model__min_samples_leaf': 5, 'model__max_depth': 4, 'model__learning_rate': 0.4908163265306123}",0.8485139172122642,0.8397984820420099,0.8519330831934291,0.839714847222401,0.8433835705334766,0.8446687800407162,0.0048470237590632235,172
3.67919864654541,0.08243085274539293,0.10040111541748047,0.03984251318665018,0.8673469387755102,137,7,5,4,0.06836734693877551,"{'model__subsample': 0.8673469387755102, 'model__n_estimators': 137, 'model__min_samples_split': 7, 'model__min_samples_leaf': 5, 'model__max_depth': 4, 'model__learning_rate': 0.06836734693877551}",0.856172967872348,0.8486226547985407,0.8578789874089038,0.8503440216208595,0.852406686358754,0.8530850636118812,0.0034757289136223357,9
7.140999031066895,0.20758529803091313,0.11320080757141113,0.09459492716563841,0.846938775510204,125,1,2,8,0.05918367346938776,"{'model__subsample': 0.846938775510204, 'model__n_estimators': 125, 'model__min_samples_split': 1, 'model__min_samples_leaf': 2, 'model__max_depth': 8, 'model__learning_rate': 0.05918367346938776}",0.8497521331973812,0.842654653088922,0.8521800716406354,0.8424459856125732,0.8482450546007877,0.8470555796280598,0.003887497437694696,151
4.333200073242187,0.12633281355820677,0.04339942932128906,0.013155370946376574,0.9897959183673469,119,5,1,5,0.4448979591836735,"{'model__subsample': 0.9897959183673469, 'model__n_estimators': 119, 'model__min_samples_split': 5, 'model__min_samples_leaf': 1, 'model__max_depth': 5, 'model__learning_rate': 0.4448979591836735}",0.8205240867947479,0.8132918385282958,0.8296739137123622,0.8146361493745851,0.824079171142141,0.8204410319104264,0.006054695513759286,283
1.4944007873535157,0.06777677794225322,0.0441983699798584,0.009701161862993277,0.8214285714285714,101,7,2,2,0.20612244897959187,"{'model__subsample': 0.8214285714285714, 'model__n_estimators': 101, 'model__min_samples_split': 7, 'model__min_samples_leaf': 2, 'model__max_depth': 2, 'model__learning_rate': 0.20612244897959187}",0.8562266332152695,0.8489037684898685,0.8570806804685562,0.8503952094870416,0.8526914384174722,0.8530595460156416,0.0031844824635612946,10
2.779200220108032,0.0901309527057656,0.047199440002441403,0.02018299784859355,0.9030612244897959,131,3,1,3,0.27040816326530615,"{'model__subsample': 0.9030612244897959, 'model__n_estimators': 131, 'model__min_samples_split': 3, 'model__min_samples_leaf': 1, 'model__max_depth': 3, 'model__learning_rate': 0.27040816326530615}",0.8442321495653108,0.8432728234947271,0.8519739216003285,0.8451866343166812,0.8504811134980308,0.8470293284950158,0.003512687925250204,152
0.5506004333496094,0.022835465488907643,0.02899932861328125,0.0012633116097601309,0.7704081632653061,57,2,3,1,0.45408163265306123,"{'model__subsample': 0.7704081632653061, 'model__n_estimators': 57, 'model__min_samples_split': 2, 'model__min_samples_leaf': 3, 'model__max_depth': 1, 'model__learning_rate': 0.45408163265306123}",0.8520510782261815,0.8462705303902082,0.8540390582999028,0.8448761505381999,0.8518813775510203,0.8498236390011027,0.003579602106304629,106
2.8785980224609373,0.040844880561324,0.040800285339355466,0.014511656946193026,0.826530612244898,143,1,1,3,0.37142857142857144,"{'model__subsample': 0.826530612244898, 'model__n_estimators': 143, 'model__min_samples_split': 1, 'model__min_samples_leaf': 1, 'model__max_depth': 3, 'model__learning_rate': 0.37142857142857144}",0.8415424537583628,0.835458142590934,0.8440722492955375,0.8345943823135014,0.8449164205155747,0.840116729694782,0.0043107913611380435,206
2.42560019493103,0.05363143609990674,0.04059953689575195,0.005535438390004684,0.9591836734693877,85,10,3,4,0.38979591836734695,"{'model__subsample': 0.9591836734693877, 'model__n_estimators': 85, 'model__min_samples_split': 10, 'model__min_samples_leaf': 3, 'model__max_depth': 4, 'model__learning_rate': 0.38979591836734695}",0.8418272713856392,0.8386306714337581,0.8440398023421105,0.8383789278295841,0.8407925505728606,0.8407338447127906,0.002102253813515813,201
