mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__subsample,param_model__n_estimators,param_model__min_samples_split,param_model__min_samples_leaf,param_model__max_depth,param_model__learning_rate,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
1.9491991519927978,0.037902766961410525,0.06339941024780274,0.015807063039613916,0.8367346938775511,47,6,3,2,0.38979591836734695,"{'model__subsample': 0.8367346938775511, 'model__n_estimators': 47, 'model__min_samples_split': 6, 'model__min_samples_leaf': 3, 'model__max_depth': 2, 'model__learning_rate': 0.38979591836734695}",0.9121928978701996,0.9165387074459166,0.9170459577657069,0.9091212412623296,0.9295116861836721,0.916882098105565,0.006955152909096449,217
6.016599321365357,0.15631267666571552,0.15940165519714355,0.09032797630924748,0.9336734693877551,130,8,1,2,0.3438775510204082,"{'model__subsample': 0.9336734693877551, 'model__n_estimators': 130, 'model__min_samples_split': 8, 'model__min_samples_leaf': 1, 'model__max_depth': 2, 'model__learning_rate': 0.3438775510204082}",0.9203386159092181,0.9261400162110794,0.9247601753517123,0.9158388643889112,0.935952428991553,0.9246060201704948,0.0067259446984751555,138
0.8494004249572754,0.06064470533718489,0.08080077171325684,0.03170202672104645,0.9132653061224489,15,10,3,2,0.3438775510204082,"{'model__subsample': 0.9132653061224489, 'model__n_estimators': 15, 'model__min_samples_split': 10, 'model__min_samples_leaf': 3, 'model__max_depth': 2, 'model__learning_rate': 0.3438775510204082}",0.902685047375482,0.8967993599418638,0.898700671412937,0.8862227148420951,0.9118503029524874,0.8992516193049731,0.008325679900548662,251
19.11939940452576,0.36469543563536055,0.13160252571105957,0.05262534217700903,0.9438775510204082,105,6,3,8,0.1510204081632653,"{'model__subsample': 0.9438775510204082, 'model__n_estimators': 105, 'model__min_samples_split': 6, 'model__min_samples_leaf': 3, 'model__max_depth': 8, 'model__learning_rate': 0.1510204081632653}",0.9232777474984628,0.932425303258986,0.9305729151654425,0.9240640440772505,0.9408602854924322,0.9302400590985147,0.006392061298506511,15
2.9923994064331056,0.0609866418495603,0.09099926948547363,0.03283276720515816,0.9642857142857143,31,4,5,4,0.1142857142857143,"{'model__subsample': 0.9642857142857143, 'model__n_estimators': 31, 'model__min_samples_split': 4, 'model__min_samples_leaf': 5, 'model__max_depth': 4, 'model__learning_rate': 0.1142857142857143}",0.9099739190284531,0.9138009041869304,0.9178901370339219,0.905429212533158,0.9275761442712415,0.914934063410741,0.007547050444694761,231
7.0271963596344,0.1645973555047055,0.07820067405700684,0.05559000995779064,0.8571428571428571,108,1,1,3,0.23367346938775513,"{'model__subsample': 0.8571428571428571, 'model__n_estimators': 108, 'model__min_samples_split': 1, 'model__min_samples_leaf': 1, 'model__max_depth': 3, 'model__learning_rate': 0.23367346938775513}",0.9269566842752531,0.9291149589132986,0.9306436637642274,0.9185019813974857,0.9371603958078398,0.9284755368316209,0.0060384622465822066,50
3.425200176239014,0.1569150655580795,0.09599885940551758,0.06053396100871714,0.9030612244897959,66,4,1,2,0.18775510204081636,"{'model__subsample': 0.9030612244897959, 'model__n_estimators': 66, 'model__min_samples_split': 4, 'model__min_samples_leaf': 1, 'model__max_depth': 2, 'model__learning_rate': 0.18775510204081636}",0.9114653208675721,0.9142542204706803,0.9179110995817098,0.9029805249196654,0.9281779440806568,0.9149578219840568,0.008241865576733964,230
25.96010112762451,1.6674125883426576,0.19999890327453612,0.05799069904208434,0.9183673469387755,139,1,3,8,0.20612244897959187,"{'model__subsample': 0.9183673469387755, 'model__n_estimators': 139, 'model__min_samples_split': 1, 'model__min_samples_leaf': 3, 'model__max_depth': 8, 'model__learning_rate': 0.20612244897959187}",0.9235485144502209,0.9279069889317458,0.9290164459921793,0.9243845963705095,0.9376757251076296,0.928506454170457,0.005025253381520343,49
7.211997556686401,0.5204679494980501,0.19899940490722656,0.15343469273316118,0.9183673469387755,77,1,3,4,0.4448979591836735,"{'model__subsample': 0.9183673469387755, 'model__n_estimators': 77, 'model__min_samples_split': 1, 'model__min_samples_leaf': 3, 'model__max_depth': 4, 'model__learning_rate': 0.4448979591836735}",0.9233423821901727,0.9264413536251328,0.924113830128247,0.9111135567416864,0.9306200808979657,0.9231262407166408,0.006518807260901545,163
12.873044538497926,0.5156289951215111,0.38177061080932617,0.11206124904710747,0.7755102040816326,100,1,5,6,0.06836734693877551,"{'model__subsample': 0.7755102040816326, 'model__n_estimators': 100, 'model__min_samples_split': 1, 'model__min_samples_leaf': 5, 'model__max_depth': 6, 'model__learning_rate': 0.06836734693877551}",0.9264308723237744,0.9283716599586338,0.9311004726181087,0.9224481810185876,0.9411100891869064,0.9298922550212023,0.006277056800913587,20
