mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__subsample,param_model__n_estimators,param_model__min_samples_split,param_model__min_samples_leaf,param_model__max_depth,param_model__learning_rate,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.6527987003326416,0.04742649022234993,0.04340071678161621,0.009991709783694644,0.8367346938775511,47,6,3,2,0.38979591836734695,"{'model__subsample': 0.8367346938775511, 'model__n_estimators': 47, 'model__min_samples_split': 6, 'model__min_samples_leaf': 3, 'model__max_depth': 2, 'model__learning_rate': 0.38979591836734695}",0.884221655698504,0.9060581806683662,0.8945742407997225,0.9010408454479518,0.8954186910602383,0.8962627227349567,0.007312073698692094,124
1.9351984977722168,0.062114214171149554,0.05820159912109375,0.021114117863940116,0.9336734693877551,130,8,1,2,0.3438775510204082,"{'model__subsample': 0.9336734693877551, 'model__n_estimators': 130, 'model__min_samples_split': 8, 'model__min_samples_leaf': 1, 'model__max_depth': 2, 'model__learning_rate': 0.3438775510204082}",0.885249303373451,0.9081589296654217,0.8975247153984423,0.902154418025291,0.8935866025188498,0.8973347937962911,0.00775286762237009,112
0.2631976127624512,0.024646603766073905,0.03320164680480957,0.010533422131891563,0.9132653061224489,15,10,3,2,0.3438775510204082,"{'model__subsample': 0.9132653061224489, 'model__n_estimators': 15, 'model__min_samples_split': 10, 'model__min_samples_leaf': 3, 'model__max_depth': 2, 'model__learning_rate': 0.3438775510204082}",0.8860773502499951,0.9004318096480307,0.8934251915739018,0.8952512535082463,0.8915676468785284,0.8933506503717406,0.004687017420221396,151
5.644399547576905,0.12833918676610712,0.03240079879760742,0.008358228051769676,0.9438775510204082,105,6,3,8,0.1510204081632653,"{'model__subsample': 0.9438775510204082, 'model__n_estimators': 105, 'model__min_samples_split': 6, 'model__min_samples_leaf': 3, 'model__max_depth': 8, 'model__learning_rate': 0.1510204081632653}",0.8866840576273196,0.8965959170767377,0.8863860332376778,0.8881825312982876,0.8977065771286535,0.8911110232737351,0.004981666620900867,167
0.9261996746063232,0.04182036544301277,0.08220043182373046,0.09914951658484823,0.9642857142857143,31,4,5,4,0.1142857142857143,"{'model__subsample': 0.9642857142857143, 'model__n_estimators': 31, 'model__min_samples_split': 4, 'model__min_samples_leaf': 5, 'model__max_depth': 4, 'model__learning_rate': 0.1142857142857143}",0.8908717219027293,0.9142220509476098,0.900147030998707,0.9129787376620099,0.9111362903815846,0.9058711663785282,0.009008056769720682,8
2.126998949050903,0.052797324327386645,0.03440003395080567,0.015640886328627594,0.8571428571428571,108,1,1,3,0.23367346938775513,"{'model__subsample': 0.8571428571428571, 'model__n_estimators': 108, 'model__min_samples_split': 1, 'model__min_samples_leaf': 1, 'model__max_depth': 3, 'model__learning_rate': 0.23367346938775513}",0.8903529574514337,0.9075917471986719,0.8900943284664627,0.9067230219797546,0.8982503702736961,0.8986024850740039,0.007580466646193225,97
0.9563986778259277,0.03448370147398725,0.02400050163269043,0.0024501103654896417,0.9030612244897959,66,4,1,2,0.18775510204081636,"{'model__subsample': 0.9030612244897959, 'model__n_estimators': 66, 'model__min_samples_split': 4, 'model__min_samples_leaf': 1, 'model__max_depth': 2, 'model__learning_rate': 0.18775510204081636}",0.8872996581095235,0.9083812572874055,0.8965461511778248,0.9018331572640409,0.9021805116401396,0.8992481470957868,0.007053536873919955,89
7.339598846435547,0.15536339751741168,0.08760132789611816,0.07549638826307915,0.9183673469387755,139,1,3,8,0.20612244897959187,"{'model__subsample': 0.9183673469387755, 'model__n_estimators': 139, 'model__min_samples_split': 1, 'model__min_samples_leaf': 3, 'model__max_depth': 8, 'model__learning_rate': 0.20612244897959187}",0.8859024525207012,0.8978439161281397,0.8785062754249315,0.8815405143325659,0.8891779231847691,0.8865942163182214,0.006703200963573314,194
2.118998622894287,0.0722775940064513,0.06900086402893066,0.050363145387375595,0.9183673469387755,77,1,3,4,0.4448979591836735,"{'model__subsample': 0.9183673469387755, 'model__n_estimators': 77, 'model__min_samples_split': 1, 'model__min_samples_leaf': 3, 'model__max_depth': 4, 'model__learning_rate': 0.4448979591836735}",0.8784233513171676,0.8978518211102547,0.8733335829838227,0.8915735076156539,0.8841493196653397,0.8850663165384477,0.008814074764048926,221
3.4653985023498537,0.11166601737499711,0.07360105514526367,0.0519493343102938,0.7755102040816326,100,1,5,6,0.06836734693877551,"{'model__subsample': 0.7755102040816326, 'model__n_estimators': 100, 'model__min_samples_split': 1, 'model__min_samples_leaf': 5, 'model__max_depth': 6, 'model__learning_rate': 0.06836734693877551}",0.8938637576332484,0.9128505365506611,0.9007432357856895,0.9066106792595628,0.9104649530261594,0.9049066324510642,0.006872892717333444,17
