mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__n_estimators,param_model__min_samples_split,param_model__min_samples_leaf,param_model__max_features,param_model__max_depth,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
1.7063108444213868,0.04144812163150432,0.07374086380004882,0.006632494380301142,88,9,4,sqrt,3,"{'model__n_estimators': 88, 'model__min_samples_split': 9, 'model__min_samples_leaf': 4, 'model__max_features': 'sqrt', 'model__max_depth': 3}",0.8865998651391757,0.8810192411329988,0.8843339671636863,0.878827766136689,0.8706470746996876,0.8802855828544475,0.0055104246621863655,374
9.272186088562012,0.28381258010031296,0.17494049072265624,0.03471332061214582,165,13,2,sqrt,13,"{'model__n_estimators': 165, 'model__min_samples_split': 13, 'model__min_samples_leaf': 2, 'model__max_features': 'sqrt', 'model__max_depth': 13}",0.9353890874534014,0.9312510972660278,0.9320066277051702,0.9319542209695072,0.9170514922381258,0.9295305051264465,0.006403354876502496,12
3.127026319503784,0.14590791823831187,0.10690894126892089,0.0105921668977212,162,12,7,sqrt,3,"{'model__n_estimators': 162, 'model__min_samples_split': 12, 'model__min_samples_leaf': 7, 'model__max_features': 'sqrt', 'model__max_depth': 3}",0.884877856621282,0.8793762899699622,0.8867887860067029,0.8825036619206545,0.874525173138753,0.881614353531471,0.004323921377982337,350
8.205436706542969,0.14409188778499402,0.23886404037475586,0.1476415323900031,208,11,2,log2,7,"{'model__n_estimators': 208, 'model__min_samples_split': 11, 'model__min_samples_leaf': 2, 'model__max_features': 'log2', 'model__max_depth': 7}",0.9198137103846329,0.9122475414690132,0.9198430243577774,0.9162068703483564,0.9040694703687948,0.914436123385715,0.005891450592810881,220
0.8962800979614258,0.07615013559297423,0.07419118881225586,0.03710328157011146,28,3,4,log2,5,"{'model__n_estimators': 28, 'model__min_samples_split': 3, 'model__min_samples_leaf': 4, 'model__max_features': 'log2', 'model__max_depth': 5}",0.9035745106054413,0.894150622198969,0.9069409227603327,0.8920652708423772,0.8892051732435665,0.8971872999301373,0.006857121241216675,306
0.9757073402404786,0.02613268501303344,0.050946712493896484,0.010892722648897025,17,3,3,log2,12,"{'model__n_estimators': 17, 'model__min_samples_split': 3, 'model__min_samples_leaf': 3, 'model__max_features': 'log2', 'model__max_depth': 12}",0.9268445536840414,0.9226153406743525,0.9257938091923161,0.926455444230062,0.9128869036441025,0.9229192102849749,0.005232897925047274,156
0.935396146774292,0.06616744187612239,0.0529634952545166,0.010886227208322642,58,12,10,log2,2,"{'model__n_estimators': 58, 'model__min_samples_split': 12, 'model__min_samples_leaf': 10, 'model__max_features': 'log2', 'model__max_depth': 2}",0.8728460699948641,0.8745260465843474,0.8765720928891921,0.8686599859724637,0.8603168336549069,0.8705842058191549,0.00575552748075422,409
2.1912889003753664,0.17654957871913232,0.05682110786437988,0.006175463439247051,30,11,4,sqrt,15,"{'model__n_estimators': 30, 'model__min_samples_split': 11, 'model__min_samples_leaf': 4, 'model__max_features': 'sqrt', 'model__max_depth': 15}",0.9321891999538817,0.9281211049785526,0.930223051801438,0.9277957464946445,0.9144128130974915,0.9265483832652016,0.0062709398605907025,96
1.1396144866943358,0.057475506321783415,0.0756925106048584,0.006414351101097838,116,12,10,log2,1,"{'model__n_estimators': 116, 'model__min_samples_split': 12, 'model__min_samples_leaf': 10, 'model__max_features': 'log2', 'model__max_depth': 1}",0.846073925393315,0.8413215755910387,0.8342899018334496,0.8326041518362883,0.8221708442113703,0.8352920797730924,0.008160871947032435,440
1.3278363227844239,0.022367801430922672,0.07559189796447754,0.008260263680698645,67,9,10,sqrt,3,"{'model__n_estimators': 67, 'model__min_samples_split': 9, 'model__min_samples_leaf': 10, 'model__max_features': 'sqrt', 'model__max_depth': 3}",0.8864168771683419,0.881995316584723,0.8853812284313528,0.8800933888029516,0.8738879945776498,0.8815549611130038,0.004458498216526356,354
