iter	Logloss
0	0.6678529986
1	0.65634701
2	0.6432569077
3	0.6183205997
4	0.611442153
5	0.5859034639
6	0.5634314683
7	0.5418417897
8	0.5180527272
9	0.4972322711
10	0.485589456
11	0.4687987922
12	0.4618480009
13	0.4574906652
14	0.441610251
15	0.4360683307
16	0.4326250144
17	0.4309355253
18	0.4238109634
19	0.4173976405
20	0.4148000919
21	0.4121593879
22	0.4091699219
23	0.4056229535
24	0.4029012882
25	0.3988399012
26	0.3953769818
27	0.3914727783
28	0.387780654
29	0.3851168285
30	0.3812552059
31	0.3775553266
32	0.3754532758
33	0.3742204733
34	0.3609971349
35	0.358638916
36	0.3563507439
37	0.3497523409
38	0.3470351993
39	0.3454573328
40	0.3434406595
41	0.3418568331
42	0.3340350701
43	0.3319734102
44	0.3297418572
45	0.3283561437
46	0.3250303022
47	0.3220366355
48	0.3205865838
49	0.3179012523
50	0.3162398394
51	0.3120252901
52	0.3044659783
53	0.3033113367
54	0.3005232688
55	0.2982215074
56	0.2960216388
57	0.2950041648
58	0.2932514864
59	0.29148994
60	0.2898318302
61	0.2883038869
62	0.2873401956
63	0.2860010125
64	0.2847600062
65	0.2835240084
66	0.2826471665
67	0.2754470646
68	0.2739256735
69	0.2722940782
70	0.2713597017
71	0.2696159812
72	0.2686325432
73	0.267825461
74	0.2664722577
75	0.2649674359
76	0.2634938139
77	0.2614986106
78	0.2606455724
79	0.2595024917
80	0.2582278981
81	0.2567642032
82	0.2556034761
83	0.2538799331
84	0.252460399
85	0.2514370728
86	0.2499838257
87	0.249005863
88	0.2467045144
89	0.2456385354
90	0.2438328642
91	0.2422158275
92	0.2408800551
93	0.2397627707
94	0.238059459
95	0.2331938261
96	0.2305797083
97	0.2281772389
98	0.2272668098
99	0.2259525972
100	0.2236275527
101	0.2228199858
102	0.2212395522
103	0.2195058486
104	0.2179459336
105	0.2169632856
106	0.2156128648
107	0.2137695313
108	0.2124756936
109	0.2111582318
110	0.2101859059
111	0.2091633516
112	0.2081453929
113	0.2072443704
114	0.2066397095
115	0.2058608829
116	0.2044694788
117	0.2031746359
118	0.2017116592
119	0.2005943029
120	0.1998003432
121	0.1988344798
122	0.1974098295
123	0.1959955193
124	0.1946307373
125	0.1933718154
126	0.1923786837
127	0.1914644488
128	0.1900706392
129	0.1891427433
130	0.1882543586
131	0.1865096866
132	0.1851549575
133	0.1838679056
134	0.182607009
135	0.1817085535
136	0.1809322941
137	0.1796124986
138	0.1786662921
139	0.1777981208
140	0.1767428409
141	0.1759992532
142	0.1724458582
143	0.1713325411
144	0.1698299991
145	0.1692829985
146	0.1682719152
147	0.1668235151
148	0.16344048
149	0.1626895321
150	0.1614563347
151	0.1577850701
152	0.1563515876
153	0.154112477
154	0.1530170755
155	0.1523102704
156	0.151030058
157	0.1495651425
158	0.14843899
159	0.1452009583
160	0.1441362628
161	0.1427859497
162	0.1393996564
163	0.1380808841
164	0.1368040018
165	0.1357811602
166	0.1338386984
167	0.1328114857
168	0.1315755956
169	0.1306066715
170	0.129313175
171	0.1282600852
172	0.1273957735
173	0.1263753195
174	0.125444677
175	0.1231778493
176	0.1223888981
177	0.1212453865
178	0.1185273114
179	0.1175539443
180	0.1165282036
181	0.1156948404
182	0.114698621
183	0.1141574994
184	0.1132778661
185	0.1127699549
186	0.1117014268
187	0.1109965246
188	0.1094165308
189	0.1078626565
190	0.107114913
191	0.1061613554
192	0.1054080739
193	0.1044718933
194	0.1037208019
195	0.1029466786
196	0.1020226692
197	0.1014021032
198	0.1009003763
199	0.1006034672
200	0.09835043514
201	0.09768181296
202	0.09700220445
203	0.09639117073
204	0.09577254351
205	0.09505949133
206	0.09419634651
207	0.09356728946
208	0.0929894122
209	0.09240864473
210	0.09160388722
211	0.09107985553
