,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__max_depth,param_model__min_samples_leaf,param_model__min_samples_split,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
0,0.19344983100891114,0.005909558127669726,0.03775019645690918,0.0032115861552160932,7,52,30,"{'model__max_depth': 7, 'model__min_samples_leaf': 52, 'model__min_samples_split': 30}",0.9830622183938511,0.9831798303737079,0.9862890935595018,0.9857523853697323,0.9846325868009542,0.9862817322050772,0.983388086942094,0.9712775842044135,0.9734665896475712,0.97624359280801,0.9813573700304914,0.00528188735369031,41
1,0.1911004066467285,0.011236460615125255,0.04310009479522705,0.006659475832601736,15,43,9,"{'model__max_depth': 15, 'model__min_samples_leaf': 43, 'model__min_samples_split': 9}",0.9860770606944076,0.986335475748741,0.9879886694937716,0.9879157831963955,0.9868721839385105,0.9865687738510038,0.9854786792765887,0.9663016426082628,0.9739628980426527,0.9756825485353092,0.9823183715385643,0.007161860991826125,29
2,0.1984997272491455,0.007392719871988802,0.050901055335998535,0.017118134789575887,29,21,40,"{'model__max_depth': 29, 'model__min_samples_leaf': 21, 'model__min_samples_split': 40}",0.9906175457195865,0.9902729923138087,0.9895871985157699,0.9897213755632123,0.9861532600053008,0.9895652895304464,0.9795271279243406,0.9646175543388087,0.9804182269673067,0.9781541311449288,0.983863470202351,0.007906989989902583,12
3,0.2025493860244751,0.01384577784013688,0.040450310707092284,0.003358097581488501,26,19,24,"{'model__max_depth': 26, 'model__min_samples_leaf': 19, 'model__min_samples_split': 24}",0.9904717731248344,0.9907185926318578,0.98978100980652,0.9900178902729924,0.9886976543864299,0.9897776671644267,0.9801576240252199,0.9624141363862617,0.979206504129817,0.9765672721961065,0.9837810124124466,0.008778181231678705,13
4,0.1910001516342163,0.007499803225252228,0.040150022506713866,0.004662676884146632,11,11,25,"{'model__max_depth': 11, 'model__min_samples_leaf': 11, 'model__min_samples_split': 25}",0.9919526901669758,0.9932315133845746,0.9902415186853962,0.993816260270342,0.9881443811290749,0.9917172722747636,0.9823925667828107,0.9668823627011781,0.9787915305553342,0.9790537938544074,0.9856223889804857,0.008254591601981573,5
5,0.1885995388031006,0.004426854138644707,0.040150237083435056,0.0052913068714542585,21,36,41,"{'model__max_depth': 21, 'model__min_samples_leaf': 36, 'model__min_samples_split': 41}",0.9877700106016432,0.9869384442088524,0.9891912934004772,0.9886264245958123,0.9873923270606944,0.9856280073004813,0.9847121287539407,0.9655085448813672,0.9745040235837781,0.9747081905824235,0.9824979394969471,0.007627250679248998,25
6,0.19435033798217774,0.006471620668453358,0.040000200271606445,0.0042819354630518865,24,3,23,"{'model__max_depth': 24, 'model__min_samples_leaf': 3, 'model__min_samples_split': 23}",0.9954628279883382,0.9954280413464087,0.990440299496422,0.9969752186588922,0.9921647230320699,0.9918300978928156,0.9750788120126099,0.9633880869420938,0.9776047061323135,0.9791235094149205,0.9857496322916883,0.0106691602953977,4
7,0.19504938125610352,0.006008850537415536,0.038950419425964354,0.0038234478712216653,21,2,25,"{'model__max_depth': 21, 'model__min_samples_leaf': 2, 'model__min_samples_split': 25}",0.9957046779750862,0.9952027564272463,0.9898804002120328,0.99672674264511,0.9920603631062815,0.9889712958354073,0.9723394723743157,0.9631972789115646,0.9775383103603962,0.9761274002071549,0.9847748698054595,0.01102352800287084,10
8,0.19224972724914552,0.0072199422035622495,0.04075121879577637,0.00585308450036689,12,30,39,"{'model__max_depth': 12, 'model__min_samples_leaf': 30, 'model__min_samples_split': 39}",0.9891449112112377,0.9892807447654386,0.9897727272727272,0.9902398621786377,0.9871355685131196,0.9870764891322383,0.9842757590841215,0.9623709971793595,0.9783665976150638,0.978509348524686,0.9836173005476629,0.008211095575729766,15
9,0.1697995185852051,0.01266871278168955,0.04950048923492432,0.01285955989697127,2,60,22,"{'model__max_depth': 2, 'model__min_samples_leaf': 60, 'model__min_samples_split': 22}",0.922074609064405,0.921865889212828,0.9368108931884441,0.9306304664723033,0.9387241584945667,0.9485050605608096,0.935662850506056,0.9289099054255848,0.9432067165962872,0.9484785408865164,0.9354869090407799,0.009178114468348684,48
