theta,score,theta,score,theta,score,theta,score
"OrderedDict([('max_depth', 46), ('max_features', 'auto'), ('min_samples_leaf', 0.0024197652348929375), ('min_samples_split', 0.023779861031425733), ('n_estimators', 75)])",0.7550000000000001,"OrderedDict([('max_depth', 86), ('max_features', 'auto'), ('min_samples_leaf', 1e-06), ('min_samples_split', 0.23085599401680384), ('n_estimators', 488)])",0.7878801000769823,"OrderedDict([('max_depth', 58), ('max_features', 'auto'), ('min_samples_leaf', 1e-06), ('min_samples_split', 1e-06), ('n_estimators', 2000)])",0.7783712321523003,"OrderedDict([('max_depth', 100), ('max_features', 'auto'), ('min_samples_leaf', 1e-06), ('min_samples_split', 1e-06), ('n_estimators', 1)])",0.8056329849012777
"OrderedDict([('max_depth', 64), ('max_features', 'sqrt'), ('min_samples_leaf', 0.012320605176549511), ('min_samples_split', 0.7803482089938347), ('n_estimators', 100)])",0.69875,"OrderedDict([('max_depth', 100), ('max_features', 'auto'), ('min_samples_leaf', 0.5480499479810046), ('min_samples_split', 0.005159430064869084), ('n_estimators', 1470)])",0.7057603070738174,"OrderedDict([('max_depth', 9), ('max_features', 'auto'), ('min_samples_leaf', 0.9599046405958567), ('min_samples_split', 0.9503741019338938), ('n_estimators', 1936)])",0.6531200423056583,"OrderedDict([('max_depth', 96), ('max_features', 'sqrt'), ('min_samples_leaf', 0.26860798640958133), ('min_samples_split', 0.0007601319687848368), ('n_estimators', 1859)])",0.8033681765389084
"OrderedDict([('max_depth', 76), ('max_features', 'auto'), ('min_samples_leaf', 0.014254657790844177), ('min_samples_split', 0.05138038123458755), ('n_estimators', 99)])",0.7424999999999999,"OrderedDict([('max_depth', 63), ('max_features', 'sqrt'), ('min_samples_leaf', 1e-06), ('min_samples_split', 1e-06), ('n_estimators', 1)])",0.829989414934565,"OrderedDict([('max_depth', 37), ('max_features', 'auto'), ('min_samples_leaf', 1e-06), ('min_samples_split', 1e-06), ('n_estimators', 1580)])",0.7767583289264939,"OrderedDict([('max_depth', 100), ('max_features', 'sqrt'), ('min_samples_leaf', 1e-06), ('min_samples_split', 1e-06), ('n_estimators', 858)])",0.8631823461091754
"OrderedDict([('max_depth', 53), ('max_features', 'auto'), ('min_samples_leaf', 0.2581603380321338), ('min_samples_split', 0.0028074975120588983), ('n_estimators', 99)])",0.69875,"OrderedDict([('max_depth', 99), ('max_features', 'auto'), ('min_samples_leaf', 0.0205615109096856), ('min_samples_split', 0.9822189260690726), ('n_estimators', 1779)])",0.7057603070738174,"OrderedDict([('max_depth', 53), ('max_features', 'sqrt'), ('min_samples_leaf', 1e-06), ('min_samples_split', 1e-06), ('n_estimators', 2000)])",0.7784241142252777,"OrderedDict([('max_depth', 100), ('max_features', 'sqrt'), ('min_samples_leaf', 1e-06), ('min_samples_split', 1e-06), ('n_estimators', 853)])",0.8584204413472707
"OrderedDict([('max_depth', 12), ('max_features', 'auto'), ('min_samples_leaf', 0.030445162312312826), ('min_samples_split', 0.0043871501123439165), ('n_estimators', 79)])",0.73375,"OrderedDict([('max_depth', 1), ('max_features', 'sqrt'), ('min_samples_leaf', 0.17937158454576216), ('min_samples_split', 0.999999), ('n_estimators', 799)])",0.7057603070738174,"OrderedDict([('max_depth', 100), ('max_features', 'auto'), ('min_samples_leaf', 0.3963293234244451), ('min_samples_split', 1e-06), ('n_estimators', 2000)])",0.6531200423056583,"OrderedDict([('max_depth', 100), ('max_features', 'sqrt'), ('min_samples_leaf', 1e-06), ('min_samples_split', 0.7975708548052626), ('n_estimators', 756)])",0.8033681765389084
"OrderedDict([('max_depth', 1), ('max_features', 'auto'), ('min_samples_leaf', 0.007679073087320603), ('min_samples_split', 0.09488499343812966), ('n_estimators', 169)])",0.69875,"OrderedDict([('max_depth', 71), ('max_features', 'sqrt'), ('min_samples_leaf', 1e-06), ('min_samples_split', 1e-06), ('n_estimators', 2000)])",0.9035422547258575,"OrderedDict([('max_depth', 33), ('max_features', 'auto'), ('min_samples_leaf', 0.21718615311814976), ('min_samples_split', 1e-06), ('n_estimators', 2000)])",0.654785827604442,"OrderedDict([('max_depth', 100), ('max_features', 'auto'), ('min_samples_leaf', 1e-06), ('min_samples_split', 0.4149520617997703), ('n_estimators', 571)])",0.8393728222996515
"OrderedDict([('max_depth', 99), ('max_features', 'sqrt'), ('min_samples_leaf', 1e-06), ('min_samples_split', 0.03876411669377977), ('n_estimators', 84)])",0.75375,"OrderedDict([('max_depth', 72), ('max_features', 'auto'), ('min_samples_leaf', 0.011274547841566424), ('min_samples_split', 0.6749534344570406), ('n_estimators', 1524)])",0.7057603070738174,"OrderedDict([('max_depth', 100), ('max_features', 'sqrt'), ('min_samples_leaf', 1e-06), ('min_samples_split', 1e-06), ('n_estimators', 1542)])",0.7751189846641988,"OrderedDict([('max_depth', 100), ('max_features', 'sqrt'), ('min_samples_leaf', 0.16879564147814105), ('min_samples_split', 0.3422464738211469), ('n_estimators', 1633)])",0.829849012775842
"OrderedDict([('max_depth', 26), ('max_features', 'sqrt'), ('min_samples_leaf', 0.009354360832007172), ('min_samples_split', 0.2933997906201024), ('n_estimators', 108)])",0.70875,"OrderedDict([('max_depth', 100), ('max_features', 'sqrt'), ('min_samples_leaf', 0.999999), ('min_samples_split', 0.999999), ('n_estimators', 1092)])",0.7057603070738174,"OrderedDict([('max_depth', 43), ('max_features', 'sqrt'), ('min_samples_leaf', 0.15416831469226094), ('min_samples_split', 0.999999), ('n_estimators', 1661)])",0.6531200423056583,"OrderedDict([('max_depth', 100), ('max_features', 'sqrt'), ('min_samples_leaf', 1e-06), ('min_samples_split', 1e-06), ('n_estimators', 1558)])",0.8631823461091754
"OrderedDict([('max_depth', 78), ('max_features', 'sqrt'), ('min_samples_leaf', 0.02059697071770678), ('min_samples_split', 0.08441677317761696), ('n_estimators', 300)])",0.74625,"OrderedDict([('max_depth', 100), ('max_features', 'auto'), ('min_samples_leaf', 0.999999), ('min_samples_split', 1e-06), ('n_estimators', 1764)])",0.7057603070738174,"OrderedDict([('max_depth', 100), ('max_features', 'auto'), ('min_samples_leaf', 0.08524566476111742), ('min_samples_split', 1e-06), ('n_estimators', 2000)])",0.765388683236383,"OrderedDict([('max_depth', 100), ('max_features', 'sqrt'), ('min_samples_leaf', 1e-06), ('min_samples_split', 1e-06), ('n_estimators', 1543)])",0.8608594657375145
"OrderedDict([('max_depth', 78), ('max_features', 'sqrt'), ('min_samples_leaf', 1e-06), ('min_samples_split', 1e-06), ('n_estimators', 1642)])",0.76,"OrderedDict([('max_depth', 94), ('max_features', 'auto'), ('min_samples_leaf', 1e-06), ('min_samples_split', 0.1537072192272305), ('n_estimators', 289)])",0.7925049183132324,"OrderedDict([('max_depth', 1), ('max_features', 'sqrt'), ('min_samples_leaf', 0.999999), ('min_samples_split', 0.999999), ('n_estimators', 1)])",0.6531200423056583,"OrderedDict([('max_depth', 1), ('max_features', 'auto'), ('min_samples_leaf', 0.2337030224406829), ('min_samples_split', 0.45049093649805616), ('n_estimators', 2000)])",0.8033681765389084
"OrderedDict([('max_depth', 78), ('max_features', 'sqrt'), ('min_samples_leaf', 1e-06), ('min_samples_split', 1e-06), ('n_estimators', 1872)])",0.76,"OrderedDict([('max_depth', 65), ('max_features', 'sqrt'), ('min_samples_leaf', 1e-06), ('min_samples_split', 1e-06), ('n_estimators', 2000)])",0.9026179325977248,"OrderedDict([('max_depth', 60), ('max_features', 'sqrt'), ('min_samples_leaf', 1e-06), ('min_samples_split', 1e-06), ('n_estimators', 1480)])",0.7816234796404018,"OrderedDict([('max_depth', 8), ('max_features', 'auto'), ('min_samples_leaf', 1e-06), ('min_samples_split', 1e-06), ('n_estimators', 2000)])",0.8583623693379792
"OrderedDict([('max_depth', 94), ('max_features', 'sqrt'), ('min_samples_leaf', 0.9610053563272692), ('min_samples_split', 0.9952119253875342), ('n_estimators', 1767)])",0.69875,"OrderedDict([('max_depth', 2), ('max_features', 'sqrt'), ('min_samples_leaf', 0.5955106216145614), ('min_samples_split', 0.9761443629633481), ('n_estimators', 1372)])",0.7057603070738174,"OrderedDict([('max_depth', 68), ('max_features', 'sqrt'), ('min_samples_leaf', 1e-06), ('min_samples_split', 1e-06), ('n_estimators', 1716)])",0.7735060814383924,"OrderedDict([('max_depth', 100), ('max_features', 'auto'), ('min_samples_leaf', 0.18678547568203313), ('min_samples_split', 0.29277791490462857), ('n_estimators', 1)])",0.8057491289198607
"OrderedDict([('max_depth', 100), ('max_features', 'sqrt'), ('min_samples_leaf', 0.05396767596444967), ('min_samples_split', 1e-06), ('n_estimators', 257)])",0.7037500000000001,"OrderedDict([('max_depth', 65), ('max_features', 'sqrt'), ('min_samples_leaf', 1e-06), ('min_samples_split', 1e-06), ('n_estimators', 2000)])",0.9028499486784707,"OrderedDict([('max_depth', 50), ('max_features', 'sqrt'), ('min_samples_leaf', 0.04237038909414944), ('min_samples_split', 1e-06), ('n_estimators', 1313)])",0.7604706504494975,"OrderedDict([('max_depth', 90), ('max_features', 'auto'), ('min_samples_leaf', 1e-06), ('min_samples_split', 1e-06), ('n_estimators', 1613)])",0.8560394889663181
"OrderedDict([('max_depth', 56), ('max_features', 'sqrt'), ('min_samples_leaf', 0.0061559615482956), ('min_samples_split', 1e-06), ('n_estimators', 11)])",0.74125,"OrderedDict([('max_depth', 51), ('max_features', 'auto'), ('min_samples_leaf', 0.012644673651511278), ('min_samples_split', 0.0027298377455037062), ('n_estimators', 638)])",0.8426936318535626,"OrderedDict([('max_depth', 100), ('max_features', 'auto'), ('min_samples_leaf', 1e-06), ('min_samples_split', 1e-06), ('n_estimators', 2000)])",0.7832892649391855,"OrderedDict([('max_depth', 55), ('max_features', 'sqrt'), ('min_samples_leaf', 1e-06), ('min_samples_split', 1e-06), ('n_estimators', 1506)])",0.8583623693379792
"OrderedDict([('max_depth', 84), ('max_features', 'auto'), ('min_samples_leaf', 1e-06), ('min_samples_split', 1e-06), ('n_estimators', 4)])",0.73,"OrderedDict([('max_depth', 68), ('max_features', 'sqrt'), ('min_samples_leaf', 1e-06), ('min_samples_split', 1e-06), ('n_estimators', 2000)])",0.9035427893251219,"OrderedDict([('max_depth', 100), ('max_features', 'sqrt'), ('min_samples_leaf', 1e-06), ('min_samples_split', 1.0000000000138777e-06), ('n_estimators', 2000)])",0.783262823902697,"OrderedDict([('max_depth', 100), ('max_features', 'sqrt'), ('min_samples_leaf', 1e-06), ('min_samples_split', 0.47166691246242837), ('n_estimators', 1)])",0.8008130081300815
"OrderedDict([('max_depth', 78), ('max_features', 'sqrt'), ('min_samples_leaf', 1e-06), ('min_samples_split', 0.05164247271024211), ('n_estimators', 1435)])",0.74125,"OrderedDict([('max_depth', 68), ('max_features', 'sqrt'), ('min_samples_leaf', 1e-06), ('min_samples_split', 1e-06), ('n_estimators', 2000)])",0.9028494140792063,"OrderedDict([('max_depth', 100), ('max_features', 'sqrt'), ('min_samples_leaf', 1e-06), ('min_samples_split', 1e-06), ('n_estimators', 2000)])",0.7783447911158117,"OrderedDict([('max_depth', 1), ('max_features', 'auto'), ('min_samples_leaf', 0.08331472247340746), ('min_samples_split', 1e-06), ('n_estimators', 1608)])",0.8393728222996515
"OrderedDict([('max_depth', 90), ('max_features', 'auto'), ('min_samples_leaf', 0.5831865361600166), ('min_samples_split', 0.012121303394775759), ('n_estimators', 569)])",0.69875,"OrderedDict([('max_depth', 82), ('max_features', 'auto'), ('min_samples_leaf', 1e-06), ('min_samples_split', 0.1315878146626244), ('n_estimators', 589)])",0.7982860747583611,"OrderedDict([('max_depth', 100), ('max_features', 'auto'), ('min_samples_leaf', 1e-06), ('min_samples_split', 1e-06), ('n_estimators', 1804)])",0.7816499206768904,"OrderedDict([('max_depth', 100), ('max_features', 'sqrt'), ('min_samples_leaf', 1e-06), ('min_samples_split', 0.007515114407776709), ('n_estimators', 1197)])",0.8608013937282231
"OrderedDict([('max_depth', 88), ('max_features', 'sqrt'), ('min_samples_leaf', 0.007700991189184694), ('min_samples_split', 1e-06), ('n_estimators', 48)])",0.765,"OrderedDict([('max_depth', 96), ('max_features', 'auto'), ('min_samples_leaf', 0.0010199915147337483), ('min_samples_split', 0.00011867408190382282), ('n_estimators', 530)])",0.8931298648533058,"OrderedDict([('max_depth', 49), ('max_features', 'auto'), ('min_samples_leaf', 1e-06), ('min_samples_split', 1e-06), ('n_estimators', 1764)])",0.7800105764145954,"OrderedDict([('max_depth', 1), ('max_features', 'auto'), ('min_samples_leaf', 1e-06), ('min_samples_split', 0.04963601056200075), ('n_estimators', 1549)])",0.8369337979094077
"OrderedDict([('max_depth', 7), ('max_features', 'auto'), ('min_samples_leaf', 0.13853169505899246), ('min_samples_split', 0.9953985867882176), ('n_estimators', 1160)])",0.69875,"OrderedDict([('max_depth', 100), ('max_features', 'auto'), ('min_samples_leaf', 0.8546519868288099), ('min_samples_split', 0.7976366373971212), ('n_estimators', 546)])",0.7057603070738174,"OrderedDict([('max_depth', 92), ('max_features', 'auto'), ('min_samples_leaf', 0.038985885795863366), ('min_samples_split', 1e-06), ('n_estimators', 2000)])",0.757218402961396,"OrderedDict([('max_depth', 1), ('max_features', 'sqrt'), ('min_samples_leaf', 0.11776454656711445), ('min_samples_split', 0.4588859497973134), ('n_estimators', 2000)])",0.8393728222996515
"OrderedDict([('max_depth', 72), ('max_features', 'sqrt'), ('min_samples_leaf', 1e-06), ('min_samples_split', 1e-06), ('n_estimators', 1737)])",0.7625000000000001,"OrderedDict([('max_depth', 100), ('max_features', 'sqrt'), ('min_samples_leaf', 0.9620202374025925), ('min_samples_split', 0.34741803944745936), ('n_estimators', 2000)])",0.7057603070738174,"OrderedDict([('max_depth', 29), ('max_features', 'sqrt'), ('min_samples_leaf', 1e-06), ('min_samples_split', 1e-06), ('n_estimators', 1)])",0.6708355367530408,"OrderedDict([('max_depth', 1), ('max_features', 'sqrt'), ('min_samples_leaf', 0.999999), ('min_samples_split', 0.7083535364192158), ('n_estimators', 1)])",0.8033681765389084
