,hyperparameters,mean_brier,mean_roc_auc,mean_accuracy,dataset
0,"{'random_state': 42, 'n_estimators': 1065, 'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 2}",0.08815666997385396,0.9499200015292892,0.8954583864419583,spam
1,"{'random_state': 42, 'n_estimators': 1065, 'max_depth': 6, 'min_samples_leaf': 1, 'min_samples_split': 2}",0.08163305956255798,0.9543807949710248,0.9017624982297126,spam
2,"{'random_state': 42, 'n_estimators': 1065, 'max_depth': 4, 'min_samples_leaf': 1, 'min_samples_split': 2}",0.09627483209210115,0.9453123106361296,0.8898078647972432,spam
3,"{'random_state': 42, 'n_estimators': 1065, 'max_depth': 8, 'min_samples_leaf': 1, 'min_samples_split': 2}",0.07216145942845978,0.9613299599560999,0.9102381626776188,spam
4,"{'random_state': 42, 'n_estimators': 1065, 'max_depth': 6, 'min_samples_leaf': 1, 'min_samples_split': 2}",0.08163305956255798,0.9543807949710248,0.9017624982297126,spam
5,"{'random_state': 42, 'n_estimators': 1065, 'max_depth': 2, 'min_samples_leaf': 1, 'min_samples_split': 2}",0.1242763348529696,0.9353790053323727,0.8715510078836803,spam
6,"{'random_state': 42, 'n_estimators': 1065, 'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 2}",0.08815666997385396,0.9499200015292892,0.8954583864419583,spam
7,"{'random_state': 42, 'n_estimators': 1065, 'max_depth': 8, 'min_samples_leaf': 1, 'min_samples_split': 2}",0.07216145942845978,0.9613299599560999,0.9102381626776188,spam
8,"{'random_state': 42, 'n_estimators': 1065, 'max_depth': 15, 'min_samples_leaf': 1, 'min_samples_split': 2}",0.06205085722699183,0.969372456930998,0.9226273426804512,spam
9,"{'random_state': 42, 'n_estimators': 1065, 'max_depth': 4, 'min_samples_leaf': 1, 'min_samples_split': 2}",0.09627483209210115,0.9453123106361296,0.8898078647972432,spam
10,"{'random_state': 42, 'n_estimators': 1065, 'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 2}",0.06659900854090745,0.9659162947784796,0.915020771373271,spam
11,"{'random_state': 42, 'n_estimators': 1065, 'max_depth': 9, 'min_samples_leaf': 1, 'min_samples_split': 2}",0.06889910525243839,0.9640358107662845,0.9121946844167492,spam
12,"{'random_state': 42, 'n_estimators': 1065, 'max_depth': 7, 'min_samples_leaf': 1, 'min_samples_split': 2}",0.07628473807983277,0.9582387324799944,0.9065434546570362,spam
13,"{'random_state': 42, 'n_estimators': 1065, 'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 2}",0.06659900854090745,0.9659162947784796,0.915020771373271,spam
14,"{'random_state': 42, 'n_estimators': 1065, 'max_depth': 14, 'min_samples_leaf': 1, 'min_samples_split': 2}",0.0624427007251976,0.969237592353298,0.9200191191049427,spam
15,"{'random_state': 42, 'n_estimators': 1065, 'max_depth': 14, 'min_samples_leaf': 1, 'min_samples_split': 2}",0.0624427007251976,0.969237592353298,0.9200191191049427,spam
16,"{'random_state': 42, 'n_estimators': 1065, 'max_depth': 9, 'min_samples_leaf': 1, 'min_samples_split': 2}",0.06889910525243839,0.9640358107662845,0.9121946844167492,spam
17,"{'random_state': 42, 'n_estimators': 1065, 'max_depth': 12, 'min_samples_leaf': 1, 'min_samples_split': 2}",0.06387338300134444,0.9683341841935494,0.9184976160128404,spam
18,"{'random_state': 42, 'n_estimators': 1065, 'max_depth': 2, 'min_samples_leaf': 1, 'min_samples_split': 2}",0.1242763348529696,0.9353790053323727,0.8715510078836803,spam
