,hyperparameters,mean_brier,mean_roc_auc,mean_accuracy,spam_brier,spam_roc_auc,spam_accuracy,mt_brier,mt_roc_auc,mt_accuracy,kc1_brier,kc1_roc_auc,kc1_accuracy,phoneme_brier,phoneme_roc_auc,phoneme_accuracy
0,"{'n_jobs': -1, 'random_state': 42, 'n_estimators': 1739, 'max_depth': 15, 'min_samples_leaf': 1, 'min_samples_split': 23}",0.08914555573649399,0.9148374767817072,0.8815311297021057,0.07224056870861337,0.9632002862604601,0.9080656658641363,0.09326358051062739,0.9327327014256926,0.8756572029442692,0.10624634275039666,0.8153912985010143,0.8549087593295134,0.08483173097633853,0.9480256209396624,0.8874928906705039
1,"{'n_jobs': -1, 'random_state': 42, 'n_estimators': 211, 'max_depth': 15, 'min_samples_leaf': 1, 'min_samples_split': 23}",0.08922680445922124,0.9144557448902862,0.8805457444616968,0.07201870942239455,0.9634360160546678,0.9082832932068168,0.09349537339928882,0.9323168753506511,0.8746056782334385,0.10633432678296666,0.8143864843022147,0.8525413425493351,0.08505880823223491,0.9476836038536117,0.8867526638571966
2,"{'n_jobs': -1, 'random_state': 42, 'n_estimators': 1455, 'max_depth': 15, 'min_samples_leaf': 1, 'min_samples_split': 23}",0.08915840935022804,0.9147477042234442,0.8815621322288208,0.07225803930322246,0.9631557303938605,0.9087176037388472,0.09328014543064604,0.9326990058631847,0.8754994742376446,0.10626219001619841,0.8151162727996832,0.8549087593295134,0.08483326265084525,0.9480198078370481,0.887122691609278
3,"{'n_jobs': -1, 'random_state': 42, 'n_estimators': 1118, 'max_depth': 15, 'min_samples_leaf': 1, 'min_samples_split': 23}",0.0891616734422137,0.9147620615763834,0.8817875397027716,0.07224061325607326,0.9632457961306917,0.9089349950431951,0.0932984269421766,0.9326572444468326,0.8757097791798106,0.10630607255712285,0.8151097448486742,0.8553826929788023,0.08480158101348208,0.9480354608793352,0.887122691609278
4,"{'n_jobs': -1, 'random_state': 42, 'n_estimators': 653, 'max_depth': 15, 'min_samples_leaf': 1, 'min_samples_split': 23}",0.08911286464346051,0.9148906818135455,0.8810720437963069,0.07218760676912798,0.9632575218017893,0.9082828211301516,0.09331902963012964,0.9326678438727722,0.8750262881177708,0.10617707015709668,0.8155960849020996,0.8534858326485123,0.08476775201748771,0.9480412766775211,0.887493233288793
5,"{'n_jobs': -1, 'random_state': 42, 'n_estimators': 1155, 'max_depth': 15, 'min_samples_leaf': 1, 'min_samples_split': 23}",0.08916165146816762,0.9147336783691844,0.881648779295741,0.07223718100907897,0.9632487929447453,0.9089349950431951,0.09330843025730573,0.9326428146509083,0.8757097791798106,0.10629841971198091,0.8150331987906343,0.8553826929788023,0.08480257489430484,0.9480099070904495,0.886567649981156
6,"{'n_jobs': -1, 'random_state': 42, 'n_estimators': 1520, 'max_depth': 15, 'min_samples_leaf': 1, 'min_samples_split': 23}",0.0891387637308013,0.9148792043627556,0.8816164800549078,0.07224204731758878,0.9632012911139901,0.9089349950431951,0.09326800683029414,0.9327139791824421,0.8754994742376445,0.1062222018671404,0.8155536884353806,0.8549087593295134,0.08482279890818191,0.9480478587192092,0.887122691609278
7,"{'n_jobs': -1, 'random_state': 42, 'n_estimators': 1950, 'max_depth': 15, 'min_samples_leaf': 1, 'min_samples_split': 23}",0.08914648467544137,0.9148551851193093,0.8816617973368654,0.07222301875529216,0.9632269725454485,0.9087176037388472,0.09326977970947754,0.9327037272429773,0.875236593059937,0.10627159213883179,0.8154850382048003,0.8553849444450699,0.08482154809816397,0.9480050024840109,0.8873080481036079
8,"{'n_jobs': -1, 'random_state': 42, 'n_estimators': 771, 'max_depth': 15, 'min_samples_leaf': 1, 'min_samples_split': 23}",0.0891481782763305,0.914853363806657,0.8810206948026084,0.07224713021798611,0.963211158751168,0.9076311192937734,0.09332584824886099,0.9325976420455241,0.8751840168243954,0.10622300169481336,0.8155642198735391,0.8539597662978015,0.08479673294366151,0.9480404345563969,0.8873078767944632
9,"{'n_jobs': -1, 'random_state': 42, 'n_estimators': 1173, 'max_depth': 15, 'min_samples_leaf': 1, 'min_samples_split': 23}",0.08915315478034384,0.9147414642463856,0.8815634481208297,0.07222628906482648,0.9632210982657347,0.9089349950431951,0.09331003798833029,0.9326352996236593,0.8756572029442692,0.10628096856163886,0.8150673538842739,0.8549087593295134,0.08479532350657974,0.9480421052118746,0.8867528351663412
