,iter,dataset,hyperparameters,roc_auc
165,15,kc1,"{'model__max_depth': 1, 'model__min_samples_leaf': 59, 'model__min_samples_split': 2, 'model__n_estimators': 537, 'model__random_state': 42}",0.79471133791984
166,16,kc1,"{'model__max_depth': 1, 'model__min_samples_leaf': 15, 'model__min_samples_split': 60, 'model__n_estimators': 1087, 'model__random_state': 42}",0.7945839113652878
167,17,kc1,"{'model__max_depth': 12, 'model__min_samples_leaf': 54, 'model__min_samples_split': 2, 'model__n_estimators': 1875, 'model__random_state': 42}",0.8086294272529091
168,18,kc1,"{'model__max_depth': 5, 'model__min_samples_leaf': 11, 'model__min_samples_split': 60, 'model__n_estimators': 1699, 'model__random_state': 42}",0.8141142191142192
169,19,kc1,"{'model__max_depth': 1, 'model__min_samples_leaf': 52, 'model__min_samples_split': 2, 'model__n_estimators': 832, 'model__random_state': 42}",0.7948185215594122
170,20,kc1,"{'model__max_depth': 1, 'model__min_samples_leaf': 60, 'model__min_samples_split': 60, 'model__n_estimators': 736, 'model__random_state': 42}",0.7946776705076302
171,21,kc1,"{'model__max_depth': 6, 'model__min_samples_leaf': 60, 'model__min_samples_split': 42, 'model__n_estimators': 2000, 'model__random_state': 42}",0.8083264441361606
172,22,kc1,"{'model__max_depth': 10, 'model__min_samples_leaf': 60, 'model__min_samples_split': 58, 'model__n_estimators': 2000, 'model__random_state': 42}",0.8084746562479357
173,23,kc1,"{'model__max_depth': 7, 'model__min_samples_leaf': 43, 'model__min_samples_split': 22, 'model__n_estimators': 420, 'model__random_state': 42}",0.8085231401526947
174,24,kc1,"{'model__max_depth': 15, 'model__min_samples_leaf': 1, 'model__min_samples_split': 55, 'model__n_estimators': 1, 'model__random_state': 42}",0.7393339656295121
175,25,kc1,"{'model__max_depth': 14, 'model__min_samples_leaf': 1, 'model__min_samples_split': 2, 'model__n_estimators': 752, 'model__random_state': 42}",0.8178046110434775
176,26,kc1,"{'model__max_depth': 1, 'model__min_samples_leaf': 1, 'model__min_samples_split': 60, 'model__n_estimators': 392, 'model__random_state': 42}",0.7933913016807754
177,27,kc1,"{'model__max_depth': 2, 'model__min_samples_leaf': 3, 'model__min_samples_split': 60, 'model__n_estimators': 156, 'model__random_state': 42}",0.8115591055368384
178,28,kc1,"{'model__max_depth': 11, 'model__min_samples_leaf': 60, 'model__min_samples_split': 2, 'model__n_estimators': 1252, 'model__random_state': 42}",0.8084345007219502
179,29,kc1,"{'model__max_depth': 15, 'model__min_samples_leaf': 1, 'model__min_samples_split': 2, 'model__n_estimators': 1046, 'model__random_state': 42}",0.8166451497220729
180,30,kc1,"{'model__max_depth': 7, 'model__min_samples_leaf': 26, 'model__min_samples_split': 59, 'model__n_estimators': 588, 'model__random_state': 42}",0.8098891122372904
181,31,kc1,"{'model__max_depth': 14, 'model__min_samples_leaf': 1, 'model__min_samples_split': 2, 'model__n_estimators': 693, 'model__random_state': 42}",0.8175888753621546
182,32,kc1,"{'model__max_depth': 15, 'model__min_samples_leaf': 60, 'model__min_samples_split': 60, 'model__n_estimators': 1738, 'model__random_state': 42}",0.8082993120240083
183,33,kc1,"{'model__max_depth': 15, 'model__min_samples_leaf': 1, 'model__min_samples_split': 60, 'model__n_estimators': 1321, 'model__random_state': 42}",0.8194734954653983
184,34,kc1,"{'model__max_depth': 15, 'model__min_samples_leaf': 1, 'model__min_samples_split': 60, 'model__n_estimators': 1525, 'model__random_state': 42}",0.8195673961665865
185,35,kc1,"{'model__max_depth': 8, 'model__min_samples_leaf': 12, 'model__min_samples_split': 11, 'model__n_estimators': 1586, 'model__random_state': 42}",0.8118598944914736
186,36,kc1,"{'model__max_depth': 15, 'model__min_samples_leaf': 1, 'model__min_samples_split': 2, 'model__n_estimators': 2000, 'model__random_state': 42}",0.8156879288053377
187,37,kc1,"{'model__max_depth': 14, 'model__min_samples_leaf': 1, 'model__min_samples_split': 6, 'model__n_estimators': 2000, 'model__random_state': 42}",0.8180446476600324
188,38,kc1,"{'model__max_depth': 15, 'model__min_samples_leaf': 60, 'model__min_samples_split': 60, 'model__n_estimators': 760, 'model__random_state': 42}",0.8084411775808537
189,39,kc1,"{'model__max_depth': 15, 'model__min_samples_leaf': 1, 'model__min_samples_split': 60, 'model__n_estimators': 676, 'model__random_state': 42}",0.8196507743268876
190,40,kc1,"{'model__max_depth': 15, 'model__min_samples_leaf': 7, 'model__min_samples_split': 4, 'model__n_estimators': 1, 'model__random_state': 42}",0.7038901078678407
191,41,kc1,"{'model__max_depth': 15, 'model__min_samples_leaf': 1, 'model__min_samples_split': 40, 'model__n_estimators': 1889, 'model__random_state': 42}",0.8180827269896096
192,42,kc1,"{'model__max_depth': 15, 'model__min_samples_leaf': 1, 'model__min_samples_split': 30, 'model__n_estimators': 1401, 'model__random_state': 42}",0.8171351792606852
193,43,kc1,"{'model__max_depth': 1, 'model__min_samples_leaf': 1, 'model__min_samples_split': 2, 'model__n_estimators': 1792, 'model__random_state': 42}",0.8007180100601154
194,44,kc1,"{'model__max_depth': 1, 'model__min_samples_leaf': 1, 'model__min_samples_split': 2, 'model__n_estimators': 1185, 'model__random_state': 42}",0.7973239951681247
195,45,kc1,"{'model__max_depth': 15, 'model__min_samples_leaf': 1, 'model__min_samples_split': 33, 'model__n_estimators': 646, 'model__random_state': 42}",0.8173358153317667
196,46,kc1,"{'model__max_depth': 15, 'model__min_samples_leaf': 60, 'model__min_samples_split': 60, 'model__n_estimators': 1186, 'model__random_state': 42}",0.8083264913224427
197,47,kc1,"{'model__max_depth': 1, 'model__min_samples_leaf': 60, 'model__min_samples_split': 60, 'model__n_estimators': 195, 'model__random_state': 42}",0.7918564027066051
198,48,kc1,"{'model__max_depth': 15, 'model__min_samples_leaf': 60, 'model__min_samples_split': 2, 'model__n_estimators': 1014, 'model__random_state': 42}",0.8086364108226457
199,49,kc1,"{'model__max_depth': 15, 'model__min_samples_leaf': 1, 'model__min_samples_split': 60, 'model__n_estimators': 932, 'model__random_state': 42}",0.8189484065192568
200,50,kc1,"{'model__max_depth': 15, 'model__min_samples_leaf': 1, 'model__min_samples_split': 2, 'model__n_estimators': 916, 'model__random_state': 42}",0.8162403857950418
201,51,kc1,"{'model__max_depth': 15, 'model__min_samples_leaf': 1, 'model__min_samples_split': 60, 'model__n_estimators': 1704, 'model__random_state': 42}",0.819688428979927
202,52,kc1,"{'model__max_depth': 15, 'model__min_samples_leaf': 1, 'model__min_samples_split': 60, 'model__n_estimators': 2000, 'model__random_state': 42}",0.8197157026509254
203,53,kc1,"{'model__max_depth': 15, 'model__min_samples_leaf': 60, 'model__min_samples_split': 60, 'model__n_estimators': 1422, 'model__random_state': 42}",0.8083266328812888
204,54,kc1,"{'model__max_depth': 15, 'model__min_samples_leaf': 60, 'model__min_samples_split': 2, 'model__n_estimators': 2000, 'model__random_state': 42}",0.8084746562479357
205,55,kc1,"{'model__max_depth': 15, 'model__min_samples_leaf': 1, 'model__min_samples_split': 60, 'model__n_estimators': 1114, 'model__random_state': 42}",0.8194877457225636
206,56,kc1,"{'model__max_depth': 10, 'model__min_samples_leaf': 1, 'model__min_samples_split': 2, 'model__n_estimators': 645, 'model__random_state': 42}",0.8169285977180714
207,57,kc1,"{'model__max_depth': 1, 'model__min_samples_leaf': 60, 'model__min_samples_split': 2, 'model__n_estimators': 1589, 'model__random_state': 42}",0.8009129365910743
208,58,kc1,"{'model__max_depth': 1, 'model__min_samples_leaf': 1, 'model__min_samples_split': 60, 'model__n_estimators': 1535, 'model__random_state': 42}",0.8007915970669007
209,59,kc1,"{'model__max_depth': 12, 'model__min_samples_leaf': 1, 'model__min_samples_split': 4, 'model__n_estimators': 2000, 'model__random_state': 42}",0.8166618064796202
210,60,kc1,"{'model__max_depth': 11, 'model__min_samples_leaf': 1, 'model__min_samples_split': 4, 'model__n_estimators': 2000, 'model__random_state': 42}",0.8171129545218614
211,61,kc1,"{'model__max_depth': 13, 'model__min_samples_leaf': 9, 'model__min_samples_split': 7, 'model__n_estimators': 1806, 'model__random_state': 42}",0.8132311278465124
212,62,kc1,"{'model__max_depth': 15, 'model__min_samples_leaf': 1, 'model__min_samples_split': 59, 'model__n_estimators': 1886, 'model__random_state': 42}",0.819298104055189
213,63,kc1,"{'model__max_depth': 15, 'model__min_samples_leaf': 1, 'model__min_samples_split': 2, 'model__n_estimators': 1247, 'model__random_state': 42}",0.8165365740871813
214,64,kc1,"{'model__max_depth': 12, 'model__min_samples_leaf': 1, 'model__min_samples_split': 6, 'model__n_estimators': 2000, 'model__random_state': 42}",0.8176861734756471
215,65,kc1,"{'model__max_depth': 15, 'model__min_samples_leaf': 1, 'model__min_samples_split': 32, 'model__n_estimators': 1014, 'model__random_state': 42}",0.816864943423648
216,66,kc1,"{'model__max_depth': 15, 'model__min_samples_leaf': 60, 'model__min_samples_split': 60, 'model__n_estimators': 525, 'model__random_state': 42}",0.8084954889914405
217,67,kc1,"{'model__max_depth': 4, 'model__min_samples_leaf': 1, 'model__min_samples_split': 2, 'model__n_estimators': 879, 'model__random_state': 42}",0.8187877372290329
218,68,kc1,"{'model__max_depth': 3, 'model__min_samples_leaf': 60, 'model__min_samples_split': 3, 'model__n_estimators': 2000, 'model__random_state': 42}",0.8091203061445975
219,69,kc1,"{'model__max_depth': 9, 'model__min_samples_leaf': 1, 'model__min_samples_split': 60, 'model__n_estimators': 799, 'model__random_state': 42}",0.821049470098053
220,70,kc1,"{'model__max_depth': 13, 'model__min_samples_leaf': 1, 'model__min_samples_split': 60, 'model__n_estimators': 201, 'model__random_state': 42}",0.8199819984334153
221,71,kc1,"{'model__max_depth': 14, 'model__min_samples_leaf': 11, 'model__min_samples_split': 4, 'model__n_estimators': 2000, 'model__random_state': 42}",0.8113621735888943
222,72,kc1,"{'model__max_depth': 9, 'model__min_samples_leaf': 38, 'model__min_samples_split': 59, 'model__n_estimators': 1546, 'model__random_state': 42}",0.8089541868388022
223,73,kc1,"{'model__max_depth': 13, 'model__min_samples_leaf': 51, 'model__min_samples_split': 59, 'model__n_estimators': 896, 'model__random_state': 42}",0.8088186914300275
224,74,kc1,"{'model__max_depth': 4, 'model__min_samples_leaf': 34, 'model__min_samples_split': 3, 'model__n_estimators': 388, 'model__random_state': 42}",0.8092634929173389
225,0,phoneme,"{'model__max_depth': 8, 'model__min_samples_leaf': 23, 'model__min_samples_split': 40, 'model__n_estimators': 1983, 'model__random_state': 42}",0.9229193240482365
226,1,phoneme,"{'model__max_depth': 8, 'model__min_samples_leaf': 3, 'model__min_samples_split': 18, 'model__n_estimators': 387, 'model__random_state': 42}",0.935581094778246
227,2,phoneme,"{'model__max_depth': 7, 'model__min_samples_leaf': 28, 'model__min_samples_split': 56, 'model__n_estimators': 1738, 'model__random_state': 42}",0.9169381870453848
228,3,phoneme,"{'model__max_depth': 12, 'model__min_samples_leaf': 60, 'model__min_samples_split': 23, 'model__n_estimators': 1800, 'model__random_state': 42}",0.9007127596795961
229,4,phoneme,"{'model__max_depth': 3, 'model__min_samples_leaf': 18, 'model__min_samples_split': 38, 'model__n_estimators': 1863, 'model__random_state': 42}",0.8726105991448776
230,5,phoneme,"{'model__max_depth': 15, 'model__min_samples_leaf': 18, 'model__min_samples_split': 33, 'model__n_estimators': 919, 'model__random_state': 42}",0.9298446397801247
231,6,phoneme,"{'model__max_depth': 11, 'model__min_samples_leaf': 48, 'model__min_samples_split': 30, 'model__n_estimators': 1929, 'model__random_state': 42}",0.9076955086630678
232,7,phoneme,"{'model__max_depth': 13, 'model__min_samples_leaf': 2, 'model__min_samples_split': 49, 'model__n_estimators': 1744, 'model__random_state': 42}",0.9314344591514615
233,8,phoneme,"{'model__max_depth': 14, 'model__min_samples_leaf': 44, 'model__min_samples_split': 25, 'model__n_estimators': 889, 'model__random_state': 42}",0.9100312251481453
234,9,phoneme,"{'model__max_depth': 12, 'model__min_samples_leaf': 6, 'model__min_samples_split': 19, 'model__n_estimators': 1299, 'model__random_state': 42}",0.9413154806165874
235,10,phoneme,"{'model__max_depth': 15, 'model__min_samples_leaf': 1, 'model__min_samples_split': 2, 'model__n_estimators': 1, 'model__random_state': 42}",0.7968267236883597
236,11,phoneme,"{'model__max_depth': 1, 'model__min_samples_leaf': 1, 'model__min_samples_split': 52, 'model__n_estimators': 1, 'model__random_state': 42}",0.6978192084318047
237,12,phoneme,"{'model__max_depth': 1, 'model__min_samples_leaf': 4, 'model__min_samples_split': 60, 'model__n_estimators': 1110, 'model__random_state': 42}",0.8407660485056796
238,13,phoneme,"{'model__max_depth': 9, 'model__min_samples_leaf': 1, 'model__min_samples_split': 45, 'model__n_estimators': 914, 'model__random_state': 42}",0.9302911081517877
239,14,phoneme,"{'model__max_depth': 15, 'model__min_samples_leaf': 1, 'model__min_samples_split': 45, 'model__n_estimators': 1251, 'model__random_state': 42}",0.9328672390202615
240,15,phoneme,"{'model__max_depth': 10, 'model__min_samples_leaf': 1, 'model__min_samples_split': 6, 'model__n_estimators': 1569, 'model__random_state': 42}",0.947617659939706
241,16,phoneme,"{'model__max_depth': 7, 'model__min_samples_leaf': 60, 'model__min_samples_split': 2, 'model__n_estimators': 579, 'model__random_state': 42}",0.9003828319115834
242,17,phoneme,"{'model__max_depth': 10, 'model__min_samples_leaf': 1, 'model__min_samples_split': 2, 'model__n_estimators': 490, 'model__random_state': 42}",0.9494390562947258
243,18,phoneme,"{'model__max_depth': 13, 'model__min_samples_leaf': 1, 'model__min_samples_split': 60, 'model__n_estimators': 676, 'model__random_state': 42}",0.9282008528705916
244,19,phoneme,"{'model__max_depth': 15, 'model__min_samples_leaf': 1, 'model__min_samples_split': 2, 'model__n_estimators': 2000, 'model__random_state': 42}",0.9563391141880686
245,20,phoneme,"{'model__max_depth': 13, 'model__min_samples_leaf': 1, 'model__min_samples_split': 2, 'model__n_estimators': 936, 'model__random_state': 42}",0.9551110270391368
246,21,phoneme,"{'model__max_depth': 15, 'model__min_samples_leaf': 1, 'model__min_samples_split': 2, 'model__n_estimators': 1711, 'model__random_state': 42}",0.95632295788707
247,22,phoneme,"{'model__max_depth': 13, 'model__min_samples_leaf': 1, 'model__min_samples_split': 2, 'model__n_estimators': 2000, 'model__random_state': 42}",0.9551821297176989
248,23,phoneme,"{'model__max_depth': 15, 'model__min_samples_leaf': 1, 'model__min_samples_split': 2, 'model__n_estimators': 1088, 'model__random_state': 42}",0.9563192039600528
249,24,phoneme,"{'model__max_depth': 13, 'model__min_samples_leaf': 1, 'model__min_samples_split': 2, 'model__n_estimators': 1547, 'model__random_state': 42}",0.9550879356080314
250,25,phoneme,"{'model__max_depth': 8, 'model__min_samples_leaf': 1, 'model__min_samples_split': 2, 'model__n_estimators': 642, 'model__random_state': 42}",0.9403021373188901
251,26,phoneme,"{'model__max_depth': 6, 'model__min_samples_leaf': 1, 'model__min_samples_split': 2, 'model__n_estimators': 1413, 'model__random_state': 42}",0.9229813891234988
252,27,phoneme,"{'model__max_depth': 14, 'model__min_samples_leaf': 1, 'model__min_samples_split': 2, 'model__n_estimators': 1842, 'model__random_state': 42}",0.9557017162169714
253,28,phoneme,"{'model__max_depth': 15, 'model__min_samples_leaf': 1, 'model__min_samples_split': 2, 'model__n_estimators': 867, 'model__random_state': 42}",0.9562431617499122
254,29,phoneme,"{'model__max_depth': 9, 'model__min_samples_leaf': 11, 'model__min_samples_split': 8, 'model__n_estimators': 9, 'model__random_state': 42}",0.924855181814164
255,30,phoneme,"{'model__max_depth': 14, 'model__min_samples_leaf': 1, 'model__min_samples_split': 2, 'model__n_estimators': 958, 'model__random_state': 42}",0.9558033529622738
256,31,phoneme,"{'model__max_depth': 6, 'model__min_samples_leaf': 57, 'model__min_samples_split': 4, 'model__n_estimators': 1976, 'model__random_state': 42}",0.8984065423416894
257,32,phoneme,"{'model__max_depth': 6, 'model__min_samples_leaf': 4, 'model__min_samples_split': 3, 'model__n_estimators': 6, 'model__random_state': 42}",0.9124840017802999
258,33,phoneme,"{'model__max_depth': 10, 'model__min_samples_leaf': 5, 'model__min_samples_split': 3, 'model__n_estimators': 1930, 'model__random_state': 42}",0.9432155237504564
259,34,phoneme,"{'model__max_depth': 10, 'model__min_samples_leaf': 2, 'model__min_samples_split': 5, 'model__n_estimators': 1180, 'model__random_state': 42}",0.9478570209365852
260,35,phoneme,"{'model__max_depth': 5, 'model__min_samples_leaf': 1, 'model__min_samples_split': 47, 'model__n_estimators': 797, 'model__random_state': 42}",0.9052919424908094
261,36,phoneme,"{'model__max_depth': 11, 'model__min_samples_leaf': 1, 'model__min_samples_split': 4, 'model__n_estimators': 710, 'model__random_state': 42}",0.9510731364992816
262,37,phoneme,"{'model__max_depth': 1, 'model__min_samples_leaf': 49, 'model__min_samples_split': 11, 'model__n_estimators': 1975, 'model__random_state': 42}",0.8408348994220554
263,38,phoneme,"{'model__max_depth': 12, 'model__min_samples_leaf': 3, 'model__min_samples_split': 2, 'model__n_estimators': 426, 'model__random_state': 42}",0.9496723029672047
264,39,phoneme,"{'model__max_depth': 13, 'model__min_samples_leaf': 1, 'model__min_samples_split': 2, 'model__n_estimators': 691, 'model__random_state': 42}",0.954929898509209
265,40,phoneme,"{'model__max_depth': 6, 'model__min_samples_leaf': 3, 'model__min_samples_split': 10, 'model__n_estimators': 1958, 'model__random_state': 42}",0.9222289596480083
266,41,phoneme,"{'model__max_depth': 12, 'model__min_samples_leaf': 2, 'model__min_samples_split': 3, 'model__n_estimators': 1737, 'model__random_state': 42}",0.9519588440580463
267,42,phoneme,"{'model__max_depth': 8, 'model__min_samples_leaf': 3, 'model__min_samples_split': 51, 'model__n_estimators': 5, 'model__random_state': 42}",0.9124561524631212
268,43,phoneme,"{'model__max_depth': 8, 'model__min_samples_leaf': 2, 'model__min_samples_split': 4, 'model__n_estimators': 1629, 'model__random_state': 42}",0.9398028697976576
269,44,phoneme,"{'model__max_depth': 15, 'model__min_samples_leaf': 1, 'model__min_samples_split': 2, 'model__n_estimators': 1505, 'model__random_state': 42}",0.9562720067412893
270,45,phoneme,"{'model__max_depth': 14, 'model__min_samples_leaf': 1, 'model__min_samples_split': 2, 'model__n_estimators': 2000, 'model__random_state': 42}",0.9557687689008413
271,46,phoneme,"{'model__max_depth': 4, 'model__min_samples_leaf': 2, 'model__min_samples_split': 3, 'model__n_estimators': 544, 'model__random_state': 42}",0.8912815275464869
272,47,phoneme,"{'model__max_depth': 15, 'model__min_samples_leaf': 1, 'model__min_samples_split': 2, 'model__n_estimators': 967, 'model__random_state': 42}",0.9562913827782505
273,48,phoneme,"{'model__max_depth': 14, 'model__min_samples_leaf': 1, 'model__min_samples_split': 2, 'model__n_estimators': 1610, 'model__random_state': 42}",0.9557827426223581
274,49,phoneme,"{'model__max_depth': 15, 'model__min_samples_leaf': 50, 'model__min_samples_split': 6, 'model__n_estimators': 1931, 'model__random_state': 42}",0.9065400708347877
275,50,phoneme,"{'model__max_depth': 15, 'model__min_samples_leaf': 1, 'model__min_samples_split': 2, 'model__n_estimators': 1878, 'model__random_state': 42}",0.9563159443573547
276,51,phoneme,"{'model__max_depth': 14, 'model__min_samples_leaf': 1, 'model__min_samples_split': 2, 'model__n_estimators': 1331, 'model__random_state': 42}",0.9558045540263793
277,52,phoneme,"{'model__max_depth': 8, 'model__min_samples_leaf': 55, 'model__min_samples_split': 13, 'model__n_estimators': 25, 'model__random_state': 42}",0.8992463059693969
278,53,phoneme,"{'model__max_depth': 3, 'model__min_samples_leaf': 57, 'model__min_samples_split': 4, 'model__n_estimators': 1252, 'model__random_state': 42}",0.8699861537948707
279,54,phoneme,"{'model__max_depth': 15, 'model__min_samples_leaf': 8, 'model__min_samples_split': 58, 'model__n_estimators': 1975, 'model__random_state': 42}",0.927120193331131
280,55,phoneme,"{'model__max_depth': 14, 'model__min_samples_leaf': 1, 'model__min_samples_split': 2, 'model__n_estimators': 836, 'model__random_state': 42}",0.9557840535271069
281,56,phoneme,"{'model__max_depth': 8, 'model__min_samples_leaf': 53, 'model__min_samples_split': 2, 'model__n_estimators': 1350, 'model__random_state': 42}",0.9046059718902979
282,57,phoneme,"{'model__max_depth': 15, 'model__min_samples_leaf': 1, 'model__min_samples_split': 5, 'model__n_estimators': 660, 'model__random_state': 42}",0.9538902228849168
283,58,phoneme,"{'model__max_depth': 15, 'model__min_samples_leaf': 1, 'model__min_samples_split': 2, 'model__n_estimators': 1304, 'model__random_state': 42}",0.9562585235579121
284,59,phoneme,"{'model__max_depth': 14, 'model__min_samples_leaf': 58, 'model__min_samples_split': 2, 'model__n_estimators': 394, 'model__random_state': 42}",0.9012331426602331
285,60,phoneme,"{'model__max_depth': 13, 'model__min_samples_leaf': 1, 'model__min_samples_split': 2, 'model__n_estimators': 1142, 'model__random_state': 42}",0.9551922905654356
286,61,phoneme,"{'model__max_depth': 14, 'model__min_samples_leaf': 1, 'model__min_samples_split': 2, 'model__n_estimators': 718, 'model__random_state': 42}",0.9557823245228718
287,62,phoneme,"{'model__max_depth': 7, 'model__min_samples_leaf': 8, 'model__min_samples_split': 4, 'model__n_estimators': 982, 'model__random_state': 42}",0.9292679235864542
288,63,phoneme,"{'model__max_depth': 15, 'model__min_samples_leaf': 1, 'model__min_samples_split': 2, 'model__n_estimators': 767, 'model__random_state': 42}",0.9560944189897025
289,64,phoneme,"{'model__max_depth': 15, 'model__min_samples_leaf': 1, 'model__min_samples_split': 2, 'model__n_estimators': 1181, 'model__random_state': 42}",0.9563958327629726
290,65,phoneme,"{'model__max_depth': 15, 'model__min_samples_leaf': 1, 'model__min_samples_split': 2, 'model__n_estimators': 1406, 'model__random_state': 42}",0.9563563269078422
291,66,phoneme,"{'model__max_depth': 1, 'model__min_samples_leaf': 1, 'model__min_samples_split': 4, 'model__n_estimators': 1607, 'model__random_state': 42}",0.8404875737801272
292,67,phoneme,"{'model__max_depth': 15, 'model__min_samples_leaf': 1, 'model__min_samples_split': 2, 'model__n_estimators': 1613, 'model__random_state': 42}",0.9562770675134754
293,68,phoneme,"{'model__max_depth': 14, 'model__min_samples_leaf': 1, 'model__min_samples_split': 2, 'model__n_estimators': 1154, 'model__random_state': 42}",0.9558214140349062
294,69,phoneme,"{'model__max_depth': 15, 'model__min_samples_leaf': 1, 'model__min_samples_split': 2, 'model__n_estimators': 1783, 'model__random_state': 42}",0.9563262363792434
295,70,phoneme,"{'model__max_depth': 8, 'model__min_samples_leaf': 2, 'model__min_samples_split': 59, 'model__n_estimators': 1321, 'model__random_state': 42}",0.9244535841779467
296,71,phoneme,"{'model__max_depth': 15, 'model__min_samples_leaf': 1, 'model__min_samples_split': 2, 'model__n_estimators': 1191, 'model__random_state': 42}",0.9563475121672145
297,72,phoneme,"{'model__max_depth': 14, 'model__min_samples_leaf': 1, 'model__min_samples_split': 2, 'model__n_estimators': 1464, 'model__random_state': 42}",0.9557543065467025
298,73,phoneme,"{'model__max_depth': 15, 'model__min_samples_leaf': 1, 'model__min_samples_split': 2, 'model__n_estimators': 1942, 'model__random_state': 42}",0.9562644481425011
299,74,phoneme,"{'model__max_depth': 15, 'model__min_samples_leaf': 1, 'model__min_samples_split': 2, 'model__n_estimators': 1741, 'model__random_state': 42}",0.9563313963626004
