,hyperparameters,mean_brier,mean_roc_auc,mean_accuracy,spam_brier,spam_roc_auc,spam_accuracy,mt_brier,mt_roc_auc,mt_accuracy,kc1_brier,kc1_roc_auc,kc1_accuracy,phoneme_brier,phoneme_roc_auc,phoneme_accuracy
0,"{'random_state': 42, 'n_estimators': 1064, 'max_depth': 15, 'min_samples_leaf': 28, 'min_samples_split': 23}",0.09967716927240423,0.9022622604198111,0.8684614095515332,0.08687906047508567,0.9523755527983413,0.8978499268281169,0.10034597111378978,0.9253390100972485,0.8659831756046268,0.10927085891975816,0.8032746912703953,0.8473168150758182,0.10221278658098336,0.9280597875132592,0.8626957206975708
1,"{'random_state': 42, 'n_estimators': 1064, 'max_depth': 15, 'min_samples_leaf': 57, 'min_samples_split': 23}",0.106186766911233,0.8946983897478192,0.8615355818565807,0.09477024342080366,0.9471380943544103,0.8915472312703583,0.1056867476689622,0.9192620331189207,0.8584121976866456,0.1100054380986751,0.8013932905605081,0.8492159268723756,0.11428463845649099,0.9110001409574376,0.846966971596944
2,"{'random_state': 42, 'n_estimators': 1064, 'max_depth': 15, 'min_samples_leaf': 53, 'min_samples_split': 23}",0.10544502331737957,0.8955890592079051,0.862612067369366,0.09391490807338317,0.9478182806220211,0.8926337157154322,0.10504643621465035,0.9200680775428433,0.8594111461619347,0.10996633130459028,0.8011815844433162,0.8492159268723756,0.11285241767689444,0.9132882942234399,0.8491874807277211
3,"{'random_state': 42, 'n_estimators': 1064, 'max_depth': 15, 'min_samples_leaf': 53, 'min_samples_split': 23}",0.10544502331737957,0.8955890592079051,0.862612067369366,0.09391490807338317,0.9478182806220211,0.8926337157154322,0.10504643621465035,0.9200680775428433,0.8594111461619347,0.10996633130459028,0.8011815844433162,0.8492159268723756,0.11285241767689444,0.9132882942234399,0.8491874807277211
4,"{'random_state': 42, 'n_estimators': 1064, 'max_depth': 15, 'min_samples_leaf': 32, 'min_samples_split': 23}",0.10080252759141779,0.9011100294387415,0.8674270448079711,0.08836936045873502,0.9512227793370143,0.8980682622857952,0.1012649497182592,0.9242406740389434,0.8640904311251315,0.10942898379271797,0.8032436317813053,0.8487397417568191,0.10414681639595895,0.9257330325977036,0.858809744064138
5,"{'random_state': 42, 'n_estimators': 1064, 'max_depth': 15, 'min_samples_leaf': 9, 'min_samples_split': 23}",0.09227145685228058,0.909779067793518,0.8779198818868024,0.07701547698873126,0.959481429913985,0.9045876410329037,0.09499980337540151,0.9310262400888242,0.8721871713985279,0.10821550500221289,0.8047140411912388,0.8511127872026657,0.08885504204277665,0.9438945599800241,0.8837919279131119
6,"{'random_state': 42, 'n_estimators': 1064, 'max_depth': 15, 'min_samples_leaf': 20, 'min_samples_split': 23}",0.09712217123561548,0.9046229193613657,0.8714828939434782,0.08361373271247555,0.9545481469383474,0.8995888212245667,0.09832643177301278,0.9274889422575351,0.8682439537329127,0.1090289678386803,0.8026926224249424,0.8487408674899528,0.09751955261829323,0.9337619658246374,0.8693579333264809
7,"{'random_state': 42, 'n_estimators': 1064, 'max_depth': 15, 'min_samples_leaf': 8, 'min_samples_split': 23}",0.09190473353494746,0.9102932622980955,0.8785456534092638,0.07654808030243539,0.9598087165800845,0.906326299391021,0.09480299573934917,0.9311774301600335,0.8728706624605678,0.10803282342438984,0.8057126240140121,0.8506388535533767,0.08823503467361542,0.9444742784382514,0.8843467982320897
8,"{'random_state': 42, 'n_estimators': 1064, 'max_depth': 15, 'min_samples_leaf': 40, 'min_samples_split': 23}",0.10281547067470677,0.898836049027617,0.8660936070329246,0.09075793335470272,0.9498235754466791,0.8958941132039844,0.10289947182397759,0.9224446756233154,0.8620399579390116,0.10971846029225582,0.8024608510018293,0.8487408674899528,0.107886017227891,0.9206150940386444,0.8576994894987495
9,"{'random_state': 42, 'n_estimators': 1064, 'max_depth': 15, 'min_samples_leaf': 48, 'min_samples_split': 23}",0.10446526796799144,0.8969686026903345,0.8634241428941793,0.09279867798780699,0.9485176907121498,0.8935032809328234,0.1042081061792269,0.9210659030838826,0.8601472134595163,0.10980078977758974,0.802247812223027,0.8482680595737975,0.11105349792734218,0.916043004742279,0.85177801761058
10,"{'random_state': 42, 'n_estimators': 1064, 'max_depth': 15, 'min_samples_leaf': 60, 'min_samples_split': 23}",0.10667089928617114,0.894132640941433,0.8609177103036375,0.09544346548306645,0.9467656836975049,0.8928508709814473,0.10602824925113567,0.9188791498608024,0.8579915878023133,0.11006923704051305,0.8011258547577121,0.8482669338406638,0.11514264536996939,0.9097598754497126,0.8445614485901256
11,"{'random_state': 42, 'n_estimators': 1064, 'max_depth': 15, 'min_samples_leaf': 2, 'min_samples_split': 23}",0.08954959878614005,0.9139595594291817,0.8818547527346198,0.07292448829969042,0.962598315423936,0.9080656658641363,0.09341831404469111,0.9326186496118147,0.8743953732912724,0.10659296581539963,0.8131076623310596,0.8572795533090926,0.08526262698477904,0.9475136103499165,0.887678418473978
