mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__kernel,param_model__gamma,param_model__C,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
2.5754981517791746,0.13201518694611902,1.0292231559753418,0.0651929440986331,rbf,3.051551020408163,1.233265306122449,"{'model__kernel': 'rbf', 'model__gamma': 3.051551020408163, 'model__C': 1.233265306122449}",0.8572735794747324,0.8137155370923574,0.8303090770475479,0.8476790875409772,0.8442203916577636,0.8386395345626758,0.01517029522494298,33
2.1015759468078614,0.15840182998407346,0.29192485809326174,0.02376536451548025,linear,5.704204081632653,8.368979591836734,"{'model__kernel': 'linear', 'model__gamma': 5.704204081632653, 'model__C': 8.368979591836734}",0.8615833877893951,0.8126614233258651,0.8338662247946228,0.8278800457781312,0.8325695170151031,0.8337121197406235,0.01584475798649393,162
2.035581636428833,0.7332921997682424,0.40608792304992675,0.1150429687319963,sigmoid,2.521020408163265,2.4565306122448978,"{'model__kernel': 'sigmoid', 'model__gamma': 2.521020408163265, 'model__C': 2.4565306122448978}",0.7665167180109534,0.7675970873786407,0.6685979119990041,0.6817993133280313,0.6823088464524868,0.7133639754338232,0.04411619620964683,214
1.5292037010192872,0.07169693820454381,0.4708354949951172,0.07384607208077688,sigmoid,2.255755102040816,9.184489795918367,"{'model__kernel': 'sigmoid', 'model__gamma': 2.255755102040816, 'model__C': 9.184489795918367}",0.6753981127084889,0.6728804922827981,0.6707216984067712,0.6842084844722907,0.6886957130930766,0.678380900192685,0.006901753169367344,274
2.289871644973755,0.08580190040700433,0.43854537010192873,0.05164422886511384,sigmoid,0.1336326530612245,8.572857142857142,"{'model__kernel': 'sigmoid', 'model__gamma': 0.1336326530612245, 'model__C': 8.572857142857142}",0.8462695652850386,0.8319213654468508,0.857883292880259,0.8559288499214401,0.8733290909904702,0.8530664329048119,0.01367685761524838,3
2.058787202835083,0.06541616903368068,0.3770352840423584,0.04143630015230196,linear,1.7252244897959181,4.0875510204081635,"{'model__kernel': 'linear', 'model__gamma': 1.7252244897959181, 'model__C': 4.0875510204081635}",0.8575614186582027,0.8180720220313666,0.8313768048294746,0.8283998991329311,0.8389661137998743,0.8348752516903699,0.013175091442917652,125
2.3148374557495117,0.05170471268501856,0.35408196449279783,0.04951558056656041,linear,6.367367346938775,9.592244897959183,"{'model__kernel': 'linear', 'model__gamma': 6.367367346938775, 'model__C': 9.592244897959183}",0.8616242298356982,0.8149777508090614,0.8333158295992035,0.8298159175993638,0.8308141990048008,0.8341095853696257,0.015185571811328763,152
1.9810171127319336,0.18209605602180684,0.3220724582672119,0.05154605027601629,linear,4.245244897959184,1.8448979591836736,"{'model__kernel': 'linear', 'model__gamma': 4.245244897959184, 'model__C': 1.8448979591836736}",0.8573805467388599,0.8123658047050037,0.8308555825242718,0.8316043683199814,0.842280200908017,0.8348973006392267,0.014797640144086254,122
2.1383093357086183,0.08566121374481893,0.34940638542175295,0.030634393029066894,linear,4.377877551020409,6.941836734693878,"{'model__kernel': 'linear', 'model__gamma': 4.377877551020409, 'model__C': 6.941836734693878}",0.8606245721309436,0.8150516554642767,0.833745643515061,0.8300254107423428,0.8403302800140893,0.8359555123733428,0.014864198334482102,71
2.328971815109253,0.1809501952809579,0.32173972129821776,0.043965557043331646,linear,3.7147142857142854,8.368979591836734,"{'model__kernel': 'linear', 'model__gamma': 3.7147142857142854, 'model__C': 8.368979591836734}",0.8615833877893951,0.8126614233258651,0.8338662247946228,0.8278800457781312,0.8325695170151031,0.8337121197406235,0.01584475798649393,162
1.9936521530151368,0.5514007083579467,0.3711727142333984,0.0687530779781696,sigmoid,5.041040816326531,5.718571428571428,"{'model__kernel': 'sigmoid', 'model__gamma': 5.041040816326531, 'model__C': 5.718571428571428}",0.6414914348394324,0.7288807723425441,0.6294167755787902,0.6549124202277269,0.7223697960756381,0.6754142398128262,0.041833819773541545,279
