Iteration,Score
1,0.3666575524702239
2,0.4275471718491821
3,0.4275471718491821
4,0.42593295546442744
5,0.43971370476132565
6,0.29510226261065853
7,0.3516200018326596
8,0.3666575524702239
9,0.42356889915290374
10,0.3666575524702239
11,0.26963597084680835
12,0.3641477873630664
13,0.4384733338808746
14,0.3893420316761742
15,0.3666575524702239
16,0.4275471718491821
17,0.43359606258825456
18,0.42593295546442744
19,0.4692111427031108
20,0.18421446159600785
21,0.42356889915290374
22,0.3347035175249963
23,0.13052943291162566
24,0.4275471718491821
25,0.3666575524702239
26,0.43971370476132565
27,0.40958341678017685
28,0.4275471718491821
29,0.3666575524702239
30,0.45589535997744557
31,0.3641477873630664
32,0.4155691882633654
33,0.4275471718491821
34,0.30931376243001096
35,0.3666575524702239
36,0.3666575524702239
37,0.3641477873630664
38,0.35976602710330485
39,0.3666575524702239
40,0.42593295546442744
41,0.13052943291162566
42,0.378092978196616
43,0.29510226261065853
44,0.4275471718491821
45,0.3795804798917989
46,0.42531230739198633
47,0.3666575524702239
48,0.29304032618596954
49,0.4275471718491821
50,0.3938864270574768
