Iteration,Score
1,0.5443856731917965
2,0.6516618572942305
3,0.6920476476958327
4,0.545617584635723
5,0.601775396496478
6,0.6689734732568239
7,0.6547396831478034
8,0.7127448938943343
9,0.6669447814046456
10,0.6534128410554537
11,0.7175451817404979
12,0.43222244316433633
13,0.7054792836260381
14,0.6916475414917003
15,0.6460102209853594
16,0.7113066726805386
17,0.6460102209853594
18,0.6992779972153887
19,0.7100807669545025
20,0.7326910195576696
21,0.7434911885153734
22,0.6709641854397072
23,0.6773552051629291
24,0.5318594871961704
25,0.668983258311917
26,0.7219674711586652
27,0.6680109701637418
28,0.6753057469912143
29,0.6390460019870238
30,0.7219674711586652
31,0.7218678563409388
32,0.6799030405576536
33,0.7400891892237002
34,0.7191515372879004
35,0.43222244316433633
36,0.7456213934406832
37,0.7275857507365535
38,0.6677988144784212
39,0.7497429035256209
40,0.6498819075539874
41,0.7400891892237002
42,0.7400891892237002
43,0.7400891892237002
44,0.7444517913470998
45,0.7405308223226754
46,0.3951817291772744
47,0.7456213934406832
48,0.7239593476075713
49,0.7439230598523464
50,0.6832899165614759
