,hyperparameters,mean_brier,mean_roc_auc,mean_accuracy,spam_brier,spam_roc_auc,spam_accuracy,mt_brier,mt_roc_auc,mt_accuracy,kc1_brier,kc1_roc_auc,kc1_accuracy,phoneme_brier,phoneme_roc_auc,phoneme_accuracy
0,"{'random_state': 42, 'ccp_alpha': 0.7833016317137557, 'max_depth': 5, 'min_samples_leaf': 18, 'min_samples_split': 35}",0.20119863087368137,0.5,0.7015658822772635,0.23877361967367955,0.5,0.6059552471321343,0.22798631186553314,0.5,0.6483701366982124,0.13068242275343245,0.5,0.8454244576780627,0.20735216920208033,0.5,0.706513687600644
1,"{'random_state': 42, 'ccp_alpha': 0.7642128346431559, 'max_depth': 15, 'min_samples_leaf': 29, 'min_samples_split': 26}",0.20119863087368137,0.5,0.7015658822772635,0.23877361967367955,0.5,0.6059552471321343,0.22798631186553314,0.5,0.6483701366982124,0.13068242275343245,0.5,0.8454244576780627,0.20735216920208033,0.5,0.706513687600644
2,"{'random_state': 42, 'ccp_alpha': 0.70514427388737, 'max_depth': 13, 'min_samples_leaf': 5, 'min_samples_split': 14}",0.20119863087368137,0.5,0.7015658822772635,0.23877361967367955,0.5,0.6059552471321343,0.22798631186553314,0.5,0.6483701366982124,0.13068242275343245,0.5,0.8454244576780627,0.20735216920208033,0.5,0.706513687600644
3,"{'random_state': 42, 'ccp_alpha': 0.6234479614129814, 'max_depth': 28, 'min_samples_leaf': 45, 'min_samples_split': 44}",0.20119863087368137,0.5,0.7015658822772635,0.23877361967367955,0.5,0.6059552471321343,0.22798631186553314,0.5,0.6483701366982124,0.13068242275343245,0.5,0.8454244576780627,0.20735216920208033,0.5,0.706513687600644
4,"{'random_state': 42, 'ccp_alpha': 0.4605330726410005, 'max_depth': 20, 'min_samples_leaf': 17, 'min_samples_split': 21}",0.20119863087368137,0.5,0.7015658822772635,0.23877361967367955,0.5,0.6059552471321343,0.22798631186553314,0.5,0.6483701366982124,0.13068242275343245,0.5,0.8454244576780627,0.20735216920208033,0.5,0.706513687600644
5,"{'random_state': 42, 'ccp_alpha': 0.7460192366273268, 'max_depth': 24, 'min_samples_leaf': 17, 'min_samples_split': 42}",0.20119863087368137,0.5,0.7015658822772635,0.23877361967367955,0.5,0.6059552471321343,0.22798631186553314,0.5,0.6483701366982124,0.13068242275343245,0.5,0.8454244576780627,0.20735216920208033,0.5,0.706513687600644
6,"{'random_state': 42, 'ccp_alpha': 0.8122990527712585, 'max_depth': 3, 'min_samples_leaf': 39, 'min_samples_split': 30}",0.20119863087368137,0.5,0.7015658822772635,0.23877361967367955,0.5,0.6059552471321343,0.22798631186553314,0.5,0.6483701366982124,0.13068242275343245,0.5,0.8454244576780627,0.20735216920208033,0.5,0.706513687600644
7,"{'random_state': 42, 'ccp_alpha': 0.20766065239512665, 'max_depth': 2, 'min_samples_leaf': 13, 'min_samples_split': 13}",0.20119863087368137,0.5,0.7015658822772635,0.23877361967367955,0.5,0.6059552471321343,0.22798631186553314,0.5,0.6483701366982124,0.13068242275343245,0.5,0.8454244576780627,0.20735216920208033,0.5,0.706513687600644
8,"{'random_state': 42, 'ccp_alpha': 0.6634787051902837, 'max_depth': 9, 'min_samples_leaf': 30, 'min_samples_split': 6}",0.20119863087368137,0.5,0.7015658822772635,0.23877361967367955,0.5,0.6059552471321343,0.22798631186553314,0.5,0.6483701366982124,0.13068242275343245,0.5,0.8454244576780627,0.20735216920208033,0.5,0.706513687600644
9,"{'random_state': 42, 'ccp_alpha': 0.9765411474082974, 'max_depth': 19, 'min_samples_leaf': 34, 'min_samples_split': 28}",0.20119863087368137,0.5,0.7015658822772635,0.23877361967367955,0.5,0.6059552471321343,0.22798631186553314,0.5,0.6483701366982124,0.13068242275343245,0.5,0.8454244576780627,0.20735216920208033,0.5,0.706513687600644
10,"{'random_state': 42, 'ccp_alpha': 0.6091059758388643, 'max_depth': 26, 'min_samples_leaf': 57, 'min_samples_split': 42}",0.20119863087368137,0.5,0.7015658822772635,0.23877361967367955,0.5,0.6059552471321343,0.22798631186553314,0.5,0.6483701366982124,0.13068242275343245,0.5,0.8454244576780627,0.20735216920208033,0.5,0.706513687600644
11,"{'random_state': 42, 'ccp_alpha': 0.78602841144285, 'max_depth': 11, 'min_samples_leaf': 39, 'min_samples_split': 12}",0.20119863087368137,0.5,0.7015658822772635,0.23877361967367955,0.5,0.6059552471321343,0.22798631186553314,0.5,0.6483701366982124,0.13068242275343245,0.5,0.8454244576780627,0.20735216920208033,0.5,0.706513687600644
12,"{'random_state': 42, 'ccp_alpha': 0.1760751176176163, 'max_depth': 24, 'min_samples_leaf': 6, 'min_samples_split': 38}",0.20119863087368137,0.5,0.7015658822772635,0.23877361967367955,0.5,0.6059552471321343,0.22798631186553314,0.5,0.6483701366982124,0.13068242275343245,0.5,0.8454244576780627,0.20735216920208033,0.5,0.706513687600644
13,"{'random_state': 42, 'ccp_alpha': 0.6465690252028794, 'max_depth': 10, 'min_samples_leaf': 8, 'min_samples_split': 54}",0.20119863087368137,0.5,0.7015658822772635,0.23877361967367955,0.5,0.6059552471321343,0.22798631186553314,0.5,0.6483701366982124,0.13068242275343245,0.5,0.8454244576780627,0.20735216920208033,0.5,0.706513687600644
14,"{'random_state': 42, 'ccp_alpha': 0.3370743215326949, 'max_depth': 9, 'min_samples_leaf': 26, 'min_samples_split': 30}",0.20119863087368137,0.5,0.7015658822772635,0.23877361967367955,0.5,0.6059552471321343,0.22798631186553314,0.5,0.6483701366982124,0.13068242275343245,0.5,0.8454244576780627,0.20735216920208033,0.5,0.706513687600644
15,"{'random_state': 42, 'ccp_alpha': 0.7503582759056292, 'max_depth': 13, 'min_samples_leaf': 8, 'min_samples_split': 35}",0.20119863087368137,0.5,0.7015658822772635,0.23877361967367955,0.5,0.6059552471321343,0.22798631186553314,0.5,0.6483701366982124,0.13068242275343245,0.5,0.8454244576780627,0.20735216920208033,0.5,0.706513687600644
16,"{'random_state': 42, 'ccp_alpha': 0.8094490663327855, 'max_depth': 16, 'min_samples_leaf': 30, 'min_samples_split': 37}",0.20119863087368137,0.5,0.7015658822772635,0.23877361967367955,0.5,0.6059552471321343,0.22798631186553314,0.5,0.6483701366982124,0.13068242275343245,0.5,0.8454244576780627,0.20735216920208033,0.5,0.706513687600644
17,"{'random_state': 42, 'ccp_alpha': 0.09086087738026571, 'max_depth': 1, 'min_samples_leaf': 4, 'min_samples_split': 33}",0.18091668842481126,0.5774932256826089,0.7480147583832537,0.16455718526072,0.7658877292288583,0.7865703630269556,0.22798631186553314,0.5,0.6483701366982124,0.13068242275343245,0.5,0.8454244576780627,0.20044083381955943,0.5440851735015773,0.7116940761297837
18,"{'random_state': 42, 'ccp_alpha': 0.8419935940339691, 'max_depth': 8, 'min_samples_leaf': 44, 'min_samples_split': 37}",0.20119863087368137,0.5,0.7015658822772635,0.23877361967367955,0.5,0.6059552471321343,0.22798631186553314,0.5,0.6483701366982124,0.13068242275343245,0.5,0.8454244576780627,0.20735216920208033,0.5,0.706513687600644
19,"{'random_state': 42, 'ccp_alpha': 0.4702682122653873, 'max_depth': 12, 'min_samples_leaf': 9, 'min_samples_split': 7}",0.20119863087368137,0.5,0.7015658822772635,0.23877361967367955,0.5,0.6059552471321343,0.22798631186553314,0.5,0.6483701366982124,0.13068242275343245,0.5,0.8454244576780627,0.20735216920208033,0.5,0.706513687600644
20,"{'random_state': 42, 'ccp_alpha': 0.797220050704618, 'max_depth': 26, 'min_samples_leaf': 46, 'min_samples_split': 8}",0.20119863087368137,0.5,0.7015658822772635,0.23877361967367955,0.5,0.6059552471321343,0.22798631186553314,0.5,0.6483701366982124,0.13068242275343245,0.5,0.8454244576780627,0.20735216920208033,0.5,0.706513687600644
21,"{'random_state': 42, 'ccp_alpha': 0.38683006095938666, 'max_depth': 30, 'min_samples_leaf': 5, 'min_samples_split': 33}",0.20119863087368137,0.5,0.7015658822772635,0.23877361967367955,0.5,0.6059552471321343,0.22798631186553314,0.5,0.6483701366982124,0.13068242275343245,0.5,0.8454244576780627,0.20735216920208033,0.5,0.706513687600644
22,"{'random_state': 42, 'ccp_alpha': 0.5230087740125968, 'max_depth': 30, 'min_samples_leaf': 60, 'min_samples_split': 35}",0.20119863087368137,0.5,0.7015658822772635,0.23877361967367955,0.5,0.6059552471321343,0.22798631186553314,0.5,0.6483701366982124,0.13068242275343245,0.5,0.8454244576780627,0.20735216920208033,0.5,0.706513687600644
23,"{'random_state': 42, 'ccp_alpha': 0.2458946573438724, 'max_depth': 4, 'min_samples_leaf': 54, 'min_samples_split': 43}",0.20119863087368137,0.5,0.7015658822772635,0.23877361967367955,0.5,0.6059552471321343,0.22798631186553314,0.5,0.6483701366982124,0.13068242275343245,0.5,0.8454244576780627,0.20735216920208033,0.5,0.706513687600644
24,"{'random_state': 42, 'ccp_alpha': 0.23479658746124132, 'max_depth': 21, 'min_samples_leaf': 57, 'min_samples_split': 41}",0.20119863087368137,0.5,0.7015658822772635,0.23877361967367955,0.5,0.6059552471321343,0.22798631186553314,0.5,0.6483701366982124,0.13068242275343245,0.5,0.8454244576780627,0.20735216920208033,0.5,0.706513687600644
25,"{'random_state': 42, 'ccp_alpha': 0.42743991846398244, 'max_depth': 29, 'min_samples_leaf': 59, 'min_samples_split': 40}",0.20119863087368137,0.5,0.7015658822772635,0.23877361967367955,0.5,0.6059552471321343,0.22798631186553314,0.5,0.6483701366982124,0.13068242275343245,0.5,0.8454244576780627,0.20735216920208033,0.5,0.706513687600644
26,"{'random_state': 42, 'ccp_alpha': 0.3783652126360252, 'max_depth': 25, 'min_samples_leaf': 23, 'min_samples_split': 27}",0.20119863087368137,0.5,0.7015658822772635,0.23877361967367955,0.5,0.6059552471321343,0.22798631186553314,0.5,0.6483701366982124,0.13068242275343245,0.5,0.8454244576780627,0.20735216920208033,0.5,0.706513687600644
27,"{'random_state': 42, 'ccp_alpha': 0.9092024862110565, 'max_depth': 8, 'min_samples_leaf': 51, 'min_samples_split': 40}",0.20119863087368137,0.5,0.7015658822772635,0.23877361967367955,0.5,0.6059552471321343,0.22798631186553314,0.5,0.6483701366982124,0.13068242275343245,0.5,0.8454244576780627,0.20735216920208033,0.5,0.706513687600644
28,"{'random_state': 42, 'ccp_alpha': 0.6621270754097555, 'max_depth': 16, 'min_samples_leaf': 43, 'min_samples_split': 25}",0.20119863087368137,0.5,0.7015658822772635,0.23877361967367955,0.5,0.6059552471321343,0.22798631186553314,0.5,0.6483701366982124,0.13068242275343245,0.5,0.8454244576780627,0.20735216920208033,0.5,0.706513687600644
29,"{'random_state': 42, 'ccp_alpha': 0.9421910509029289, 'max_depth': 14, 'min_samples_leaf': 4, 'min_samples_split': 59}",0.20119863087368137,0.5,0.7015658822772635,0.23877361967367955,0.5,0.6059552471321343,0.22798631186553314,0.5,0.6483701366982124,0.13068242275343245,0.5,0.8454244576780627,0.20735216920208033,0.5,0.706513687600644
30,"{'random_state': 42, 'ccp_alpha': 0.5751846209264492, 'max_depth': 1, 'min_samples_leaf': 59, 'min_samples_split': 12}",0.20119863087368137,0.5,0.7015658822772635,0.23877361967367955,0.5,0.6059552471321343,0.22798631186553314,0.5,0.6483701366982124,0.13068242275343245,0.5,0.8454244576780627,0.20735216920208033,0.5,0.706513687600644
31,"{'random_state': 42, 'ccp_alpha': 0.01869113650405796, 'max_depth': 15, 'min_samples_leaf': 50, 'min_samples_split': 42}",0.13897108446971418,0.7748672996245379,0.8093322957178963,0.12201514711389638,0.8676814009550269,0.8482983996601048,0.15249987184707733,0.7966293639132801,0.7899053627760252,0.11814874135466151,0.6843219789683769,0.8454244576780627,0.1632205775632215,0.7508364546614681,0.7537009627573921
32,"{'random_state': 42, 'ccp_alpha': 0.9991578183956965, 'max_depth': 3, 'min_samples_leaf': 33, 'min_samples_split': 45}",0.20119863087368137,0.5,0.7015658822772635,0.23877361967367955,0.5,0.6059552471321343,0.22798631186553314,0.5,0.6483701366982124,0.13068242275343245,0.5,0.8454244576780627,0.20735216920208033,0.5,0.706513687600644
33,"{'random_state': 42, 'ccp_alpha': 0.15468725529070282, 'max_depth': 13, 'min_samples_leaf': 3, 'min_samples_split': 4}",0.19056154996823182,0.5373894257229258,0.7278609655987949,0.19622529605188138,0.6495577028917031,0.71113558041826,0.22798631186553314,0.5,0.6483701366982124,0.13068242275343245,0.5,0.8454244576780627,0.20735216920208033,0.5,0.706513687600644
34,"{'random_state': 42, 'ccp_alpha': 0.20024829375050923, 'max_depth': 1, 'min_samples_leaf': 36, 'min_samples_split': 53}",0.20119863087368137,0.5,0.7015658822772635,0.23877361967367955,0.5,0.6059552471321343,0.22798631186553314,0.5,0.6483701366982124,0.13068242275343245,0.5,0.8454244576780627,0.20735216920208033,0.5,0.706513687600644
