,iter,dataset,hyperparameters,roc_auc
158,58,mt,"{'model__ccp_alpha': 0.0, 'model__max_depth': 21, 'model__min_samples_leaf': 60, 'model__min_samples_split': 16, 'model__random_state': 42}",0.8913426158353573
159,59,mt,"{'model__ccp_alpha': 0.0, 'model__max_depth': 19, 'model__min_samples_leaf': 31, 'model__min_samples_split': 2, 'model__random_state': 42}",0.8901992848804697
160,60,mt,"{'model__ccp_alpha': 0.0, 'model__max_depth': 17, 'model__min_samples_leaf': 57, 'model__min_samples_split': 13, 'model__random_state': 42}",0.8895728116299889
161,61,mt,"{'model__ccp_alpha': 0.0, 'model__max_depth': 15, 'model__min_samples_leaf': 1, 'model__min_samples_split': 60, 'model__random_state': 42}",0.8871295324576133
162,62,mt,"{'model__ccp_alpha': 0.0, 'model__max_depth': 19, 'model__min_samples_leaf': 60, 'model__min_samples_split': 23, 'model__random_state': 42}",0.8913426158353573
163,63,mt,"{'model__ccp_alpha': 0.0, 'model__max_depth': 30, 'model__min_samples_leaf': 60, 'model__min_samples_split': 2, 'model__random_state': 42}",0.8913426158353573
164,64,mt,"{'model__ccp_alpha': 0.0, 'model__max_depth': 17, 'model__min_samples_leaf': 13, 'model__min_samples_split': 60, 'model__random_state': 42}",0.8874529916961628
165,65,mt,"{'model__ccp_alpha': 0.066111950691162, 'model__max_depth': 1, 'model__min_samples_leaf': 60, 'model__min_samples_split': 58, 'model__random_state': 42}",0.7236918115507313
166,66,mt,"{'model__ccp_alpha': 0.0, 'model__max_depth': 27, 'model__min_samples_leaf': 24, 'model__min_samples_split': 60, 'model__random_state': 42}",0.8907385766563856
167,67,mt,"{'model__ccp_alpha': 0.0, 'model__max_depth': 26, 'model__min_samples_leaf': 44, 'model__min_samples_split': 60, 'model__random_state': 42}",0.8893416475411524
168,68,mt,"{'model__ccp_alpha': 0.0, 'model__max_depth': 27, 'model__min_samples_leaf': 60, 'model__min_samples_split': 50, 'model__random_state': 42}",0.8913426158353573
169,69,mt,"{'model__ccp_alpha': 0.0, 'model__max_depth': 19, 'model__min_samples_leaf': 42, 'model__min_samples_split': 24, 'model__random_state': 42}",0.8900721858043082
170,70,mt,"{'model__ccp_alpha': 0.0, 'model__max_depth': 26, 'model__min_samples_leaf': 32, 'model__min_samples_split': 2, 'model__random_state': 42}",0.8902622256861109
171,71,mt,"{'model__ccp_alpha': 0.0, 'model__max_depth': 24, 'model__min_samples_leaf': 27, 'model__min_samples_split': 60, 'model__random_state': 42}",0.8903295760964205
172,72,mt,"{'model__ccp_alpha': 0.0, 'model__max_depth': 12, 'model__min_samples_leaf': 26, 'model__min_samples_split': 60, 'model__random_state': 42}",0.8887705966216398
173,73,mt,"{'model__ccp_alpha': 0.0, 'model__max_depth': 21, 'model__min_samples_leaf': 47, 'model__min_samples_split': 2, 'model__random_state': 42}",0.8899956535290476
174,74,mt,"{'model__ccp_alpha': 0.0, 'model__max_depth': 19, 'model__min_samples_leaf': 60, 'model__min_samples_split': 2, 'model__random_state': 42}",0.8913426158353573
175,75,mt,"{'model__ccp_alpha': 0.0, 'model__max_depth': 28, 'model__min_samples_leaf': 24, 'model__min_samples_split': 30, 'model__random_state': 42}",0.8894644490381133
176,76,mt,"{'model__ccp_alpha': 0.0, 'model__max_depth': 14, 'model__min_samples_leaf': 60, 'model__min_samples_split': 60, 'model__random_state': 42}",0.8913133989548884
177,77,mt,"{'model__ccp_alpha': 0.0, 'model__max_depth': 13, 'model__min_samples_leaf': 13, 'model__min_samples_split': 2, 'model__random_state': 42}",0.8820158619920658
178,78,mt,"{'model__ccp_alpha': 0.0, 'model__max_depth': 30, 'model__min_samples_leaf': 43, 'model__min_samples_split': 2, 'model__random_state': 42}",0.8890074364579839
179,79,mt,"{'model__ccp_alpha': 0.0, 'model__max_depth': 16, 'model__min_samples_leaf': 27, 'model__min_samples_split': 21, 'model__random_state': 42}",0.8881060596972123
180,80,mt,"{'model__ccp_alpha': 0.0, 'model__max_depth': 14, 'model__min_samples_leaf': 39, 'model__min_samples_split': 60, 'model__random_state': 42}",0.8911236684108094
181,81,mt,"{'model__ccp_alpha': 0.0, 'model__max_depth': 27, 'model__min_samples_leaf': 60, 'model__min_samples_split': 60, 'model__random_state': 42}",0.8913426158353573
182,82,mt,"{'model__ccp_alpha': 0.0, 'model__max_depth': 28, 'model__min_samples_leaf': 60, 'model__min_samples_split': 2, 'model__random_state': 42}",0.8913426158353573
183,83,mt,"{'model__ccp_alpha': 0.0, 'model__max_depth': 27, 'model__min_samples_leaf': 60, 'model__min_samples_split': 36, 'model__random_state': 42}",0.8913426158353573
184,84,mt,"{'model__ccp_alpha': 0.0, 'model__max_depth': 28, 'model__min_samples_leaf': 60, 'model__min_samples_split': 5, 'model__random_state': 42}",0.8913426158353573
185,85,mt,"{'model__ccp_alpha': 0.0, 'model__max_depth': 15, 'model__min_samples_leaf': 60, 'model__min_samples_split': 43, 'model__random_state': 42}",0.891150943338929
186,86,mt,"{'model__ccp_alpha': 0.0, 'model__max_depth': 23, 'model__min_samples_leaf': 60, 'model__min_samples_split': 2, 'model__random_state': 42}",0.8913426158353573
187,87,mt,"{'model__ccp_alpha': 0.0, 'model__max_depth': 7, 'model__min_samples_leaf': 60, 'model__min_samples_split': 60, 'model__random_state': 42}",0.8806402754031112
188,88,mt,"{'model__ccp_alpha': 0.0, 'model__max_depth': 22, 'model__min_samples_leaf': 60, 'model__min_samples_split': 55, 'model__random_state': 42}",0.8913426158353573
189,89,mt,"{'model__ccp_alpha': 0.0, 'model__max_depth': 11, 'model__min_samples_leaf': 60, 'model__min_samples_split': 60, 'model__random_state': 42}",0.8909738163387495
190,90,mt,"{'model__ccp_alpha': 0.0, 'model__max_depth': 30, 'model__min_samples_leaf': 60, 'model__min_samples_split': 60, 'model__random_state': 42}",0.8913426158353573
191,91,mt,"{'model__ccp_alpha': 0.0, 'model__max_depth': 21, 'model__min_samples_leaf': 60, 'model__min_samples_split': 60, 'model__random_state': 42}",0.8913426158353573
192,92,mt,"{'model__ccp_alpha': 0.0, 'model__max_depth': 29, 'model__min_samples_leaf': 60, 'model__min_samples_split': 35, 'model__random_state': 42}",0.8913426158353573
193,93,mt,"{'model__ccp_alpha': 0.0, 'model__max_depth': 23, 'model__min_samples_leaf': 60, 'model__min_samples_split': 60, 'model__random_state': 42}",0.8913426158353573
194,94,mt,"{'model__ccp_alpha': 0.0, 'model__max_depth': 13, 'model__min_samples_leaf': 51, 'model__min_samples_split': 60, 'model__random_state': 42}",0.8901133267074645
195,95,mt,"{'model__ccp_alpha': 0.0, 'model__max_depth': 16, 'model__min_samples_leaf': 60, 'model__min_samples_split': 60, 'model__random_state': 42}",0.8912460315675348
196,96,mt,"{'model__ccp_alpha': 0.0, 'model__max_depth': 21, 'model__min_samples_leaf': 60, 'model__min_samples_split': 2, 'model__random_state': 42}",0.8913426158353573
197,97,mt,"{'model__ccp_alpha': 0.0, 'model__max_depth': 25, 'model__min_samples_leaf': 60, 'model__min_samples_split': 2, 'model__random_state': 42}",0.8913426158353573
198,98,mt,"{'model__ccp_alpha': 0.0, 'model__max_depth': 20, 'model__min_samples_leaf': 60, 'model__min_samples_split': 34, 'model__random_state': 42}",0.8913426158353573
199,99,mt,"{'model__ccp_alpha': 0.0, 'model__max_depth': 13, 'model__min_samples_leaf': 60, 'model__min_samples_split': 60, 'model__random_state': 42}",0.8910296221278499
200,0,kc1,"{'model__ccp_alpha': 0.5750156330006512, 'model__max_depth': 20, 'model__min_samples_leaf': 22, 'model__min_samples_split': 29, 'model__random_state': 42}",0.5
201,1,kc1,"{'model__ccp_alpha': 0.8674649910202193, 'model__max_depth': 26, 'model__min_samples_leaf': 33, 'model__min_samples_split': 46, 'model__random_state': 42}",0.5
202,2,kc1,"{'model__ccp_alpha': 0.34760678533260764, 'model__max_depth': 4, 'model__min_samples_leaf': 46, 'model__min_samples_split': 59, 'model__random_state': 42}",0.5
203,3,kc1,"{'model__ccp_alpha': 0.9057780071637281, 'model__max_depth': 22, 'model__min_samples_leaf': 57, 'model__min_samples_split': 50, 'model__random_state': 42}",0.5
204,4,kc1,"{'model__ccp_alpha': 0.09025522679830324, 'model__max_depth': 9, 'model__min_samples_leaf': 10, 'model__min_samples_split': 15, 'model__random_state': 42}",0.5
205,5,kc1,"{'model__ccp_alpha': 0.0221585547886537, 'model__max_depth': 21, 'model__min_samples_leaf': 52, 'model__min_samples_split': 5, 'model__random_state': 42}",0.7005361305361305
206,6,kc1,"{'model__ccp_alpha': 0.10247087915802147, 'model__max_depth': 10, 'model__min_samples_leaf': 13, 'model__min_samples_split': 29, 'model__random_state': 42}",0.5
207,7,kc1,"{'model__ccp_alpha': 0.1540991581496907, 'model__max_depth': 2, 'model__min_samples_leaf': 15, 'model__min_samples_split': 8, 'model__random_state': 42}",0.5
208,8,kc1,"{'model__ccp_alpha': 0.5117422969859177, 'model__max_depth': 5, 'model__min_samples_leaf': 32, 'model__min_samples_split': 4, 'model__random_state': 42}",0.5
209,9,kc1,"{'model__ccp_alpha': 0.9016533577444026, 'model__max_depth': 30, 'model__min_samples_leaf': 16, 'model__min_samples_split': 6, 'model__random_state': 42}",0.5
210,10,kc1,"{'model__ccp_alpha': 0.0, 'model__max_depth': 28, 'model__min_samples_leaf': 60, 'model__min_samples_split': 2, 'model__random_state': 42}",0.7932930126553609
211,11,kc1,"{'model__ccp_alpha': 0.0, 'model__max_depth': 30, 'model__min_samples_leaf': 60, 'model__min_samples_split': 2, 'model__random_state': 42}",0.7932930126553609
212,12,kc1,"{'model__ccp_alpha': 0.1170121521161033, 'model__max_depth': 3, 'model__min_samples_leaf': 60, 'model__min_samples_split': 21, 'model__random_state': 42}",0.5
213,13,kc1,"{'model__ccp_alpha': 0.12451586368122718, 'model__max_depth': 30, 'model__min_samples_leaf': 50, 'model__min_samples_split': 50, 'model__random_state': 42}",0.5
214,14,kc1,"{'model__ccp_alpha': 0.0, 'model__max_depth': 1, 'model__min_samples_leaf': 1, 'model__min_samples_split': 60, 'model__random_state': 42}",0.7005361305361305
215,15,kc1,"{'model__ccp_alpha': 0.718064482869608, 'model__max_depth': 4, 'model__min_samples_leaf': 60, 'model__min_samples_split': 53, 'model__random_state': 42}",0.5
216,16,kc1,"{'model__ccp_alpha': 0.0, 'model__max_depth': 1, 'model__min_samples_leaf': 60, 'model__min_samples_split': 60, 'model__random_state': 42}",0.7005361305361305
217,17,kc1,"{'model__ccp_alpha': 1.0, 'model__max_depth': 1, 'model__min_samples_leaf': 41, 'model__min_samples_split': 20, 'model__random_state': 42}",0.5
218,18,kc1,"{'model__ccp_alpha': 0.2629322198716619, 'model__max_depth': 10, 'model__min_samples_leaf': 15, 'model__min_samples_split': 3, 'model__random_state': 42}",0.5
219,19,kc1,"{'model__ccp_alpha': 0.0, 'model__max_depth': 1, 'model__min_samples_leaf': 1, 'model__min_samples_split': 2, 'model__random_state': 42}",0.7005361305361305
220,20,kc1,"{'model__ccp_alpha': 0.42783364584494454, 'model__max_depth': 30, 'model__min_samples_leaf': 3, 'model__min_samples_split': 48, 'model__random_state': 42}",0.5
221,21,kc1,"{'model__ccp_alpha': 0.0, 'model__max_depth': 29, 'model__min_samples_leaf': 1, 'model__min_samples_split': 60, 'model__random_state': 42}",0.7365731434557345
222,22,kc1,"{'model__ccp_alpha': 0.0, 'model__max_depth': 29, 'model__min_samples_leaf': 1, 'model__min_samples_split': 2, 'model__random_state': 42}",0.6197017591045932
223,23,kc1,"{'model__ccp_alpha': 0.0, 'model__max_depth': 30, 'model__min_samples_leaf': 60, 'model__min_samples_split': 34, 'model__random_state': 42}",0.7932930126553609
224,24,kc1,"{'model__ccp_alpha': 0.0, 'model__max_depth': 30, 'model__min_samples_leaf': 60, 'model__min_samples_split': 60, 'model__random_state': 42}",0.7932930126553609
225,25,kc1,"{'model__ccp_alpha': 0.0, 'model__max_depth': 30, 'model__min_samples_leaf': 40, 'model__min_samples_split': 60, 'model__random_state': 42}",0.7914183252644792
226,26,kc1,"{'model__ccp_alpha': 0.0, 'model__max_depth': 24, 'model__min_samples_leaf': 49, 'model__min_samples_split': 60, 'model__random_state': 42}",0.7938116134877269
227,27,kc1,"{'model__ccp_alpha': 0.0, 'model__max_depth': 23, 'model__min_samples_leaf': 60, 'model__min_samples_split': 35, 'model__random_state': 42}",0.7932930126553609
228,28,kc1,"{'model__ccp_alpha': 0.0, 'model__max_depth': 26, 'model__min_samples_leaf': 60, 'model__min_samples_split': 51, 'model__random_state': 42}",0.7932930126553609
229,29,kc1,"{'model__ccp_alpha': 0.0, 'model__max_depth': 29, 'model__min_samples_leaf': 51, 'model__min_samples_split': 60, 'model__random_state': 42}",0.7968672791446071
230,30,kc1,"{'model__ccp_alpha': 0.0, 'model__max_depth': 14, 'model__min_samples_leaf': 60, 'model__min_samples_split': 2, 'model__random_state': 42}",0.7932930126553609
231,31,kc1,"{'model__ccp_alpha': 0.7198062645167365, 'model__max_depth': 30, 'model__min_samples_leaf': 1, 'model__min_samples_split': 2, 'model__random_state': 42}",0.5
232,32,kc1,"{'model__ccp_alpha': 0.0, 'model__max_depth': 1, 'model__min_samples_leaf': 60, 'model__min_samples_split': 2, 'model__random_state': 42}",0.7005361305361305
233,33,kc1,"{'model__ccp_alpha': 0.0, 'model__max_depth': 19, 'model__min_samples_leaf': 60, 'model__min_samples_split': 2, 'model__random_state': 42}",0.7932930126553609
234,34,kc1,"{'model__ccp_alpha': 0.0, 'model__max_depth': 16, 'model__min_samples_leaf': 60, 'model__min_samples_split': 60, 'model__random_state': 42}",0.7932930126553609
235,35,kc1,"{'model__ccp_alpha': 0.0, 'model__max_depth': 15, 'model__min_samples_leaf': 60, 'model__min_samples_split': 29, 'model__random_state': 42}",0.7932930126553609
236,36,kc1,"{'model__ccp_alpha': 0.0, 'model__max_depth': 15, 'model__min_samples_leaf': 44, 'model__min_samples_split': 60, 'model__random_state': 42}",0.7906772882987457
237,37,kc1,"{'model__ccp_alpha': 0.0, 'model__max_depth': 19, 'model__min_samples_leaf': 54, 'model__min_samples_split': 60, 'model__random_state': 42}",0.7952478931325085
238,38,kc1,"{'model__ccp_alpha': 0.0, 'model__max_depth': 30, 'model__min_samples_leaf': 51, 'model__min_samples_split': 60, 'model__random_state': 42}",0.7968672791446071
239,39,kc1,"{'model__ccp_alpha': 0.0, 'model__max_depth': 21, 'model__min_samples_leaf': 60, 'model__min_samples_split': 60, 'model__random_state': 42}",0.7932930126553609
240,40,kc1,"{'model__ccp_alpha': 0.0, 'model__max_depth': 30, 'model__min_samples_leaf': 51, 'model__min_samples_split': 60, 'model__random_state': 42}",0.7968672791446071
241,41,kc1,"{'model__ccp_alpha': 0.8332027768713731, 'model__max_depth': 1, 'model__min_samples_leaf': 1, 'model__min_samples_split': 2, 'model__random_state': 42}",0.5
242,42,kc1,"{'model__ccp_alpha': 0.0, 'model__max_depth': 30, 'model__min_samples_leaf': 51, 'model__min_samples_split': 60, 'model__random_state': 42}",0.7968672791446071
243,43,kc1,"{'model__ccp_alpha': 0.0, 'model__max_depth': 30, 'model__min_samples_leaf': 51, 'model__min_samples_split': 60, 'model__random_state': 42}",0.7968672791446071
244,44,kc1,"{'model__ccp_alpha': 0.0, 'model__max_depth': 30, 'model__min_samples_leaf': 51, 'model__min_samples_split': 60, 'model__random_state': 42}",0.7968672791446071
245,45,kc1,"{'model__ccp_alpha': 0.0, 'model__max_depth': 28, 'model__min_samples_leaf': 51, 'model__min_samples_split': 60, 'model__random_state': 42}",0.7968672791446071
246,46,kc1,"{'model__ccp_alpha': 0.0, 'model__max_depth': 30, 'model__min_samples_leaf': 51, 'model__min_samples_split': 60, 'model__random_state': 42}",0.7968672791446071
247,47,kc1,"{'model__ccp_alpha': 0.0, 'model__max_depth': 18, 'model__min_samples_leaf': 60, 'model__min_samples_split': 40, 'model__random_state': 42}",0.7932930126553609
248,48,kc1,"{'model__ccp_alpha': 0.0, 'model__max_depth': 30, 'model__min_samples_leaf': 50, 'model__min_samples_split': 60, 'model__random_state': 42}",0.7956228825155951
249,49,kc1,"{'model__ccp_alpha': 0.0, 'model__max_depth': 28, 'model__min_samples_leaf': 53, 'model__min_samples_split': 60, 'model__random_state': 42}",0.7951871643875693
250,50,kc1,"{'model__ccp_alpha': 0.0, 'model__max_depth': 30, 'model__min_samples_leaf': 51, 'model__min_samples_split': 60, 'model__random_state': 42}",0.7968672791446071
251,51,kc1,"{'model__ccp_alpha': 0.0, 'model__max_depth': 17, 'model__min_samples_leaf': 53, 'model__min_samples_split': 60, 'model__random_state': 42}",0.7951871643875693
252,52,kc1,"{'model__ccp_alpha': 0.0, 'model__max_depth': 30, 'model__min_samples_leaf': 51, 'model__min_samples_split': 60, 'model__random_state': 42}",0.7968672791446071
253,53,kc1,"{'model__ccp_alpha': 0.0, 'model__max_depth': 30, 'model__min_samples_leaf': 52, 'model__min_samples_split': 60, 'model__random_state': 42}",0.7961520766682709
254,54,kc1,"{'model__ccp_alpha': 0.0, 'model__max_depth': 16, 'model__min_samples_leaf': 60, 'model__min_samples_split': 12, 'model__random_state': 42}",0.7932930126553609
255,55,kc1,"{'model__ccp_alpha': 0.0, 'model__max_depth': 19, 'model__min_samples_leaf': 49, 'model__min_samples_split': 60, 'model__random_state': 42}",0.7938116134877269
256,56,kc1,"{'model__ccp_alpha': 0.0, 'model__max_depth': 30, 'model__min_samples_leaf': 50, 'model__min_samples_split': 60, 'model__random_state': 42}",0.7956228825155951
257,57,kc1,"{'model__ccp_alpha': 0.0, 'model__max_depth': 29, 'model__min_samples_leaf': 50, 'model__min_samples_split': 60, 'model__random_state': 42}",0.7956228825155951
258,58,kc1,"{'model__ccp_alpha': 0.0, 'model__max_depth': 30, 'model__min_samples_leaf': 52, 'model__min_samples_split': 60, 'model__random_state': 42}",0.7961520766682709
259,59,kc1,"{'model__ccp_alpha': 0.0, 'model__max_depth': 16, 'model__min_samples_leaf': 54, 'model__min_samples_split': 60, 'model__random_state': 42}",0.7952478931325085
260,60,kc1,"{'model__ccp_alpha': 0.0, 'model__max_depth': 30, 'model__min_samples_leaf': 52, 'model__min_samples_split': 60, 'model__random_state': 42}",0.7961520766682709
261,61,kc1,"{'model__ccp_alpha': 0.0, 'model__max_depth': 30, 'model__min_samples_leaf': 52, 'model__min_samples_split': 60, 'model__random_state': 42}",0.7961520766682709
262,62,kc1,"{'model__ccp_alpha': 0.0, 'model__max_depth': 30, 'model__min_samples_leaf': 50, 'model__min_samples_split': 60, 'model__random_state': 42}",0.7956228825155951
263,63,kc1,"{'model__ccp_alpha': 0.0, 'model__max_depth': 30, 'model__min_samples_leaf': 52, 'model__min_samples_split': 60, 'model__random_state': 42}",0.7961520766682709
264,64,kc1,"{'model__ccp_alpha': 0.0, 'model__max_depth': 16, 'model__min_samples_leaf': 54, 'model__min_samples_split': 51, 'model__random_state': 42}",0.7952478931325085
265,65,kc1,"{'model__ccp_alpha': 0.0, 'model__max_depth': 14, 'model__min_samples_leaf': 53, 'model__min_samples_split': 2, 'model__random_state': 42}",0.7951871643875693
266,66,kc1,"{'model__ccp_alpha': 0.0, 'model__max_depth': 14, 'model__min_samples_leaf': 52, 'model__min_samples_split': 24, 'model__random_state': 42}",0.7961520766682709
267,67,kc1,"{'model__ccp_alpha': 0.0, 'model__max_depth': 13, 'model__min_samples_leaf': 51, 'model__min_samples_split': 19, 'model__random_state': 42}",0.7968672791446071
268,68,kc1,"{'model__ccp_alpha': 0.0, 'model__max_depth': 12, 'model__min_samples_leaf': 48, 'model__min_samples_split': 14, 'model__random_state': 42}",0.7904894868963694
269,69,kc1,"{'model__ccp_alpha': 0.0, 'model__max_depth': 15, 'model__min_samples_leaf': 53, 'model__min_samples_split': 20, 'model__random_state': 42}",0.7951871643875693
270,70,kc1,"{'model__ccp_alpha': 0.0, 'model__max_depth': 13, 'model__min_samples_leaf': 54, 'model__min_samples_split': 31, 'model__random_state': 42}",0.7952478931325085
271,71,kc1,"{'model__ccp_alpha': 0.0, 'model__max_depth': 14, 'model__min_samples_leaf': 54, 'model__min_samples_split': 17, 'model__random_state': 42}",0.7952478931325085
272,72,kc1,"{'model__ccp_alpha': 0.0, 'model__max_depth': 14, 'model__min_samples_leaf': 52, 'model__min_samples_split': 36, 'model__random_state': 42}",0.7961520766682709
273,73,kc1,"{'model__ccp_alpha': 0.0, 'model__max_depth': 14, 'model__min_samples_leaf': 53, 'model__min_samples_split': 34, 'model__random_state': 42}",0.7951871643875693
274,74,kc1,"{'model__ccp_alpha': 0.0, 'model__max_depth': 30, 'model__min_samples_leaf': 53, 'model__min_samples_split': 60, 'model__random_state': 42}",0.7951871643875693
275,75,kc1,"{'model__ccp_alpha': 0.0, 'model__max_depth': 14, 'model__min_samples_leaf': 54, 'model__min_samples_split': 19, 'model__random_state': 42}",0.7952478931325085
276,76,kc1,"{'model__ccp_alpha': 0.0, 'model__max_depth': 30, 'model__min_samples_leaf': 49, 'model__min_samples_split': 60, 'model__random_state': 42}",0.7938116134877269
277,77,kc1,"{'model__ccp_alpha': 0.0, 'model__max_depth': 30, 'model__min_samples_leaf': 53, 'model__min_samples_split': 60, 'model__random_state': 42}",0.7951871643875693
278,78,kc1,"{'model__ccp_alpha': 0.0, 'model__max_depth': 15, 'model__min_samples_leaf': 52, 'model__min_samples_split': 33, 'model__random_state': 42}",0.7961520766682709
279,79,kc1,"{'model__ccp_alpha': 0.0, 'model__max_depth': 15, 'model__min_samples_leaf': 52, 'model__min_samples_split': 34, 'model__random_state': 42}",0.7961520766682709
280,80,kc1,"{'model__ccp_alpha': 0.0, 'model__max_depth': 28, 'model__min_samples_leaf': 52, 'model__min_samples_split': 60, 'model__random_state': 42}",0.7961520766682709
281,81,kc1,"{'model__ccp_alpha': 0.0, 'model__max_depth': 30, 'model__min_samples_leaf': 21, 'model__min_samples_split': 60, 'model__random_state': 42}",0.7724280409199438
282,82,kc1,"{'model__ccp_alpha': 0.0, 'model__max_depth': 28, 'model__min_samples_leaf': 52, 'model__min_samples_split': 60, 'model__random_state': 42}",0.7961520766682709
283,83,kc1,"{'model__ccp_alpha': 0.0, 'model__max_depth': 15, 'model__min_samples_leaf': 53, 'model__min_samples_split': 35, 'model__random_state': 42}",0.7951871643875693
284,84,kc1,"{'model__ccp_alpha': 0.0, 'model__max_depth': 29, 'model__min_samples_leaf': 52, 'model__min_samples_split': 60, 'model__random_state': 42}",0.7961520766682709
285,85,kc1,"{'model__ccp_alpha': 0.0, 'model__max_depth': 29, 'model__min_samples_leaf': 52, 'model__min_samples_split': 60, 'model__random_state': 42}",0.7961520766682709
286,86,kc1,"{'model__ccp_alpha': 0.5059201880435059, 'model__max_depth': 30, 'model__min_samples_leaf': 60, 'model__min_samples_split': 2, 'model__random_state': 42}",0.5
287,87,kc1,"{'model__ccp_alpha': 0.0, 'model__max_depth': 30, 'model__min_samples_leaf': 53, 'model__min_samples_split': 60, 'model__random_state': 42}",0.7951871643875693
288,88,kc1,"{'model__ccp_alpha': 0.0, 'model__max_depth': 14, 'model__min_samples_leaf': 53, 'model__min_samples_split': 24, 'model__random_state': 42}",0.7951871643875693
289,89,kc1,"{'model__ccp_alpha': 0.0, 'model__max_depth': 1, 'model__min_samples_leaf': 26, 'model__min_samples_split': 60, 'model__random_state': 42}",0.7005361305361305
290,90,kc1,"{'model__ccp_alpha': 1.0, 'model__max_depth': 1, 'model__min_samples_leaf': 1, 'model__min_samples_split': 60, 'model__random_state': 42}",0.5
291,91,kc1,"{'model__ccp_alpha': 0.0, 'model__max_depth': 28, 'model__min_samples_leaf': 51, 'model__min_samples_split': 60, 'model__random_state': 42}",0.7968672791446071
292,92,kc1,"{'model__ccp_alpha': 0.0, 'model__max_depth': 28, 'model__min_samples_leaf': 50, 'model__min_samples_split': 60, 'model__random_state': 42}",0.7956228825155951
293,93,kc1,"{'model__ccp_alpha': 0.0, 'model__max_depth': 15, 'model__min_samples_leaf': 53, 'model__min_samples_split': 41, 'model__random_state': 42}",0.7951871643875693
294,94,kc1,"{'model__ccp_alpha': 0.0, 'model__max_depth': 28, 'model__min_samples_leaf': 52, 'model__min_samples_split': 60, 'model__random_state': 42}",0.7961520766682709
295,95,kc1,"{'model__ccp_alpha': 0.0, 'model__max_depth': 23, 'model__min_samples_leaf': 31, 'model__min_samples_split': 60, 'model__random_state': 42}",0.7729786576446497
296,96,kc1,"{'model__ccp_alpha': 0.0, 'model__max_depth': 14, 'model__min_samples_leaf': 53, 'model__min_samples_split': 23, 'model__random_state': 42}",0.7951871643875693
297,97,kc1,"{'model__ccp_alpha': 0.0, 'model__max_depth': 30, 'model__min_samples_leaf': 51, 'model__min_samples_split': 2, 'model__random_state': 42}",0.7968672791446071
298,98,kc1,"{'model__ccp_alpha': 0.0, 'model__max_depth': 30, 'model__min_samples_leaf': 51, 'model__min_samples_split': 26, 'model__random_state': 42}",0.7968672791446071
299,99,kc1,"{'model__ccp_alpha': 0.5635104352013027, 'model__max_depth': 1, 'model__min_samples_leaf': 1, 'model__min_samples_split': 60, 'model__random_state': 42}",0.5
300,0,phoneme,"{'model__ccp_alpha': 0.15449909000627018, 'model__max_depth': 26, 'model__min_samples_leaf': 2, 'model__min_samples_split': 43, 'model__random_state': 42}",0.5
301,1,phoneme,"{'model__ccp_alpha': 0.7393486169896952, 'model__max_depth': 24, 'model__min_samples_leaf': 48, 'model__min_samples_split': 9, 'model__random_state': 42}",0.5
302,2,phoneme,"{'model__ccp_alpha': 0.18798433248226248, 'model__max_depth': 29, 'model__min_samples_leaf': 28, 'model__min_samples_split': 3, 'model__random_state': 42}",0.5
303,3,phoneme,"{'model__ccp_alpha': 0.7779156465684549, 'model__max_depth': 29, 'model__min_samples_leaf': 53, 'model__min_samples_split': 38, 'model__random_state': 42}",0.5
304,4,phoneme,"{'model__ccp_alpha': 0.8090677247343036, 'model__max_depth': 29, 'model__min_samples_leaf': 41, 'model__min_samples_split': 12, 'model__random_state': 42}",0.5
305,5,phoneme,"{'model__ccp_alpha': 0.314224800746501, 'model__max_depth': 17, 'model__min_samples_leaf': 34, 'model__min_samples_split': 40, 'model__random_state': 42}",0.5
306,6,phoneme,"{'model__ccp_alpha': 0.21768822366315815, 'model__max_depth': 13, 'model__min_samples_leaf': 40, 'model__min_samples_split': 58, 'model__random_state': 42}",0.5
307,7,phoneme,"{'model__ccp_alpha': 0.7738177834195324, 'model__max_depth': 12, 'model__min_samples_leaf': 52, 'model__min_samples_split': 9, 'model__random_state': 42}",0.5
308,8,phoneme,"{'model__ccp_alpha': 0.6184615156931274, 'model__max_depth': 12, 'model__min_samples_leaf': 28, 'model__min_samples_split': 13, 'model__random_state': 42}",0.5
309,9,phoneme,"{'model__ccp_alpha': 0.14686632463567487, 'model__max_depth': 1, 'model__min_samples_leaf': 31, 'model__min_samples_split': 60, 'model__random_state': 42}",0.5
310,10,phoneme,"{'model__ccp_alpha': 1.0, 'model__max_depth': 1, 'model__min_samples_leaf': 1, 'model__min_samples_split': 60, 'model__random_state': 42}",0.5
311,11,phoneme,"{'model__ccp_alpha': 0.8524347850672915, 'model__max_depth': 1, 'model__min_samples_leaf': 2, 'model__min_samples_split': 3, 'model__random_state': 42}",0.5
312,12,phoneme,"{'model__ccp_alpha': 0.0, 'model__max_depth': 1, 'model__min_samples_leaf': 60, 'model__min_samples_split': 2, 'model__random_state': 42}",0.7434552349482704
313,13,phoneme,"{'model__ccp_alpha': 0.16512047364654872, 'model__max_depth': 14, 'model__min_samples_leaf': 60, 'model__min_samples_split': 15, 'model__random_state': 42}",0.5
314,14,phoneme,"{'model__ccp_alpha': 0.0, 'model__max_depth': 30, 'model__min_samples_leaf': 1, 'model__min_samples_split': 60, 'model__random_state': 42}",0.8969508669372444
