Iteracja;estimator__loss;estimator__n_estimators;estimator__max_depth;estimator__subsample;estimator__max_features;estimator__learning_rate;estimator__min_samples_split;Srednia dokladnosc;Czas
113;exponential;851;15;0.1;0.3;0.004556754060844206;2;0.8496446157139799;24.554187965393066
114;log_loss;1251;7;0.8;0.6500000000000001;0.004556754060844206;16;0.891283986298437;67.07237091064454
115;log_loss;451;13;0.2;0.2;0.0009765625;2;0.7339798758295868;20.583917379379272
116;log_loss;3901;1;0.30000000000000004;0.05;0.46293735614364534;8;0.7973734211089702;15.497336435317994
117;log_loss;4801;5;0.4;0.55;0.0098431332023037;64;0.8836496467565832;65.25301699638366
118;exponential;451;1;0.1;0.55;1.0;64;0.7765491864697067;1.4393451690673829
119;log_loss;2951;5;0.1;0.5;0.045929202883612456;64;0.8667638086062942;16.034523248672485
120;exponential;2901;11;0.8;0.8500000000000001;0.21431099571326834;16;0.9007645579105116;44.53306031227112
121;log_loss;4801;7;0.30000000000000004;0.5;0.004556754060844206;16;0.8892006529651038;71.25563797950744
122;log_loss;2851;3;0.5;0.6500000000000001;0.045929202883612456;8;0.8797171376578892;41.23798565864563
123;log_loss;1051;11;0.8;0.8500000000000001;0.0009765625;128;0.8459443909227146;72.19076023101806
124;exponential;451;3;0.30000000000000004;0.05;1.0;4;0.8568130485977307;2.3494314670562746
125;log_loss;151;7;0.1;0.35000000000000003;0.46293735614364534;64;0.5663104795546993;0.7259728908538818
126;exponential;1451;15;0.7000000000000001;0.4;0.004556754060844206;16;0.901691554271034;97.84937539100648
127;log_loss;51;13;1.0;0.7500000000000001;0.09921256574801249;4;0.9035418004709912;6.81889591217041
128;exponential;3551;5;0.30000000000000004;0.55;0.0009765625;64;0.8547366730892744;41.58431348800659
129;exponential;4851;7;1.0;0.5;0.09921256574801249;64;0.8887360843502462;144.39198713302613
130;log_loss;2301;3;0.7000000000000001;0.7000000000000001;0.002109491677524035;2;0.847104206807964;47.56837148666382
131;exponential;2001;3;0.9;0.55;0.46293735614364534;8;0.8806427959751659;33.22269287109375
132;exponential;4051;5;0.30000000000000004;0.9500000000000001;0.002109491677524035;32;0.8720854742025261;72.58796133995057
133;exponential;2601;3;0.1;0.05;0.002109491677524035;2;0.828826536073646;8.468724870681763
134;log_loss;1851;1;0.4;0.4;0.045929202883612456;128;0.826283451081139;8.711931562423706
135;log_loss;4701;1;0.30000000000000004;0.05;1.0;128;0.5759628559195032;17.485632610321044
136;log_loss;3501;13;0.8;0.5;0.46293735614364534;4;0.9046978698351531;14.79682765007019
137;log_loss;3601;5;0.7000000000000001;0.8;0.002109491677524035;32;0.8785602654677799;146.01616597175598
138;exponential;3301;3;0.7000000000000001;0.15000000000000002;0.002109491677524035;16;0.8394687968315135;28.52870907783508
139;log_loss;951;13;0.8;0.4;0.004556754060844206;32;0.8975283665168057;57.78886599540711
140;exponential;1501;13;0.5;0.5;0.09921256574801249;4;0.9063174373795763;39.15795774459839
141;exponential;3301;7;0.7000000000000001;0.5;0.0098431332023037;128;0.883879790194819;94.6425157546997
142;log_loss;1051;9;0.30000000000000004;0.9000000000000001;0.46293735614364534;64;0.6590178762577608;31.24280414581299
143;exponential;4351;9;0.6;0.55;0.002109491677524035;4;0.8989161849710982;184.8762837409973
144;exponential;4301;7;0.2;0.3;0.0009765625;64;0.859131342324984;30.2387095451355
145;log_loss;1251;15;0.5;0.6500000000000001;0.0098431332023037;8;0.9030791051166774;89.60704102516175
146;log_loss;4701;15;0.5;0.2;0.21431099571326834;64;0.890354581460073;29.41280002593994
147;log_loss;4401;3;0.5;0.6000000000000001;0.045929202883612456;4;0.881566581031899;69.63796172142028
148;exponential;551;11;0.6;0.6500000000000001;0.0098431332023037;8;0.8996111646328409;39.15051555633545
149;exponential;851;15;0.4;0.8500000000000001;0.21431099571326834;32;0.8968331192464142;49.03099403381348
150;log_loss;2801;3;0.5;0.25;0.002109491677524035;64;0.8396984050524512;21.802822399139405
151;exponential;1901;5;0.30000000000000004;0.9500000000000001;0.004556754060844206;4;0.878793084992507;36.31602873802185
152;log_loss;451;15;0.4;0.8500000000000001;0.004556754060844206;8;0.8908212909441232;30.011637353897093
153;exponential;2951;11;0.6;0.35000000000000003;0.09921256574801249;64;0.8966002997216869;48.57069416046143
154;log_loss;101;1;0.5;0.6000000000000001;0.09921256574801249;16;0.8024569150074932;0.6713509082794189
155;log_loss;1051;13;0.4;0.05;0.002109491677524035;64;0.8718529222864483;16.221990013122557
156;exponential;4751;3;0.1;0.4;0.46293735614364534;128;0.8334492078783986;18.398098707199097
157;exponential;2601;5;0.2;0.4;1.0;4;0.8746264183258402;16.50204677581787
158;exponential;4401;11;0.9;0.55;0.021262343752724643;64;0.8961384071933205;319.52749128341674
159;exponential;4851;1;0.8;0.9000000000000001;0.09921256574801249;8;0.8230456540355384;52.59359693527222
160;exponential;901;1;0.30000000000000004;0.6500000000000001;0.004556754060844206;32;0.7804816955684009;4.296042156219483
161;exponential;151;9;0.8;0.05;0.0098431332023037;8;0.8767110897024193;5.130426025390625
162;exponential;1301;5;0.2;0.8;0.045929202883612456;8;0.8831858809676729;17.948630142211915
163;exponential;1301;3;0.8;0.8500000000000001;0.21431099571326834;4;0.8771716441875401;41.48090262413025
164;log_loss;2001;15;1.0;0.25;0.09921256574801249;64;0.897989456219225;77.89190306663514
165;log_loss;451;5;0.7000000000000001;0.25;0.46293735614364534;4;0.87623795761079;10.253409624099731
166;exponential;1101;9;0.5;0.7500000000000001;0.0098431332023037;128;0.8806438664097623;69.05687580108642
167;log_loss;2001;3;0.5;0.7500000000000001;0.0098431332023037;32;0.8658384178976665;53.197970914840695
168;log_loss;3851;9;0.2;0.2;1.0;128;0.5977269321344465;48.402488708496094
169;exponential;1501;11;0.6;0.5;0.09921256574801249;8;0.9030772318561336;64.01773710250855
170;exponential;2251;5;0.5;0.45;0.004556754060844206;2;0.8790259045172342;56.44477071762085
171;log_loss;2751;1;0.8;0.2;1.0;32;0.8130954292442732;20.49446611404419
172;exponential;1951;11;0.2;0.6000000000000001;1.0;128;0.8436287732819524;40.2304470539093
173;exponential;2301;1;1.0;0.4;0.21431099571326834;8;0.8214274245343608;22.843146753311157
174;exponential;4301;15;0.5;0.15000000000000002;0.002109491677524035;64;0.890124705630486;119.8654776096344
175;log_loss;2751;7;0.30000000000000004;0.9500000000000001;0.002109491677524035;32;0.8792555127381718;86.96104946136475
176;exponential;4551;3;1.0;0.4;0.002109491677524035;128;0.857514718475701;98.77052822113038
177;exponential;201;3;0.9;0.9500000000000001;0.09921256574801249;4;0.8626027617212589;10.043730783462525
178;log_loss;1751;3;0.1;0.7000000000000001;0.045929202883612456;2;0.8545108113894241;11.374277591705322
179;log_loss;751;15;0.2;0.9500000000000001;0.004556754060844206;4;0.8873509419824449;34.23057723045349
180;exponential;2101;7;0.8;0.2;0.004556754060844206;16;0.8894321344465853;52.34196586608887
181;exponential;2001;9;0.6;0.25;0.021262343752724643;4;0.9026158745450653;75.72105832099915
182;log_loss;3951;15;0.4;0.45;1.0;2;0.5965748769000214;232.05769629478453
183;log_loss;2601;15;1.0;0.6000000000000001;1.0;64;0.8427250588739028;71.03870882987977
184;exponential;3251;7;0.6;0.15000000000000002;0.21431099571326834;2;0.8989156497538;34.17945303916931
185;exponential;4751;1;0.1;0.9000000000000001;0.021262343752724643;4;0.8191155534146863;22.53551354408264
186;log_loss;1401;5;0.5;0.15000000000000002;1.0;32;0.6439999464782702;22.347915172576904
187;log_loss;2601;13;0.9;0.5;0.0009765625;128;0.8771732498394348;133.95452222824096
188;log_loss;1901;1;0.2;0.5;0.21431099571326834;4;0.8230429779490473;6.873417139053345
189;log_loss;4751;11;0.30000000000000004;0.05;0.002109491677524035;2;0.8954461036180689;159.67794456481934
190;log_loss;1501;11;0.8;0.15000000000000002;0.0098431332023037;2;0.9009979126525369;103.27856035232544
191;exponential;4451;11;0.1;0.1;0.021262343752724643;32;0.8792547099122243;34.552443218231204
192;log_loss;301;7;0.8;0.6500000000000001;0.002109491677524035;2;0.825818347248983;19.640309143066407
193;exponential;4551;7;0.5;0.5;0.0009765625;32;0.8776364804110468;118.0361834526062
194;exponential;101;7;0.1;0.7000000000000001;0.09921256574801249;32;0.856355705416399;1.135153102874756
195;log_loss;2001;15;0.7000000000000001;0.8500000000000001;0.004556754060844206;32;0.9009973774352387;218.6150629043579
196;exponential;2551;11;0.9;0.6000000000000001;0.021262343752724643;8;0.9035423356882895;239.4666694164276
197;exponential;1651;13;0.4;0.25;0.004556754060844206;8;0.8952135517019911;54.27335815429687
198;log_loss;2851;15;0.6;0.45;0.002109491677524035;16;0.8982212053093557;176.6011577129364
199;log_loss;3201;1;0.4;0.2;0.045929202883612456;32;0.8279046242774566;11.979724025726318
200;log_loss;3101;13;0.1;1.0;0.002109491677524035;32;0.871854527938343;56.00500521659851
201;log_loss;3501;11;0.7000000000000001;0.4;0.09921256574801249;2;0.9047000107043459;57.400714826583865
202;exponential;4601;15;0.7000000000000001;0.35000000000000003;0.0009765625;4;0.898915382145151;489.089351606369
203;exponential;601;15;0.6;0.6500000000000001;1.0;4;0.8954447655748232;10.488009405136108
204;exponential;1851;15;0.4;0.05;0.002109491677524035;4;0.8915138621280241;140.80841159820557
205;exponential;401;9;0.8;0.8;0.002109491677524035;128;0.8093949368443589;33.49255166053772
206;exponential;751;15;0.6;0.45;0.0009765625;32;0.821425016056519;47.100311517715454
207;log_loss;2801;11;0.2;0.45;0.045929202883612456;64;0.8834165596232069;47.58959012031555
208;log_loss;4701;5;0.8;0.6500000000000001;0.46293735614364534;32;0.8852670734318133;65.51897616386414
209;log_loss;151;1;0.7000000000000001;0.7500000000000001;0.045929202883612456;32;0.7915853136373368;3.57581205368042
210;exponential;51;11;0.4;0.9000000000000001;1.0;128;0.843860254763434;4.128771734237671
211;exponential;2401;9;0.4;0.6500000000000001;0.002109491677524035;32;0.8843430207664312;104.80081458091736
212;exponential;1651;9;0.6;0.55;0.0098431332023037;4;0.9012275208734746;90.70280137062073
213;log_loss;1601;1;0.2;0.9500000000000001;0.021262343752724643;16;0.8151803682295011;11.471091079711915
214;exponential;4601;9;0.4;0.8500000000000001;0.0009765625;4;0.892670199100835;250.51836647987366
215;log_loss;2301;11;0.7000000000000001;0.45;0.09921256574801249;4;0.9044666559623208;40.43300375938416
216;log_loss;3451;3;0.9;0.9500000000000001;0.21431099571326834;4;0.8741645257974738;119.7203314781189
217;exponential;3601;13;0.2;0.8;0.002109491677524035;8;0.8852697495183044;144.90301599502564
218;log_loss;1401;5;0.30000000000000004;0.15000000000000002;0.46293735614364534;2;0.5699451402269321;16.571981334686278
219;log_loss;1401;1;0.4;0.25;0.46293735614364534;32;0.8251255084564333;6.804932022094727
220;log_loss;801;15;0.6;0.7000000000000001;0.21431099571326834;128;0.8852676086491116;52.71018967628479
221;log_loss;551;5;1.0;0.55;0.002109491677524035;2;0.8378470884178977;18.27660541534424
222;exponential;2051;3;0.4;0.2;0.09921256574801249;8;0.8790232284307429;14.310021162033081
223;exponential;3551;5;0.5;0.35000000000000003;0.09921256574801249;64;0.8871162491971741;42.67505483627319
224;exponential;4551;13;0.30000000000000004;0.7500000000000001;1.0;16;0.8875776065082424;24.4408287525177
225;exponential;2051;11;0.4;0.5;0.045929202883612456;128;0.8861929993577393;52.18933033943176
226;exponential;3651;15;0.7000000000000001;0.7000000000000001;0.46293735614364534;128;0.8903556518946691;49.38120470046997
227;exponential;3151;1;0.7000000000000001;0.9000000000000001;0.045929202883612456;8;0.8232792763862129;38.17546448707581
228;exponential;201;13;0.4;0.25;0.46293735614364534;2;0.8972955469920787;9.471508932113647
229;exponential;1451;11;0.9;0.15000000000000002;0.021262343752724643;4;0.9019246414044103;81.46542453765869
230;exponential;451;13;0.4;0.8;1.0;2;0.8841085955898095;11.922153615951538
231;log_loss;751;3;0.8;0.15000000000000002;0.0098431332023037;64;0.8454814279597518;8.698306703567505
232;log_loss;4601;15;0.9;0.6000000000000001;0.004556754060844206;2;0.9056240633697282;867.1696177005767
233;exponential;3251;3;0.4;0.15000000000000002;0.045929202883612456;32;0.8727772425604796;25.570485973358153
234;log_loss;2001;5;1.0;0.1;0.002109491677524035;8;0.8653746521087562;37.00340452194214
235;exponential;1051;3;0.8;0.5;0.021262343752724643;2;0.8674603939199315;16.535110664367675
236;log_loss;4701;7;0.5;0.4;0.002109491677524035;16;0.8896630807107686;115.68714880943298
237;log_loss;4651;1;0.2;0.8500000000000001;0.0009765625;2;0.786031631342325;20.75982255935669
238;log_loss;1501;7;0.5;0.6500000000000001;0.46293735614364534;64;0.7878647505887392;42.561277055740355
239;exponential;801;7;0.4;0.25;0.09921256574801249;16;0.8940590879897238;11.306453704833984
240;log_loss;4651;9;0.30000000000000004;0.15000000000000002;0.21431099571326834;32;0.8926683258402912;29.374603366851808
241;exponential;4501;7;0.1;0.9500000000000001;0.09921256574801249;8;0.8829546670948405;55.40769715309143
242;log_loss;1001;13;0.1;0.45;0.0009765625;4;0.847332209377007;20.549138736724853
243;exponential;851;5;0.8;0.9000000000000001;0.46293735614364534;8;0.8896622778848213;45.03043236732483
244;log_loss;751;5;0.6;0.25;0.0098431332023037;64;0.8679217512309998;10.300937461853028
245;exponential;4951;9;0.2;0.8500000000000001;0.46293735614364534;64;0.8669928816099336;59.211061239242554
246;log_loss;4851;13;0.2;0.5;0.46293735614364534;2;0.5755100620852065;130.62384996414184
247;log_loss;51;13;0.1;0.55;1.0;16;0.6069575572682508;0.8173695087432862
248;exponential;3301;3;0.30000000000000004;0.9000000000000001;0.21431099571326834;8;0.8725454934703489;44.52218298912048
249;exponential;51;3;0.4;0.9500000000000001;0.002109491677524035;2;0.708073217726397;1.0146517753601074
250;exponential;201;11;1.0;0.25;0.09921256574801249;2;0.9028473560265468;14.684730386734008
251;exponential;4301;9;0.6;1.0;0.09921256574801249;16;0.8989132412759581;134.7178273677826
252;exponential;2951;9;0.7000000000000001;0.6000000000000001;0.004556754060844206;16;0.8998405052451295;177.88748364448549
253;log_loss;1351;3;0.5;0.35000000000000003;0.21431099571326834;2;0.8753213979875831;12.32672185897827
254;exponential;4351;13;0.8;0.8;1.0;32;0.8933622350674373;22.018073177337648
255;exponential;1301;11;0.4;0.6500000000000001;0.004556754060844206;4;0.8952151573538858;68.36249480247497
256;exponential;4301;5;0.8;0.15000000000000002;0.002109491677524035;64;0.8725484371654891;68.73499631881714
257;exponential;3101;5;0.2;0.3;0.002109491677524035;128;0.8531176407621495;18.636488294601442
258;log_loss;4751;11;0.2;0.6500000000000001;0.46293735614364534;128;0.6349970563048599;75.48269338607788
259;log_loss;1651;13;0.2;0.55;0.09921256574801249;8;0.8959061228858918;44.52203211784363
260;log_loss;4351;11;0.9;0.1;0.0098431332023037;128;0.8912794369514023;143.0058665752411
261;log_loss;2251;3;0.5;0.1;1.0;32;0.5657605437807749;23.571278762817382
262;exponential;1001;5;1.0;0.25;0.09921256574801249;32;0.8885032648255191;21.151237106323244
263;exponential;251;15;0.1;0.6500000000000001;0.002109491677524035;32;0.7138549025904517;2.966745662689209
264;log_loss;251;9;0.2;0.45;0.045929202883612456;16;0.8850369299935774;4.354733276367187
265;exponential;2151;13;0.6;0.45;0.0009765625;32;0.8827237208306572;97.9540452003479
266;exponential;3451;3;0.8;0.45;0.09921256574801249;8;0.8794859237850566;64.61346921920776
267;log_loss;151;13;0.8;0.1;0.004556754060844206;32;0.8341463284093342;6.209318065643311
268;exponential;1501;11;0.30000000000000004;0.6500000000000001;0.045929202883612456;2;0.9007672339970029;77.24144339561462
269;log_loss;2501;3;1.0;0.7500000000000001;1.0;4;0.863526814386641;60.81104326248169
270;log_loss;4951;5;0.4;0.55;0.0098431332023037;16;0.8878120316848641;74.68768668174744
271;exponential;1051;13;0.9;0.4;0.0098431332023037;128;0.8873504067651468;59.86166467666626
272;log_loss;151;3;0.30000000000000004;0.55;0.002109491677524035;128;0.708073217726397;1.3009192943572998
273;exponential;351;15;0.6;0.7500000000000001;1.0;32;0.8919776279169342;9.72452940940857
274;log_loss;3201;7;0.2;0.35000000000000003;0.21431099571326834;32;0.6676067758509955;28.19000062942505
275;log_loss;701;13;0.7000000000000001;0.9500000000000001;0.002109491677524035;16;0.8889699743095697;76.26871256828308
276;exponential;4151;1;0.9;0.6500000000000001;0.045929202883612456;128;0.8228155105973025;44.45304641723633
277;log_loss;4651;11;0.7000000000000001;0.2;0.0009765625;2;0.8986849710982658;294.7742651462555
