Iteracja;estimator__alpha;estimator__learning_rate_init;estimator__hidden_layer_sizes;estimator__activation;Srednia dokladnosc;Czas
1;0.12430808108186905;0.10693268319371114;432;relu;0.9277173913043478;4.994894075393677
2;0.8103947295875948;0.2756942610542042;404;relu;0.8877717391304347;4.445996904373169
3;1.1552524973305596;0.06237004011262851;101;identity;0.8866847826086957;1.7879162311553956
4;0.01696986759963521;0.02691930148259951;290;tanh;0.9347826086956521;17.097214555740358
5;1.236537769005151;0.07215320086071718;375;relu;0.8815217391304347;4.640698957443237
6;0.03039462353346214;0.5441672818869712;244;tanh;0.8904891304347826;4.713658142089844
7;0.10538589946525978;0.6870364079005258;211;relu;0.90625;2.772647762298584
8;0.01925399059948189;0.9937748876071295;374;tanh;0.8385869565217391;5.360272359848023
9;0.4986142418380546;0.17464321296247745;223;tanh;0.9059782608695652;5.375823879241944
10;0.023382639122425237;0.018520222550471255;42;identity;0.9163043478260869;1.9985442638397217
11;0.06028521142293076;0.1410397936540996;400;identity;0.9217391304347826;4.542559957504272
12;0.09379049838700633;1.048311934954166;106;tanh;0.8896739130434783;2.6612316131591798
13;0.9017821452397139;0.6144200912075327;282;tanh;0.882336956521739;7.131261491775513
14;0.29797294575360506;0.10850216957891966;481;logistic;0.8641304347826088;9.629988479614259
15;0.12798388173382946;0.04774891004429477;492;tanh;0.9269021739130435;18.42410831451416
16;0.17464321296247745;0.097034032203061;60;relu;0.9152173913043476;2.9276171684265138
17;0.10335826949466548;1.058544619019639;449;logistic;0.7309782608695652;6.689346837997436
18;0.08977904264991178;0.7389576362837357;478;tanh;0.7491847826086956;9.127652597427367
19;0.23372806840669;0.15924824179128635;29;logistic;0.8869565217391304;1.9791876316070556
20;0.5575438410016978;0.15392508819589254;124;logistic;0.8625;2.670471429824829
21;0.05339219876994059;0.5768252429914811;142;relu;0.9081521739130434;2.5527480125427244
22;0.28247129580681624;0.03673332327428612;219;relu;0.910054347826087;3.0191665649414063
23;0.13370238419813824;0.9284479208558246;427;tanh;0.8581521739130433;6.976029968261718
24;0.5415307307061937;0.3189387622337487;233;tanh;0.9021739130434783;6.44849157333374
25;1.538603634730514;0.0742867772175928;407;logistic;0.567391304347826;4.73212308883667
26;0.3204915796870934;0.22482071032589723;327;relu;0.9078804347826088;4.7452555179595945
27;1.6309422580377557;0.16080268078210405;185;logistic;0.6100543478260869;2.619031476974487
28;0.6356684306168379;0.16158558094611752;357;relu;0.9040760869565216;6.0513183116912845
29;0.06643503591465504;0.09154028225365361;383;identity;0.9244565217391305;4.672512722015381
30;0.036912166840054585;0.09109675937512324;117;relu;0.9274456521739131;4.176660490036011
31;0.047058220959330814;0.08977904264991178;365;tanh;0.9209239130434783;9.19106969833374
32;1.3299863245266477;0.0842856847182523;251;logistic;0.6429347826086956;3.8441897869110107
33;0.13112994364664463;0.0363782314954542;64;logistic;0.9027173913043477;3.203687810897827
34;0.04774891004429477;2.0;111;identity;0.8964673913043477;2.1998291015625
35;0.050860967027597875;0.021218131723934917;130;tanh;0.9260869565217391;10.124645709991455
36;0.050860967027597875;0.3497714608854497;452;tanh;0.8214673913043479;12.709718179702758
37;0.3204915796870934;0.05211121627028965;106;logistic;0.8698369565217391;3.199913835525513
38;0.34471200863740104;0.9284479208558246;281;logistic;0.6100543478260869;3.274509048461914
39;0.03727247041845735;0.02652991316584763;250;relu;0.9331521739130435;8.405751276016236
40;0.14450679213074594;0.34137976452167573;453;logistic;0.6100543478260869;10.418490552902222
41;0.24536016941464847;0.5881411072779402;461;identity;0.8915760869565217;6.690117406845093
42;0.01861039197551945;0.6971202686635547;354;identity;0.9157608695652174;6.097225522994995
43;1.4514929226581763;0.017471668044493963;450;identity;0.8836956521739131;6.304214811325073
44;0.046830218629596174;0.039701720672402734;226;identity;0.9163043478260869;4.500855302810669
45;0.510871029600566;0.0742867772175928;462;relu;0.9114130434782609;10.408355951309204
46;0.054175853743733474;0.4105744383622835;267;identity;0.9182065217391304;4.049718189239502
47;0.07648344361089532;0.7353773041076956;296;relu;0.8997282608695653;6.98617730140686
48;1.2186512216597725;0.14805901533812713;318;tanh;0.8910326086956522;11.465047311782836
