Iteracja;estimator__loss;estimator__max_depth;estimator__subsample;estimator__learning_rate;estimator__max_features;estimator__n_estimators;estimator__min_samples_split;Srednia dokladnosc;Czas
1;log_loss;9;0.2;0.045929202883612456;0.6500000000000001;4851;64;0.7769276734877952;9.108773136138916
2;log_loss;13;0.8;0.004556754060844206;0.6000000000000001;801;8;0.8142003495123739;8.928577852249145
3;exponential;5;0.7000000000000001;0.045929202883612456;0.25;1701;4;0.8103651088937746;3.3010249614715574
4;log_loss;7;0.9;0.002109491677524035;0.5;3351;64;0.8224199034143226;15.247280263900757
5;exponential;11;0.1;0.004556754060844206;0.3;1251;4;0.8237920213465622;3.095412826538086
6;log_loss;11;0.9;0.46293735614364534;0.5;1401;8;0.7911791344871;2.693142604827881
7;log_loss;7;0.5;1.0;0.25;4251;4;0.6489460134919293;10.808840656280518
8;log_loss;11;0.2;0.045929202883612456;0.1;1201;2;0.8024184001352952;5.221288728713989
9;log_loss;13;0.4;0.002109491677524035;0.9500000000000001;2701;16;0.813926752729391;19.52453246116638
10;exponential;5;0.8;0.0098431332023037;0.8;3701;2;0.8155698367063156;15.813821601867676
11;log_loss;5;0.1;0.004556754060844206;0.3;4451;128;0.8232403179435144;3.537983798980713
12;exponential;11;0.1;0.004556754060844206;0.6000000000000001;2451;4;0.8117338444482026;8.044815015792846
13;exponential;9;0.9;0.002109491677524035;0.9500000000000001;3851;16;0.8248879117575211;36.95804972648621
14;exponential;11;0.6;0.002109491677524035;0.1;901;16;0.8265313715542026;3.7255483627319337
15;log_loss;5;0.5;0.021262343752724643;0.15000000000000002;3501;64;0.817213672322754;5.09228024482727
16;log_loss;9;0.9;0.09921256574801249;0.4;2951;16;0.786247627637785;12.229563570022583
17;exponential;1;0.4;0.21431099571326834;0.6500000000000001;2101;2;0.8177589867899355;1.8749510288238525
18;log_loss;1;0.5;0.002109491677524035;0.35000000000000003;3451;64;0.8185812804179117;3.0393287181854247
19;log_loss;9;0.5;0.045929202883612456;0.8;2251;64;0.7862438694402165;10.200377225875854
20;log_loss;5;0.2;0.21431099571326834;0.5;3851;64;0.5472916549222993;5.861045598983765
21;log_loss;13;0.4;0.0009765625;0.8;2901;32;0.8221466824510966;15.596041584014893
22;log_loss;7;0.30000000000000004;0.21431099571326834;0.15000000000000002;3351;64;0.634906139015728;5.065799856185913
23;exponential;5;0.5;0.021262343752724643;0.2;4101;16;0.8103654847135313;6.686152935028076
24;log_loss;13;0.5;0.0009765625;0.3;3201;2;0.8196820564857095;31.325248384475707
25;log_loss;13;0.7000000000000001;0.021262343752724643;0.9000000000000001;4051;32;0.7900817407971138;41.09975819587707
26;exponential;3;0.6;0.09921256574801249;0.2;3101;8;0.812279910554898;3.701827144622803
27;exponential;7;0.8;0.002109491677524035;0.8500000000000001;1101;2;0.8284491797733807;8.345443487167358
28;exponential;13;0.7000000000000001;0.0009765625;0.8;4151;64;0.8205028468346581;31.388050174713136
29;log_loss;5;0.4;0.0098431332023037;0.8;401;32;0.8237897664280212;1.0804404258728026
30;exponential;9;0.4;0.46293735614364534;0.15000000000000002;201;8;0.7859736550350452;0.7188004970550537
31;exponential;5;0.6;1.0;0.3;2101;4;0.7785745156622884;3.77016396522522
32;exponential;1;0.2;0.002109491677524035;0.8500000000000001;1101;128;0.7895337955916342;0.9092831134796142
33;log_loss;15;0.30000000000000004;0.0098431332023037;0.6500000000000001;2201;8;0.7955657026889903;14.031566762924195
34;exponential;15;0.5;0.004556754060844206;0.15000000000000002;1251;4;0.8166683578555725;11.577299165725709
35;log_loss;5;0.4;0.0009765625;0.7000000000000001;2901;64;0.8246120600559973;7.008966255187988
36;log_loss;15;0.7000000000000001;0.0009765625;0.6000000000000001;2901;8;0.8144746979348705;35.11179909706116
37;exponential;15;0.9;0.0009765625;0.7000000000000001;2751;32;0.8185846627957233;33.163639068603516
38;exponential;5;0.30000000000000004;0.21431099571326834;0.25;1501;4;0.7903598474171788;2.2979578018188476
39;exponential;13;0.4;0.0098431332023037;0.05;401;4;0.8183118176522539;2.5926623821258543
40;exponential;11;0.30000000000000004;0.0009765625;0.7500000000000001;51;128;0.7467801642332337;0.14863672256469726
41;exponential;7;0.8;0.002109491677524035;0.7500000000000001;351;16;0.8048800195426274;2.103807830810547
42;log_loss;9;0.9;0.004556754060844206;0.4;3851;4;0.811462126764004;26.028201246261595
43;log_loss;9;0.4;0.0009765625;0.8;4701;32;0.8207768194373978;19.385492038726806
44;exponential;13;0.4;0.004556754060844206;0.3;2101;128;0.8221466824510966;4.193365049362183
45;exponential;1;0.6;0.002109491677524035;0.8500000000000001;2601;2;0.8106345716594321;3.2486500263214113
46;log_loss;5;0.2;0.0009765625;0.35000000000000003;2551;64;0.8248852810192233;3.1673584461212156
47;exponential;11;0.8;0.002109491677524035;0.1;1651;8;0.823516921284552;9.317546892166138
48;exponential;15;0.5;0.09921256574801249;0.9500000000000001;801;2;0.7733660296521788;12.388994121551514
49;log_loss;13;0.9;0.0009765625;0.4;651;64;0.8043309468778773;3.8146740436553954
50;exponential;3;0.6;0.0098431332023037;0.35000000000000003;1601;8;0.8257090779262265;2.44389386177063
51;exponential;9;1.0;0.0098431332023037;0.8500000000000001;851;16;0.8254366086025143;8.762959909439086
52;exponential;9;0.9;0.0098431332023037;0.1;1101;32;0.8218734614878704;3.650969886779785
53;exponential;9;0.6;0.002109491677524035;0.6500000000000001;4251;2;0.8169415788187985;32.326899671554564
54;exponential;7;0.9;0.021262343752724643;0.1;1751;32;0.8188593870379768;4.5866734981536865
55;exponential;9;0.9;0.004556754060844206;0.3;1751;64;0.8246128116955109;5.202645969390869
56;exponential;15;0.5;0.0098431332023037;0.55;101;128;0.8087152601612265;0.3925015926361084
57;log_loss;3;0.2;0.002109491677524035;0.6500000000000001;2751;4;0.8268042166976718;3.149675178527832
58;log_loss;9;0.30000000000000004;0.002109491677524035;0.15000000000000002;451;4;0.8125535073378807;1.3942851066589355
59;exponential;7;0.6;0.004556754060844206;0.3;3801;32;0.8248879117575211;8.13184733390808
60;exponential;11;0.6;0.002109491677524035;0.9500000000000001;501;16;0.8163902512355075;4.680352735519409
61;exponential;5;0.7000000000000001;0.004556754060844206;0.3;3051;32;0.8273521619031513;5.232831382751465
62;exponential;7;0.4;0.002109491677524035;0.1;1451;2;0.8287227765563635;3.8451900482177734
63;log_loss;11;0.6;0.002109491677524035;0.1;3001;2;0.8172155514215383;22.504907083511352
64;exponential;7;0.9;0.002109491677524035;0.2;3401;2;0.8237905180675348;11.895981693267823
65;exponential;5;0.8;0.002109491677524035;0.45;3551;2;0.8224206550538362;9.75000548362732
66;exponential;3;0.2;0.004556754060844206;0.3;4101;32;0.8276257586861341;3.4471410751342773
67;exponential;11;0.9;0.045929202883612456;0.1;3601;32;0.7881688182347746;16.998274898529054
68;exponential;1;0.7000000000000001;0.004556754060844206;0.3;2651;4;0.8199522708908807;2.144764232635498
69;exponential;5;0.2;0.004556754060844206;0.7500000000000001;851;16;0.8237912697070484;1.5534586429595947
70;exponential;3;0.1;0.004556754060844206;0.7000000000000001;3451;32;0.8174872691057369;3.1998709201812745
71;exponential;7;0.7000000000000001;0.002109491677524035;0.6000000000000001;1151;2;0.8259826747092095;5.980299472808838
72;exponential;7;0.8;0.002109491677524035;0.1;3101;2;0.8232429486818121;10.419522857666015
73;exponential;5;0.2;0.004556754060844206;0.35000000000000003;1251;32;0.8224199034143226;1.6566128730773926
74;exponential;3;0.6;0.021262343752724643;0.15000000000000002;1801;64;0.8251600052614766;2.100628614425659
75;exponential;5;0.30000000000000004;0.004556754060844206;0.6500000000000001;1751;32;0.8224199034143224;3.2621153354644776
76;exponential;11;0.30000000000000004;0.021262343752724643;0.9500000000000001;3501;4;0.7845992821842646;22.956312513351442
77;log_loss;7;0.2;0.002109491677524035;0.6000000000000001;2701;8;0.8202281225924046;5.917787694931031
78;exponential;3;0.6;0.0098431332023037;0.6000000000000001;801;16;0.826257023131706;1.5080283164978028
79;exponential;3;0.9;0.002109491677524035;0.6000000000000001;451;2;0.7919995490162918;1.046797752380371
80;log_loss;11;0.6;0.0009765625;0.3;4751;32;0.8213243888231204;15.003711223602295
81;log_loss;3;0.5;0.0009765625;0.25;2901;32;0.8194020707668603;3.2414326667785645
82;log_loss;1;0.9;0.0009765625;0.8;4501;32;0.8054283405678635;5.752528381347656
83;exponential;7;0.5;0.0098431332023037;0.35000000000000003;3401;16;0.8092699701223293;10.066959428787232
84;log_loss;5;1.0;0.002109491677524035;0.6500000000000001;4201;64;0.8240641148505178;14.906009340286255
85;log_loss;15;0.9;0.002109491677524035;0.5;651;128;0.8226938760170622;4.263679027557373
86;log_loss;7;0.5;0.004556754060844206;0.3;3151;32;0.823516545464795;6.052525854110717
87;log_loss;1;0.7000000000000001;0.004556754060844206;0.3;4001;32;0.824609805137456;3.243426465988159
88;log_loss;3;0.2;0.004556754060844206;0.3;4001;32;0.8259811714301822;3.413516139984131
89;log_loss;11;0.2;0.004556754060844206;0.7500000000000001;1901;32;0.8095416878065279;5.370561695098877
90;log_loss;15;1.0;0.004556754060844206;1.0;4001;2;0.8018666967322472;125.98585367202759
91;log_loss;7;0.5;0.0009765625;0.8;3851;32;0.8226938760170622;15.256543970108032
92;exponential;11;0.5;0.0098431332023037;0.8500000000000001;2901;8;0.7906296860025932;27.266282033920287
93;exponential;13;0.6;0.002109491677524035;0.9500000000000001;4601;2;0.8035127872672266;89.178093624115
94;log_loss;1;0.8;0.0098431332023037;0.8;2901;32;0.8273514102636375;3.636718511581421
95;log_loss;3;0.5;0.0098431332023037;0.8;4051;32;0.8215964823270759;8.040686845779419
96;log_loss;11;0.4;0.0098431332023037;0.8;2351;32;0.8029637146024766;11.458072996139526
97;log_loss;9;0.8;0.0098431332023037;0.8;3401;16;0.801593851588778;25.369456481933593
98;exponential;1;0.6;0.0098431332023037;0.4;1701;16;0.8276250070466205;1.5522780418395996
99;exponential;7;0.8;0.21431099571326834;0.8500000000000001;351;8;0.8040592291936786;2.498416519165039
100;log_loss;13;0.5;0.0098431332023037;0.05;151;32;0.8259826747092095;0.5589679718017578
101;log_loss;7;0.6;0.0098431332023037;0.3;2451;32;0.8188601386774904;5.171841239929199
102;log_loss;5;1.0;0.0009765625;0.8;551;2;0.8007685514027474;2.6930745124816893
103;exponential;15;0.7000000000000001;0.002109491677524035;0.1;3001;32;0.8158453125880827;13.922507619857788
104;exponential;1;0.1;0.0098431332023037;0.6000000000000001;751;64;0.8235139147264972;0.473292875289917
105;log_loss;1;0.5;0.0098431332023037;0.6000000000000001;4201;4;0.8232414454027847;4.162254667282104
106;exponential;9;0.30000000000000004;0.021262343752724643;0.15000000000000002;2001;64;0.815844560948569;3.2933349609375
107;log_loss;3;0.8;0.002109491677524035;0.5;1;2;0.7467801642332337;0.01560039520263672
108;exponential;3;0.8;0.004556754060844206;0.5;4601;32;0.8235161696450382;9.772264766693116
109;exponential;7;1.0;0.004556754060844206;0.3;2401;16;0.826257023131706;6.650594997406006
110;exponential;7;0.2;0.0098431332023037;0.6500000000000001;4801;16;0.8057030648101172;10.391482639312745
111;log_loss;3;0.30000000000000004;0.004556754060844206;0.3;101;64;0.7467801642332337;0.10550861358642578
112;exponential;3;0.7000000000000001;0.021262343752724643;0.15000000000000002;2001;2;0.8273517860833944;2.493393659591675
113;log_loss;5;0.7000000000000001;0.0098431332023037;0.8500000000000001;2901;32;0.8174872691057369;12.566200637817383
114;exponential;13;0.4;0.002109491677524035;0.8500000000000001;3851;32;0.8158449367683259;24.597961616516113
