Iteracja;estimator__max_depth;estimator__max_features;estimator__max_samples;estimator__min_samples_split;estimator__n_estimators;Srednia dokladnosc;Czas
169;19;log2;0.7272727272727272;0.2656565656565657;41;0.8956521739130435;0.37223472595214846
170;15;sqrt;0.24545454545454545;0.4313131313131313;1643;0.6103260869565217;7.998370027542114
171;9;log2;0.5181818181818182;0.17676767676767677;964;0.9157608695652174;7.635407829284668
172;7;log2;0.6272727272727272;0.21313131313131314;498;0.9122282608695652;4.117735433578491
173;15;sqrt;0.3727272727272727;0.2656565656565657;103;0.8456521739130436;0.7878213405609131
174;10;log2;0.1;0.3909090909090909;713;0.6103260869565217;3.5460389137268065
175;18;sqrt;0.3727272727272727;0.32626262626262625;1674;0.6103260869565217;9.187557458877563
176;1;sqrt;0.3545454545454545;0.28181818181818186;1028;0.8377717391304348;6.994644451141357
177;4;log2;0.2181818181818182;0.28181818181818186;1111;0.6103260869565217;6.108354759216309
178;16;sqrt;0.9454545454545454;0.3868686868686869;557;0.8951086956521739;4.7895323753356935
179;16;log2;0.2090909090909091;0.3424242424242424;133;0.6103260869565217;0.7291003227233886
180;19;log2;0.4181818181818182;0.2494949494949495;1266;0.8760869565217391;7.942355918884277
181;13;log2;0.5727272727272728;0.37070707070707076;152;0.8415760869565219;0.9152738571166992
182;12;sqrt;0.8727272727272727;0.4676767676767677;1979;0.8660326086956521;13.933618879318237
183;3;sqrt;0.2090909090909091;0.2494949494949495;1407;0.6103260869565217;6.364928388595581
184;6;log2;0.17272727272727273;0.14444444444444446;961;0.826358695652174;5.124785709381103
185;18;sqrt;0.47272727272727266;0.2696969696969697;252;0.8855978260869565;1.782952117919922
186;5;sqrt;0.24545454545454545;0.20101010101010103;1745;0.839945652173913;9.676453351974487
187;5;sqrt;0.6545454545454545;0.13636363636363635;134;0.9173913043478261;1.3188182353973388
188;15;sqrt;0.709090909090909;0.30606060606060603;648;0.8972826086956521;5.242888307571411
189;13;log2;0.4181818181818182;0.35050505050505054;1962;0.6103260869565217;9.713914823532104
190;14;log2;0.6363636363636364;0.44747474747474747;1947;0.8214673913043479;12.076935148239135
191;15;log2;0.19090909090909092;0.39494949494949494;1768;0.6103260869565217;8.439186382293702
192;12;sqrt;0.19090909090909092;0.12828282828282828;1775;0.8801630434782609;9.879112339019775
193;6;sqrt;0.4363636363636364;0.2494949494949495;757;0.8877717391304347;4.961641931533814
194;10;log2;0.8636363636363635;0.38282828282828285;1293;0.8858695652173912;9.011736631393433
195;8;log2;0.1272727272727273;0.19292929292929295;1331;0.6103260869565217;6.065529775619507
196;12;sqrt;0.4181818181818182;0.302020202020202;572;0.8404891304347826;3.360670042037964
197;10;log2;0.5727272727272728;0.28181818181818186;791;0.8877717391304347;5.150802135467529
198;6;log2;0.2181818181818182;0.22121212121212122;452;0.6103260869565217;2.15646915435791
199;8;log2;0.9727272727272727;0.47171717171717176;236;0.8644021739130435;1.6207830429077148
200;4;log2;0.3;0.28181818181818186;924;0.6103260869565217;4.257740831375122
201;17;sqrt;0.9272727272727272;0.3424242424242424;1653;0.9048913043478262;13.429226493835449
202;17;sqrt;0.7181818181818181;0.10808080808080808;1392;0.9277173913043478;18.13893222808838
203;8;log2;0.32727272727272727;0.2656565656565657;1382;0.823641304347826;7.243987226486206
204;16;log2;0.5363636363636364;0.3545454545454545;1711;0.8361413043478262;9.407065916061402
205;16;sqrt;0.4181818181818182;0.15252525252525254;1357;0.9141304347826088;10.353013277053833
206;13;log2;0.32727272727272727;0.4555555555555556;983;0.6103260869565217;4.2865228176116945
207;11;sqrt;0.9090909090909091;0.3747474747474747;1173;0.8978260869565217;8.99556632041931
208;16;sqrt;0.5454545454545454;0.22121212121212122;1113;0.9095108695652174;8.542235040664673
209;2;sqrt;0.3;0.17272727272727273;169;0.8785326086956522;1.0377157211303711
210;7;sqrt;0.16363636363636364;0.24545454545454545;94;0.6103260869565217;0.48581953048706056
211;4;log2;0.9636363636363636;0.28181818181818186;47;0.8983695652173912;0.4567279815673828
212;11;log2;0.5818181818181818;0.2737373737373737;544;0.8899456521739131;3.626062297821045
213;11;log2;0.4545454545454546;0.21717171717171718;1893;0.8951086956521739;10.837568759918213
214;19;sqrt;0.47272727272727266;0.2737373737373737;424;0.8864130434782609;2.6714267253875734
215;11;log2;0.9909090909090909;0.18888888888888888;1059;0.9222826086956522;9.357837057113647
216;10;log2;0.6272727272727272;0.17676767676767677;1697;0.9192934782608695;12.227171897888184
217;17;sqrt;0.19090909090909092;0.49595959595959593;680;0.6103260869565217;2.6351478576660154
218;17;log2;0.3;0.3787878787878788;1274;0.6103260869565217;5.4171305179595945
219;13;log2;0.44545454545454544;0.1;1368;0.9266304347826088;10.388936233520507
220;5;sqrt;0.15454545454545454;0.49595959595959593;1027;0.6103260869565217;4.132166957855224
221;18;sqrt;0.9272727272727272;0.20101010101010103;952;0.9217391304347826;9.724421119689941
222;1;log2;0.8090909090909091;0.3666666666666667;454;0.8239130434782609;2.430722951889038
223;13;sqrt;0.8454545454545453;0.44747474747474747;850;0.8692934782608696;5.101686811447143
224;18;log2;0.8636363636363635;0.42727272727272725;1115;0.8722826086956521;6.87251296043396
225;14;sqrt;0.6454545454545454;0.23737373737373738;810;0.9116847826086957;6.681266403198242
226;4;sqrt;0.3181818181818182;0.1686868686868687;1591;0.9013586956521739;10.076466035842895
227;11;log2;0.14545454545454545;0.407070707070707;708;0.6103260869565217;3.1748540878295897
228;13;sqrt;0.7272727272727272;0.26161616161616164;1675;0.9111413043478261;14.028884363174438
229;7;sqrt;0.38181818181818183;0.31414141414141417;214;0.8138586956521741;1.2431254386901855
230;18;sqrt;0.709090909090909;0.38282828282828285;424;0.8709239130434783;2.8110933780670164
231;8;sqrt;0.8636363636363635;0.3666666666666667;1904;0.8967391304347826;14.246829509735107
232;16;sqrt;0.16363636363636364;0.25757575757575757;407;0.6103260869565217;1.9101686954498291
233;17;log2;0.7999999999999999;0.1686868686868687;841;0.9255434782608696;7.724614048004151
234;4;log2;0.2181818181818182;0.4232323232323232;444;0.6103260869565217;1.927741527557373
235;8;sqrt;0.8818181818181817;0.13636363636363635;571;0.9260869565217391;7.031952571868897
236;14;sqrt;0.5363636363636364;0.491919191919192;649;0.6103260869565217;2.9626489639282227
237;19;sqrt;0.5909090909090909;0.16464646464646465;1559;0.9203804347826088;14.78152756690979
238;6;sqrt;0.8818181818181817;0.4676767676767677;982;0.8671195652173914;6.567886829376221
239;13;log2;0.1;0.3181818181818182;339;0.6103260869565217;1.4546428203582764
240;13;sqrt;0.8363636363636363;0.302020202020202;122;0.9067934782608695;1.041135835647583
241;2;log2;0.6181818181818182;0.20505050505050504;312;0.8809782608695652;1.9567501544952393
242;12;sqrt;0.7636363636363636;0.19696969696969696;1223;0.9203804347826086;12.373176050186157
243;2;sqrt;0.5636363636363636;0.3747474747474747;766;0.8407608695652176;4.636373090744018
244;2;log2;0.28181818181818186;0.2535353535353535;1294;0.6103260869565217;5.862531948089599
245;12;log2;0.6636363636363636;0.4797979797979798;462;0.8040760869565217;2.8140244483947754
246;19;sqrt;0.8909090909090909;0.32626262626262625;609;0.9051630434782609;5.114579534530639
247;10;log2;0.28181818181818186;0.45959595959595956;556;0.6103260869565217;2.561298656463623
248;3;sqrt;0.5636363636363636;0.49595959595959593;721;0.6103260869565217;3.556799602508545
249;6;log2;0.709090909090909;0.29393939393939394;622;0.8972826086956521;4.52509126663208
250;10;log2;0.2;0.45959595959595956;1355;0.6103260869565217;6.4135904788970945
251;2;log2;0.9818181818181817;0.48383838383838385;296;0.8565217391304347;1.9766233921051026
252;19;sqrt;0.7636363636363636;0.398989898989899;1199;0.8741847826086957;8.335079193115234
253;5;log2;0.44545454545454544;0.45151515151515154;91;0.6103260869565217;0.4839643478393555
254;14;sqrt;0.7909090909090909;0.3101010101010101;451;0.9027173913043478;3.7210747241973876
255;11;sqrt;0.5363636363636364;0.3747474747474747;1210;0.839945652173913;7.150074863433838
256;12;log2;0.32727272727272727;0.45151515151515154;1114;0.6103260869565217;5.069423770904541
257;11;sqrt;0.7909090909090909;0.3787878787878788;1507;0.8902173913043478;11.294048500061034
258;4;sqrt;0.8636363636363635;0.12828282828282828;1545;0.9168478260869565;16.152605533599854
259;4;log2;0.3;0.44747474747474747;1232;0.6103260869565217;5.5865415096282955
260;18;log2;0.44545454545454544;0.3181818181818182;1871;0.830163043478261;10.284481525421143
261;1;sqrt;0.1;0.32626262626262625;988;0.6103260869565217;4.469720649719238
262;14;sqrt;0.19090909090909092;0.11212121212121212;788;0.8959239130434783;4.761379623413086
263;6;sqrt;0.8454545454545453;0.18888888888888888;1978;0.9195652173913043;23.41210479736328
264;9;sqrt;0.6363636363636364;0.22121212121212122;179;0.9114130434782609;1.6754069805145264
265;2;log2;0.7363636363636363;0.45959595959595956;1109;0.830163043478261;7.094930267333984
266;13;sqrt;0.5363636363636364;0.35050505050505054;902;0.8467391304347827;6.378069114685059
267;4;log2;0.6909090909090908;0.3383838383838384;259;0.878804347826087;2.0508737087249758
268;13;sqrt;0.6;0.26161616161616164;599;0.9005434782608696;4.892779779434204
269;10;log2;0.38181818181818183;0.407070707070707;1591;0.6103260869565217;9.134287405014039
270;1;sqrt;0.26363636363636367;0.15252525252525254;1827;0.8396739130434783;11.526768970489503
271;7;log2;0.3727272727272727;0.47171717171717176;823;0.6103260869565217;5.026687860488892
272;6;log2;0.6909090909090908;0.2737373737373737;33;0.8972826086956521;1.0430471420288085
273;16;log2;0.8636363636363635;0.3464646464646465;1099;0.89375;9.82091236114502
274;8;sqrt;0.9545454545454545;0.4313131313131313;1527;0.8883152173913043;13.180524635314942
275;1;sqrt;0.9454545454545454;0.3424242424242424;312;0.8394021739130435;4.118313217163086
276;10;sqrt;0.3909090909090909;0.35050505050505054;934;0.6103260869565217;5.862205505371094
277;7;sqrt;0.5181818181818182;0.4191919191919192;35;0.6103260869565217;1.1940554141998292
278;7;sqrt;0.2090909090909091;0.17272727272727273;121;0.8402173913043478;1.28928861618042
279;7;log2;0.34545454545454546;0.3909090909090909;43;0.6103260869565217;0.7615496158599854
280;15;sqrt;0.22727272727272727;0.38282828282828285;1766;0.6103260869565217;8.937714910507202
281;14;log2;0.5;0.4313131313131313;446;0.6103260869565217;2.8997852325439455
282;13;log2;0.34545454545454546;0.4797979797979798;1710;0.6103260869565217;9.605049991607666
283;5;log2;0.2181818181818182;0.14444444444444446;169;0.8644021739130435;2.3213069915771483
284;3;log2;0.3727272727272727;0.19292929292929295;1357;0.8899456521739129;8.510457086563111
285;12;sqrt;0.5272727272727272;0.3747474747474747;687;0.8396739130434783;4.254582405090332
286;8;sqrt;0.5;0.45959595959595956;1455;0.6103260869565217;7.436524677276611
287;4;log2;0.8727272727272727;0.47171717171717176;1098;0.8543478260869566;7.186242532730103
288;12;sqrt;1.0;0.47171717171717176;1029;0.8790760869565217;7.530819940567016
289;16;log2;0.5636363636363636;0.22525252525252526;1527;0.9054347826086957;11.615279197692871
290;18;log2;0.1272727272727273;0.4313131313131313;1934;0.6103260869565217;10.518525552749633
291;17;log2;0.6454545454545454;0.39494949494949494;650;0.8461956521739131;5.707431507110596
292;2;sqrt;0.8818181818181817;0.19292929292929295;1802;0.892391304347826;17.362734699249266
293;15;log2;0.5363636363636364;0.20505050505050504;47;0.9054347826086957;1.6359039783477782
294;3;sqrt;0.49090909090909085;0.3787878787878788;1760;0.8372282608695653;13.079725408554078
295;1;log2;0.8272727272727273;0.10808080808080808;39;0.8160326086956523;1.4387038230895997
296;15;sqrt;0.34545454545454546;0.17272727272727273;1726;0.8997282608695653;14.235940790176391
297;8;log2;0.13636363636363635;0.24141414141414141;1783;0.6103260869565217;9.978134298324585
298;17;log2;0.2545454545454545;0.4676767676767677;19;0.6103260869565217;0.882656192779541
299;15;sqrt;0.709090909090909;0.3181818181818182;1803;0.8986413043478262;13.687306976318359
300;16;log2;0.3909090909090909;0.20505050505050504;1315;0.8891304347826088;9.616547393798829
301;10;sqrt;0.9818181818181817;0.3181818181818182;886;0.9095108695652174;8.559131860733032
302;9;sqrt;0.13636363636363635;0.3424242424242424;1386;0.6103260869565217;6.366759490966797
303;9;log2;0.47272727272727266;0.2494949494949495;613;0.8850543478260869;4.4143537998199465
304;3;sqrt;0.3090909090909091;0.302020202020202;1277;0.6103260869565217;5.881986045837403
305;14;log2;0.7454545454545454;0.19696969696969696;1948;0.9182065217391304;13.746018552780152
