Iteracja;estimator__loss;estimator__n_estimators;estimator__max_depth;estimator__subsample;estimator__max_features;estimator__learning_rate;estimator__min_samples_split;Srednia dokladnosc;Czas
1;exponential;4001;7;0.5;0.5;0.0098431332023037;8;0.7936411297141891;52.420856666564944
2;log_loss;3101;5;0.2;0.45;0.46293735614364534;64;0.5788116579288574;13.171625185012818
3;exponential;501;15;0.5;0.8500000000000001;0.0009765625;16;0.748424375669429;14.97694664001465
4;log_loss;3451;9;1.0;0.8500000000000001;0.004556754060844206;64;0.8161159028130107;90.06081252098083
5;exponential;4201;7;0.8;0.45;0.09921256574801249;16;0.774737020125148;54.96549925804138
6;log_loss;801;13;1.0;0.6500000000000001;0.0098431332023037;2;0.8010428998252438;63.08106484413147
7;log_loss;3451;1;0.9;0.15000000000000002;0.0098431332023037;64;0.8240596050134357;9.580497550964356
8;log_loss;2801;5;0.5;0.7000000000000001;0.0009765625;16;0.8229637146024767;27.14405131340027
9;log_loss;4901;9;0.4;0.25;0.002109491677524035;32;0.8130991976248192;37.08319697380066
10;log_loss;3151;7;0.1;0.25;0.004556754060844206;8;0.8111810135858841;15.251392126083374
11;exponential;1751;13;0.30000000000000004;0.15000000000000002;0.0098431332023037;64;0.813099573444576;12.846225500106812
12;log_loss;4601;7;0.1;0.6500000000000001;0.045929202883612456;2;0.7876152357329425;37.379223871231076
13;log_loss;3101;7;0.7000000000000001;0.3;0.002109491677524035;128;0.8204972095383054;21.512208700180054
14;log_loss;3401;3;0.2;0.8500000000000001;0.004556754060844206;16;0.8161136478944698;16.589315176010132
15;log_loss;2451;3;0.5;0.7000000000000001;0.045929202883612456;32;0.8021350320386343;16.621929931640626
16;exponential;4501;1;0.30000000000000004;0.8;0.09921256574801249;2;0.8174808801698706;15.116596841812134
17;log_loss;1201;5;0.2;0.3;0.021262343752724643;4;0.8144694364582745;6.064539527893066
18;log_loss;1451;5;0.4;0.2;0.21431099571326834;16;0.7769288009470657;8.821447372436523
19;log_loss;3701;9;0.6;0.35000000000000003;0.0009765625;32;0.8150188849427815;54.66451783180237
20;log_loss;3301;13;0.2;0.2;0.002109491677524035;128;0.8218678241915178;17.439333391189574
21;exponential;4501;9;0.5;0.7500000000000001;0.004556754060844206;128;0.8067967003025348;68.00396037101746
22;log_loss;3601;9;1.0;0.6000000000000001;0.004556754060844206;4;0.8070733036435727;111.18154458999634
23;exponential;2451;9;1.0;0.9500000000000001;0.46293735614364534;8;0.791723321495011;21.66101312637329
24;log_loss;251;1;0.7000000000000001;0.35000000000000003;0.004556754060844206;64;0.7706221696074562;1.1265876293182373
25;exponential;1001;3;0.4;0.9000000000000001;0.46293735614364534;128;0.7900809891575999;7.578652381896973
26;exponential;1901;7;0.2;0.6500000000000001;0.21431099571326834;64;0.7711727455512337;12.274610662460328
27;log_loss;251;1;0.5;0.8;1.0;32;0.8087115019636583;1.1158334732055664
28;log_loss;3751;13;1.0;0.7000000000000001;0.045929202883612456;2;0.7881635567581788;102.77031083106995
29;exponential;1651;1;0.7000000000000001;1.0;0.045929202883612456;4;0.8191292256233911;8.228127574920654
30;exponential;3851;15;0.9;0.1;0.0098431332023037;8;0.7867903113666685;203.26458253860474
31;log_loss;601;11;0.4;0.05;1.0;64;0.6338722588646485;5.258775997161865
32;log_loss;4151;13;0.30000000000000004;0.1;0.021262343752724643;2;0.7952879718886823;133.06885290145874
33;exponential;2101;7;0.6;0.8500000000000001;0.21431099571326834;4;0.7769227878309563;38.4063015460968
34;log_loss;1401;1;0.4;0.6500000000000001;0.002109491677524035;16;0.79802882537535;5.897096061706543
35;log_loss;1201;9;0.6;0.9000000000000001;1.0;8;0.5785354304075765;45.520582389831546
36;log_loss;1501;3;0.30000000000000004;0.35000000000000003;0.004556754060844206;128;0.8213191273465246;10.00370512008667
37;exponential;4601;3;0.8;0.8;0.0098431332023037;2;0.8147415299622303;47.02003231048584
38;log_loss;1;15;0.2;0.5;0.21431099571326834;64;0.748424375669429;0.19869728088378907
39;log_loss;4451;7;0.8;0.7000000000000001;0.045929202883612456;128;0.7870650356089219;79.92676420211792
40;exponential;1851;1;0.7000000000000001;0.6500000000000001;0.002109491677524035;64;0.7985767705808293;8.87020320892334
41;log_loss;451;11;0.1;0.35000000000000003;0.46293735614364534;2;0.5848292838754533;6.27409257888794
