Iteracja;estimator__loss;estimator__n_estimators;estimator__min_samples_split;estimator__subsample;estimator__max_depth;estimator__learning_rate;estimator__max_features;Srednia dokladnosc;Czas
280;log_loss;4051;32;0.1;15;0.0009765625;0.9500000000000001;0.7961713344611226;19.72663540840149
281;exponential;601;32;0.8;15;0.0009765625;0.8;0.7952735784037307;16.87617416381836
282;exponential;101;64;0.1;15;0.0098431332023037;0.3;0.7889857057186076;0.21891260147094727
283;log_loss;401;16;0.8;11;0.09921256574801249;0.7500000000000001;0.7773148769725123;9.333054161071777
284;log_loss;3351;128;0.5;13;0.09921256574801249;0.45;0.7710278993582342;30.54640769958496
285;log_loss;4451;64;0.9;1;0.0009765625;0.55;0.7569573856770764;10.789007997512817
286;log_loss;301;64;0.9;13;0.002109491677524035;0.35000000000000003;0.7961726770673898;3.6553855895996095
287;exponential;4451;16;0.8;1;0.045929202883612456;0.1;0.7871937738872031;7.596157360076904
288;log_loss;3751;64;0.7000000000000001;9;0.0009765625;0.05;0.7970708806602043;22.92750883102417
289;exponential;1551;32;0.4;11;0.0009765625;0.8;0.8006614573543496;21.0253867149353
290;exponential;1351;64;0.1;13;0.0009765625;0.8500000000000001;0.7940759736133115;3.9634281158447267
291;log_loss;1151;4;0.6;15;0.004556754060844206;0.7500000000000001;0.7853955765598848;51.12946553230286
292;exponential;3201;4;0.1;1;0.0009765625;0.25;0.7398982304449397;4.050784635543823
293;exponential;4151;64;0.7000000000000001;5;0.21431099571326834;0.5;0.7689338811166905;28.265965700149536
294;log_loss;51;64;0.7000000000000001;1;0.021262343752724643;0.25;0.734810200227348;0.09747891426086426
295;exponential;1451;64;1.0;3;0.004556754060844206;0.15000000000000002;0.7877916812115678;3.8419204711914063
296;exponential;1301;4;0.4;15;0.002109491677524035;0.5;0.7991644513663256;38.203324222564696
297;exponential;3451;4;0.4;5;0.002109491677524035;0.6500000000000001;0.7988650501687208;23.783126306533813
298;exponential;2551;2;0.4;11;0.002109491677524035;0.2;0.7973693867869642;54.429833602905276
299;exponential;3551;8;0.4;9;0.002109491677524035;0.7000000000000001;0.7946756710793659;48.704563188552854
300;log_loss;4801;8;0.2;7;0.021262343752724643;0.3;0.77612219507174;24.46478662490845
301;exponential;1351;4;0.4;3;0.002109491677524035;0.4;0.7880883971966381;3.8785791397094727
302;log_loss;1501;16;0.9;5;0.021262343752724643;0.3;0.7830008145144689;9.20604887008667
303;log_loss;2851;2;0.30000000000000004;7;0.021262343752724643;0.4;0.7859952740259392;21.301407194137575
304;log_loss;1101;64;0.4;3;0.004556754060844206;0.45;0.7937774674865515;3.751892328262329
305;log_loss;4751;16;0.6;15;0.0009765625;0.8500000000000001;0.7862973604360785;135.75738644599915
306;log_loss;4001;32;0.8;1;0.0009765625;0.7500000000000001;0.7602503513153066;11.913298511505127
307;log_loss;1101;32;0.2;13;0.004556754060844206;0.45;0.7979677416467513;6.460443830490112
308;log_loss;1551;64;0.7000000000000001;11;0.004556754060844206;0.45;0.79198240290719;19.452903699874877
309;exponential;4501;64;0.6;5;0.002109491677524035;0.35000000000000003;0.7970699855893594;22.684461641311646
310;log_loss;951;8;0.5;7;0.021262343752724643;0.6000000000000001;0.7835996169096784;9.90089282989502
311;exponential;4201;128;0.4;1;0.0098431332023037;0.1;0.7830003669790464;6.852186393737793
312;exponential;1001;8;0.4;1;0.002109491677524035;0.05;0.7404974803755717;1.4418306350708008
313;exponential;2201;4;1.0;7;0.002109491677524035;0.35000000000000003;0.7979672941113289;24.50484700202942
314;log_loss;4851;2;1.0;5;0.002109491677524035;0.5;0.7925771774835978;41.45948104858398
315;log_loss;1101;64;0.5;13;0.004556754060844206;0.15000000000000002;0.7934785138243692;6.318328142166138
316;log_loss;101;16;0.30000000000000004;1;0.0009765625;0.35000000000000003;0.7413943413621189;0.18524742126464844
317;exponential;1201;2;0.2;11;0.002109491677524035;0.5;0.7991653464371705;20.920380735397337
318;exponential;751;32;0.7000000000000001;1;0.0009765625;0.4;0.7419940388281733;1.4623087406158448
319;exponential;1401;32;0.5;1;0.004556754060844206;1.0;0.7812039597934176;4.111360502243042
320;log_loss;4351;8;0.7000000000000001;9;0.004556754060844206;0.9000000000000001;0.7794097902849011;99.34500560760497
321;exponential;3351;2;0.7000000000000001;11;0.002109491677524035;0.25;0.7961695443194328;96.4445613861084
322;exponential;151;64;0.7000000000000001;7;0.0098431332023037;0.1;0.7934767236826795;0.8145506858825684
323;exponential;2751;16;0.7000000000000001;1;0.002109491677524035;0.8500000000000001;0.772224161542386;7.556015491485596
324;log_loss;1201;2;0.7000000000000001;15;0.002109491677524035;0.5;0.7880897398029054;87.40470209121705
325;log_loss;1301;64;0.6;11;0.002109491677524035;0.5;0.8009630962290665;14.716731882095337
326;exponential;1351;64;0.30000000000000004;11;0.004556754060844206;0.4;0.7976683404491466;7.033350944519043
327;log_loss;1951;64;1.0;7;0.0098431332023037;0.4;0.787493175084808;16.10118899345398
328;exponential;1601;32;0.30000000000000004;7;0.0009765625;0.6000000000000001;0.7961731246028123;11.681962585449218
329;log_loss;1101;64;0.6;11;0.004556754060844206;1.0;0.7937765724157068;23.75269570350647
330;exponential;251;4;1.0;11;0.002109491677524035;0.15000000000000002;0.7955702943888008;7.58633942604065
331;exponential;651;64;0.6;1;0.002109491677524035;0.7000000000000001;0.7515677165847677;1.5297627449035645
332;log_loss;3451;64;1.0;3;0.46293735614364534;0.8500000000000001;0.7611472123018536;24.98101258277893
333;exponential;2201;64;0.1;5;0.0098431332023037;0.8500000000000001;0.7898856994531117;6.158101606369018
334;log_loss;3401;64;0.1;11;0.002109491677524035;0.5;0.7958719332635178;9.560885810852051
335;log_loss;1701;64;0.6;13;0.0098431332023037;0.15000000000000002;0.786595419027416;11.5878164768219
336;log_loss;1201;8;0.7000000000000001;7;0.045929202883612456;0.7500000000000001;0.7794097902849011;17.330288076400755
337;exponential;4801;32;0.9;15;0.0009765625;0.4;0.7886863045210027;86.26008291244507
338;exponential;2251;128;0.30000000000000004;1;0.045929202883612456;0.2;0.7886916749460721;3.2722780227661135
339;exponential;4501;32;0.8;13;0.0009765625;0.7000000000000001;0.7913822579057131;105.82406244277954
340;exponential;2501;64;0.30000000000000004;3;0.0098431332023037;0.7000000000000001;0.7925789676252876;8.475397443771362
341;log_loss;2301;64;0.7000000000000001;9;0.0098431332023037;0.45;0.7809059012020801;25.167415428161622
342;log_loss;801;2;0.5;11;0.46293735614364534;0.45;0.6952798438996446;9.570052862167358
343;exponential;1401;64;0.9;9;0.46293735614364534;0.7500000000000001;0.7662401654090921;15.855163478851319
344;exponential;3951;16;0.30000000000000004;9;0.46293735614364534;0.7000000000000001;0.7614515363891051;12.778487539291381
345;log_loss;2201;16;0.1;5;0.002109491677524035;0.8500000000000001;0.7979672941113288;7.942592906951904
346;exponential;251;16;0.1;13;0.002109491677524035;0.35000000000000003;0.7916807640324732;0.9367152214050293
347;exponential;1851;4;0.2;9;0.002109491677524035;0.2;0.7994651951701978;14.077543544769288
348;log_loss;2901;4;0.6;9;0.46293735614364534;0.7000000000000001;0.7330263240335471;21.269954490661622
349;log_loss;1401;8;0.9;5;0.46293735614364534;0.8500000000000001;0.759049166241508;14.477721929550171
350;exponential;1551;8;0.8;3;0.46293735614364534;0.7000000000000001;0.7647440544919131;8.898471641540528
351;log_loss;1651;128;1.0;5;0.004556754060844206;0.4;0.7973684917161192;9.75571813583374
352;exponential;3651;4;1.0;13;0.002109491677524035;0.55;0.7803066512714482;176.54852390289307
353;exponential;3401;8;0.9;7;0.021262343752724643;0.2;0.788386903323398;25.38075613975525
354;exponential;3101;128;0.5;3;0.0098431332023037;0.35000000000000003;0.7940764211487339;9.461527585983276
355;exponential;4651;16;0.1;9;0.002109491677524035;0.15000000000000002;0.7985683341836506;14.295229768753051
356;log_loss;3601;128;0.9;11;0.004556754060844206;0.8;0.783300663247496;71.26628618240356
357;log_loss;1351;4;0.30000000000000004;13;0.004556754060844206;0.4;0.7949764148832379;22.092065191268922
358;log_loss;2701;64;0.6;7;0.0098431332023037;0.8500000000000001;0.7782144231715941;30.812129497528076
359;log_loss;201;4;0.9;1;0.045929202883612456;0.25;0.7614475085703033;0.34791908264160154
360;exponential;3101;16;0.4;11;0.045929202883612456;0.6500000000000001;0.7701314859071096;41.145654630661014
361;log_loss;401;8;0.1;3;0.045929202883612456;0.4;0.7839043885323523;0.8197070598602295
362;exponential;1351;64;0.8;5;0.004556754060844206;0.15000000000000002;0.7946743284730987;5.237801551818848
363;log_loss;2301;2;0.30000000000000004;5;0.021262343752724643;0.4;0.7830026046561586;9.571367120742797
364;log_loss;951;64;0.8;7;0.004556754060844206;0.5;0.7976701305908362;9.343951606750489
365;exponential;1101;64;0.8;3;0.004556754060844206;0.35000000000000003;0.7937761248802844;4.08086314201355
366;log_loss;151;8;0.1;15;0.004556754060844206;0.8;0.798268037915201;1.0443905353546143
367;exponential;4651;32;0.1;15;0.002109491677524035;0.55;0.7931791126267644;15.43596830368042
368;exponential;501;32;0.8;7;0.021262343752724643;0.2;0.7979659515050616;2.91806902885437
369;exponential;2851;128;0.8;11;0.021262343752724643;0.6500000000000001;0.7761154820404035;42.83300285339355
370;exponential;3351;32;0.6;7;0.021262343752724643;0.45;0.7815055986681346;28.246303844451905
371;log_loss;1601;2;0.9;13;0.0009765625;0.15000000000000002;0.7931746372725401;89.91713376045227
372;exponential;151;128;0.2;3;0.0098431332023037;0.05;0.767134788718527;0.27765183448791503
373;log_loss;1751;128;0.1;13;0.0098431332023037;0.8;0.7958746184760523;4.274841976165772
374;exponential;251;32;0.9;15;0.21431099571326834;0.7500000000000001;0.7746198186586468;6.774647617340088
375;log_loss;1201;32;0.5;7;0.0009765625;0.5;0.7967719269980218;10.136133432388306
376;exponential;2051;128;0.5;5;0.0009765625;0.5;0.7955738746721803;11.523565435409546
377;exponential;2751;4;0.8;9;0.002109491677524035;0.9000000000000001;0.791681659103318;77.06512870788575
378;exponential;3251;8;0.7000000000000001;5;0.0098431332023037;0.5;0.7856949777574895;22.888438749313355
379;log_loss;1101;32;1.0;11;0.004556754060844206;0.8500000000000001;0.786896162831288;29.57059335708618
380;exponential;2751;64;1.0;9;0.002109491677524035;0.5;0.7943758223463387;37.47123746871948
381;exponential;2101;16;0.30000000000000004;1;0.09921256574801249;0.2;0.7859979592384738;3.0058977603912354
382;exponential;3551;64;0.30000000000000004;15;0.09921256574801249;0.9500000000000001;0.7608527339938955;40.320957612991336
383;log_loss;4701;2;1.0;1;0.09921256574801249;0.7000000000000001;0.7919806127655005;12.389708995819092
384;log_loss;1251;16;0.9;1;0.09921256574801249;0.15000000000000002;0.7910855419206431;2.0356542110443114
385;exponential;3501;4;0.8;1;0.09921256574801249;0.6000000000000001;0.7868925825479087;8.895349645614624
386;exponential;2401;2;0.7000000000000001;1;0.09921256574801249;0.9000000000000001;0.7886889897335374;7.288580513000488
387;log_loss;701;16;0.5;1;0.09921256574801249;0.45;0.7913840480474029;1.4195318698883057
388;log_loss;3251;16;0.2;1;0.09921256574801249;0.8500000000000001;0.7871951164934704;5.982367372512817
389;exponential;3651;64;0.4;15;0.004556754060844206;0.2;0.7928797114291597;18.34457097053528
390;log_loss;1301;128;0.7000000000000001;15;0.004556754060844206;0.6500000000000001;0.7964711831941498;19.392543220520018
391;exponential;4351;64;0.8;15;0.004556754060844206;0.25;0.7844982680379152;38.06720356941223
392;exponential;801;64;0.7000000000000001;13;0.004556754060844206;0.35000000000000003;0.7985660965065384;8.314738559722901
393;exponential;1151;128;1.0;9;0.0098431332023037;0.5;0.7934776187535243;13.496985483169556
394;log_loss;1201;16;0.6;1;0.09921256574801249;0.8500000000000001;0.7934798564306365;3.144453525543213
395;log_loss;501;2;0.4;1;0.09921256574801249;0.25;0.7907843505813485;0.7743789672851562
396;log_loss;2701;2;0.30000000000000004;3;0.045929202883612456;0.6500000000000001;0.774323550208999;9.334228610992431
397;exponential;3951;2;0.5;3;0.021262343752724643;0.7500000000000001;0.7832997681766511;20.355067920684814
398;exponential;3051;2;0.7000000000000001;9;1.0;0.15000000000000002;0.7782148707070164;5.382119417190552
399;exponential;1551;4;0.6;11;0.002109491677524035;0.15000000000000002;0.7979672941113288;29.494974374771118
400;log_loss;3751;8;0.1;5;0.021262343752724643;0.9500000000000001;0.7755229451411079;15.239156818389892
401;log_loss;851;16;0.5;13;0.0009765625;0.2;0.7958728283343627;9.76465392112732
402;exponential;2901;16;0.30000000000000004;9;0.0098431332023037;0.1;0.7886889897335374;15.556708812713623
403;exponential;2751;64;0.2;3;0.002109491677524035;0.55;0.7913827054411356;6.724684047698974
404;exponential;4051;64;1.0;11;0.0098431332023037;0.7500000000000001;0.7779145744385668;95.43669595718384
405;exponential;3851;2;0.8;5;0.045929202883612456;0.8;0.7746202661940693;43.66949439048767
406;log_loss;3101;128;1.0;13;0.004556754060844206;0.05;0.790781665368814;23.017451000213622
407;exponential;4851;64;0.4;9;0.0098431332023037;0.9000000000000001;0.7809063487375025;58.50974941253662
408;exponential;501;128;0.30000000000000004;1;0.0098431332023037;0.6500000000000001;0.7656377827305032;0.928871488571167
409;exponential;1301;64;0.2;9;0.002109491677524035;0.35000000000000003;0.7931782175559196;4.538446378707886
410;log_loss;3651;16;0.8;13;0.0098431332023037;0.9500000000000001;0.7758196611261782;115.02955975532532
411;log_loss;3501;128;1.0;15;0.004556754060844206;0.9000000000000001;0.7770150282394852;113.73562302589417
412;exponential;2801;4;0.6;3;0.21431099571326834;0.8500000000000001;0.7674346374515542;15.808600044250488
413;exponential;4051;2;0.4;1;0.21431099571326834;0.2;0.7773157720433572;6.285520124435425
414;log_loss;3151;16;1.0;15;0.0098431332023037;0.8;0.7773148769725124;111.30742135047913
415;exponential;3301;8;0.9;15;0.021262343752724643;0.3;0.7818027621886273;73.96881198883057
416;log_loss;3151;64;0.4;9;0.004556754060844206;0.1;0.7913844955828254;13.289254093170166
417;log_loss;4901;4;0.2;11;0.002109491677524035;0.2;0.7976692355199914;47.32908225059509
418;exponential;51;16;1.0;15;0.002109491677524035;0.3;0.794973282135281;1.3743501663208009
419;exponential;1551;64;0.8;15;0.002109491677524035;0.8;0.7964711831941498;36.19526605606079
420;exponential;3501;16;0.8;13;0.002109491677524035;0.6500000000000001;0.78479766923552;91.08362193107605
421;log_loss;4351;32;0.4;15;0.0009765625;0.3;0.7970690905185145;40.140869283676146
422;exponential;301;2;0.6;7;0.002109491677524035;0.25;0.7937792576282413;2.4870927333831787
423;log_loss;3801;64;0.7000000000000001;7;0.004556754060844206;0.1;0.790781665368814;17.91455407142639
424;exponential;2401;2;1.0;5;0.021262343752724643;0.5;0.7829981293019344;20.13096089363098
425;log_loss;2501;16;0.4;11;0.0009765625;0.45;0.8000639975654072;30.6286922454834
426;log_loss;3701;64;0.1;1;0.21431099571326834;0.8500000000000001;0.7737229576720999;5.782507658004761
427;log_loss;4601;128;0.2;15;0.004556754060844206;0.15000000000000002;0.7982671428443562;10.707758140563964
428;exponential;1351;64;0.1;3;0.004556754060844206;0.25;0.7892886871995918;1.9982603549957276
429;exponential;2351;32;0.6;9;0.0009765625;0.45;0.7997637012969576;26.28152117729187
430;log_loss;3901;64;0.8;11;0.004556754060844206;0.35000000000000003;0.7841993143757329;39.161964416503906
431;log_loss;2951;64;0.5;5;0.0098431332023037;0.7000000000000001;0.7812057499351075;19.280463314056398
432;exponential;651;32;0.8;11;0.0009765625;0.5;0.7964707356587274;11.415636205673218
433;exponential;2601;8;0.1;15;0.045929202883612456;0.9500000000000001;0.7629561504793104;18.415611457824706
434;log_loss;3251;32;0.4;11;0.0009765625;0.25;0.7961735721382347;19.493077087402344
435;exponential;1501;2;0.2;5;0.021262343752724643;0.35000000000000003;0.792582547908667;5.206551122665405
436;log_loss;1051;2;0.5;7;0.045929202883612456;0.1;0.7883918262130448;7.226719713211059
437;log_loss;101;128;0.4;5;0.002109491677524035;0.2;0.7731201274580883;0.3064845561981201
438;exponential;1301;16;0.7000000000000001;7;0.002109491677524035;0.5;0.8000626549591401;14.197589206695557
439;exponential;1701;4;0.4;9;0.002109491677524035;0.5;0.7988672878458329;22.577412366867065
440;exponential;1351;4;0.7000000000000001;5;0.002109491677524035;0.1;0.7937783625573964;5.749051094055176
441;exponential;3851;64;0.30000000000000004;7;0.002109491677524035;0.9500000000000001;0.7964716307295723;30.408762741088868
442;exponential;4851;64;0.30000000000000004;11;0.002109491677524035;0.8;0.7949750722769707;42.37958183288574
443;exponential;451;4;0.30000000000000004;5;0.002109491677524035;0.8500000000000001;0.7931786650913419;2.9594247341156006
444;exponential;1051;4;0.4;7;0.002109491677524035;0.15000000000000002;0.7949746247415483;6.588807487487793
445;exponential;1701;64;0.2;7;0.002109491677524035;0.6500000000000001;0.7976692355199914;7.483691215515137
446;exponential;4251;2;0.8;7;0.021262343752724643;0.6500000000000001;0.7824015645838369;64.18512310981751
447;exponential;2901;4;0.1;5;0.002109491677524035;0.9000000000000001;0.7958737234052075;11.715086603164673
448;exponential;4351;64;0.30000000000000004;9;0.002109491677524035;0.4;0.7955734271367578;20.145682525634765
449;log_loss;2851;16;0.1;7;0.004556754060844206;0.8;0.7886934650877617;12.060997772216798
450;log_loss;1351;32;0.4;9;0.0009765625;0.7500000000000001;0.8000639975654072;16.173170948028563
451;log_loss;2551;8;1.0;9;1.0;0.7000000000000001;0.7704299920338694;5.2580819606781
452;exponential;1851;16;0.30000000000000004;15;0.002109491677524035;0.9500000000000001;0.7991640038309031;30.893538093566896
453;exponential;1951;64;1.0;5;0.21431099571326834;0.15000000000000002;0.7716262542180213;7.499647569656372
454;log_loss;1151;128;0.9;3;0.002109491677524035;0.25;0.7755175747160388;3.181021308898926
455;exponential;3451;8;0.4;15;0.002109491677524035;0.4;0.7931795601621868;60.190811681747434
456;exponential;1051;2;0.7000000000000001;3;0.045929202883612456;0.9500000000000001;0.7862933326172766;7.316263866424561
457;exponential;1201;32;0.8;5;0.021262343752724643;0.2;0.7904827117066315;4.858495664596558
458;exponential;251;128;0.7000000000000001;5;0.004556754060844206;0.15000000000000002;0.7850961753622799;0.950249719619751
459;exponential;3351;32;0.2;11;0.0009765625;0.7500000000000001;0.7970690905185145;24.644642734527586
460;exponential;3601;64;0.7000000000000001;7;0.002109491677524035;0.3;0.7982675903797786;24.541016006469725
461;exponential;1301;64;0.30000000000000004;13;0.002109491677524035;0.6500000000000001;0.796771031927177;9.568983554840088
462;log_loss;3851;2;0.2;9;0.0009765625;0.8500000000000001;0.797371176928654;50.62760138511658
463;log_loss;901;16;0.30000000000000004;9;0.0009765625;1.0;0.7979677416467513;13.051527786254884
464;exponential;1651;64;0.1;11;0.002109491677524035;0.7500000000000001;0.7946756710793659;5.214742040634155
465;log_loss;3701;8;0.1;1;0.002109491677524035;0.1;0.7551627686331374;4.900278854370117
466;exponential;1851;16;0.2;11;0.002109491677524035;0.7500000000000001;0.7991657939725929;16.89412651062012
467;log_loss;1751;32;0.4;5;0.0009765625;0.45;0.7952744734745756;9.276052331924438
468;exponential;1851;64;1.0;7;0.002109491677524035;0.9500000000000001;0.7970664053059799;36.177506017684934
469;exponential;1901;16;0.6;11;0.002109491677524035;0.9000000000000001;0.7958737234052075;46.64188241958618
470;exponential;1051;64;0.1;9;0.002109491677524035;0.6000000000000001;0.7913827054411356;2.801713800430298
471;exponential;4351;4;0.30000000000000004;15;0.002109491677524035;0.3;0.8003642938338569;90.63110222816468
472;exponential;101;128;0.2;7;0.045929202883612456;0.3;0.7946743284730987;0.30002398490905763
473;exponential;3151;32;0.2;1;0.045929202883612456;0.3;0.793480303966059;4.705291795730591
474;log_loss;1551;2;0.6;9;0.0009765625;0.1;0.8003616086213224;24.12841691970825
475;log_loss;4951;64;0.7000000000000001;13;0.004556754060844206;0.6500000000000001;0.7809063487375025;85.19132895469666
476;exponential;4751;32;0.6;7;0.045929202883612456;0.4;0.7743195223901972;31.993905782699585
477;exponential;4001;16;0.4;9;0.0009765625;0.6000000000000001;0.8006614573543496;46.96255578994751
478;exponential;4901;64;0.6;7;0.0009765625;0.7000000000000001;0.7994643000993528;49.51504483222961
479;exponential;1751;64;0.2;13;0.004556754060844206;0.35000000000000003;0.7934780662889468;6.562005043029785
480;log_loss;251;128;0.4;9;0.0009765625;0.5;0.7907825604396589;1.2162006378173829
481;exponential;1351;64;0.6;9;0.0009765625;0.5;0.7958728283343627;13.387178707122803
482;exponential;3851;64;0.30000000000000004;15;0.002109491677524035;0.55;0.7979686367175962;25.83537793159485
483;exponential;2351;16;0.8;9;0.0009765625;0.55;0.8000613123528726;40.07096614837646
484;exponential;1101;128;0.2;3;0.045929202883612456;0.1;0.7931791126267644;1.9303975105285645
485;exponential;401;32;0.4;15;0.0009765625;0.3;0.7940764211487339;3.206254243850708
486;exponential;3201;16;0.30000000000000004;7;0.002109491677524035;0.3;0.7970704331247818;16.894911813735963
487;log_loss;951;32;0.2;15;0.0009765625;0.6500000000000001;0.7961722295319674;5.658690929412842
488;exponential;2201;8;0.7000000000000001;7;0.0009765625;0.7000000000000001;0.7997619111552678;30.892736864089965
489;exponential;1101;8;0.2;7;0.004556754060844206;0.3;0.7979668465759064;5.337232160568237
490;exponential;2551;16;0.7000000000000001;11;0.002109491677524035;0.5;0.7904845018483212;43.75861878395081
491;exponential;501;8;0.2;13;0.045929202883612456;0.8;0.7794129230328581;6.00101957321167
492;log_loss;1051;16;0.9;9;0.0009765625;0.7000000000000001;0.7946756710793659;23.960002994537355
493;exponential;2351;32;0.7000000000000001;5;0.0009765625;0.6500000000000001;0.7967701368563322;20.761541271209715
494;exponential;1551;16;0.7000000000000001;9;0.0009765625;0.45;0.8000608648174502;24.78837733268738
495;exponential;1551;16;0.6;7;0.0009765625;0.8500000000000001;0.8003611610858998;22.274673986434937
496;exponential;2151;8;0.8;7;0.0009765625;0.8;0.7979668465759063;36.259766292572024
497;exponential;4001;32;0.4;11;0.0009765625;0.55;0.7979677416467513;38.2866856098175
498;exponential;3401;4;0.2;7;0.002109491677524035;0.55;0.7979668465759064;21.25128746032715
499;exponential;2351;16;0.6;7;0.0009765625;0.05;0.7961713344611226;14.368083238601685
500;log_loss;2101;8;0.1;15;0.004556754060844206;0.45;0.7886912274106496;13.13535804748535
