Iteracja;estimator__learning_rate_init;estimator__hidden_layer_sizes;estimator__alpha;estimator__activation;Srednia dokladnosc;Czas
24;0.03431861485477442;365;0.5183692527967714;relu;0.7672880539499036;0.3629442691802979
25;0.03431861485477442;146;1.9237801592122536;relu;0.7425355919503318;0.19050030708312987
26;0.03431861485477442;109;0.06906718067189004;relu;0.7929634981802611;0.3117271900177002
27;0.03431861485477442;131;1.745697763727208;relu;0.73166265253693;0.16492938995361328
28;0.16237229281690005;426;0.0301008063675925;relu;0.7790893277670735;0.5413333892822265
29;0.06484113043162654;426;0.14950423510190508;relu;0.7816254549347035;0.5374421596527099
30;0.17295498103506074;426;0.18156254718209602;relu;0.760359933633055;0.3984387874603271
31;1.8060688015896602;426;0.4866515182082709;relu;0.7022901948190966;0.39706006050109866
32;0.24063942749737482;472;1.7121104515412966;identity;0.7362976343395419;0.22427835464477539
33;0.028534851571775807;469;1.9051834612300034;identity;0.730971687004924;0.2465129852294922
34;0.03431861485477442;393;0.01585433329676632;relu;0.8059216441875401;0.6537147045135498
35;0.03431861485477442;455;0.01834119222640543;relu;0.8052271997430956;0.8230634212493897
36;0.03431861485477442;107;0.022058790472839974;relu;0.8172562085206595;0.35582594871520995
37;0.03431861485477442;155;0.2866172205114073;relu;0.7818628238064654;0.38017611503601073
38;0.03431861485477442;158;0.09941929407217526;relu;0.7945852065938771;0.3680767059326172
39;0.03431861485477442;277;1.6309422580377557;relu;0.7471644187540142;0.24904942512512207
40;0.03431861485477442;483;0.9375105995572536;relu;0.7633568828944551;0.4023599147796631
41;0.03431861485477442;152;0.16158558094611752;relu;0.8001316634553628;0.4463820934295654
42;0.03431861485477442;229;0.04127469605327433;relu;0.8001383536715906;0.4893820285797119
43;0.03431861485477442;209;0.01953658779244747;relu;0.8112358167415972;0.5735270023345947
44;0.03431861485477442;161;0.10797646446425671;relu;0.7913474095482766;0.3669923782348633
45;0.03431861485477442;221;2.0;relu;0.7254281738385785;0.23215842247009277
46;0.03431861485477442;209;0.075377108835222;relu;0.7975893812888033;0.45441670417785646
47;0.03431861485477442;22;0.01705248881006791;relu;0.8091573003639478;0.3126425266265869
48;0.03431861485477442;462;0.8303156130501236;relu;0.7663559730250481;0.3778061389923096
49;0.03431861485477442;38;0.1860256639960652;relu;0.7913436630271891;0.28016180992126466
50;0.03431861485477442;260;0.045929202883612456;relu;0.8038375080282595;0.6427252769470215
51;0.03431861485477442;268;0.0365553462255432;relu;0.8045268679083708;0.5728875160217285
52;0.03431861485477442;137;0.06057872208880427;relu;0.7816318775422821;0.3553595066070557
53;0.03431861485477442;472;0.617411518886723;relu;0.7566463284093342;0.436109733581543
54;0.03431861485477442;73;0.47038433214885195;relu;0.7753778634125454;0.20315656661987305
55;0.03431861485477442;155;0.02021221681932023;relu;0.8068467672875187;0.4837503433227539
56;0.03431861485477442;291;0.042909992449631514;relu;0.7968986833654463;0.5899361610412598
57;0.03431861485477442;474;1.942558381537371;relu;0.741619567544423;0.3531672477722168
58;0.03431861485477442;174;0.9420750583000301;relu;0.7670530935559837;0.272291898727417
59;0.03431861485477442;180;0.029809829458219708;relu;0.8077668058231641;0.4377917289733887
60;0.03431861485477442;290;0.0172189399633032;relu;0.7955073859987155;0.5790476322174072
61;0.03431861485477442;250;0.1554275673194632;relu;0.7929597516591737;0.5777070999145508
62;0.03431861485477442;370;0.03039462353346214;relu;0.8119326696638837;0.8614351749420166
63;0.03431861485477442;123;0.11613654245574494;relu;0.7811694497966174;0.2978888988494873
64;0.03431861485477442;299;0.03024735819202421;relu;0.8024539713123527;0.5676758289337158
65;0.03431861485477442;340;1.7713199476192512;relu;0.751331620637979;0.3146349906921387
66;0.03431861485477442;96;0.3531856172400809;relu;0.7700644936844359;0.2689915657043457
67;0.03431861485477442;111;0.09424713627521167;relu;0.7961986191393706;0.32428650856018065
68;0.03431861485477442;166;1.5536221081173245;relu;0.7423065189466923;0.26564726829528806
69;0.03431861485477442;15;1.122072710740729;relu;0.7499395204453008;0.0995086669921875
70;0.03431861485477442;38;0.05287606983993885;relu;0.7985142367801329;0.29117279052734374
71;0.03431861485477442;47;0.14450679213074594;relu;0.7948145472061656;0.2955624103546143
72;0.03431861485477442;77;0.035852019537926924;relu;0.8042964568614858;0.3698528289794922
73;0.03431861485477442;229;0.015931523304283563;relu;0.8218767394562192;0.7060399055480957
74;0.03431861485477442;12;0.10335826949466548;relu;0.7989742560479554;0.25574140548706054
75;0.03190729307910232;445;0.015931523304283563;relu;0.8197939413401842;0.7572358131408692
76;0.03431861485477442;173;0.016009089126863413;relu;0.8151691286662386;0.5776161670684814
77;0.03431861485477442;268;1.9615199000837353;relu;0.7432345857418111;0.24045310020446778
78;0.03431861485477442;12;0.1410397936540996;relu;0.7922698565617641;0.22346940040588378
79;0.03431861485477442;170;0.7142566728433801;relu;0.761739456219225;0.30813207626342776
80;0.03431861485477442;202;0.8674152994720122;relu;0.7728350460286876;0.1945356845855713
81;0.03431861485477442;227;0.7461706802048571;relu;0.7548022372083066;0.2555556297302246
82;0.03431861485477442;147;0.01798830677167768;relu;0.8160950545921644;0.4861929416656494
83;0.03431861485477442;343;0.11957071000752387;relu;0.7899574502247912;0.4680462837219238
84;0.03431861485477442;391;0.06708351535166797;relu;0.7938880860629416;0.6170334815979004
85;0.03431861485477442;354;0.02539521856240681;relu;0.8223380967672874;0.6793920516967773
86;0.03431861485477442;149;0.02184555370443234;relu;0.8031353029329906;0.5508859157562256
87;0.03431861485477442;180;0.1952837275586734;relu;0.7929648362235067;0.29491415023803713
88;0.03431861485477442;45;0.8222891612687708;relu;0.741612074502248;0.16973676681518554
89;0.03431861485477442;125;0.7719753179391233;relu;0.7497125883108542;0.2438284397125244
90;0.03431861485477442;196;0.018430490006345515;relu;0.8181789231427959;0.507897138595581
91;0.03431861485477442;257;0.04028443596770499;relu;0.8045287411689145;0.6296109676361084
92;0.03431861485477442;31;0.033658322990474665;relu;0.8105435131663455;0.29606337547302247
93;0.03431861485477442;30;0.023841347846052494;relu;0.8093879790194819;0.2921323299407959
94;0.03431861485477442;433;0.01755673237122717;relu;0.8054514557910512;0.6496708869934082
95;0.03431861485477442;167;0.2717063372100643;relu;0.7869412331406551;0.3466224670410156
96;0.03431861485477442;109;1.2425581016106433;relu;0.7480852601156069;0.17004823684692383
97;0.03431861485477442;253;0.14805901533812713;relu;0.7864868336544637;0.42904162406921387
98;0.03431861485477442;278;1.089845874471881;relu;0.7388490152001713;0.316745662689209
99;0.03431861485477442;304;1.7288225433831037;relu;0.7314362556197815;0.28446331024169924
100;0.03431861485477442;237;0.0680681223106614;relu;0.7922757439520446;0.5280812740325928
101;0.03431861485477442;248;0.6903813827094809;relu;0.770990687219011;0.40198912620544436
102;0.03431861485477442;433;0.08977904264991178;relu;0.7992076107899807;0.6531058311462402
103;0.03431861485477442;435;0.18693136732230878;relu;0.7788522265039607;0.5974193572998047
104;0.03431861485477442;209;0.7005143387749442;relu;0.7640529329907942;0.25322532653808594
105;0.03431861485477442;196;0.3762046508790603;relu;0.7811611539284951;0.34565534591674807
106;0.03431861485477442;145;0.579633632597604;relu;0.7723747591522159;0.19607696533203126
107;0.03950936140715117;272;0.059125320943417;relu;0.7978203275529865;0.49296960830688474
108;0.03431861485477442;200;0.040089253381847774;relu;0.8084636587454506;0.4491023063659668
109;0.03431861485477442;457;0.097034032203061;relu;0.7973562941554271;0.6990740776062012
110;0.03431861485477442;133;0.6264734721083418;relu;0.7508694605009634;0.20403032302856444
111;0.03431861485477442;267;0.08387731117400694;relu;0.7959722222222222;0.45046563148498536
112;0.03431861485477442;209;0.15317930397375618;relu;0.798514771997431;0.38230061531066895
113;0.03431861485477442;152;0.030542605865807218;relu;0.8019877970456004;0.3940999507904053
114;0.03431861485477442;337;0.045706670772392856;relu;0.8049892956540354;0.6435235977172852
115;0.03431861485477442;385;0.016165355545043947;relu;0.8133202205095269;0.843172264099121
116;0.03431861485477442;412;0.03856145512681572;relu;0.797821397987583;0.5876936912536621
117;0.03431861485477442;455;0.04774891004429477;relu;0.7925056197816314;0.7385307788848877
118;0.03431861485477442;440;0.9937748876071295;relu;0.7598865339327767;0.3867795944213867
119;0.03431861485477442;461;0.23372806840669;relu;0.7869522050952686;0.7043305397033691
120;0.03431861485477442;317;0.02966539750930814;relu;0.8017573859987154;0.5625794887542724
121;0.03950936140715117;291;0.2852285281068399;relu;0.780935559837294;0.34641404151916505
122;0.03431861485477442;104;0.5415307307061937;relu;0.7709901520017127;0.16579508781433105
123;0.03431861485477442;158;1.2127467205543745;relu;0.7436956754442303;0.22247905731201173
124;0.03431861485477442;182;0.1201528640364293;relu;0.7952775101691287;0.34934139251708984
125;0.03431861485477442;260;0.03431861485477442;relu;0.8047578141725541;0.4484708309173584
126;0.03431861485477442;323;0.027182063641600116;relu;0.8103184542924428;0.5464089393615723
127;0.03431861485477442;126;0.02163437824212656;relu;0.8079969492614001;0.41512837409973147
128;0.03431861485477442;21;0.01781441834339598;relu;0.8049933097837723;0.2389193058013916
129;0.03431861485477442;384;0.18967502087348076;relu;0.792960554485121;0.6095955848693848
130;0.03431861485477442;161;0.043118908370455976;relu;0.8121646863626634;0.38312973976135256
131;0.03431861485477442;107;0.20801143354213278;relu;0.7878735816741597;0.27507195472717283
132;0.03431861485477442;142;1.2546868431262415;relu;0.7487850567330335;0.17543368339538573
133;0.03431861485477442;425;0.036201974905989025;relu;0.8059120102761721;0.7096290588378906
134;0.03431861485477442;348;0.020809893809548164;relu;0.8137802397773497;0.7446332931518554
135;0.03431861485477442;296;0.6325885461638183;relu;0.7728377221151789;0.32285213470458984
136;0.03431861485477442;108;0.01648247926962542;relu;0.811700652965104;0.37943148612976074
137;0.03431861485477442;55;0.6387633101062072;relu;0.7749191821879684;0.17075648307800292
138;0.03431861485477442;234;0.21836367759337857;relu;0.7885701669877971;0.4451723098754883
139;0.03431861485477442;362;0.45687451347980546;relu;0.76035244059088;0.3724223613739014
140;0.03431861485477442;225;0.1780692747037867;relu;0.7918044851209591;0.41727309226989745
141;0.03431861485477442;316;0.24775515607096352;relu;0.7841765681866837;0.43765969276428224
142;0.03431861485477442;223;0.826292641285974;relu;0.7619605009633911;0.2032292366027832
143;0.03431861485477442;135;0.10136965122600197;relu;0.7964349175765361;0.3532413005828857
144;0.03431861485477442;355;0.4937942636192817;relu;0.758730732177264;0.3851767063140869
145;0.03431861485477442;320;0.04821499222333177;relu;0.8026784949689574;0.5291296958923339
146;0.03431861485477442;30;0.16237229281690005;relu;0.7955036394776279;0.2542910099029541
147;0.03431861485477442;336;1.2245844700152868;relu;0.7497112502676087;0.276364803314209
148;0.03431861485477442;107;0.2270152091419779;relu;0.791340986940698;0.3131986618041992
149;0.03431861485477442;498;0.2838465640718767;relu;0.7733055020338258;0.7402166843414306
150;0.03431861485477442;77;0.19814997146560767;relu;0.7973541532862343;0.2603658676147461
151;0.03431861485477442;278;0.7909517867920733;relu;0.7712194926140014;0.26653165817260743
152;0.03431861485477442;209;0.7073521335886899;relu;0.7760752515521302;0.23164234161376954
153;0.03431861485477442;343;1.4304970440579656;relu;0.7399892956540354;0.27695426940917967
154;0.03431861485477442;178;1.5995628475142802;relu;0.7439234104046243;0.16934728622436523
155;0.03431861485477442;147;1.6791693609198017;relu;0.7330587668593449;0.21317076683044434
156;0.03431861485477442;354;0.029094633779201202;relu;0.8080025690430315;0.566228199005127
157;0.03431861485477442;130;0.07611287279512893;relu;0.7973570969813745;0.31019139289855957
158;0.03431861485477442;413;0.09065538541441281;relu;0.7957394026974952;0.5895193576812744
159;0.03431861485477442;466;0.015777517283445796;relu;0.8019885998715479;0.8328781127929688
160;0.03431861485477442;188;0.11670197654984299;relu;0.79365366088632;0.4185070514678955
161;0.03431861485477442;30;0.037091881141660864;relu;0.8033748126739455;0.25035891532897947
162;0.03431861485477442;487;1.2855291838662972;relu;0.7441589060158424;0.30059313774108887
163;0.03431861485477442;457;0.47497580354179936;relu;0.7598937593663028;0.4868031024932861
164;0.03431861485477442;433;1.53114892849417;relu;0.7372171376578891;0.2756302833557129
165;0.03431861485477442;493;0.05061453996897888;relu;0.8003682295011775;0.9384570598602295
166;0.03950936140715117;299;0.0518587316146287;relu;0.7964311710554485;0.4136302947998047
167;0.03431861485477442;470;0.8716384851609665;relu;0.7552566366944979;0.3724964141845703
168;0.03431861485477442;98;0.0842856847182523;relu;0.8019816420466709;0.3252429008483887
169;0.03431861485477442;299;0.017387015863912433;relu;0.8140082423463927;0.7310220241546631
170;0.03431861485477442;24;0.07145571405151295;relu;0.8049941126097195;0.22660603523254394
171;0.03431861485477442;134;0.4394630621411003;relu;0.7786223506743738;0.23787684440612794
172;0.03950936140715117;411;0.031141775175977958;relu;0.8063755084564332;0.7148516178131104
173;0.03431861485477442;144;0.017642210850728392;relu;0.8140101156069364;0.3888401508331299
174;0.03431861485477442;191;0.3930140115109754;relu;0.7559542924427317;0.2804729461669922
175;0.03431861485477442;198;0.21416234952744043;relu;0.7922653072147292;0.3698418140411377
176;0.03431861485477442;155;0.026788874464158525;relu;0.8047615606936416;0.34293332099914553
177;0.03431861485477442;380;0.019631705595910567;relu;0.798980143438236;0.6297080039978027
178;0.03431861485477442;176;0.39110981478581;relu;0.7686817597944765;0.23842382431030273
179;0.03431861485477442;397;0.4007239605310128;relu;0.7820910939841577;0.45476455688476564
180;0.03431861485477442;482;0.07648344361089532;relu;0.7860262791693428;0.6135318756103516
181;0.03431861485477442;220;0.07685581862514293;relu;0.7973592378505674;0.4842172622680664
182;0.03431861485477442;183;0.03398686545369694;relu;0.7985142367801327;0.3605320453643799
183;0.03950936140715117;57;0.22482071032589723;relu;0.7862532113037893;0.19663763046264648
184;0.03431861485477442;355;0.08347091624513618;relu;0.7881096125026761;0.40807180404663085
185;0.03431861485477442;311;1.5841002765773642;relu;0.7492512309997859;0.29410586357116697
186;0.03431861485477442;196;0.2000841343688266;relu;0.792497591522158;0.3030266284942627
187;0.03431861485477442;173;0.7389576362837357;relu;0.7538760436737315;0.18587031364440917
188;0.03431861485477442;249;0.02744739064992443;relu;0.810547259687433;0.5458801746368408
189;0.03431861485477442;385;0.5311116523935426;relu;0.7617389210019267;0.30251340866088866
190;0.03431861485477442;116;0.11501387976769821;relu;0.7987459858702632;0.33080291748046875
191;0.03431861485477442;498;0.3038184274764532;relu;0.7834781096125026;0.42927122116088867
192;0.03431861485477442;85;0.7757338348997194;relu;0.741384339541854;0.1433180809020996
193;0.03431861485477442;347;0.7498035621013104;relu;0.7654370049239991;0.29624714851379397
194;0.03431861485477442;95;0.6114431573291319;relu;0.7587288589167203;0.1560791015625
195;0.03431861485477442;348;0.2783853419986896;relu;0.7867183151359451;0.6032145977020263
196;0.03431861485477442;112;1.4235661263123576;relu;0.7547928709055876;0.1361151695251465
197;0.03431861485477442;130;0.09154028225365361;relu;0.7955084564333119;0.34285964965820315
198;0.03431861485477442;82;0.021218131723934917;relu;0.8098397024191822;0.42540841102600097
199;0.03431861485477442;209;0.7282685970332385;relu;0.7635862235067437;0.2399878978729248
200;0.03431861485477442;255;0.044827272143312086;relu;0.8005922179404837;0.4176548957824707
201;0.03431861485477442;230;0.046830218629596174;relu;0.8001292549775207;0.4499335289001465
202;0.03431861485477442;39;1.2917880410196607;relu;0.7434641939627489;0.14619626998901367
203;0.03431861485477442;252;0.039701720672402734;relu;0.8033699957182616;0.4782231330871582
204;0.03431861485477442;488;0.08848038672751936;relu;0.7968933311924642;0.7791215419769287
205;0.03431861485477442;198;0.0642143275645264;relu;0.7999012524084779;0.39940104484558103
206;0.03431861485477442;98;0.13435334112254146;relu;0.7915780882038107;0.3143123149871826
207;0.03431861485477442;439;0.0984582328112951;relu;0.7952740312566903;0.5604558467864991
208;0.04332884144042172;222;0.015931523304283563;relu;0.8040722008135305;0.3919077396392822
209;0.7948026945045219;88;0.02539521856240681;relu;0.7279634981802612;0.16932973861694336
210;0.3987824082428263;249;0.015931523304283563;relu;0.7168566688075358;0.3677945137023926
211;0.03190729307910232;298;0.974654609122431;relu;0.7527116784414472;0.33781609535217283
212;0.02070906755276706;493;0.3315750614294176;relu;0.7760781952472703;0.5888716220855713
213;0.0707649696715178;395;0.015931523304283563;relu;0.7943513166345537;0.4481070518493652
214;0.03950936140715117;125;0.033658322990474665;relu;0.8038326910725754;0.37566556930541994
215;0.03950936140715117;386;0.017642210850728392;relu;0.8174791265253694;0.8227832317352295
216;0.03950936140715117;460;0.02539521856240681;tanh;0.7531757118390066;0.45595712661743165
217;0.4681052675897962;301;0.015931523304283563;relu;0.715947602226504;0.5792693614959716
218;0.056596508196017366;255;0.029521665349299953;relu;0.7966666666666666;0.5225283145904541
219;0.056872059669001176;196;0.029521665349299953;relu;0.8103106936416186;0.4220277309417725
220;0.048685623879988586;399;0.029521665349299953;relu;0.8100813530293299;0.667961311340332
221;0.757122474255529;357;0.029521665349299953;relu;0.7182396703061442;0.45536041259765625
222;0.13305458123264574;498;0.029521665349299953;relu;0.789498501391565;0.7228246688842773
223;0.060873661770334334;64;0.029521665349299953;relu;0.8075380004281738;0.26766090393066405
224;0.7909517867920733;108;0.029521665349299953;relu;0.7302791158210233;0.2313159465789795
225;0.1473416528933274;149;0.029521665349299953;relu;0.7922706593877114;0.2290353775024414
226;0.07836353699176034;107;0.029521665349299953;relu;0.8031417255405694;0.25258336067199705
227;0.42271515982685526;29;0.029521665349299953;relu;0.7691417790622992;0.13685550689697265
228;0.9512707529364431;354;0.029521665349299953;relu;0.7288899593234853;0.49243531227111814
229;1.1058419031029092;135;0.029521665349299953;relu;0.7365275101691287;0.2834432125091553
230;0.048685623879988586;246;0.02966539750930814;relu;0.8047618283022908;0.5077573776245117
231;0.060873661770334334;15;0.015931523304283563;relu;0.7961978163134231;0.24083523750305175
232;0.056872059669001176;84;0.01798830677167768;relu;0.8151699314921859;0.36881318092346194
233;1.5764251340362752;394;0.01798830677167768;relu;0.7022901948190966;0.8609805583953858
234;0.056872059669001176;229;0.02539521856240681;relu;0.798284628559195;0.4677118301391602
235;0.01705248881006791;165;0.015931523304283563;relu;0.8274274780560906;0.6705160140991211
236;0.3835848424102151;98;0.015931523304283563;relu;0.7612671269535431;0.20830092430114747
237;0.01705248881006791;398;0.01798830677167768;relu;0.8228037358167416;0.9663187980651855
238;1.5995628475142802;225;0.018430490006345515;relu;0.7330571612074502;0.4379740715026855
239;0.01705248881006791;97;0.24536016941464847;relu;0.7925037465210876;0.4469766616821289
240;0.01705248881006791;461;0.23259562984367757;relu;0.7804723292656819;0.8942090034484863
241;0.048685623879988586;369;0.022058790472839974;relu;0.8091597088417897;0.6498902797698974
242;0.07798385691384555;375;0.015931523304283563;relu;0.7980520766431172;0.6176077842712402
243;0.048449736601571994;455;0.015931523304283563;relu;0.7996756583172768;0.759624719619751
244;0.03398686545369694;144;0.015931523304283563;relu;0.8105403018625562;0.4217930793762207
245;0.7833058551989767;316;0.015931523304283563;relu;0.7323627167630058;0.5780271530151367
246;0.01705248881006791;72;0.017387015863912433;relu;0.8255748233782917;0.47319726943969725
247;0.24417137202473063;136;0.015931523304283563;relu;0.783011132519803;0.20904917716979982
248;0.02564310398625645;149;0.015931523304283563;relu;0.8160955898094627;0.5815162658691406
249;0.17379704711480962;138;0.015931523304283563;relu;0.7941176942838792;0.2626528739929199
250;0.029809829458219708;84;0.015931523304283563;relu;0.8170172339970028;0.37224130630493163
251;0.579633632597604;396;0.015931523304283563;relu;0.7265831727681439;0.5597346782684326
252;0.2677760987762984;174;0.015931523304283563;relu;0.7471794048383643;0.238395357131958
253;1.5016895466166014;34;0.015931523304283563;relu;0.7108451081138942;0.16337361335754394
254;0.02031062405846547;193;0.015931523304283563;relu;0.8179447655748234;0.673354196548462
255;0.020016830413061328;165;0.015931523304283563;relu;0.8209489402697494;0.568713903427124
256;0.04637752270790938;403;0.015931523304283563;relu;0.813788535645472;0.7154254913330078
257;0.6055324904186157;198;0.015931523304283563;relu;0.7117761186041534;0.37007365226745603
258;1.7204462053160565;312;0.01798830677167768;relu;0.7022901948190966;0.6073440551757813
259;0.02101302139179634;99;0.015931523304283563;relu;0.8225642260757867;0.4952091217041016
260;0.6204175109326838;442;0.015931523304283563;relu;0.7150171269535431;0.7052465915679932
261;0.10436716053370448;98;0.015931523304283563;relu;0.7987516056518946;0.2546847343444824
262;0.5133583078655721;153;0.017387015863912433;relu;0.7596312352815243;0.2880234241485596
263;0.01705248881006791;71;0.027985839601986934;identity;0.7386038856775852;0.09422736167907715
264;0.01696986759963521;249;0.015931523304283563;relu;0.8246539820166987;0.8151893138885498
265;0.7871195371570469;77;0.015931523304283563;relu;0.7138508884607151;0.26192851066589357
266;0.45466090549917626;422;0.015931523304283563;relu;0.7022901948190966;0.7612497329711914
267;0.017728105499383612;272;0.015931523304283563;relu;0.8186389424106186;0.8790272235870361
268;0.5629860856117144;253;0.015931523304283563;relu;0.7140821023335474;0.5048089504241944
269;0.02031062405846547;288;0.029521665349299953;logistic;0.7545694176835795;0.3842958450317383
270;0.5183692527967714;398;0.015931523304283563;relu;0.7147757439520446;0.6627576351165771
271;0.020016830413061328;455;0.023841347846052494;relu;0.8156299507600085;1.5395307064056396
272;0.270389889698351;38;0.015931523304283563;relu;0.7807024727039178;0.14495401382446288
273;0.08186493164652865;370;0.015931523304283563;relu;0.7982856989937914;0.43210535049438475
274;0.017387015863912433;180;0.015931523304283563;relu;0.8276651145365019;0.7755123615264893
275;0.29652923359354616;354;0.015931523304283563;relu;0.7790895953757225;0.4932356357574463
276;0.4268413273691367;325;0.015931523304283563;relu;0.7022901948190966;0.49728193283081057
277;0.017387015863912433;487;0.02184555370443234;relu;0.8218767394562192;1.4125645637512207
278;0.346390308319888;122;0.018430490006345515;relu;0.7612703382573326;0.1998612880706787
279;0.02576795259088798;359;0.015931523304283563;relu;0.8144749518304432;0.8766251087188721
280;0.6640710031730105;359;0.015931523304283563;relu;0.7062208306572468;0.6273760795593262
281;0.017387015863912433;320;0.033658322990474665;relu;0.8177151573538858;1.0631866931915284
282;0.20203717684143693;266;0.015931523304283563;relu;0.7860225326482552;0.3371588706970215
283;0.0880516893841342;469;0.018430490006345515;relu;0.7978200599443375;0.620479679107666
284;0.5208930376681447;323;0.018430490006345515;relu;0.7022901948190966;0.5308196067810058
285;0.017387015863912433;83;0.01705248881006791;relu;0.8195619246414043;0.43687052726745607
286;1.1665290395761168;207;0.015931523304283563;relu;0.7062253800042818;0.4358520984649658
287;0.8758822322780785;154;0.01798830677167768;relu;0.710849122243631;0.32385802268981934
288;0.3689664546016655;400;0.015931523304283563;relu;0.7022901948190966;0.5989990711212159
289;0.25757117296855153;351;0.029521665349299953;relu;0.7848669985013915;0.408019495010376
290;0.12491329995380485;250;0.029521665349299953;relu;0.7950465639049454;0.37905278205871584
291;0.9061726528231621;102;0.029521665349299953;relu;0.7312138728323699;0.24793167114257814
292;0.7461706802048571;380;0.029521665349299953;relu;0.7228842860201241;0.5392812252044678
293;0.7247400544446932;161;0.015931523304283563;relu;0.7022901948190966;0.39035511016845703
294;0.01861039197551945;272;0.029521665349299953;relu;0.8260369835153071;0.7609229564666748
295;0.021115327508921027;486;0.029521665349299953;relu;0.8179423570969814;1.1604918003082276
296;0.04728733336422391;155;0.029521665349299953;relu;0.7962002247912652;0.35280742645263674
297;0.018520222550471255;233;0.029521665349299953;relu;0.8179479768786126;0.7432833671569824
298;0.05883885216821491;145;0.029521665349299953;relu;0.7999015200171269;0.29435153007507325
299;2.0;441;0.029521665349299953;relu;0.7022901948190966;0.9187206268310547
300;0.842502430131553;118;0.029521665349299953;relu;0.7062208306572468;0.29462924003601076
301;0.08593915841960538;237;0.029521665349299953;relu;0.7968952044530079;0.31325583457946776
302;0.017387015863912433;283;0.022058790472839974;relu;0.8200323806465425;0.7536803245544433
303;0.03837462057532532;32;0.029521665349299953;relu;0.8100837615071719;0.2533588409423828
304;0.4416026763673977;217;0.029521665349299953;relu;0.7249753800042817;0.30937695503234863
305;0.032218743553504466;304;0.029521665349299953;relu;0.8015229608220938;0.4545895576477051
306;0.03818869125807768;18;0.01798830677167768;relu;0.7975909869406979;0.25852627754211427
307;0.0700809025433678;290;0.029521665349299953;relu;0.7985131663455363;0.4729001998901367
308;0.016402619818998807;246;0.029521665349299953;relu;0.8241896810104903;0.8205356597900391
309;0.075377108835222;303;0.029521665349299953;relu;0.7957404731320916;0.4095947742462158
310;0.04892265962302071;171;0.029521665349299953;relu;0.7938923678013274;0.34062833786010743
311;0.4937942636192817;12;0.029521665349299953;relu;0.7309607150503104;0.09442830085754395
312;0.6264734721083418;234;0.029521665349299953;relu;0.7099248019695997;0.40670185089111327
313;0.15317930397375618;85;0.029521665349299953;relu;0.7987454506529652;0.18287510871887208
314;1.2425581016106433;196;0.029521665349299953;relu;0.7249566473988439;0.3194250583648682
315;0.05742719387986088;451;0.029521665349299953;relu;0.7924989295654036;0.5806381702423096
316;0.10641458241565548;467;0.029521665349299953;relu;0.7973600406765147;0.5333248615264893
317;0.017901151418833618;270;0.029521665349299953;relu;0.8142421323057161;0.6301492691040039
318;0.06237004011262851;37;0.018430490006345515;relu;0.801525904517234;0.19142932891845704
319;0.43733381458439635;126;0.029521665349299953;relu;0.7474036608863198;0.2543030738830566
320;1.1552524973305596;116;0.029521665349299953;relu;0.714095750374652;0.24192023277282715
321;0.1237057945628779;260;0.029521665349299953;relu;0.7908790944123314;0.42171306610107423
322;0.01696986759963521;193;0.13240991694478133;relu;0.7915756797259688;0.5345749855041504
323;0.059993122848973526;70;0.029521665349299953;relu;0.7959706165703275;0.22402586936950683
324;0.8801466409307939;213;0.029521665349299953;relu;0.7198672661100407;0.3469396591186523
