Dataset,Tunability
1,-0.0003428996381558136
2,1.0601650364816528e-05
3,-0.00029686916833671084
4,0.12032137079947225
5,-0.0068761565823717286
6,-0.0011169126248894434
7,-0.0011399860206466883
