,best_params,best_score,mean_score_history,param_history,model,data
0,"{'C': 0.6056068809122184, 'l1_ratio': 0.001}",0.756,"[0.753 0.747 0.749 0.747 0.737 0.748 0.736 0.746 0.755 0.74  0.752 0.754
 0.753 0.75  0.756 0.748 0.756 0.752 0.756 0.755 0.753 0.756 0.755 0.7
 0.746 0.749 0.751 0.745 0.748 0.745 0.754 0.746 0.755 0.754 0.745 0.754
 0.754 0.753 0.7   0.756 0.75  0.754 0.756 0.745 0.754 0.752 0.756 0.756
 0.744 0.754]","{'C': [0.8588350759895038, 0.7582776153588586, 0.32192104254941434, 0.3638751069218035, 0.300983436451966, 0.9520988999544097, 0.08316808020602107, 0.5928416773601162, 0.5916386606629096, 0.22202975972520855, 0.9862905718533621, 0.7124216624593326, 0.6929463495412111, 0.2858116009378525, 0.6056068809122184, 0.9837371469796373, 0.5569009930030027, 0.9999863984357925, 0.9996323160837471, 1.0, 0.9990190222755573, 0.5262637469491978, 0.9966202169531202, 0.0019663076368285756, 1.0, 1.0, 0.6403884684665246, 0.45014544368337395, 0.5797828980899499, 0.12164190085566837, 0.8306817648109117, 0.48009815424809965, 0.8288229810592308, 0.4130026159799861, 0.6982969366186321, 0.9178009563903013, 0.5083627442767916, 0.873716789802332, 0.00407081895477454, 0.5508555836062119, 0.1907178872460909, 0.7693457502895612, 0.5511201295380627, 0.8392894961338601, 0.3842056095790805, 0.4510671666626313, 0.5632560495545602, 0.5652904852850551, 0.1833673074056113, 0.9360958230788359], 'l1_ratio': [0.3682562398947738, 0.6080333107845437, 0.16569389030730078, 0.9481981136540438, 0.9920735499772814, 0.6301517195068541, 0.39060714050904416, 0.7920867168295789, 0.08214212842856912, 0.9748093442720017, 0.006036424167601143, 0.001, 0.001, 0.05028265968427319, 0.001, 0.9968588605985406, 0.001, 0.003954298271242851, 0.11036261465583115, 0.06807913276919748, 0.272719942012431, 0.001, 0.18654286383415503, 0.658899496946112, 0.8595909411025934, 0.48116623289538313, 0.2595411349101492, 0.5595168273549351, 0.437343776882215, 0.001, 0.001, 1.0, 0.13994210345691654, 0.004452805432408634, 0.9303616142901936, 0.002182575462104971, 0.001, 0.001, 0.16482228402530752, 0.001, 0.00257494792561866, 0.006443908034156291, 0.001, 0.9976041179379422, 0.0015805854200942671, 0.0023895850178836196, 0.001, 0.001, 0.4329984501656104, 0.004576451848934867]}",logistic-regression,credit-g
0,"{'C': 0.8762695569215682, 'coef0': 0.8490368472492291, 'degree': 10, 'gamma': 0.01}",0.754,"[0.702 0.739 0.75  0.742 0.748 0.748 0.706 0.752 0.746 0.75  0.748 0.727
 0.754 0.702 0.743 0.737 0.712 0.737 0.716 0.748 0.751 0.74  0.7   0.732
 0.746 0.754 0.73  0.74  0.742 0.734 0.749 0.743 0.749 0.75  0.75  0.75
 0.735 0.748 0.748 0.748 0.748 0.737 0.75  0.747 0.753 0.753 0.753 0.746
 0.733 0.753]","{'C': [0.8588350759895038, 0.7582776153588586, 0.32192104254941434, 0.3638751069218035, 0.300983436451966, 0.9520988999544097, 0.08316808020602107, 0.5928416773601162, 0.5916386606629096, 0.22202975972520855, 0.07772959473760868, 0.3747623894075396, 0.8762695569215682, 0.2966871810829397, 0.03359965736819642, 0.555693383777493, 0.13153042190778777, 0.7446678975492736, 0.6674473083888003, 0.9275539826544619, 0.4946437904537945, 0.4482452389573098, 0.09464406384535917, 0.8179582728289426, 0.5827751726402559, 0.8678523049567037, 0.3014890609702141, 0.1558264398243322, 0.02049134134330492, 1.0, 0.28232358962165977, 0.7037719810573833, 0.10280367238918318, 0.08914632996869705, 0.6982848873569415, 0.3617072648136536, 0.03265620327082584, 0.9162681111573778, 0.20418103200460205, 0.38360696631605146, 0.0034031591622001585, 0.7736368894148625, 0.20252309712567515, 0.57920687104202, 0.58740506251122, 0.5775405585063754, 0.9523113105115761, 0.5946457708988356, 0.692657531337969, 0.8960535871111205], 'coef0': [0.3676871013721565, 0.6076801876411063, 0.1649422631814515, 0.9481514452879664, 0.9920664090313149, 0.6298185228577612, 0.3900581379329262, 0.7918994075654613, 0.08131522944517143, 0.974786649987562, 0.7138519709374032, 0.0001, 0.8490368472492291, 0.21976028595192781, 0.1291673852941801, 0.670933897108599, 0.8687124370462405, 0.14338077310094977, 0.7602231376697178, 0.8122250482187188, 0.8329138510011697, 1.0, 0.9657038902138871, 0.9107142536058643, 0.32959429728455825, 0.9314661708885921, 1.0, 1.0, 0.08817511600355786, 0.8352416472917613, 0.68929722672558, 0.3996134922214755, 0.3862909407729463, 0.38000911428783524, 0.9996682677679877, 0.6774681454675024, 0.0001, 0.8727314326356836, 0.7528416048047983, 0.48210797406958283, 0.6404317078075, 1.0, 0.6172662590554285, 0.9971951833564793, 0.0001, 0.0001, 0.0001, 1.0, 0.0001, 0.0001], 'degree': [2, 10, 6, 8, 2, 7, 4, 1, 5, 7, 4, 10, 10, 10, 8, 9, 2, 3, 2, 5, 10, 10, 2, 10, 1, 10, 2, 1, 7, 2, 6, 6, 6, 6, 6, 6, 1, 4, 6, 5, 5, 3, 6, 5, 6, 6, 6, 7, 9, 6], 'gamma': [0.4688289424522032, 0.10184808924538274, 0.5010158284251173, 0.8889818107948587, 0.1364350882448041, 0.11311575855858498, 0.033194018272861746, 0.8637645528210353, 0.3882753105009506, 0.5723098418537335, 0.2101827225196632, 0.2979505538517957, 0.01, 0.025090314857621025, 0.924126155000264, 0.8560707041739197, 0.7575644930269793, 0.45209173375277323, 0.7673286943948834, 0.48366100921493765, 0.09042543032346555, 0.16254972165485826, 0.01, 0.6514347980881876, 0.5849656881735233, 0.07146699063839795, 0.22772148199887177, 0.14026058325487697, 0.9973538921142514, 0.12649419000135043, 0.6486391666132415, 0.09872588535285834, 0.23712143324592444, 0.581024780348924, 0.05947639777460534, 0.569100508263096, 0.9609026344130354, 0.8961245138339428, 0.27738139867880884, 0.06824821184719973, 0.9643553951476849, 0.9000169601883387, 0.966268352797528, 0.9617989182245765, 0.14423549350634768, 0.6549876017060412, 0.4271462070377567, 0.9270087105813536, 0.2997431031084784, 0.9845785070307527]}",svc,credit-g
0,"{'learning_rate': 0.05822935819609519, 'loss': 'exponential', 'n_estimators': 103, 'subsample': 1.0}",0.7620000000000001,"[0.68  0.717 0.713 0.715 0.73  0.483 0.733 0.73  0.754 0.735 0.747 0.726
 0.745 0.709 0.7   0.7   0.7   0.7   0.761 0.7   0.732 0.737 0.647 0.747
 0.7   0.762 0.76  0.748 0.716 0.673 0.7   0.7   0.738 0.714 0.758 0.729
 0.752 0.735 0.7   0.62  0.7   0.752 0.7   0.743 0.739 0.757 0.746 0.744
 0.7   0.742]","{'learning_rate': [0.8588350759895038, 0.9345878045299009, 0.8258915818355056, 0.8096837162321192, 0.6046482077734036, 0.8168072018818145, 0.3071636766737198, 0.47395806743520114, 0.2894210441830594, 0.8997845882549765, 0.17599738649778182, 0.6299635899156264, 0.2848888515285849, 0.21402973974973022, 0.001, 0.02925287614772863, 0.001, 0.34393959073741986, 0.09899899708724692, 0.001, 0.3156671681562305, 0.15659454456424934, 0.9141213575265789, 0.11315832412840811, 0.001, 0.05822935819609519, 0.26498227790367973, 0.07140821664446911, 1.0, 1.0, 0.001, 0.001, 0.18614358035030898, 0.2313659025310315, 0.20410393714370775, 0.4771002269764659, 0.05982626651571121, 0.4624922946562719, 0.04831323259400693, 0.3730927179775718, 0.001, 0.25638840748475933, 0.3100964747364109, 0.25258794035366494, 0.2685332166042845, 0.13223508726357255, 1.0, 0.08925580196830013, 0.1091815165114255, 0.20520313644800017], 'loss': ['deviance', 'exponential', 'exponential', 'exponential', 'exponential', 'deviance', 'deviance', 'exponential', 'deviance', 'exponential', 'deviance', 'exponential', 'deviance', 'deviance', 'exponential', 'deviance', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'deviance', 'exponential', 'deviance', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'deviance', 'deviance', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'deviance', 'exponential', 'deviance', 'exponential', 'deviance', 'exponential', 'exponential', 'deviance', 'deviance', 'exponential', 'exponential', 'deviance', 'exponential'], 'n_estimators': [27, 138, 50, 145, 94, 119, 58, 67, 176, 93, 178, 200, 200, 136, 178, 10, 10, 200, 94, 71, 123, 85, 200, 56, 10, 103, 40, 42, 10, 184, 79, 154, 101, 200, 22, 10, 119, 10, 10, 10, 103, 88, 16, 76, 87, 195, 164, 178, 10, 162], 'subsample': [0.4640001146563141, 0.4226996464025668, 0.30415697859554547, 0.39668122873225475, 0.5791953003212924, 0.41175733841877993, 0.5465251761734415, 0.6176806414654726, 0.969129201986975, 0.7653066492946864, 1.0, 0.9774541449096265, 1.0, 0.18113326243197586, 1.0, 1.0, 1.0, 0.001, 0.8378177164920241, 0.15435601340280278, 1.0, 1.0, 0.006752654809931431, 0.759248542904077, 0.12406923565998493, 1.0, 0.9769604711960617, 0.7474270671232053, 0.9327619626824929, 0.14050369228045312, 0.6604204447126277, 0.08327286065427286, 0.2609329399344018, 0.025628627314275353, 1.0, 0.7765492079414641, 1.0, 1.0, 0.7132879686813752, 0.001, 0.7434003516919382, 1.0, 0.001, 1.0, 1.0, 1.0, 1.0, 1.0, 0.001, 1.0]}",gradient-boosting,credit-g
0,"{'C': 0.39555080248235214, 'l1_ratio': 1.0}",0.9355677816901409,"[0.93369278 0.93150186 0.93400381 0.93494229 0.93118691 0.93369131
 0.91929529 0.93306534 0.93244083 0.92868398 0.9321293  0.93275333
 0.93556778 0.93556778 0.93181436 0.93369034 0.93275186 0.93337833
 0.52221538 0.92430311 0.93306729 0.93494229 0.92023279 0.93400381
 0.92805898 0.93275186 0.9333793  0.93244229 0.93462881 0.93275381
 0.93275479 0.93369034 0.93431631 0.93181289 0.93337784 0.93244131
 0.93431631 0.9327543  0.93243936 0.93431631 0.92586659 0.93275479
 0.93337784 0.93369229 0.93369083 0.92805702 0.9327543  0.93431631
 0.93212637 0.93525479]","{'C': [0.8588350759895038, 0.7582776153588586, 0.32192104254941434, 0.3638751069218035, 0.300983436451966, 0.9520988999544097, 0.08316808020602107, 0.5928416773601162, 0.5916386606629096, 0.22202975972520855, 0.9999919955445736, 0.45138788407013597, 0.39555080248235214, 0.39788354896531775, 0.3797784925020562, 0.8612739966234555, 0.5009965506389377, 0.9997263456071506, 0.001312430453865253, 0.14161398631622601, 0.6751853252493849, 0.8071348316588984, 0.10885653019585287, 0.6340632897658113, 0.18366230351605412, 0.5459824876606545, 0.44822916734332036, 0.9082817977611738, 0.715366978542374, 0.6961145173257477, 0.9782404835493098, 0.8327278572486462, 0.3363408668045759, 0.25939413461259275, 0.472308010490496, 0.7316599588425984, 0.4236608015536441, 0.7874538595359142, 0.5692449270917759, 0.656376470074525, 0.16367651041396292, 0.8839750118836173, 0.44892044466925574, 0.5211570566938214, 0.9314165402205954, 0.20244765000938528, 0.8148839290287389, 0.678692698382257, 0.286466330585183, 0.4070665135353698], 'l1_ratio': [0.3682562398947738, 0.6080333107845437, 0.16569389030730078, 0.9481981136540438, 0.9920735499772814, 0.6301517195068541, 0.39060714050904416, 0.7920867168295789, 0.08214212842856912, 0.9748093442720017, 0.032492618593644, 0.001, 1.0, 1.0, 0.001, 0.9974176075982613, 1.0, 0.9577886731704742, 0.9217523149568528, 1.0, 0.001, 1.0, 0.001, 1.0, 1.0, 1.0, 0.12465402314488716, 0.001, 1.0, 0.3358098483109761, 0.2045966017484778, 1.0, 1.0, 0.001, 1.0, 0.001, 1.0, 0.001, 0.9914792148176879, 1.0, 0.0017393554956312337, 0.011298968484082642, 1.0, 0.023539873506885318, 0.9447370464674705, 0.0037030197845802056, 0.001, 1.0, 0.001463840662111199, 1.0]}",logistic-regression,kr-vs-kp
0,"{'C': 0.2602304902333379, 'coef0': 0.43908684699893485, 'degree': 2, 'gamma': 0.51549940595565}",0.9762211463223787,"[0.96902484 0.95432121 0.95526115 0.95463419 0.9446293  0.95526115
 0.92211219 0.93337979 0.96058294 0.95432121 0.95275675 0.93525773
 0.92962099 0.96026995 0.97590816 0.9302499  0.93463175 0.92899795
 0.96871723 0.96871332 0.97622115 0.92148621 0.97559517 0.95306974
 0.96933783 0.74344239 0.97590767 0.96558881 0.97622115 0.96590131
 0.95432072 0.93181485 0.9649643  0.93494474 0.927433   0.9740312
 0.52221538 0.95369523 0.95306974 0.97215767 0.52221538 0.96152289
 0.95369523 0.91647838 0.96120843 0.92993349 0.95933099 0.95338273
 0.96152142 0.92962392]","{'C': [0.8588350759895038, 0.7582776153588586, 0.32192104254941434, 0.3638751069218035, 0.300983436451966, 0.9520988999544097, 0.08316808020602107, 0.5928416773601162, 0.5916386606629096, 0.22202975972520855, 1.0, 1.0, 1.0, 1.0, 0.27276513765496163, 0.001, 0.9125413884917178, 0.001, 0.09092380015161255, 0.8653172080090841, 0.2602304902333379, 0.001, 0.12238717388825496, 0.38966408977725475, 0.23900482427512706, 0.13938816416219235, 0.2112325903546836, 0.4311454360323124, 0.11602366359211314, 0.16110080571504867, 0.8183407258327413, 0.20929772844521874, 1.0, 0.25865281555282116, 0.1955319046861681, 0.21965971515478339, 0.001, 0.001, 0.001, 1.0, 0.001, 0.5378288482984664, 0.03455708034557821, 0.7656051257128504, 1.0, 1.0, 1.0, 0.8141427775060722, 1.0, 0.9140942074724087], 'coef0': [0.3676871013721565, 0.6076801876411063, 0.1649422631814515, 0.9481514452879664, 0.9920664090313149, 0.6298185228577612, 0.3900581379329262, 0.7918994075654613, 0.08131522944517143, 0.974786649987562, 0.28104179905227317, 0.9771532498846657, 0.2197192428518088, 0.04196237546459859, 0.363178169755176, 0.0001, 0.6162785024586952, 0.47844432802340237, 0.23862914454899953, 0.9046225313392318, 0.43908684699893485, 0.3808823368479098, 0.4921619702020787, 0.2537842872895399, 0.23118398884487745, 0.34965179514426226, 0.2712063125697308, 0.9735878085164088, 0.4081182093510047, 0.18390491044485935, 0.26102099033096865, 0.10753519512004824, 0.7038888112957806, 0.019847695539117836, 0.06512958024487311, 0.40254425403790506, 0.0001, 0.6251789370955767, 1.0, 1.0, 0.8386633599500211, 0.12402705329632788, 1.0, 0.46946591429842793, 0.4337792910527249, 0.3533042142165936, 0.5775539642846457, 1.0, 0.9728336538135848, 0.4907059194170278], 'degree': [2, 10, 6, 8, 2, 7, 4, 1, 5, 7, 10, 1, 1, 5, 2, 2, 1, 2, 2, 2, 2, 2, 2, 10, 2, 2, 2, 3, 2, 3, 8, 1, 4, 1, 1, 2, 8, 10, 10, 10, 1, 2, 10, 10, 5, 1, 6, 10, 5, 1], 'gamma': [0.4688289424522032, 0.10184808924538274, 0.5010158284251173, 0.8889818107948587, 0.1364350882448041, 0.11311575855858498, 0.033194018272861746, 0.8637645528210353, 0.3882753105009506, 0.5723098418537335, 0.6390983780978531, 0.3121854720938632, 0.9356832229669827, 0.4638949712201574, 0.5509278741134047, 0.9525657385526224, 0.6096808248355179, 0.8081225803045001, 0.5437475430390193, 0.516338078176809, 0.51549940595565, 0.5024738134859497, 0.6705411807932721, 0.3590072184380829, 0.9043064985486248, 0.01, 0.6517364283366929, 0.3216095050715234, 0.8188413159014903, 0.8064135619802808, 0.854487131119413, 0.7959898352261982, 0.6261859528227808, 0.7570963848591499, 0.6173022230909414, 0.6648484173845428, 0.01, 0.27798911748014954, 1.0, 0.01, 0.01, 0.18607994844782488, 0.5325748000650531, 0.01, 0.5058600343821892, 0.9061680277041702, 0.09979059362476592, 0.2789532990887678, 1.0, 0.503567444446872]}",svc,kr-vs-kp
0,"{'learning_rate': 0.4128925166811629, 'loss': 'exponential', 'n_estimators': 200, 'subsample': 1.0}",0.9768476134585289,"[0.93462784 0.94870745 0.94932854 0.93431729 0.9390043  0.95089006
 0.91490708 0.93931925 0.92680702 0.93303844 0.97247164 0.97434517
 0.963393   0.96245843 0.95432218 0.93150186 0.96902778 0.97653462
 0.97684761 0.96089642 0.96402973 0.95964593 0.92711512 0.97528316
 0.95339349 0.50593995 0.52221538 0.9668393  0.92178893 0.95307707
 0.91741246 0.52221538 0.52221538 0.52969924 0.93149061 0.97091109
 0.94432463 0.52221538 0.52221538 0.94370452 0.49154245 0.95682952
 0.96590718 0.96745941 0.96340033 0.96433343 0.97590865 0.91742518
 0.95620403 0.94401115]","{'learning_rate': [0.8588350759895038, 0.5711128184342693, 0.2610075854802337, 0.720182509122004, 0.5004590824093693, 0.5310725290492847, 0.9302243502696134, 0.12139134482989083, 0.1142149116939469, 0.9075734127350409, 0.48117944702722876, 0.41457311248446077, 0.6537569483874774, 0.2046481758374065, 0.726061990254166, 0.025873441841504072, 0.5355434349202776, 0.41326014867732236, 0.4128925166811629, 0.354498476603528, 0.8389408217148945, 0.7845463117373951, 1.0, 0.46736852675444907, 0.3329016951984607, 1.0, 0.001, 1.0, 1.0, 1.0, 1.0, 0.001, 0.001, 0.5543013501306405, 1.0, 0.8367345265412682, 0.5374952838805663, 0.001, 0.001, 0.05423062627484772, 0.19875301356496675, 0.27530863663259436, 0.9964682008739367, 0.21389780967206531, 1.0, 0.7671830713880811, 0.46007030142439953, 0.001, 1.0, 0.8513323107445433], 'loss': ['deviance', 'exponential', 'deviance', 'exponential', 'deviance', 'exponential', 'deviance', 'exponential', 'exponential', 'deviance', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'deviance', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'deviance', 'deviance', 'deviance', 'exponential', 'exponential', 'deviance', 'exponential', 'exponential', 'exponential', 'deviance', 'exponential', 'exponential', 'exponential', 'deviance', 'exponential', 'exponential', 'deviance', 'deviance', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'deviance'], 'n_estimators': [27, 20, 91, 143, 25, 69, 110, 107, 23, 134, 90, 128, 198, 200, 200, 127, 162, 200, 200, 200, 200, 200, 10, 200, 200, 200, 10, 200, 10, 116, 10, 10, 200, 10, 11, 137, 35, 10, 39, 180, 10, 131, 134, 200, 22, 128, 132, 198, 196, 30], 'subsample': [0.4640001146563141, 0.989982848213063, 0.31108875843464207, 0.20202856818979611, 0.6257575781210002, 0.8745306630228605, 0.5014098396396497, 0.3112563485412643, 0.03405847965214112, 0.41800663983214, 1.0, 1.0, 0.9243060845708843, 0.727443893882877, 0.551709042303482, 0.9475078543132271, 1.0, 1.0, 1.0, 0.9003799853298932, 0.982867499738285, 0.8304096274793276, 1.0, 1.0, 0.5532397262202751, 0.001, 0.8355914159165446, 1.0, 0.4440985285578241, 0.7141610958415742, 0.21812632378824728, 0.6240674653302863, 0.001, 0.001, 0.3378260870726073, 1.0, 0.7065958788481198, 0.14610499820916523, 0.001, 1.0, 0.001, 0.4696226626847197, 1.0, 0.9208796657060351, 1.0, 0.9983558388378654, 1.0, 1.0, 0.8453073793720243, 0.6035890891409234]}",gradient-boosting,kr-vs-kp
0,"{'C': 0.44685188357729844, 'l1_ratio': 0.001}",0.8578199052132703,"[0.85592417 0.85402844 0.85592417 0.85118483 0.85118483 0.85402844
 0.83886256 0.85402844 0.85687204 0.84549763 0.85592417 0.85781991
 0.85687204 0.85402844 0.85781991 0.85308057 0.85687204 0.66255924
 0.85118483 0.85402844 0.85402844 0.85687204 0.85023697 0.8549763
 0.85687204 0.85687204 0.85781991 0.85592417 0.83317536 0.8521327
 0.85402844 0.8521327  0.85781991 0.8549763  0.85402844 0.8549763
 0.85592417 0.85781991 0.85308057 0.85687204 0.84549763 0.85308057
 0.85687204 0.8549763  0.85781991 0.8549763  0.85781991 0.85781991
 0.85308057 0.85592417]","{'C': [0.8588350759895038, 0.7582776153588586, 0.32192104254941434, 0.3638751069218035, 0.300983436451966, 0.9520988999544097, 0.08316808020602107, 0.5928416773601162, 0.5916386606629096, 0.22202975972520855, 0.9964395017787507, 0.45763001016697763, 0.4608580321745944, 0.7522624563335073, 0.44685188357729844, 0.9979833202691651, 0.3972709459827049, 0.0024172166859603326, 0.13879568222909394, 0.6621993840487297, 0.8089880767162295, 0.5358899357344383, 0.22679379409278377, 0.9048174080025916, 0.2669739623642764, 0.5644635260976674, 0.49857958628894544, 0.7076699642594938, 0.11450234979946838, 0.43046821366681437, 0.8822105500078992, 0.18377144537013393, 0.4264008311718799, 0.6332488571877471, 0.8299955552603717, 0.9732007317591215, 0.6155825633090916, 0.2951376043802574, 0.5211914150876513, 0.5093093420147816, 0.1082653537662262, 0.7865100716616298, 0.4828770727607401, 0.7316621020404109, 0.3508176527299297, 0.7157505234486934, 0.43610187675435663, 0.28910053482637, 0.9248609599634479, 0.6854084821253953], 'l1_ratio': [0.3682562398947738, 0.6080333107845437, 0.16569389030730078, 0.9481981136540438, 0.9920735499772814, 0.6301517195068541, 0.39060714050904416, 0.7920867168295789, 0.08214212842856912, 0.9748093442720017, 0.018119853274934795, 0.001, 0.001, 0.001, 0.001, 0.9712101992049174, 0.001, 0.9930396114542168, 0.001, 0.001, 0.001, 0.001, 0.5442489290473894, 0.001, 0.001, 0.001, 0.001, 0.9962941702073, 0.9933937341671667, 0.9991560743701756, 1.0, 0.009445022581891935, 0.001, 0.9969344446583487, 0.9934167874551579, 0.004342070441837849, 0.001, 0.001, 0.9925064872784926, 0.001, 0.0025048513643666477, 0.9889012285628049, 0.001, 0.978202545573222, 0.0044761707311600915, 0.004764532571998407, 0.001, 0.001, 0.9920611791840582, 0.992397019548463]}",logistic-regression,qsar-biodeq
0,"{'C': 0.6677819826086225, 'coef0': 1.0, 'degree': 1, 'gamma': 0.512101655254671}",0.8663507109004739,"[0.85971564 0.80663507 0.77061611 0.76872038 0.86350711 0.81516588
 0.7943128  0.86445498 0.80379147 0.7971564  0.83886256 0.86161137
 0.8549763  0.84170616 0.81895735 0.85592417 0.78862559 0.86635071
 0.86255924 0.86540284 0.86445498 0.85023697 0.80189573 0.81895735
 0.86255924 0.66445498 0.86066351 0.66255924 0.86066351 0.82843602
 0.86066351 0.85876777 0.74597156 0.81516588 0.80473934 0.86255924
 0.86161137 0.86161137 0.81611374 0.79336493 0.85876777 0.85023697
 0.83886256 0.78293839 0.68625592 0.70616114 0.78767773 0.84170616
 0.86255924 0.8549763 ]","{'C': [0.8588350759895038, 0.7582776153588586, 0.32192104254941434, 0.3638751069218035, 0.300983436451966, 0.9520988999544097, 0.08316808020602107, 0.5928416773601162, 0.5916386606629096, 0.22202975972520855, 1.0, 0.4961458196154107, 0.2555629492850899, 0.5773910072941746, 0.9824016897621775, 0.1283686940652588, 0.001, 0.6677819826086225, 1.0, 0.8693224720091558, 1.0, 0.4215877776368635, 1.0, 0.7481224269833305, 1.0, 0.001, 0.7595013589977371, 0.001, 0.892724651075677, 0.9255492755587057, 0.2835478651455103, 0.430767461147545, 1.0, 0.3268338698550255, 0.45595797481228273, 0.20432514139427888, 0.7779205804064717, 0.4471076523668845, 0.30616696639433993, 1.0, 0.23325878605780395, 0.2774390116869491, 0.25466305393826444, 0.001, 0.709517718580778, 0.5179882240066035, 0.7893592413624041, 0.4432992427669145, 0.5128174975805487, 0.8185266353545134], 'coef0': [0.3676871013721565, 0.6076801876411063, 0.1649422631814515, 0.9481514452879664, 0.9920664090313149, 0.6298185228577612, 0.3900581379329262, 0.7918994075654613, 0.08131522944517143, 0.974786649987562, 1.0, 0.12812212322195585, 0.701862016075159, 0.3068882831122157, 0.2517621726910855, 0.0001, 0.0001, 1.0, 0.7170155856101791, 1.0, 0.0001, 0.18392610738633614, 0.2391209869719187, 0.14811380618061276, 0.4631144298897947, 1.0, 0.0001, 0.18047678909839748, 0.3640912430847355, 0.0001, 0.0001, 1.0, 1.0, 1.0, 1.0, 0.0001, 1.0, 1.0, 0.0001, 0.8710439598451785, 0.0001, 1.0, 0.46149140863781546, 0.7368952585363792, 0.3033600915520539, 0.0063787419656181985, 0.8665812763836271, 0.7436442533602455, 1.0, 0.0001], 'degree': [2, 10, 6, 8, 2, 7, 4, 1, 5, 7, 1, 1, 1, 2, 3, 1, 1, 1, 1, 1, 1, 2, 3, 2, 1, 2, 1, 10, 1, 2, 1, 1, 10, 1, 3, 1, 1, 1, 1, 5, 1, 2, 3, 6, 7, 10, 4, 4, 1, 1], 'gamma': [0.4688289424522032, 0.10184808924538274, 0.5010158284251173, 0.8889818107948587, 0.1364350882448041, 0.11311575855858498, 0.033194018272861746, 0.8637645528210353, 0.3882753105009506, 0.5723098418537335, 0.01, 0.35665903817872036, 0.29142016826236655, 0.9595070731935433, 0.012162397086564795, 0.5311366036164326, 1.0, 0.512101655254671, 1.0, 0.6817895434903071, 0.6698472512083146, 0.47715302464060455, 1.0, 0.01, 0.6563396928050068, 0.10256777975545796, 1.0, 0.01, 1.0, 0.7244624935057192, 1.0, 0.3592898319683759, 1.0, 0.01, 1.0, 1.0, 1.0, 1.0, 0.01, 1.0, 0.6627470988254005, 1.0, 0.2584844330044997, 1.0, 0.01, 1.0, 1.0, 0.01, 0.6344141252274555, 0.08945319966581783]}",svc,qsar-biodeq
